用户名,时间,评论
"
                                匿名用户
                                ","
2023-11-25 09:15                            
                            ","
                            两个人点了五百的菜，菜品感觉一般，top3都点了，肉也是蛮贵的，但是没感觉特别出彩，酱料也一般，都是非常普通的感觉，小菜里吃的最多的是泡菜，南瓜粥一般，其他都一般，辛拉面还没自己煮的好吃，端上来也是比较凉得，坐的位置大冷天还一直有冷风吹，烤好的的东西一下子就凉了，这是我吃过最凉的一次烤肉，不过热乎的塞到嘴里也是没吃到好吃的，只是凉了更不想吃，烤肉盘底少说五六次有火冒上菜，感觉都要炸了，总结 肉一般 炒饭一般 面一般 ，级别贵，排队吃完全没必要
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-11-02 20:00                            
                            ","
巨难吃 从来没吃过这么难吃的韩料 打广告的钱不如拿来提升一下材料新鲜度	                        "
"
                                sheree_5163
                                ","
2023-10-05 20:38                            
                            ","
巨难吃，尤其是国民拌饭和芝士肋排
南瓜粥的味道也不如普通的韩式烤肉店
最新鲜的只有生菜了 "
"
                                匿名用户
                                ","
2023-09-28 16:16                            
                            ","
                            第三次来吃这家了，真是一次不如一次
几乎每桌都有服务人员我们这桌不叫就没人管，
烤盘烤焦了在冒烟门口有服务人员看见了也没有过来说给换一个，就让它在那冒烟
图二的雪花冰为什么缺了一块呢，因为蹭在了服务人员的胳膊肘上，也没人说给我们换个新的，管自己去擦干净就没下篇了
可能火爆不差我们这一桌客人，但服务行业最终还是以服务为主，这是最后一次过来了后面也不太会推荐了。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-09-24 14:46                            
                            ","
吃完两人全都窜了，肚子不舒服一天都没好	                        "
"
                                tracyyyh
                                ","
2023-09-10 23:01                            
                            ","
除了五花肉和饮品都很难评，总之是徒有🇰🇷烧烤表面功夫，但做的一点都不是韩料那个味儿的本土杂糅烧烤，能不能反馈一下改下名啊？不要欺诈消费者了 ball ball 您嘞……
「原味厚猪五花」唯一还能算好吃的肉 调料 生菜陪着到都还行 但偷吃了一块嫩些的肉有很重的酒香味 猪肉也不够厚就普通烧烤店厚度 所以您这也不是🇰🇷烧烤五花啊 对说起调料还有日式的果味甜酱油（笑  虽然我爱吃 「冻梨茶」这个可以还能喝喝，还有半个冻梨
「韩牛横膈膜」第一次吃没有脏器味的横膈膜还巨薄擦柠檬我也是很看不懂 「妈妈的秘制牛排」这款刚开始是自己烤的，可能烤失败了，牛肉纤维都咬不断，哇太好了这家店没用嫩肉粉哎？后来在想是不是小哥剪太大块了，尝试剪一半en倒还真能咬动了……「口蘑」一份24满满一盘10个……自己评吧……「烤韩鳗鱼」看着便宜，果然没好货，但不要点，对也擦柠檬了
「南瓜粥」第一次吃到没搅和匀的…… 「韩国火辣鸡爪」有骨，没吃出韩国辣酱味儿，倒是像南乳……？「芝士辛拉面」没吃出韩国辣酱味儿，拉面本身也很糟糕，鸡蛋还有股鸡蛋腥味儿……「提拉米苏雪花冰」好了吃到最后了，也是我叛逆想着这玩意都是38的价格，总大差不差。结果是提拉米苏和奶油倒是差不多的廉价味，但是雪花冰本冰很糟糕？融化后都是透白的水，被隔壁家吊打了。结果回头发现，哦原来大众点评用券19r……
以上一切不知道是这店本身就这么糟糕，还是因为新开业+七折优惠导致的如此田地。但我估摸着您家dzdp人均写的也是130+的烤肉店，就给顾客吃这？当真大冤种嘞


		                            收起评价


"
"
                                Athena
                                ","
2023-09-09 11:38                            
                            ","
                            点评上这么多好评 
原来是“好评+图片送饮料🥤”换来的 套路！
看着排队人多才去种草
吃了一次发现忒一般
人均200+
天街同类选择不要太多
好拥挤好热
拉面锅就是5块钱一包的辛拉面🍜
咸的要死
「韩牛横膈膜」¥128一条肉
看颜色部位觉得不太行
因为同价位的西塔 更嫩更好吃
安三胖的有很多筋膜 咬不断
黄衣服店员10多个人站在那里聊天
…
给我们烤肉的小哥还算积极
                            

		                            收起评价


"
"
                                任我今生无牵挂i
                                ","
2023-09-06 10:25                            
                            ","
服务很好，环境真的很热，吃的话感觉没啥肉味	                        "
"
                                上塘沿野丫头
                                ","
2023-08-28 10:43                            
                            ","
菜品一般，里面很嘈杂。虽然服务员会帮忙烤，但是一盘肉一下子全烤了，烤完全都堆那里，完全没食欲，等到吃都冷掉了，这样随便一股脑全烤了，还不如自己烤呢！	                        "
"
                                点小评9334171412
                                ","
2023-08-27 15:45                            
                            ","
味道一般吧 烤肉油烟太呛了 服务不错	                        "
"
                                瑞安吴彦祖
                                ","
2023-08-25 21:12                            
                            ","
                            第一次写评价，店里很热，肉没有一点肉味，不沾料就一点味道没有，请问肉腌一下很难吗？虽然小料很多，服务也很热情，也会帮忙烤肉，可是，烤肉店的重点不应该放在烤肉上吗，排队这么久进来吃到的味道真的很难吃，五花肉一股猪骚味，就连炸鸡也很难吃，吃了一桌子菜就年糕中规中矩。也不是很理解你们招牌的菜（横膈膜），怎么做到一点味道没有的？
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-08-20 11:23                            
                            ","
食材新鲜，就是酱料有点一般，都是偏甜的，吃了两种肉就已经很腻了，部队锅泡面踩雷了，超级咸，吃了一口就狂喝水	                        "
"
                                闪电风暴一缕情
                                ","
                                2023-08-18
  更新于2023-08-24 14:00                            
                            ","
                            以前没有吃过这家店的烤肉。
看到门口宣传杭州首店，因为朋友喜欢吃，所以就一起进去品尝了一下。
可能服务人员也是挑人的吧，对于我们这桌的话很少过来给烤肉，结果好多肉都烤焦了。
这上菜速度比较慢，肉品质咬到嘴里边儿，非常嚼不烂，回来之后的事情就不说了。
                            

		                            收起评价


"
"
                                我怀念的。_3912
                                ","
2023-08-10 22:58                            
                            ","
两个人吃完就拉肚子，肉质肯定不新鲜，大概率僵尸肉，服务态度倒是挺好的。	                        "
"
                                匿名用户
                                ","
2023-08-10 13:41                            
                            ","
环境很吵闹，服务人员很不专业，肉也不太新鲜，整体体验很差，吃了第二天还拉肚子	                        "
"
                                匿名用户
                                ","
2023-08-08 19:41                            
                            ","
排队非常糟糕，明明是4人桌，等了40分钟，不知道为什么给了2个只等了几分钟的人。体验非常非常差。
味道中规中矩，
油烟大，怕呛的禁入；烤肉的时候，几次溅到手上，这能不烫嘛	                        "
"
                                匿名用户
                                ","
2023-08-08 01:05                            
                            ","
                            [薄荷]环境：
比较明亮.服务员比客人还多.
「妈妈的秘制牛排」🥩特别少四个人都不够吃。
「秘制牛五花」肉都被烤黑了。性价比不高。还不如吃楼下的高老板烤肉🍖菜品份量真的太少了根本吃不饱

[服务铃]服务：
还可以.店长比较热情


		                            收起评价


"
"
                                匿名用户
                                ","
2023-08-06 15:59                            
                            ","
第一次给一家店写差评，店家推荐的横膈膜和牛五花不管是味道还是用的肉都很差，一家不算便宜的烤肉店用的肉还差，不知道为什么这样的一家店还能排到烤肉第一名。希望我的评价能让你们避雷	                        "
"
                                pledge_172
                                ","
2023-08-05 13:49                            
                            ","
                            被小红书种草来的 真的好失望 就是说比普通的烤肉店还难吃
「冷吃火鸡面卷」中看不中用 难吃死了 除了能拍照 毫无用处 
「秘制牛五花」肉很一般 没有很好吃
「炸鸡拼盘」普通到不能再普通的一盘炸鸡了
「韩国火辣鸡爪」一点也不糯 难吃死了！！
可千万别被网上的评分给骗了！！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-08-05 00:48                            
                            ","
肉是臭的肉是臭的！！！空调一点也不凉快！！！避雷这家烤肉！！！	                        "
"
                                匿名用户
                                ","
2023-07-30 22:09                            
                            ","
哎，别相信有特别好吃的韩国烤肉，关键这家连好吃都算不上...看着这么香的五花肉应该不错吧，吃完我们3人都无感，怎么会不香？？？	                        "
"
                                绍兴周杰伦
                                ","
2023-07-30 12:43                            
                            ","
                            很差，属于和青岛吃的那次比起来比都没法比的水平
先说一下店家的过号直接作废的规则，这不就是在综合性商场里头故意把人拴住不许走的恶性行为嘛
口味和青岛比起来也不行，南瓜粥、饮料都没有味道，只有年糕还不错，服务员帮忙烤肉算是为数不多的亮点了
因为在青岛的体验慕名而来的，这回体验差到拒绝了店家的写好评就免单饮料的活动，以后不会再来了
                            

		                            收起评价


"
"
                                c_e
                                ","
2023-07-22 22:43                            
                            ","
                            排队1小时 
位子紧凑，服务员烤肉超级快，然后希望你早点走。
牛隔膜味道还行，其他辣酱五花肉难吃，腻调料味道超级重，牛舌有怪味腥臭味难吃。送的小吃南瓜粥糊嘴塑料感，除了酱萝卜其它难吃得一塌糊涂。
反正这辈子不会再去了，价格贵又难吃！
大家避雷，真的别去！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-07-19 18:20                            
                            ","
                            太一般了，肉口感不好，这个石锅拌饭说好的是辣炒，结果没味道，米饭黏糊糊的看着都没食欲，吃了两口再也没动过，不明白咋会有那么多人来吃的，评价还4.9不理解不理解呀，不会再来了，吃了一次再也不会想吃了，那肉难以下咽啊
                            

		                            收起评价


"
"
                                KONGXIAO_7569
                                ","
2023-07-16 22:52                            
                            ","
                            4号去的，大中午天气很热，空调确实不给力，坐着汗滴答滴答留下来，是电子烤炉，有人帮烤，但是不会询问你想要的，有人喜欢焦香点。有人喜欢汁水多点，烤的很匆忙，前一份才刚开始吃，后一份已经再考了，这和打包没啥区别。难受
                            

		                            收起评价


"
"
                                马鲛鱼烩艾草
                                ","
2023-07-14 21:33                            
                            ","
等了一个半小时 店内冷气也不足 吃得也很煎熬
食物比较一般 不过服务员的服务态度不错	                        "
"
                                匿名用户
                                ","
2023-07-13 23:08                            
                            ","
我服了我服了我服了，烤肉这个人是炒菜吧，里面都带冰就给我上来了点评都是刷出来的，服了，就不能有点真实的评价吗？写好评送东西，服了服了	                        "
"
                                吃点好的
                                ","
2023-07-13 13:10                            
                            ","
                            网上刷到很多推广，所以过来试试。总体来说很失望，火鸡面那个非常难吃，组装在一起的东西毫无关系，也没有让口味更进一层。横膈膜还可以，不过价钱有点贵。八爪鱼炒年糕都是洋葱，八爪鱼量挺多的，就是年糕很少。还有免费小菜，一开始量给的很少，像是别人吃剩下的。总的来说不推荐，一定想吃的话可以来试试。
                            

		                            收起评价


"
"
                                一张
                                ","
2023-07-08 19:29                            
                            ","
吃了以后和朋友晚上都吐了，不知道是肉不新鲜了还是没烤熟	                        "
"
                                在黄山爬行的鸟蛋
                                ","
2023-07-06 19:43                            
                            ","
                            难吃！！！真的难吃！**种草的来的，芝士排骨，年糕都太甜，酱料也不好吃，中间这格子酱料还发苦，其他肉肉质也就这样吧，辣炒灵菇炒饭也不好吃，泡菜也不好吃，腌萝卜还可以，韩国手打奶茶还可以，免费的南瓜汤倒是味道还不错，不得不说营销是成功的，门外一直有长队在排。服务员态度是好的，但不得不说是新人，烤肉上差了些。对了，纸巾就吊在烤盘正上方，抽纸的时候纸屑不都垫菜里？虽然肉眼看不出，但不符合无菌原则，而且纸巾的质量并不好，还直接用这种纸擦烤盘，真的，总消费两人398。本杭州待了8年的，推荐去大力士，个人口味来说杭州烤肉第一名。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-06-29 15:39                            
                            ","
难吃的要死，又贵又难吃，服务也就那样，还要好评，说什么送东西，笑死	                        "
"
                                zlzl
                                ","
2023-06-29 13:47                            
                            ","
咋回事，口味真的很一般……随便找家烤肉店都比这个好吃😰😰	                        "
"
                                邵氏歹将
                                ","
2023-06-28 13:55                            
                            ","
                            天街安三胖新店打卡，很好找天街六楼，一进门就感觉乱糟糟的一片虽然热情但是感觉好乱，门口空桌不让坐非要把我们领进里面，也不知道为啥对青发来的品牌很期待但事与愿违…「妈妈的辣年糕条」好硬啊 真心咬不动 口味也一般 「墨鱼芝士饭团」啥味道也没有 还粘牙 请避坑
那个火鸡面卷 辣的一批 不能吃辣的小伙伴慎重。
环境啥的也就那回事儿，就是服务员太多，太乱，闹哄哄的 很影响吃饭的心情


		                            收起评价


"
"
                                长颈鹿的小揪揪
                                ","
2023-06-26 21:16                            
                            ","
服务员烤肉和你有仇一样的 味道也很差	                        "
