用户名,时间,评论
"
                                胡吃海塞
                                ","
2023-09-08 12:26                            
                            ","
肉质不太好。一个朋友点了套餐的 那个肉完全没发吃 后来单点的还稍微好一点。有点牛肉味。但是也跟同行同价的没法比。点的菜也不好吃。辣牛舌 辣鸡架 都很垃圾的肉 都没吃完。	                        "
"
                                蟹小俊a
                                ","
2023-09-03 23:32                            
                            ","
                            无语死了，第一次吃烤肉这么无语，服务小哥简直无语死了啊啊啊。第一次：炭火太高和他说了后竟然让师傅给隔壁桌放低碳火，我们依旧没有等到调低碳火。第二次：再次告知他中间碳火太高不好烤，他才自己帮我们弄低，碳灰飘到桌子上，菜品上，没有一句对不起，没有擦干净，没有换菜品，是我等了5分钟！！叫他给我擦干净！给我换菜品！！！！第三次：等了足足三十分钟的冷面，都能听到他和另外一名服务员笑嘻嘻的在说这个等了好久啊，我去的点压根不是饭点！！！百闻不如一吃，直接拉入黑名单！！！
                            

		                            收起评价


"
"
                                三分钟的热度
                                ","
2023-09-03 22:39                            
                            ","
                            [服务铃]服务：
去了这家店不下四次，从来没有写过差评，最近一次去体验非常不好刚开业的时候服务员会主动帮忙烤肉，非常热情，最近的一次来是个下雨天，很多人在等位非常乱，我们点了一份餐，当时不知道有团购券，后来朋友说有团购券，我们就问服务员可不可以把点的餐品换成团购券(东西是一样的)服务员当时同意了，结果不到一会儿上来了两份一模一样的餐品，我们就说只点了一份，之前的已经换成团购券了，你可以问一下你同事，然后这服务员就说另一份退的话要问一下厨师长能不能退无语，结果这两份一样的餐品就放在我们面前我们我不敢吃，期间也没有人过来告诉我们到底是怎么样的情况，过了一段时间后我们看到貌似是主管还是领班的人过来，我们跟她说了一遍事情经过后，人家立马撤了一份，我们用餐期间服务我们这个区域的服务员也是全程只服务于我们右后方那桌，从来没有主动过来给我们烤肉，好像那桌是她亲戚一样


		                            收起评价


"
"
                                甜甜
                                ","
2023-09-02 18:11                            
                            ","
                            已经不是第一次来吃闻老头了，但是这一次的体验很一般，菜品质量和服务与刚开业相比差很多，排队区很乱，服务员都很忙碌。不叫个两三次都不来，而且一直专注服务于另一桌客人不是很理解。我们本来单点了一份冷面 后来看到点评上有团购就跟服务员说把单点换成团购的，服务员说可以，结果最后给我们上了两份冷面。我们找来了服务员询问，结果这个服务员说要问一下厨师长，神操作
                            

		                            收起评价


"
"
                                脕琪
                                ","
2023-08-30 23:51                            
                            ","
服务太差了，要了一个勺子喊了三个人才拿过来，让拿个生菜也没人管，员工应该好好培训培训了，也不寻问需不需要帮烤，	                        "
"
                                匿名用户
                                ","
2023-08-28 00:44                            
                            ","
                            第一：店内空调不足，非常热！非常热！非常热！怎么吃得下去？心情都没了。
第二：刚坐下的时候，发现地上、椅子上，还有上一桌没打扫干净的食物残渣。吸风口也有很脏的油垢感觉随时会滴下来。
第三：肉很难嚼。部分菜品也很难吃。本以为是西塔老太太平替，但是……差的不是一点半点。
第四：服务员帮忙拿个夹子或是啥的，一脸不屑的样子，没看出有任何的服务态度。

望改进。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-08-21 17:09                            
                            ","
一个服务员帮烤根本不看熟没熟
鸡蛋酱味道很奇怪，一问才知道已经在冰箱放了两天
黄瓜味道也比较奇怪，不知道是什么原因
冰沙味道奇怪，有科技含量的味道
烤肉味道一般	                        "
"
                                匿名用户
                                ","
2023-08-16 02:31                            
                            ","
                            空调不给力 风机也不咋滴好使 本来约着朋友一起吃个饭唠会嗑结果吃个肉还得就着烟没怎么无语过
味道一般没有什么出众的 唯一好的一点是穿衬衫的小伙和一个戴眼镜的小姑娘 服务这方面没得挑南瓜粥小菜可以无限续这个挺好就是希望下次再去的话店里温度不会太高


		                            收起评价


"
"
                                匿名用户
                                ","
2023-07-27 19:47                            
                            ","
                            实在是难吃，怎么能有那么不好吃的烤肉啊。印象里这店之前开业排队很厉害人很多的啊，味道再差也不至于如此啊。但吃完真的想不通这店怎么开下去的，绝不会再来了！
「秘制卷牛肋排」买的套餐，还好对了一下菜品，不然这道肉直接没上，和服务员说还各种确认来问，仿佛我们想多坑一盆肉似的。第一次见烤肉店上个肉都还那么慢并有遗漏的。
                            

		                            收起评价


"
"
                                意简寒
                                ","
2023-07-26 23:17                            
                            ","
                            价格挺贵，味道匹配不上，颜值蛮高，挺像花瓶，牛舌也没有说很好吃，特别普通，五花肉就真的特别贵，58一份，主要味道不好吃👎，石锅拌饭，用材不新鲜，有些其他不太好的味道，冷面，面条没有特别顺滑，汤特别不理想，海带汤味道可以的。
[薄荷]环境：
一般吧
[服务铃]服务：
服务员一般，用券要等第二天，还差十几分钟，都说不能用，我也是醉倒了？！ 烤肉的小姐姐开始做的挺好的，后面好像是有事换了一个人之后，就不咋样，后面就直接不管了……只能说不咋样……
                            

		                            收起评价


"
"
                                包子煲米醋
                                ","
2023-07-23 22:52                            
                            ","
都是冻肉，而且咬不动，和嚼槟榔差不多	                        "
"
                                匿名用户
                                ","
2023-07-18 13:27                            
                            ","
说一下，明明店里的客人不多，每个店员都非常悠闲，就是不会帮客人烤一下肉，2-3个人收一个桌子也不会帮忙烤，还有个肉的颜色都看着不是很新鲜的样子，要服务没服务，要态度没态度，就知道要一个好评什么的	                        "
"
                                【已注销用户】
                                ","
2023-06-22 23:42                            
                            ","
这家的服务员态度真的很糟糕，很拽的，菜都上齐了，夹子没有了，问她要夹子理都不理你，40多岁的女人，跟谁欠她钱一样，真的避雷。	                        "
"
                                海参炒米醋
                                ","
2023-06-18 16:45                            
                            ","
                            吃过西塔老太太，可以说，完全没法比：
1.15:00左右去的，店里人不多，可能服务员看人不多吧，服务跟不上。明明比临桌先来，结果服务阿姨把烤盘放在隔壁就悠达地走了？最后是我们自己叫服务生来，才上了烤盘
2.本次最生气的是，我在杭州不管是日式烤肉，韩式烤肉，还是东北烤肉，我一般说请帮忙烤下，服务生都烤的很好，外焦里嫩的，结果店里的阿姨帮忙烤的时候一直说这就要边烤边吃，吃得香，啥的，拿着一块还没烤熟的肉就往我盘子里放，我说这还没烤熟，我再烤烤，结果就是全程都换成了我和朋友自己烤。虽然我们自己技术不咋样，但能保证熟了。服了。
                            

		                            收起评价


"
"
                                我要捅开你那不开缝的眼睛
                                ","
                                2023-06-17
  更新于2023-06-18 06:15                            
                            ","
                            味道还不错，酱料的味道很正宗，确实肉都挺好吃的。
就是1.单点的肉上完，团购的我们一直在催什么时候上。服务员说现在人多，等等。然后等了50分钟，吃上了团购的肉，因为忘了已经验了券，每次催都说快了，体验很差。
2.吃完之后俩人都拉肚子了……无语
                            

		                            收起评价


"
"
                                D1ngdin9
                                ","
2023-06-02 18:26                            
                            ","
肉全部齁甜，不会再来，我谢谢了
牛五花肉，甜的
猪五花，甜的
所有人，甜的甜的都甜的	                        "
"
                                匿名用户
                                ","
2023-05-28 18:52                            
                            ","
不好吃 非常不好吃 拉肚子了 里面跟火炉一样 吃个饭受罪	                        "
"
                                _不都是吃货嘛
                                ","
2023-05-21 18:25                            
                            ","
说了几遍帮忙烤一下跟没听到一样，什么东西都有香油的味道，特别重	                        "
"
                                匿名用户
                                ","
                                2023-05-17
  更新于2023-05-28 05:27                            
                            ","
服务态度爆差 门口站了很多服务员 但是连拿个起子 上个饮料都没有人去做 板子让换也不管 烤肉味道也不好吃…避雷下 不知道是不是武林夜市这家店的问题 另外一家的闻老头应该还好	                        "
"
                                匿名用户
                                ","
2023-05-02 17:46                            
                            ","
                            去的比较晚 大概在十一点半左右 明明写营业到十二点 服务员着急想下班了吧 说没有肉了 既然连肉都备不好 就不要开店接客了 况且还是节假日 客流量心里没数吗？ 还是因为临近下班点 服务员着急下班 不想接客了？
                            

		                            收起评价


"
"
                                sesame
                                ","
2023-05-01 15:54                            
                            ","
                            整体和西塔老太太很像，但是不管是肉的品质还是蘸料都没有西塔老太太好吃，价格上来说，也相对比较贵，268的套餐是划算的，但是因为不怎么好吃，还剩了不剩。
特别要说一下他家的服务，服务员真的像看不见招手和听不见叫人一样，坐下就不管你了，我喊点单喊了好几遍，烤盘都黑了，让他们来换一下也一直没人来，店里客人就几桌，就这样还真的怠慢，真的很令人无语。
                            

		                            收起评价


"
"
                                Alan
                                ","
2023-04-30 18:22                            
                            ","
                            [服务铃]服务：服务太差了，结账问都不问清楚是哪一桌直接让我需要再付个费用，扫完费用了都没搞清楚顾客是哪一桌，真的是醉了！
[薄荷]环境：
大酱汤也偏咸，入口咸的要死，后来跟店员反应，店员也重新上了一份，但是印象大打折扣
第一次来吃碰到这样的服务也真的是没谁了
                            

		                            收起评价


"
"
                                东东呀
                                ","
2023-04-23 18:26                            
                            ","
味道真不咋地，性价比也不高。吃过最难吃的烤肉，避雷😑😑	                        "
"
                                乐乐
                                ","
2023-04-16 19:11                            
                            ","
                            有一说一东西还行，但是不理解男店长的态度。三个人点了四人餐，随口问了一句多的一份调料可以退吗，有个服务员说调料可以退（就上了三份调料，套餐写的是四份），然后去前台买单，店长说不能退，然后我们解释说刚刚有个服务员说可以退，然后他就很严肃的当着说，那我退，“刚刚是谁和客人说可以退，你待会把6块钱给我转过来”，你要么直截了当的和我说套餐就是没办法退的，要么就是当下退给我，事后去和服务员说，说了这个话谁能收下这个钱
                            

		                            收起评价


"
"
                                孩子会穿过大雨
                                ","
2023-04-06 00:24                            
                            ","
                            真的很难吃，不知道为什么会有人喜欢吃这家，没吃过好吃的烤肉嘛，是肉本家不香嘛，且不说服务怎么样，肉不是什么新鲜肉，蘸料也不知道哪里搞来的二流蘸料，甜不甜咸不咸的，真搞不懂到底是主打的什么，有这钱我不如肉本家大吃特吃了，人均还比肉本家贵，真是无语
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-03-31 22:53                            
                            ","
主打的就是一个又贵又难吃，避雷	                        "
"
                                匿名用户
                                ","
2023-03-10 12:02                            
                            ","
                            ❌大失望！再也不会去了！不退款都不对劲！

[薄荷]环境：
环境非常的笔者，因为是一个狭长的空间，然后排队又非常的久，所以也没有给顾客足够的地方去坐，都很拥挤，排气也不好

[服务铃]服务：
服务是我重点要吐槽的地方且不说一个餐厅，最重要的是从我入座了，座位上面还有水，然后你知道坐下来餐具也没有人来上，桌子上也脏，粉料里也是空的？？？？
直到餐品来了一杯水都没有人倒，自己想倒也没有水壶，甚至连菜品都来了，碳都还没有来着，需要我来提醒服务员，整个体验极差无比
菜品：「炭黑牛五花」太肥，不好吃
「浇汁横膈馍」入味，但是总觉得口感太过了
「浇汁猪颈肉」一烤就老，很失望
                            

		                            收起评价


"
"
                                点小评6658803534
                                ","
2023-03-05 14:55                            
                            ","
门口等半天，前面好几个人进去了，还不轮到我，后面才知道，把我们忘记了了，笑死我了😆	                        "
"
                                点小评6882060806
                                ","
2023-02-18 22:17                            
                            ","
服务不到位，碳上了，不上帘子。连个剪刀和镊子也不给。叫服务员，没有反应，得走到面前叫。然后服务员在旁边换衣服，光膀子。不会再来这家吃了。之前在别的店吃，感觉服务还可以，这家太差劲了。	                        "
"
                                出色美丽嘀嘀蚕
                                ","
2023-02-09 11:07                            
                            ","
                            偶然间发现武林路也开了这家闻老头.菊花炭烤肉，想着湖滨那时超级火爆没吃上，这会儿没人排队赶紧凑上去尝尝…买了大众点评套餐，上菜还快的，品种也多，但真的实话味道不咋滴了也不知道哪来那么多好评？六个品种除了秘制牛勒排还不错最喜欢的横膈膜也让我心生失望，踩雷
                            

		                            收起评价


"
"
                                q
                                ","
2023-02-04 23:51                            
                            ","
                            88一份横膈膜只有几片，都是冰冻的肉，根本不值得这个价格。五花肉那款只有四片，量很少。这个价格就是当了一次冤大头。等位时间超级长，等了107分钟，感觉大家都被小红书和大众点评骗了，一直在麻木等位。服务态度差，只能自己烤肉，店员忙不过来，期间男店员和女店员语言起冲突，毫无服务意识，男店员想在客户面前吵起来，真是无语，很差的一次体验，不会再去了。
                            

		                            收起评价


"
"
                                章鱼吃吃
                                ","
2022-12-17 13:11                            
                            ","
服务员太差劲了，烤肉手都碰到肉了，肉烤完放到很边上都干了。味道一般，不出色，服务员麻烦培训一下再上岗！！！	                        "
"
                                吃货日常
                                ","
2022-12-06 13:07                            
                            ","
                            跟风过来吃的真的很一般啊
最近老在**刷到这家店的听说是老太太的cp
之前吃过老太太觉得很不错看见这家顺便就来吃了
结果根本就不是 这一家就是盗版
「浇汁横膈馍」跟我之前吃过的都不一样 一点也不好吃 肉质量问题堪忧啊
「闻老头鲜切肥牛」肥牛根本不像是肥牛很奇怪啊

[薄荷]环境：
环境像是在茅房里烤肉的真的很不理解这个设计

[服务铃]服务：
平平无奇没什么交流点
 盗版可耻借西塔的风装什么啊
                            

		                            收起评价


"
"
                                点小评4527780156
                                ","
2022-11-15 10:55                            
                            ","
没有半价券的话价格偏贵，浅浅一盘肉要70多，重点味道完全无特色，而且烤盘特别差，很容易烤焦和粘着肉，服务员不知道是怎样服务的，隔壁一桌全程帮着烤，我们一个人都不过来帮忙。环境拥挤超级闷热，绝不回购。	                        "
"
                                coco
                                ","
2022-11-12 20:37                            
                            ","
                            服务真的是差差差！烤牛肉完全是红色的就放在一边，和服务员说没熟她说牛肉就是要生一点，可是生一点不是滴血吧？而且我还是一个孕妇，就一副特别不想烤的样子，直接把夹生肉的夹子和剪刀放在小菜上，这是做餐饮服务员的基本素养吗？最后更离谱的是直接拿夹子和剪刀去剪冷面，我的天，我都惊呆了啊这是什么操作老铁？？？后面我们提出来才去换了一份，结果这份冷面催了无数个服务员等了超级久才上，让拿一个勺子也叫了五六个人，勺子要现洗的话我是可以理解的，吃到最后也没有换一个烤盘，我们让最近的一个男的帮拿个勺子，结果在拿客户的手机写了好久的好评，原来你们的好评都是自己写出来的啊，真的牛，后面应该是店长发现了我们这桌的问题，态度挺好的，但是这家店我们是再也不会去了，吃了一肚子的火。
                            

		                            收起评价


"
"
                                菲菲小可爱
                                ","
2022-11-12 15:38                            
                            ","
                            [服务铃]服务：
来了四次 第一次一个人来的感觉还不错，特别爱吃他们家芝士红薯，后面跟朋友又来了一次，服务一次比一次差，第二次来服务员要帮烤我的菜都给我烤焦了烤掉了，第三次无功无过，现在是第四次，给我的感觉就是你们家服务员好牛好屌，有一个头发有点长遮住眼睛个子不高的男性服务员你要是不想做就不要做，你上菜跟摔盘子砰砰响，跟你说个话也不理人，拽的二五八万一样，我就想好好吃个饭我又不差你钱，没指望你服务多好，也不至于摆一副臭脸叭，真的糟透了
[薄荷]环境：
客人集中在前面 环境中规中矩「秘制五花肉」好肥 吃了一小块就没有吃了，一直觉得他们家芝士红薯还不错所以一直都有去，但是服务真的劝退我了，价格也没有很低随便吃吃也有三四百 体验真的好差
                            

		                            收起评价


"
"
                                啵仔
                                ","
2022-11-11 21:26                            
                            ","
                            用餐等位的人比较多，可能期望值比较高，实际体验就很一般，服务人员虽然很多，但也没有享受到很好的服务
点了一个套餐，外加了大肠跟风干肠，大肠有一股骚味
最重要的‼️是收下来客人用过的餐盘放在了出菜口的正对面，而且是吃完才发现的，真的特别恶心，希望管理人员能考虑换个位置
                            

		                            收起评价


"
"
                                今天星期八
                                ","
2022-11-10 22:04                            
                            ","
肉的味道真的很一般，虾是死的，一股泥味，反正贼难吃，避雷，肉质很松，壳跟肉完全黏连在一起，不好剥，而且剥的稀碎，菜品一般，但是小菜味道不错。服务还行，价格也不算便宜	                        "
"
                                西湖之友
                                ","
2022-10-29 23:27                            
                            ","
                            排队排了将近一个小时，两家店相隔不远生意异常火爆，不知道是不是所谓的网红效应，很多来打卡的女士，也可能是因为如此，座位空间设计的很小，我一米八，很艰难的坐了进去。
说正经的，味道一般，非常普通，普通到你花一半的钱去路边小馆也能吃饭一样的味道。有一点我觉得也很不合适，在门口等位子的时候，刚好看见送炭的师傅来送炭，直接从门口进，路过每一桌客人直达后厨，也不知道店家有没有后厨通道。另外，虽然说名字叫菊花炭，但用的炭就是普普通通的烧烤竹炭，超市里能买的那种。不要被名字吸引了，以为是多么有特色的味道。
最后说这个名字的谐音梗，真的很恶心。
                            

		                            收起评价


"
"
                                茴香干煸红酒
                                ","
2022-10-19 18:31                            
                            ","
                            风很大，朋友抢到券请客来的。周末排队等位要很久，挑了工作日中午过去，已经一点多了还是座无虚席。虽然在我们之后已经没有新的客人来了，但上菜速度还很慢
肉质还可以，甚至惊喜的看到了雪花分层，其他的菜品中规中矩吧
「浇汁横膈馍」价格配的上品质，分量也够
「闻老头鲜切肥瘦」有点容易糊，需要盯紧
「芝士玉米」少，玉米和芝士只有薄薄一层
「鲜豆腐汤」很一般，外卖豆腐汤都比不上的水平

[服务铃]服务：
小料没有询问忌口，后面服务员去换的时候不情不愿，希望多加一点香菜也没有加。
全程基本没有配套服务，不帮忙烤肉，呼唤也没有应答，反复叫两三次才会过来，上菜也不告知肉放在什么位置，等着老半天才看到。
结账的时候服务员一直在和收银员讲话，收银员明确表示正在帮客人买单等下再说，服务员还是嘻嘻哈哈在旁边嬉皮笑脸。

希望商家把投放在网红和探店博主做广告的钱好好放在提升菜品和服务质量上，应该不会再光顾了，同等价位我选御牛道
                            

		                            收起评价


"
"
                                YY凯悦Ruby
                                ","
2022-10-16 20:31                            
                            ","
                            和朋友一起来吃的，朋友很不幸地坐到了有尿骚味的位子上，一开始她说我还没在意，慢慢吃着吃着隐约闻到了怪味，后来朋友实在受不了叫了服务员，挪开椅子发现椅子下一股恶臭。我在对椅瞬间回想起和公猫的尿骚味儿一模一样。朋友多次提出换座位被拒绝。一位女服务员甚至不愿摘下口罩确认异味就不耐烦的拒绝了我们的请求。我的朋友站着五六分钟没有人理会，只有一个小哥去拿了拖把打扫。但是味道去不掉。店长甚至甩锅要让喷清新剂的小哥赔偿菜品。整个店从上至下除了打扫卫生的小哥愿意帮我们处理问题，其他服务人员置身事外一副我们在讹钱找事的态度，不愿解决问题，体验极差。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-10-16 18:43                            
                            ","
                            第一次遇到，一坐下来位子上有股子尿味。一开始还以为是店名特色…上菜以后闻着味道根本吃不下菜，我就找味道的来源，发现是桌子下面传出来的气味，然后叫工作人员过来检查，店员小哥过来闻了味道直接退后三米要晕倒，准备去找拖把过来处理（我们想换个位子但被拒绝了。）小哥拿了拖把拖了地喷了清新剂…我和我的小伙伴坐在那闻着清洗剂和尿骚味实在吃不下，而且味道久久不散…，又提出换位子，还是遭到拒绝。说没位置了…
有点欺负人的感觉，我们要求退款，不吃了。这时候说有位子了…可以换位置…。实在是欺负人。
我们要求经理过来处理，不得不吐槽…他们的经理真的是很坏…说我们喷了清新剂吃不下，问是哪个员工喷的让那个员工买单，我们当然不说是哪个员工…天呐，怎么会有这样的人，主要问题是清洗剂么，主要问题是桌子下有尿骚味，员工小哥喷清新剂也是想解决问题，没有必要这么惩罚他吧，为打工的小哥流下眼泪…
最后给我们退款了，出门的时候发现很多人排队。不知道后面哪个倒霉蛋继续坐我们的位子。
刚到店的时候，工作人员过来让我们写好评打卡收藏我们都是很热情的，（图一是准备用来好评的，吃了两口发现味道越来越大吃不下…）
希望店铺环境加强，那么问题来了，既然店里不能带宠物，为什么桌子底下会有尿骚味呢？，
                            

		                            收起评价


"
"
                                Harry5757
                                ","
2022-10-11 18:31                            
                            ","
                            口味中规中矩，主要是你们这个前期服务确实差
晚上21多到的，菜都上齐了，碳都没来，还是我催了下过一会才上
服务我们的工作人员可能是晚上快下班，没什么上班的心情，指甲也很长（健康证能办下来吗）
烤肉烤到一半我就不让工作人员烤了（安心等着下班吧）因为我是来开心心吃饭的

后面服务各方面还可以，你说你们口味一般般，服务这样的话，谁还会第二次来

再说一个，喝水的杯子居然有虫，也不知道是后面自己掉进去的还是开始就有，就当后面飞进去的吧
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-10-08 19:33                            
                            ","
服务员完全不理人
一说打卡送冻梨 飞跑走再也不理人了呵呵 "
"
                                玫瑰花腌芒果干
                                ","
2022-10-08 19:31                            
                            ","
服务态度不好 烤肉油都甩身上了 甩了三次 跟他们讲 就当没听见	                        "
"
                                空心菜清蒸橄榄
                                ","
2022-09-29 23:03                            
                            ","
                            很垃圾，对不起我排队一小时，肉应该有科技活，多半都是合成的，一烤感觉要化了，店员为了完成什么玩意任务，一直在推销，我是来吃饭的，不是给你帮忙的，让帮忙点关注和推荐，我很少给人差评，这是最生气的一次，还有说的很好有人帮忙烤肉，一个人管四桌，我们肉不自己烤都糊了。网上的评论都是刷的，大家尽快避雷吧。
                            

		                            收起评价


"
