用户名,时间,评论
"
                                请叫我双下巴
                                ","
2024-01-06 16:23                            
                            ","
                            周末去的人超多，排了蛮久的队伍，位置被安排在出餐的吧台，但整体用餐感受和满意度是OK的

[薄荷]环境：
店里环境很不错，服务员都超级热情，每一口牛肉都非常的满足，多种调料任意选择，个人非常喜欢咸甜的烤肉酱。

推荐：
雪花中落小排：肉很嫩，沾上调料太好吃了，不愧是招牌。
安格斯横膈膜：每次必点横膈膜，肉很大块，咬下去又嫩又多汁，安利！
伊比利亚黑猪梅花肉：这个肥比瘦多，要稍微烤的久一点好吃。
前牛肉石锅拌饭 ：碳水＋牛肉yyds，底下的锅巴又脆又香，非常好吃！要是酱再多点就更好了哈哈
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-07 21:10                            
                            ","
                            非常好吃，喜欢没有提前调味的肉烤好蘸盐吃，「雪花中落小排」非常多汁，又嫩又香，不过火力超猛得时刻注意着肉，不能一次烤太多。「厚切韩式五花肉」给配了蒜片非常好评，建议下次多给点，蒜片是灵魂。「传统冷面」和「石锅拌饭」都水平合格，份量可以，冷面的牛腱子肉给得挺足。「三文鱼腩」配山葵超级超级好吃，一个人吃一份挺满足的。去的时候中午快闭店了，没有再加菜，服务员也没有催促，吃得非常悠闲舒服，挺喜欢这家店的。
                            

		                            收起评价


"
"
                                菊花茶研普洱茶
                                ","
2024-02-04 22:45                            
                            ","
                            杭州还有比御牛道更好吃的烤肉吗
还蛮好吃的烧肉的肉质比韩国烤肉好
调味不算很咸整体味道不错推荐拼盘
单点的话横膈膜很好吃！
店里的的寿司不划算味道还行
价格偏高性价比低（但是日式烧肉本来就会偏贵
一丢丢的。
我感觉是挺不错的，不过千人千味咯
                            

		                            收起评价


"
"
                                黑小小小胖
                                ","
2023-10-20 23:40                            
                            ","
                            打卡了这家久负盛名的烤肉连锁，位置在龙湖天街商业中心的4楼中庭扶梯附近，很好定位哦 晚餐时分7点左右的人气非常火爆，到店后取号等位，两人位需要等约1小时左右，门口的等位座也很充足附有小糖果可以自取

「御牛道澳和四点拼盘」四点拼盘主要由牛小排雪花中落小排组成，自己烤的火候全凭感觉，虽然外层有点焦，但是牛肉还是保有鲜嫩的口感，与店里的烤肉酱和「御牛道沙拉」一起吃也非常搭配

「菠萝」「烤蘑菇」两道素食的烤物让人非常惊喜，「葱香鸡腿肉」和鸡腿肉竟然意外地搭配，盐菠萝非常解腻，黄油蘑菇十分鲜美，作为收尾十分合适

「牛肉石锅拌饭」喜欢主食的小伙伴们不要错过这道拌饭了，饭量适合3人小碗左右，和烤肉搭配十分下饭🍖

[薄荷]环境：
安排了包厢的位子，是更适合四五朋友聚会的小隔间，喜欢安静享肉氛围的可以选择大厅的位置，到9点左右大厅人潮散去，就可以享受一顿安静的烤肉夜宵啦


		                            收起评价


"
"
                                此生爱与美食
                                ","
2024-01-26 17:36                            
                            ","
                            元旦节，就是在快快乐乐的吃吃喝喝中度过的
朋友请客吃烤肉推荐的这一家，我们就一起来啦。
点了很多招牌菜，点了刺身还有精品牛小排，味道都还可以的，价格小贵的。
因为节假日的原因排队的人比较多，店里比较忙，服务人员也有一些跟不上。
                            

		                            收起评价


"
"
                                张小O
                                ","
2024-02-16 18:47                            
                            ","
御牛道还能再来
工作日下班过来等位40分钟
肉很新鲜
两个人的话推荐拼盘，这样能吃到多种肉
他们家是自助烤肉的
我比较喜欢这样
帮烤的话，服务员节奏快，没几下就烤完了
吃的还没有等位久	                        "
"
                                薄荷糖源源不断
                                ","
2024-02-11 13:56                            
                            ","
                            经常来吃的一家烤肉店，肉质好，服务也好。
周一还可以积分抽奖，1积分抽了个肉
「雪花中落小排」必点的肉，好吃好吃！
「牛肉乌冬面」这个一般，味道比较淡。
肉🥩吃多了，可以点个口蘑换换味道，烤出水来挺好吃的～
「葱香鸡腿肉」葱香味也蛮不错，可以试一试


		                            收起评价


"
"
                                原味咸
                                ","
2024-02-10 14:11                            
                            ","
                            公众号上可以提前取号，到店后刚好只剩一桌叫到了，稍微等了一会儿就吃上了。
御牛道一直很好，味道也很不错，肉的品质很高。
人多的时候服务员人手就不够了，需要自己烤肉。
性价比还不错，积分可以换肉。周一还有一积分抽奖活动。
                            

		                            收起评价


"
"
                                新鲜紫菜
                                ","
2024-01-30 22:39                            
                            ","
                            御牛道 贵不是店的问题 
毕竟价格克数都写在菜单上 是我的问题
但是味道真的好好啊 贵有贵的道理
喜欢牛肉and烤肉的无脑冲吧
大概就是大家经常说的：好吃到无语

「逸品牛小排」「澳洲和牛四点拼盘」「法式鹅肝手握寿司」「传统雪花西冷」
                            

		                            收起评价


"
"
                                内森他爸
                                ","
2024-01-01 13:15                            
                            ","
                            i遇得到提前在吃饭前的10分钟进行了线上预定，然后也把现场排队进的时间当中，所以最后最后断了五到10分钟还算可以听说过了就没有算数喽

具体的菜是不同的好的牛的部位，写肋排留前腿流星的

白点了三文鱼整体还是不错的，唯一的缺点是烤盘的部分太热了，希望店家有一定的改进方案
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-30 10:15                            
                            ","
                            御牛道应该算是杭州烤肉top了，每个月都要来吃几次。这次点了个新的肉盘，性价比一般吧，肥牛比较多，其他的三文鱼还是很好吃，鹅肝手握真的yyds，一入口鹅肝就化了，永远吃不腻。还尝试了乌冬面和拌饭，味道都不错。
                            

		                            收起评价


"
"
                                新荔
                                ","
2023-12-29 05:01                            
                            ","
                            店里的生意很好。两人位吃了四人位的套餐量，对方太能吃，直夸肉品好。「法式鹅肝手握寿司」非常赞！有点不过瘾。「关西蒲烧鳗鱼饭」太甜了，有点腻。三文鱼🍣还算新鲜。「烤蘑菇」推荐，很嫩，能烤出蘑菇汁，😋，牛舌「逸品厚切牛舌」还是有点腥味的，虽然配了专门的大蒜调料。
                            

		                            收起评价


"
"
                                LiuJune123
                                ","
2023-11-30 20:53                            
                            ","
                            【色雪花中落小排】烧肉店每桌必点的明星产品，脂肪纹路像雪花般明显，服务员小姐姐帮忙烤到微焦的状态，蘸盐吃起来奶香浓郁
【横膈膜】也叫护心肉，是分隔胸腔和腹腔的部位，肉质紧实有嚼劲，肉味浓郁，与甜口的烤肉蘸酱非常搭配
【鳗鱼寿司】一点刺都没有！真的好次到不行
【生菜沙拉】他们家独有的生菜沙拉，酱汁里有淡淡的香菇味道，是第一次品尝到的口味，真的欲罢不能，不爱吃草的小伙伴都停不下来的程度
                            

		                            收起评价


"
"
                                就知道买买买耶
                                ","
2024-01-26 16:49                            
                            ","
                            「逸品牛小排」不多说 每次必点 
「雪花中落小排」肥瘦相间 烤肉滋滋滋
「鹅肝芝士鸡蛋卷」这次主打补充蛋白质 这鸡蛋爱了爱了爱了 一人可以吃一份
「芝士芝士土豆饼」芝士怎能不爱？当主食吃了 光盘
下次继续尝试其他菜品 目前为止还没踩雷
                            

		                            收起评价


"
"
                                蓝蓝蓝_6330
                                ","
2024-02-26 18:26                            
                            ","
[薄荷]环境：很好很安静
「逸品牛小排」很嫩很香
「厚切韩式五花肉」焦焦的很不错

[服务铃]服务：
很好很热情
下次再来哈 "
"
                                匿名用户
                                ","
2024-02-26 18:02                            
                            ","
菜品很新鲜 给老公过生日非常满意	                        "
"
                                慧忠精明的小酆
                                ","
2024-02-26 14:54                            
                            ","
朋友来杭州玩，一起去吃，发现真的很好吃，很推荐。	                        "
"
                                火龙果蒸薯粉
                                ","
2024-02-26 13:12                            
                            ","
服务好菜品新鲜，环境优美，吃烤肉一直吃这家的	                        "
"
                                故里R-7
                                ","
2024-02-26 12:55                            
                            ","
                            好久没去吃烤肉了！其实一直心心念念的.之前公众号里的活动。兑换的100券….还是3张！终于逮到朋友去吃了.好久没有吃鹅肝。真的好吃！两个人聊天没吃多少。只能把东西全部烤了 打包回家！用烤箱热了一下，居然也很好吃.还有两张券。还的努力去吃了.
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-26 12:00                            
                            ","
元宵节中午去了，送了汤圆，蛮好吃的。烤肉不错，都很新鲜	                        "
"
                                牧童小果
                                ","
2024-02-24 13:32                            
                            ","
环境好 服务好 
酱料好吃
菜品也挺好挺新鲜的 "
"
                                我去买个橘子A
                                ","
2024-02-24 13:32                            
                            ","
菜品质量稳定，肉新鲜质量好，环境服务好，有帮烤	                        "
"
                                在窑洞岭跳舞的蛋挞
                                ","
2024-02-24 11:38                            
                            ","
来了好几次了，肉质很新鲜，是近期最爱吃的烤肉	                        "
"
                                葡萄椰子
                                ","
2024-02-24 11:26                            
                            ","
肉非常好吃，烤得很嫩
服务也非常好，非常不错	                        "
"
                                匿名用户
                                ","
2024-02-24 11:25                            
                            ","
环境很不错！服务也很好！干净卫生～	                        "
"
                                三番
                                ","
2024-02-23 14:12                            
                            ","
                            这家平时生意很火爆，去的话最好公众号先预约下。餐厅的环境不错，位置宽敞。点完菜，上菜挺快。菜品研制的味道不错，不过也需要自己烤的时候把握时间。「法式鹅肝手握寿司」鹅肝很香
「厚切韩式五花肉」烤的焦点更香
「雪花中落小排」「传统雪花西冷」也都不错。价格也还好，三个人，食量不大，人均100多点。
                            

		                            收起评价


"
"
                                绿叶萍水相逢
                                ","
2024-02-23 13:18                            
                            ","
韩式五花肉一绝澳和四点拼盘肉肉也好吃嘻嘻	                        "
"
                                小鲍鱼腊荔枝
                                ","
2024-02-23 12:16                            
                            ","
服务超级好雪花中落超级好吃很喜欢他们家老会员了	                        "
"
                                糯米饭772
                                ","
2024-02-23 12:07                            
                            ","
点了一份美式牛五花超级赞🏻而且阿姨服务态度超级好，给我的感觉就想回家了 "
"
                                寿司寿司卷儿
                                ","
2024-02-23 11:43                            
                            ","
年糕配鹅肝酱绝绝子雪花西冷也好吃😋	                        "
"
                                myloveslx
                                ","
2024-02-23 11:41                            
                            ","
服务很好 推荐来吃的寿司🍣也是一绝	                        "
"
                                嫣然
                                ","
2024-02-23 11:36                            
                            ","
[服务铃]服务：
服务态度好
[薄荷]环境：
环境好
御牛道老客户了  "
"
                                热情纯真嘀嘀虾
                                ","
2024-02-22 20:15                            
                            ","
好吃😋环境相当到位，服务很好，建议请服务员代烤，烤的水平杠杠滴	                        "
"
                                爱吃的胖子+1
                                ","
2024-02-22 18:03                            
                            ","
食材都很新鲜，肉质也很好，环境很干净，非常棒，经常带家里人过来吃！	                        "
"
                                甜美有才咔嚓狗
                                ","
2024-02-22 17:37                            
                            ","
日式烤肉最爱吃这家～全程有人帮烤 肉品质也很好 ！推荐～	                        "
"
                                忠诚清雅嘎嘎蜥
                                ","
2024-02-22 17:35                            
                            ","
每个服务员态度很好🏻会主动介绍每个菜品，熟嫩超赞 "
"
                                妖妖零_2021
                                ","
2024-02-22 17:33                            
                            ","
服务态度很耐心会主动介绍菜品每个菜都好好吃呀超好吃	                        "
"
                                朗姆Rum
                                ","
2024-02-22 17:29                            
                            ","
服务小姐姐说话好温柔 会喜欢他们家肉肉两个人吃的饱饱的	                        "
"
                                开锁公司
                                ","
2024-02-22 17:21                            
                            ","
烤肉还是牛道好吃服务环境都十分好推荐大家来	                        "
"
                                Effy.
                                ","
2024-02-22 16:55                            
                            ","
食材很新鲜，服务很好每次来都很满意，完全不需要自己动手哈哈哈	                        "
"
                                黄教主
                                ","
2024-02-22 13:05                            
                            ","
服务菜品质量一直在线 他们家啊就是烤肉届扛把子	                        "
"
                                蓝色阳光CH1988
                                ","
2024-02-22 12:55                            
                            ","
今天来牛道吃烤肉 肉还是一样好吃服务也特别好推荐来吃	                        "
"
                                爱吃葱油拌面的布兰登
                                ","
2024-02-22 12:40                            
                            ","
好吃，升龙安格斯横膈膜真是一绝，冲冲冲	                        "
"
                                荔枝焖沙棘
                                ","
2024-02-22 12:40                            
                            ","
环境很棒，就在天街四楼很好找到。肉很新鲜，吃起来很嫩，会再来的！	                        "
"
                                树边吃草莓
                                ","
2024-02-22 11:36                            
                            ","
口味不错，服务也不错。会员还有免费湿巾送。	                        "
"
                                maniac
                                ","
2024-02-22 11:12                            
                            ","
环境很好，服务热情，地理位置佳。之前在其他店吃过，今天第一次在天街吃，离公司很近，会一直做回头客。	                        "
"
                                openskyhz
                                ","
2024-02-21 19:41                            
                            ","
真的很喜欢吃牛肉，吃牛肉就要来吃御牛道啊，雪花中落很赞！！！	                        "
"
                                子非鱼082
                                ","
2024-02-21 19:36                            
                            ","
第一次来看着还是很不错的，干净卫生，服务周到，可以来试一下哦	                        "
"
                                匿名用户
                                ","
2024-02-21 17:38                            
                            ","
服务还不错哦，牛肉也好吃，孩子们喜欢，下次还会来	                        "
"
                                匿名用户
                                ","
2024-02-21 17:32                            
                            ","
[薄荷]环境：
             优美

[服务铃]服务：
               非常良好。	                        "
