用户名,时间,评论
"
                                Choco抠抠张
                                ","
2024-02-05 21:29                            
                            ","
                            [薄荷]环境：
周末建议大家提前取号等位，冬日的周末基本17:15-17:30开始会需要等位。
店铺是标准的韩国风，餐椅都比较适合年轻人聚餐。

[服务铃]服务：
服务很不错，有求必应。周末的晚餐服务员虽然很忙但是基本上都能帮着烤肉，并且烤肉的水平比较高，不是那种随便糊弄的水平。

「妈妈的辣年糕条」年糕条真的很不错，酱汁甜中带辣，年糕糯叽叽，适合碳水脑袋。
「厚切黑猪五花（原味）」没考之前看着有点肥腻，经服务员一烤立刻变得焦香，裹着生菜还是很不错。
「韩式火辣鸡爪」鸡爪是那么多菜里面比较马马虎虎的，口味没有很辣，平平无奇。
「秘制吾桑格」这款套餐里面的肉很喜欢，葱香味的比较淡属于原汁原味需要调料配着，还有一款烤完不裹生菜都好吃。肉的质地类似于肥牛卷（却没有那么肥）

四个人团购了四人套餐，再添加了一个主食和配菜；肉很丰富，只是套餐里面的大酱汤真的很马马虎虎不好喝。总体性价比算是比较高了，小菜和生菜可以无限续。
                            

		                            收起评价


"
"
                                好运来
                                ","
2024-02-19 16:55                            
                            ","
                            快开学了，太难了，约着自己的好闺蜜来觅食，看评论小红薯说这家烤肉店比较优惠好吃，来试试看，我的闺蜜选了一个妈妈的蜜汁牛排，味道还可以，但是对我来说有点甜了，「妈妈的秘制牛排（谷饲安格斯）」
[薄荷]环境：
环境的话，我觉得有点拥挤，我们坐在里面的位置，有点烟味大，
[服务铃]服务：
但是服务的小姐姐还是比较好的，什么问题都能帮我解决，然后烤肉很嫩，小料加的很及时
                            

		                            收起评价


"
"
                                旅途中
                                ","
2024-02-14 16:03                            
                            ","
                            大悦城7楼  吃了一顿韩式烤肉
必须要夸一下 小菜碟里的辣白菜，豆芽菜，还有明太鱼真的是非常地道！正餐没上我都已经两碟子明太鱼吃下去了！
点了一个套餐，猪颈肉，五花肉，肥牛，牛排好多样，有服务员帮着烤，应接不暇。
菜单里还有冻梨，真的是紧跟热点，味道还不错！
推荐一下。套餐很实惠，单点人均100以上要的，烤肉嘛，人均都100-150。
只有一样不推荐就是炸酱面，味道有点难以接受，口味不同吧可能是。
                            

		                            收起评价


"
"
                                土豆
                                ","
2024-01-31 23:05                            
                            ","
                            还行，整体还可以，点了一份烤肉套餐，还单点了一些，烤肉都有服务员帮忙烤，还是挺不错的，烤肉味道还不错。
#韩式火辣鸡爪，还行，鸡爪还是挺软挺入味的，用的韩式辣酱，有一点辣，旁边的饭团味道一般
#炸鸡拼盘，一共三个味道，还行，没有特别突出
#鱼饼炒年糕，味道还不错，还挺入味的，甜辣味
#春卷芝士火鸡面，一般，这算是个冷菜，春卷皮包裹的，火鸡面不辣，冷的火鸡面味道一般，春卷皮下面还有一层吐司，有点硬
#炸酱面，没有想象中的好吃，没有韩剧中的面那么黑，但不难吃，还行
小菜，小鱼干咸甜味，泡菜还行，萝卜酸甜，有点偏甜，土豆泥偏甜，不喜甜的不爱吃，我喜欢吃，南瓜汤我也喜欢，可以在浓稠一些。
                            

		                            收起评价


"
"
                                Parisa女士爱吃肉
                                ","
2024-02-23 09:12                            
                            ","
                            有个疑问：点菜时服务员就帮我开火了，然后我们点菜时间比较长，大概10分钟左右，我就看着这铁盘干烧着，上面的涂层也掉了，想问下这种不粘锅涂层掉了干烧再烤肉有危害吗⚠️

再评价一下菜品，「超级海肠捞饭」中规中矩「芝士炸鸡」炸鸡是半凉的状态，上面的芝士酱又甜又腻，不推荐，烤肉都还可以，还是推荐大家点烤肉吃，服务人员很多基本上看到都会帮烤，服务很好


		                            收起评价


"
"
                                迟到的宝葫芦
                                ","
2024-02-16 12:38                            
                            ","
                            给我第一印象是，很大气的一个韩式烤肉店，服务员很热情，主动服务，帮你烤肉，帮你拌饭，我们品尝了「超级海肠捞饭」「韩国冷面」，店里送了六个小菜，两份南瓜粥，满满的摆了一桌子，很丰盛的样子，冷面条里不知加了什么原料，滑滑的咬不断，还好桌子上配有剪烤肉的剪刀，我只好借助它剪断了吃，冷面里还有薄薄的苹果片挺爽口的。
                            

		                            收起评价


"
"
                                KAIKAI0202
                                ","
2024-02-08 21:01                            
                            ","
                            排队好久啊，久到对面去买的鸡蛋仔都吃完了…
辣炒海灵菇饭是我的菜，甜辣甜辣的，就是吃多会有点腻…
买了一个套餐，量还蛮足的。
小菜给的很爽琦琦，再续的时候直接去来一盘。
南瓜汤是我喜欢的哈哈。
服务员却会帮忙烤，很及时。
                            

		                            收起评价


"
"
                                小奕奕
                                ","
2024-01-31 20:52                            
                            ","
                            小姐妹说这么冷的天想吃韩料，刚好在大悦城附近，就来吃点烤肉暖暖。
我们点了好多，简直碳水爆炸💥，但是好满足哈哈哈哈 
「妈妈的辣年糕条」微微辣，糯糯的年糕，还不错
「烤韩鳗鱼」蛮喜欢的，肉肉不柴。蛮有口干得
「墨鱼芝士饭团」超级大两颗，本以为能一口塞进去，完全不行哈哈哈。
「秘制牛五花」「韩牛横膈膜」「原切韩牛板腱排」烤肉服务员都会帮烤 帮分盘，整体ok
                            

		                            收起评价


"
"
                                周哈哈
                                ","
2024-01-26 10:29                            
                            ","
                            环境还可以，位置也挺好找的，手扶梯上来就是，味道也不错，好吃，炸鸡拼盘好吃，推荐，芝士饭团好吃，有拉丝，外层是锅巴，炸鸡也好吃，免费南瓜粥还是好喝，整体来说味道还是可以的，没有让我失望。
再来说服务，体验感很不好，叫号流程乱七八糟，我们是30号，都没有叫到我们，然后同样也是三个人的31号就在我们眼前被带进去了，还说我们过号了，要顺延三桌，大无语，最后找店员沟通，直接带我们进去了，后来店员送我们三瓶饮料来道歉。好在味道还可以，不然真的要被气死
                            

		                            收起评价


"
"
                                Shine闪闪
                                ","
2024-01-19 20:05                            
                            ","
                            [服务铃]服务：
服务挺好的，都非常热情进来喊口号声音真的太大了，多少有点社恐哈哈哈，入座后有服务员帮忙上小草和蘸料还有免费的南瓜粥喝南瓜粥真的非常好喝可以免费续，还有那个小菜尤其是土豆泥很嫩很甜非常适合我这种爱吃甜食的人，辣年糕条上来之后就帮我们剪了不用我们自己和他说不然要是不帮我们剪我就不知道怎么办了我也不好意思喊他们，反正不会踩雷
                            

		                            收起评价


"
"
                                西葫芦煎芝麻油
                                ","
2024-02-24 17:38                            
                            ","
                            元霄佳节 不二选择的一家烤肉店 人气很旺 外面五点左右开始排队 刚好又是遇到周六日 没上班的人都出来消费了味道不错 带着小朋友吃也很合适 没有什么辣的东西 甜口和原味的菜品较多 小朋友吃也不用特意去考虑很多 还是不错的
                            

		                            收起评价


"
"
                                雅俗共赏
                                ","
2024-01-03 09:19                            
                            ","
                            安三胖烤肉是一家真正让人流连忘返的餐厅。他们以令人难以置信的烤肉技艺和美味餐点而闻名于世。我最近有幸光顾了这家餐厅，并且我必须承认，这是我在烤肉方面吃过的最好的一次体验之一。

首先，让我提到他们出色的服务。从我一踏入安三胖烤肉餐厅的那刻起，服务员就非常友好和热情。他们耐心地向我解释每道菜的特色，并提供了一些独特的建议。无论是餐前的准备工作还是餐后的清洁工作，他们都非常细心和周到。这种出色的服务给了我一种宾至如归的感觉。

接下来，让我说说他们的烤肉技艺。安三胖烤肉以传统的炭火烤肉方式为主，保持了食材的原汁原味。我尝试了他们的招牌烤肉拼盘，里面包含了各种肉类，如牛肉、猪肉和鸡肉。每一块肉都烤得恰到好处，外焦里嫩，肉质鲜美。炭火的香气和烤肉的烟熏味让我垂涎欲滴。此外，他们还提供了丰富的配菜和调味品，如新鲜蔬菜、海鲜沙拉和各种酱料，为整个用餐体验增添了更多的乐趣。

最后，我要赞扬一下安三胖烤肉的环境。餐厅装修简洁而高雅，有着宽敞舒适的就餐空间。烤肉区域明亮开阔，设备齐全，使顾客能够近距离观察烤肉的整个过程。此外，这里的音乐轻松愉悦，让人感觉放松和舒适。

总的来说，安三胖烤肉绝对是一家值得推荐的餐厅。无论是服务、烤肉技艺还是环境，他们都做到了极致。如果你想尝试一顿满足味蕾的烤肉盛宴，并体验一流的餐厅服务，那么你一定不能错过安三胖烤肉。
                            

		                            收起评价


"
"
                                轻轻飘起来
                                ","
2024-01-03 14:25                            
                            ","
                            一顿又一顿  爱吃肉的还是可以冲
推荐菜风干肠 猪颈肉 芝士排骨 还有南瓜糊 为什么烤肉店的南瓜糊会这么好喝 顺滑浓郁微微甜 我家用网传的配料做法就是差点意思  主食控可以冲一下安三胖的
冠军料理拼盘  什么都有了 百分碳水满足 他家的拌饭还是蛮好吃的 年糕不是很Q弹 本人还是爱宁波的年糕 
冻梨茶冰冰的很解腻 
第一次去太忙了 服务员顾不过来 工作日去人不多 服务就很好 吃饱回去减肥 哈哈哈
                            

		                            收起评价


"
"
                                susie
                                ","
2024-02-19 21:39                            
                            ","
                            大悦城的网红烤肉安三胖…门口等位一小时有余…确实生意很好…肉肉味道不错…小哥会帮忙烤肉…南瓜粥很好吃…无限续的小菜和南瓜粥…两大一小点了这么多…有点吃不下了…看着都吃…最后来一个提拉米苏雪花冰完美收尾…又是知道扶墙出的一天


		                            收起评价


"
"
                                __牵牵牵倩手
                                ","
2023-10-31 01:40                            
                            ","
                            ⚠️重要提示：晚饭时间，5点30之前来，不然就要面临排队了。店面不大，一目了然，位置紧凑又有一种井然有序的感觉，从服务到口味都墙裂推荐💯
「妈妈的辣年糕条」
一心奔着年糕来的，是我喜欢的Q弹的口感，不是软糯的，甜甜辣辣，吃饱了还能吃两块，推荐👏🏻👏🏻👏🏻
「厚切黑猪五花（原味）」
平时不爱吃肥肉，烤肉也很少吃🥩五花肉，这里的五花肉，有点惊艳，一点也不油，小哥哥烤的完美🤙🏻🤙🏻🤙🏻

[服务铃]服务：
服务没话说，几乎不用自己叫服务员，看到生菜没了也会主动加，烤肉手艺培训到位，感觉偷学到了一点技术


		                            收起评价


"
"
                                叫我女王叶
                                ","
2024-02-26 19:39                            
                            ","
                            跟女朋友来打卡安三胖，开学比较晚。在附近玩，看到这边烤肉店的评分很高，就来了，点了一些店里评分比较好的肉，「原味炸鸡」炸鸡真的太好吃了，我觉得比某K好吃下次有时间还会来安三胖打卡
[服务铃]服务：
会帮忙烤肉，烤肉技术水平在线，给小姐姐点个赞
                            

		                            收起评价


"
"
                                奥利维亚愿意喂鸟
                                ","
2024-02-26 19:36                            
                            ","
                            哇！！这家韩式烤肉真的很赞！不仅价格优惠，关键是还能帮忙烤肉。真的爱了
[薄荷]环境：
喜欢这里的环境坐下来满满的安全感，然后灯光非常温馨，和宝宝吃的非常愉快，下次列，跟小姐妹来打卡，「南瓜粥」宝宝很喜欢吃，不腻不错
                            

		                            收起评价


"
"
                                芒果焖蚝油
                                ","
2024-02-26 19:33                            
                            ","
                            带着孩子来大悦城看电影，顺便在楼下吃了一顿烤肉，味道真不错，今天周一，还是有很多人来这家店里吃烤肉
[服务铃]服务：
这里有专业的服务员帮忙烤肉，服务也不错、小料不限续，生菜居然免费，真的很好吃，下次还会来的
                            

		                            收起评价


"
"
                                猜猜我的宝贝是谁
                                ","
2024-02-26 19:14                            
                            ","
                            [薄荷]环境：
环境非常好，是我喜欢的装修风格，很有韩国风味，非常独特，店内也特别干净，一直都在播放韩国音乐
[服务铃]服务：
服务挺好的，我们点的全部都是料理，服务圆会主动帮吗拿手套之类的，而且店内还有好多活动可以免费送饮料真的非常划算，料理也都非常好吃，很合我胃口，大力推荐一波


		                            收起评价


"
"
                                香菜日记
                                ","
2024-02-26 19:12                            
                            ","
                            第一次来打卡安三胖的烤肉，我和我的朋友单点「韩式火辣鸡爪」这个很好吃的，软烂脱骨，好吃😋「厚切黑猪五花（原味）」这个也好吃，
[薄荷]环境：
环境也不错
[服务铃]服务：
服务员会帮忙烤肉，非常棒，安利！
                            

		                            收起评价


"
"
                                ViaYao
                                ","
2024-02-26 19:05                            
                            ","
                            今天难得休息，和对象来吃烤肉啦，本来要去肉本家的，然后看到评价就来这家了，离公司近，
[薄荷]环境：
环境看着拥挤坐着还是蛮不错的，然后每个桌子的中间都有一个挡板，非常让人有安全感，还是蛮不错的这家烤肉店，比较便宜
                            

		                            收起评价


"
"
                                mmrita
                                ","
2024-02-26 18:47                            
                            ","
                            四个大人两个小孩一起来吃烤肉，点了一个套餐，又加了几个菜，店员会帮忙烤肉并贴心的分给大人，南瓜粥和小菜也很好吃，可以续，小朋友说土豆泥很好吃。肉都烤的刚刚好，蘸酱包着生菜，很好吃。其他点了一些主食，味道都不错。
                            

		                            收起评价


"
"
                                RONG骏翔
                                ","
2024-02-26 18:43                            
                            ","
                            和家人们来吃饭，今天大悦城人真少啊，安三胖平时这么多人来排队6，今天人也少，我们坐在18这个位置，真的蛮舒服的，不拥挤，有我们五个也刚刚好，
[服务铃]服务:
会有人帮忙烤肉，非常不错

[薄荷]环境:
环境很好，下次还会来
                            

		                            收起评价


"
"
                                驻杭办食处
                                ","
2024-02-26 12:23                            
                            ","
                            总是排队没机会吃的烤肉来了！它家服务真的绝了！味道好服务也正，推荐推荐推荐
「安三胖冠军料理拼盘」这一份真的很扎实，各种小吃都尝了，推荐
「牛舌」薄切厚切都好吃，配着炭火舒舒服服
「韩牛横膈膜」韩料必点菜，一口蛋白质打满，还不错
「招牌果味牛肉」肥瘦适中，配上小菜很不错
「韩式火辣鸡爪」辣味适中，个人觉得一般
[薄荷]环境:
装修算挺打眼的，店面挺大的，排队也不算多，体验还行
[服务铃]服务:
感觉他们店服务有专门的考核分，工作人员生怕你找不到他们，端着拍照，一个对视人就来了，又不会主动打扰，就很不错
                            

		                            收起评价


"
"
                                liny_liny
                                ","
2024-02-26 12:20                            
                            ","
                            元宵节的时候，弟弟推荐了这家店，于是就和他一起去打卡。刚到发现等位的人真是多，不知道是因为好吃还是目前还处于热推期的原因，等了一个多小时才吃上。进店点了双人套餐，一共6盘肉，量还可以，我们最后都没怎么吃完。店家提供的南瓜粥和小菜整体味道不错！
                            

		                            收起评价


"
"
                                小方不想捉迷藏
                                ","
2024-02-25 21:00                            
                            ","
                            [服务铃]服务：
服务非常好，全程都有人在服务，上菜的速度也比较快，肉的品质也都非常不错，玫瑰牛舌真的非常好吃，其他肉类也都很好吃，猪五花外焦里嫩的配上生菜好吃极了，真的是一家宝藏烤肉店，推荐一波，小姐姐烤肉技术也非常好
                            

		                            收起评价


"
"
                                阿花
                                ","
2024-02-25 20:22                            
                            ","
                            今天打卡大悦城的安三胖韩国烤肉，之前就被种草了一直没来，今天终于有时间来试试了，真的有惊艳到我

[薄荷]环境：进门就是韩国风满满的装修，感觉置身于韩国大排档
[服务铃]服务：小姐姐小哥哥很热情，帮忙烤肉很仔细，爆赞


		                            收起评价


"
"
                                糯米粉烤盐
                                ","
2024-02-25 18:59                            
                            ","
环境好，服务好，菜品好！值得打卡啊啊啊啊！人气爆满了 三人吃一个双人套餐都吃的饱饱的 这个性价比真的超高服务小姐姐长得漂亮🤩说话也温柔 主要烤的肉也超级专业 太好次了必须的推荐一波	                        "
"
                                在瓮城遛狗的香菇
                                ","
2024-02-25 18:36                            
                            ","
我们一家三口出来觅食，不知道吃啥，爸爸说吃烤肉，我们根据评分就过来了，环境还不错，然后我们单点了几个菜，五花肉比较好吃，环境就是有点吵，生意真的太好了，人好多	                        "
"
                                yesper
                                ","
2024-02-25 17:53                            
                            ","
                            双人餐，三个人吃也绰绰有余
送的小菜很丰富，味道也不错，南瓜粥我的最爱，是挺浓郁的那种。
不太搞得清楚肉的名称，但是，味道真的都很好诶。挑剔的队友也觉得很好吃。
「汉南洞熔岩爆浆黑吐司」这个很好吃！很独特的味道。
                            

		                            收起评价


"
"
                                清爽轻快咕咕熊
                                ","
2024-02-25 17:32                            
                            ","
                            第一次和孩子来这边吃烤肉，
[服务铃]服务:
服务员态度很好，第一次不知道吃什么，点什么，然后服务员很耐心的帮我们推荐，一大一小的量，我们点了两个肉，然后打卡还会送饮料，真的很划算，下次还会来吃的，推荐推荐，


		                            收起评价


"
"
                                miqiuzhe
                                ","
2024-02-25 17:09                            
                            ","
                            过完今天明天孩子们都要去学校了  ，非常开心，带他们吃最后一顿好吃的，跟朋友的孩子一起来吃，吃了套餐，还有小事，真的非常不错，这里的土豆泥真的好吃，下次还会来吃的
[薄荷]环境:
环境还不错，音乐很燃，吃的 很愉快，下次还会来的
                            

		                            收起评价


"
"
                                在湿地公园挥舞的寿司
                                ","
2024-02-25 17:05                            
                            ","
                            真的太爱吃主食了！！！
安三胖的主食真的很好吃啊！我们六位点了一个四人餐然后其他全部主食都上了一份，「国民拌饭」这个小朋友很爱吃，甜甜的，酱汁非常不错，明天孩子们都要上学了，哈哈，最后一顿好吃的，吃的非常愉快

[服务铃]服务：
小姐姐服务真的非常非常不错，吃的很开心，下次还来
                            

		                            收起评价


"
"
                                Echo
                                ","
2024-02-25 15:40                            
                            ","
                            🥩口味：烤肉的味道非常棒，肉质鲜嫩多汁，调料的搭配也恰到好处，让人回味无穷。
👩‍🍳服务：服务态度热情周到，店员会及时为顾客更换烤盘和提供帮助，让人感觉很舒适。
环境：店内的环境干净整洁，装修风格有特色，营造出了一个温馨的用餐氛围。
💰性价比：价格合理，分量也很足，性价比较高。
总的来说，安三胖烤肉是一家值得推荐的烤肉店，无论是味道、服务还是环境都很不错，适合朋友聚会或家庭聚餐。如果你喜欢烤肉，不妨来这里尝试一下~
你也可以给我更多具体的信息或要求，例如店铺的位置、特色菜品等，我会为你生成更详细的点评内容。
                            

		                            收起评价


"
"
                                沈麦抓
                                ","
2024-02-25 07:43                            
                            ","
                            这家真的好一般啊，有点不太懂那么多好评是哪里来的    同样定位是韩国烤肉店，肉本家比他们家好吃太多太多了。当时点了一个四人套餐肉看起来很多的样子，但每一个味道都非常的一般，甚至连幸拉面，然后就炒年糕这种味道都能做的不好吃某种意义上也挺厉害了
哦还有柠檬茶千万别点
                            

		                            收起评价


"
"
                                ai_xi浅
                                ","
2024-02-24 22:36                            
                            ","
                            点了个双人餐，份量还可以的，套餐里都是肉，生菜可以续，吃到后面还有点吃不下。烤肉自己烤比较累，肉比较大要剪开，服务员可以帮忙烤，就很不错。肉质量感觉都还不错吧，套餐里几种肉搭配挺好，韩式的调料有点点甜。小伙伴说生菜很好吃，特别脆。
                            

		                            收起评价


"
"
                                精致的小吃货
                                ","
2024-02-24 20:05                            
                            ","
[薄荷]环境：人很多需要早点排队

[服务铃]服务：服务很好，还主动问我们要不要打包小菜 没吃完的牛肉 帮烤的小哥哥是兼职大学生 非常热情
价格也很合理 双人套餐我们三个人吃不完	                        "
"
                                爱趣2o
                                ","
2024-02-24 18:47                            
                            ","
团购的2人餐份量很足，2大2小也妥妥的。
服务
[服务铃]服务：有阿姨帮忙烤肉，动作干净利落。
[薄荷]环境：稍微有点闷，热。
味道：肉的味道差不多，差异不是很大。	                        "
"
                                烟灰色耳朵的茶色翠鸟
                                ","
2024-02-24 18:34                            
                            ","
                            环境：晚上来的，人很多，有点拥挤，但是范围感很好，很舒适
服务：是一位小姐姐帮我烤的，小姐姐动作很快，刚开始给我烤的时候烤的很快，但是我想吃慢点，要求小姐姐帮我烤慢一点，小姐姐微笑的说，好的，并且送了一个可乐
菜品：推荐猪五花
                            

		                            收起评价


"
"
                                Kitsch
                                ","
2024-02-24 18:18                            
                            ","
之前在上海吃的这次来杭州吃味道也很好，周日人还挺多的，店内环境也很好，店员也会帮忙烤肉	                        "
"
                                在珍峰岛放风筝的香菇
                                ","
2024-02-24 17:35                            
                            ","
                            [薄荷]环境：
见面很亮堂，也很热闹放的韩文音乐哦
[服务铃]服务：
小姐姐服务很好，很热请，会主动询问添加小菜生菜类的，烤肉技术也很好
秘制吴森格小朋友特别爱吃，甜甜的也很鲜嫩多汁，种草咯
                            

		                            收起评价


"
"
                                待雨停了
                                ","
2024-02-24 17:14                            
                            ","
                            元宵节和孩子们来大悦城吃烤肉，真的非常，我们吃非常满足，点了一个套餐，量真的超级值，我们吃的快撑死了，有六个肉，一个双人餐，真的吃不完，又要胖了
[服务铃]服务:服务员烤肉不错，我们体验了一把被服务的感觉，孩子爸爸也烤肉了，不错
                            

		                            收起评价


"
