用户名,时间,评论
"
                                橄榄炸秦巴羊肉
                                ","
2024-01-06 21:16                            
                            ","
点了签到说送南瓜粥的，等到吃完也没给上，吃饭的时候还看到顾客摔倒了，好像是地拖的太湿了，服务员也没眼力价，服了	                        "
"
                                快乐清丽哗啦蚊
                                ","
2024-01-03 12:27                            
                            ","
                            [薄荷]环境:
实事求是不吹不黑，虽然相比之前去有所涨价，但是考虑其位置和口味可以接受。

[服务铃]服务:
这个服务是真的糟糕透了，明明还不是饭点，屋里一共也没几桌人，反复叫了几次服务员来帮烤一下，结果都是口头答应然后也不行动，定睛一看都在那收拾卫生准备迎接饭点来的大批顾客，你收拾卫生也就算了，我们点的菜还在旁边的备菜柜里放着，你们店员居然就在地上开吹风机在那吹灰？？？这是脑子正常的人干出来的事？
                            

		                            收起评价


"
"
                                是心动嘛
                                ","
2024-01-03 12:07                            
                            ","
                            烤肉味道是没得说 不错 来过好几次
圣诞周末 下午四点多去的 想着不用排队 赶上门店打扫卫生。 还在这吃饭呢 在边上吹地 搞得碳灰都起来了，少一套餐具不叫都不给上的事情就不说了，然后请小哥哥帮忙烤肉  答应了说好 结果不来帮忙。服务人员都在那边站着，也是绝 ！！！虽然理解服务人员工作辛苦 累了
但是刚开业那会来这家店都很好，是生意太好了就变这样？
                            

		                            收起评价


"
"
                                北川卍
                                ","
2024-01-01 23:50                            
                            ","
                            一直以为这家烤肉很好吃 今晚和朋友一起去的。大厅挺大了 但是不通风 门是关着的 和朋友吃的过程中就感觉到了头晕，商家大哥你们家是烤肉 是碳烤的 你要通风啊 好家伙 吃完我们回家都头晕 胸闷 就像一氧化碳中毒一样。真的很难受😣，如果是我一个人难受我好会怀疑是我自己的问题 我和我朋友都难受 这就说不通了啊，第二，你们家服务我真的没话说，一开始一个大姐拿餐具直接扔我朋友面前桌子上给我朋友吓一跳，烤肉的碳确实很猛，也没有人给我们烤，我们自己烤也就算了 但是我们自己也不太会烤 烤出冒火 你们的服务员看见了在后面笑我们？？ 都不帮我们烤。我们实在烤不下去了 叫一个男服务员帮我们烤 他一直说等一下等一下 但是一直没有来 但是我们也没有看见他在忙，所以你们家的服务到底是什么？是让我们diy吗？我们是来吃饭的 不是来看你们脸色的，最后还是一位大姐来帮我们烤的。请你们对你们的员工培训一下 服务行业 我们又没有为难你们什么，不给我们烤也就算了，还要看你们脸色下饭？真的是无语，这是你们的工作态度 什么工作态度？真的没话说了，真的很无语，那几个男服务员一直板着个脸，好像我们欠他似的。第一次来 以后再也不来了。


		                            收起评价


"
"
                                匿名用户
                                ","
2023-12-29 20:41                            
                            ","
不好吃我觉得，他们服务员帮助烤肉，但烤的技术有点那啥都烤焦的就苦苦的	                        "
"
                                余小半
                                ","
2023-12-24 00:22                            
                            ","
服务员都很忙，但不知道在忙什么，南瓜粥起初就不给上，换盘加小菜得一遍遍催……可能首店飘了👏终于明白为什么肉本家更俘获人心了	                        "
"
                                clannad
                                ","
2023-12-23 23:57                            
                            ","
完全没人服务，而且上碳上了我半个小时	                        "
"
                                匿名用户
                                ","
2023-12-09 22:02                            
                            ","
服务不到位 坐了十分钟一直不上小菜 上了肉不上碳 上了碳不上烤盘 每一次都是我们自己让他们上什么才上什么。。。	                        "
"
                                五彩大西瓜
                                ","
2023-12-09 09:53                            
                            ","
[薄荷]环境:
一般，就正常的烤肉环境
[服务铃]服务:
完全没有服务，叫了也不理你，做点什么催了三四遍也没用，东西烤的怎么样了也不会看纯要你自己来。	                        "
"
                                西瓜达人
                                ","
2023-11-29 02:21                            
                            ","
才想起来一直忘记评价了，整体价格偏贵，而且菜品品质真的一言难尽，踩雷了，而且服务员也不知道是有多忙，喊几次才来，不会有下次了，想吃烤肉的朋友，慎重考虑这家店吧！	                        "
"
                                爹团菠萝
                                ","
                                2023-11-25
  更新于2023-11-26 09:37                            
                            ","
套餐里的猪肉仿佛就是凑数的 又腥又柴 难以下咽
太离谱了 吃完两个人当晚都上吐下泻 食材到底新不新鲜	                        "
"
                                小刘
                                ","
2023-11-25 16:19                            
                            ","
味道暂且不说，和西塔味道差不多，为什么服务能差这么多，要是说店里忙，没有人帮忙，没有人理我也就算了，为什么其他桌都有人帮忙烤肉，唯独没人理我这桌，拿个热水还需要我主动问，麻烦整改一下，谢谢	                        "
"
                                点小评8189777954
                                ","
2023-11-23 14:19                            
                            ","
服务员服务质量差，菜也不好吃。烤了掉桌上，也没有一句对不起。肉是合成的，被**骗过来，真是恶心透了。	                        "
"
                                酸奶腌白兰地
                                ","
2023-11-19 21:10                            
                            ","
                            工作日晚上去吃的，人很少，场地也比较冷清，没有吃其他烤肉店的氛围感，吃了一半才有背景音乐放出来。

服务也比较一般，大厅的服务员小姐姐还好，男服务员有点叫不动，想要他帮忙烤肉，说了之后也一直没有反应，当时也没有很忙，过了一会儿催了几遍，但最后还是小姐姐们来烤了。

菜品味道一般，在老太太和老头之间选择了老头，感觉不如肉本家和老太太，不会再去吃的
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-11-05 23:02                            
                            ","
                            5点多 6点左右到的 没等位 进去在最角落一桌 肉零零星星上的差不多了 碳还没上 催服务员好歹是上了 下面说下雷点：
1️⃣南瓜粥、烤肉粉、麻将都是问服务员要，才上的，而且炭火离盘子非常近，这种碳都能沾到肉上的垃圾碳，店里居然叫菊花碳，666
2️⃣帮烤的服务员，鸡锁骨、烤肠都烤成黑炭了，说可以了，然后牛肋排，都烤的咬不动了，真的好笑🤭干脆别提供帮烤服务了
3️⃣浇汁还是重磅横膈膜，记不清了，用辣的味道腌过的，能吃出明显的腥味，不喜欢吃辣，很下头，从来没见哪家烤肉用辣椒腌的，是为了掩盖不新鲜的牛肉嘛，弄巧成拙
4️⃣走的时候，天花板上空调水滴在头发上了，很下头
这还是杭州首店，分店得烂成什么样啊，不敢想啊不敢想说到底，这种店也就在杭州开得下去了，两个人300出头吃这个
有一道菜味道还不错，荞麦冷面，不过价格也是挺不错的，36还是38


		                            收起评价


"
"
                                lobyliiliy
                                ","
2023-11-05 13:22                            
                            ","
                            真的踩大雷
卫生情况超级无敌差
进座就有苍蝇飞！！

肉盘里居然还有苍蝇（图一）
看到瞬间就倒胃口

其次菜品上菜非常慢
别人后来的都上了我还得多方催促

有一两个女服务员手脚不利索面容呆滞…
问事情回答的也没有头绪…

酱料很难吃  偏咸   
点了相对肉质可以的横膈膜牛肉
没想到牛肉咬不断

芝士红薯一点点   还硬邦邦…

是最近半年吃的最差的烤肉


		                            收起评价


"
"
                                匿名用户
                                ","
2023-11-02 19:13                            
                            ","
贵，食材还差，那么薄的肉都是经，咬不动，闹市区骗游客的	                        "
"
                                山之
                                ","
2023-10-30 01:21                            
                            ","
非常非常一般
服务员非常需要提升…	                        "
"
                                A清秋
                                ","
2023-10-25 00:09                            
                            ","
                            今天给我们烤肉的一个女服务员搞笑的很，我们说要的酸白菜，不说话也不答应、要水也不说话也不去拿，上班跟开玩笑似得，不开心就不要上班一副苦瓜脸、烤肉烤的焦黑焦黑的，还不如后面的一个阿姨烤的好，看着年轻的女服务员苦瓜脸都吃不下，来了好几次体验感最差的一次
[服务铃]服务：
差的不能再差，需要什么东西不去拿就算了起码人与人之间的尊重都没有，花钱看女服务员脸色，一个字差
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-10-22 20:01                            
                            ","
不推荐大家来，服务非常不好，二楼只有两三个服务员，同时兼顾两桌烤肉，肉烤焦了3次，也没有应对措施，提醒东西需要加也要两三次，很不满意，千万别来，还是西塔服务更好	                        "
"
                                在九龙山弹钢琴的烤鸡翅
                                ","
2023-09-16 22:56                            
                            ","
店内服务态度很差，服务人员人数太少，动作很慢，而且就没帮我们烤肉，根本不理我们
上菜速度很慢，饮料吃了一半才上来	                        "
"
                                水果班长
                                ","
2023-09-13 20:25                            
                            ","
                            服务员可以帮忙烤肉，这点还可以，只是，烤肉技术实在一般，已经不是老的问题，而是有许多都烧焦了，烤出来，味道可想而知。
也就是豆腐汤还行。
本来也就烤肉味道不行，可有一个服务员烤肉烤着把肉先是掉我朋友水杯里，没过三分钟又给我杯子里掉块肉，合着你这是雨露均沾是吧，也没跟我们道歉，我朋友后面都没吃，直接跑出去了，后来，我懒得吃了，这段烤肉是吃的真不爽
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-09-08 21:36                            
                            ","
口感比前期差了非常多，肉品质量也不好，服务员态度非常不耐烦，很多肉烤焦，没有点饮料，擅自上饮品且不告知需付费	                        "
"
                                vonhero
                                ","
2023-09-03 20:59                            
                            ","
9点就以打烊为借口撵客户了，有空位置也不让坐	                        "
"
                                鸡爪红烧大蒜叶
                                ","
2023-09-01 14:34                            
                            ","
                            是别人推荐去吃的，排队的人很多，但是味道真的蛮一般的，买的是套餐，价格很划算。两个女生基本吃不完，而且味道很一般，全场最好吃的竟然是免费赠送的南瓜羹，肉的品质一般吧。不过服务都挺好的，环境也还可以，排队的话也比较快。
                            

		                            收起评价


"
"
                                Cegufn
                                ","
2023-08-25 10:19                            
                            ","
「闻老头鲜切肥牛」「炭黑牛五花」菜品不太新鲜，一口咬下明显的腥臭味，廉价的冰肉，喜爱肉质鲜嫩的慎入	                        "
"
                                匿名用户
                                ","
2023-07-23 13:32                            
                            ","
洗干净的烤盘服务员很暴力的抖到地上的篮子里，然后把没扔整齐的烤盘用脚来踢整齐 "
"
                                不许吃肉
                                ","
                                2023-07-19
  更新于2023-09-17 15:36                            
                            ","
                            点的套餐 有一个肉很多筋 嚼了半天根本嚼不动 服务员就在旁边看着 也没有作何反应 还是我实在不想吃了主动问的 服务员说是筋膜 意思是本身就是这样的 也没有再解释了 我觉得也能理解 但是另一块明显一看就不是他说的那个筋膜 肉非常硬 然后我问他 她没有说话喊了另一个人过来 那个男的站在他后面悄悄的说 多烤一会 烤老一点 然后就走了 也没有跟我讲是什么原因 我表示很不理解 如果是因为部位的原因这么老 讲一下也是完全能理解的 但是这样什么都不说 还是蛮尴尬的 想给你们提意见 你们这样子我还是蛮无语的其他的都没什么问题 都可以接受 唯独这个小哥小姐姐的蜜汁操作我有点看不懂 这就是你们的服务吗


		                            收起评价


"
"
                                匿名用户
                                ","
2023-07-17 11:01                            
                            ","
卫生堪忧，生菜是臭的，服务员自己闻了以后也承认是臭的，换了一盘还是臭的，最后我说不要了。	                        "
"
                                Jay
                                ","
2023-07-13 12:23                            
                            ","
经过的时候看到了，然后进来吃结果就是想说，没吃过这么难吃的烤肉	                        "
"
                                匿名用户
                                ","
2023-06-28 16:36                            
                            ","
                            从服务 到卫生安全 全部让人失望
路过口渴 点了一杯主打茶品
进店 店员一副欠钱的垮脸 无任何接待 
让座一旁等候 就去忙其他事情 
10分钟左右我催促了一下依旧不情愿
茶饮制作全程无清洁消毒动作
忙完其他事情直接徒手取冰
和大堂经理沟通过 她依旧没有任何言语和行为上的道歉
本不想发评价 但是想引以为戒 从内部找原因 提升服务质量保障食品安全性！
                            

		                            收起评价


"
"
                                北海下弦
                                ","
2023-06-27 12:44                            
                            ","
不多说，鲜切肥“牛”、瘦“牛”谁吃谁知道（引号dddd
）	                        "
"
                                默kang
                                ","
2023-06-26 10:00                            
                            ","
                            非常不值得。很早之前大众点评刷到，一直很期待去菊老头吃烤肉，结果体验很不好。
1.服务:没啥人理会的，刚开门11点多点去的，小料也没备好，四人桌就先备料1人份，人都吃上了小料都没到，找服务员补生菜啥的要n遍，要求帮烤肉，直接就说人不够刚开门就忙不过来，真是想象不到吃饭高峰的服务是怎样的。
2.菜品:味道一般，没有自己的特色。人都快走了才有南瓜粥（吃的快一点，都不知道菊老头有南瓜粥可以喝的）前期准备真的是相当不充足
～价格方面说实话也不实惠的，再配上这个不值得的服务的菜品，真的不推荐～
                            

		                            收起评价


"
"
                                猪咪叫MIA
                                ","
2023-06-18 14:44                            
                            ","
不是饭点去吃的，服务真的太糟糕了吧……肉上来了，没人烤……烤上了，和4个服务员说了要生菜也没人上，也不是特别多的人……服务员都显得很忙的样子但是不知道在忙啥！
味道也很一般……踩雷！	                        "
"
                                Zhq_0809
                                ","
2023-06-17 21:34                            
                            ","
                            大多数都冲着**团购来的，人很多，五点多到的取号11桌等了两个小时才吃上，等位的地方还有蚊子
环境：比较挤 地面也很脏乱 厕所门口巨滑 很容易摔倒
口味：肉的品质 只能说便宜没好货，要么肥肉很多，要么肉嚼不烂 既然便宜那就凑合吃吧
服务：服务员态度有点不耐烦  感觉做事慢吞吞的，想让他帮忙烤肉，说自己要收拾桌子过一会再来，结果全程都没来帮过一次忙，后来空了站边上也没提出说要帮忙，可是其他片区的服务员都有时间帮忙烤肉，到底是不想烤还是真没时间那就只有他自己心里清楚，而且烤盘黑了也不会主动来换烤盘，我们提出换了三四次后明显态度不耐烦，等了两小时吃上的饭真是糟心，有这个时间大家还是去排肉本家、西塔吧
                            

		                            收起评价


"
"
                                百里守约919
                                ","
2023-06-17 21:17                            
                            ","
                            听说了很久的网红烤肉店，各方面都只能说是一般，虽然价格也不贵就是了。

**双人套餐160左右，套餐里5盘肉，1个年糕，最好吃的居然是年糕，肉类里只有牛肋排肉质好一点，其他肉质都很差，吃到后面都难以下咽了。尤其是所谓的天鹅蛋，烤完后外壳一股塑料味朋友压根都不敢吃。

点评9.9的冷面也非常差劲，黄瓜丝花生米都没，冷面缠成一坨，很难分开也很难吃。

服务基本谈不上，大家基本都是自助烤肉，叫服务员烤肉也是心不在焉，一个小男生烤肉还行，后面大姐给烤肉都糊了很多。

唯一点赞的菜品居然是生菜很大还算新鲜。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-06-17 13:07                            
                            ","
                            不知道是不是刚营业的缘故，从进店起半小时后才上烤炉，比我们后面来的先上菜，点的套餐里面六盘肉，上了五盘肉后和我们说上齐了，和他说我们有拍照片看看哪份肉是不是少上了非要说我们漏拍照片了。虽然最后补上了，但心理非常不舒服，好像是我们讹到一盘肉一样🙄️，态度差的想投诉
                            

		                            收起评价


"
"
                                哎呀_园园
                                ","
2023-06-17 11:51                            
                            ","
                            进店时店里还没有什么客人，等待了40分钟一直没有给我们上菜，期间比我们后来的桌子已经全部开始用餐了，催了三次，也没有给我们上菜，告诉我们店里人手不够，但为什么其他后来的客人有菜上呢？后来服务员对我们置之不理了，说是人手不够，但是我们看到的是好几个服务员在店里游荡不做事！本来愉快的用餐心情全被毁了！！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-06-13 00:35                            
                            ","
                            「炭黑牛五花」「浇汁横膈馍」晚上和同事一起去逛西湖 不知道吃什么 走在路边看到了一家烤肉店 两个人就进去了  结果很失望 希望老板多多关注出品吧  生菜老的啃不动不说  还吃出虫子来   肉也无比的难吃  吃过那么多烤肉店 这是最难吃的一家 没敢点菜人均150  吃的路上就吐了 反正不会在有下次了
                            

		                            收起评价


"
"
                                远远月呀
                                ","
2023-06-10 21:27                            
                            ","
肉质一般，烤肉味道一般，但是土豆丝可以来一份，全场MVP	                        "
"
                                匿名用户
                                ","
2023-05-30 21:51                            
                            ","
                            [服务铃]服务：
短头发酷酷的小姐姐服务蛮好的
还给我们分餐了「鲜豆腐汤」
但我们最后打包的时候我想要一份蘸料打包有个长头发平刘海的女孩子态度很差的和另外一个店员说没有还很大声😅导致整体体验感下降不止一点点。
没有打包蘸料的盒子了可以跟我说，我也不是非要那份蘸料粉不可❗️但这位店员的态度真蛮恶劣的，希望店家在做生意之余线下还是多多培训一下店员的情绪管理吧.
                            

		                            收起评价


"
"
                                zzzzzz123321456
                                ","
2023-05-22 18:05                            
                            ","
                            我们自己都开始烤了 小料都没服务员上。。
第一份生菜上边边都是黄的
沙拉上还有小虫。。。直接让服务员拿走了
。。。
「浇汁横膈馍」比较薄的横胳膜
「闻老头鲜切瘦牛」还行
「麻酱」偏甜
「锡纸虾滑」特别难吃。很咸。不要点
「辣炒牛舌」很一般
味道没有西塔好吃
环境服务更差
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-05-18 20:52                            
                            ","
服务态度挺不好的 坐的有点久  服务员就会用那种眼神看着你 隐隐约约听见服务员说了一句  这座这么久还不走  不管什么套餐 都是这样对客人吗？	                        "
"
                                少吃点
                                ","
2023-05-16 12:16                            
                            ","
                            感觉就是模仿西塔老太太的，但是又找不到清水泡一个有一点恶臭的名字火的，肉感觉不新鲜很次，个人觉得真的没有必要去。幸好之前排队排了很久都没有去，现在生意一般般去的人也不多，如果你想去的话还是可以去试试的，不过对我来说是踩雷的。
                            

		                            收起评价


"
"
                                Qoo
                                ","
2023-05-14 16:41                            
                            ","
四人餐三个人吃，说是比西塔高端吧，就来尝尝吧，菊花炭也是个噱头吧，总体不大喜欢，肉腌制的味道过重了，小菜到还行。	                        "
"
                                1111yy
                                ","
2023-05-13 18:10                            
                            ","
                            一直都在排队的店，趁着周中去吃了一次！
怎么说呢，韩式不韩式，东北烤肉也不是吧，冷面和冰点双莓都不好吃！太不正宗了，就是名字起的很噱头吧，肉的话基本都是冷冻切片肉吧，性价比也不好吃，而且桌子和地面滑滑的，就是整体体验都不会很好的店，不会再吃辣
                            

		                            收起评价


"
"
                                火腿肠加蛋
                                ","
2023-05-11 13:46                            
                            ","
店铺在装修，地板比较滑，真的别信网红推荐了，全程服务员只顾自己聊天，顾客都自己烤肉吃，让他们帮忙烤一下，一万个不愿意，味道也没有西塔老奶奶好，不会再来	                        "
"
                                punk白日梦想家
                                ","
2023-05-01 23:14                            
                            ","
                            去的时候是双休日，在门口还等了一会儿时间，店内人很多，等肉上来的时候，我们问服务员可以帮忙烤嘛，她直接说：你们自己烤，态度极其不耐烦，真的离谱，但凡她有礼貌的和我们说：抱歉，今天我们客人有点多，可能有点来不及。都不会是这样，无语，避雷吧
                            

		                            收起评价


"
"
                                被惯坏的小海疼
                                ","
2023-05-01 14:53                            
                            ","
                            酸菜不新鲜，老公吃了之后拉了两天，我吃了一点当天晚上拉了一次肚子，对比了几个食材，只有酸菜有嫌疑。 菜品把关做的不够好
也没人主动来帮着烤肉，还是我看到别的桌有帮烤的服务员 喊来了服务员帮忙烤肉。  第一次吃没人帮烤的话也不知道什么肉烤多久就能吃 体验感不是很好
                            

		                            收起评价


"
"
                                人世间
                                ","
2023-04-30 22:57                            
                            ","
一点都不好吃 酱料基本都给你配好 每个人的口味都不同 服务员也自顾自的聊天 炭和烤架很久才来 下次不来	                        "
