用户名,时间,评论
"
                                小小小沙砾
                                ","
2024-01-27 20:41                            
                            ","
                            👭散步到武林夜市附近，随意寻了家烤肉店
两个人，团了双人套餐
分量还是蛮足的

[服务铃]服务：
应该是有帮烤服务的，那天没人问，所以全程都是自己烤哒～虽然中途经历了几波窜火🔥但也考得比较顺利，过程中烤盘很容易烧黑，随时可以要求更换，这点还是比较好的
整体来说肉品还算可以，就是天气冷，肉烤完一下子就凉了
「闻老头鲜切肥牛」「海鲜鲜豆腐汤」「秘制卷牛肋排」「闻老头鲜切肥瘦」「伊利比亚梅花肉」「浇汁鸡腿肉」
                            

		                            收起评价


"
"
                                秋水拥嘉木
                                ","
2024-01-31 20:10                            
                            ","
                            [薄荷]环境:
中等大小的店铺，开在路边比较显眼。进门有放雨伞的地方，等位区也有小零食。
[服务铃]服务:
很到位，帮烤都很热情。
「闻老头鲜切瘦牛」「炭黑牛五花」「浇汁横膈馍」各种肉类肉质都蛮不错的，调味也很好。「韩式风干肠」很好吃，爆汁肉感很足。很满足的一顿饭。
                            

		                            收起评价


"
"
                                小陈的世界要游戏愉快
                                ","
2024-01-22 16:19                            
                            ","
                            他们家的套餐量真的超级大！！
[服务铃]服务:响应快！问题解决快！！
[薄荷]环境:桌子很多有一楼二楼
他们家两个人真的点一个套餐就绰绰有余！！
「韩式风干肠」「闻老头鲜切瘦牛」
「秘制卷牛肋排」  套餐里都包含肉很瓷实
豆腐汤很暖胃。
可是我这次没有南瓜汤不知道为啥。。
还有个小建议就是调料和其他小菜其实多一些，因为真的不够然后一直喊人加
整体很推荐！！！！
                            

		                            收起评价


"
"
                                酸奶难喝啦
                                ","
2024-01-02 22:17                            
                            ","
                            [服务铃]服务：
态度很好，服务员还会帮忙换烤盘，加小料，随叫随到。
[薄荷]环境：
干净
收藏打卡送甜品，实在是太可爱了
味道很好，价格平价，非常适合朋友小聚
鲜切牛肉，很薄，全是瘦肉，这个一般般。
横隔膜，获得了一致好评，新鲜又好吃，嫩嫩的。
五花肉，烤的焦一点，用生菜包裹着吃，再加点蒜和辣椒，简直是人间美味。
                            

		                            收起评价


"
"
                                Oh.
                                ","
2024-01-17 12:28                            
                            ","
                            挑的蘸肉的麻酱味道很棒
肉也都很新鲜，都很好吃
人不多的时候可以帮忙烤的
冲了500的卡是有送个双人套餐
非常实惠
小菜都是无限可续
蟹宝没有烤的太热，自己又加工了下
打卡有冻梨或者南瓜粥二选一哦～

[服务铃]服务：
服务态度都很好，有需求都会尽量满足我们，
                            

		                            收起评价


"
"
                                柯楠君
                                ","
2023-12-02 13:06                            
                            ","
                            纯炭火的一家烤肉店

[薄荷]环境：
环境干净整洁的、整体的风格设计比较韩式

[服务铃]服务：
小哥的服务真心不错
哈哈哈哈，没嫌弃我吃了4小碗泡菜
在烤肉服务这块，小哥的服务是真的不错，烤的很嫩、很有耐心
「闻老头鲜切瘦牛」
「炭黑牛五花」
「和牛雪花牛排」
「浇汁横膈馍」
「闻老头鲜切肥牛」
「石锅拌饭」
以上都是我建议大家要点的
牛肉烤的真好吃很多汁
                            

		                            收起评价


"
"
                                芋泥奶酪脑袋的文酱
                                ","
2023-11-24 10:27                            
                            ","
                            每次去武林夜市都会路过这家店，终于进店打卡了

[服务铃]服务:
服务态度是很好的，就是人手不够，太忙了，感觉两位经理跑来跑去太辛苦了，有需求也不太及时可以理解的。
「鲜豆腐汤」我一个人吃完了一锅，豆腐很嫩，调味也很好，不是很油腻很咸。
「小菜生菜」一分价钱一分货，闻老头的生菜是我目前在杭州烤肉店吃过最好的，都很大一片，也没有坏的地方。
「辣味牛五花」「锡纸酸菜」「炭黑牛五花」「炭烤七品鳗鱼」
菜品的分量和质量都不错。南瓜粥好喝，冻梨我觉得就是汁水多，不怎么甜。
                            

		                            收起评价


"
"
                                热粥
                                ","
2024-01-19 22:04                            
                            ","
                            「浇汁横膈馍」「炭黑牛五花」「闻老头鲜切肥瘦」「蘸料小菜」「南瓜汤」各个部位的肉都挺新鲜的。有服务员全程帮忙烤肉，肉烤得很好，配上烤肉汁。还有免费的南瓜汤，餐前垫垫肚子很不错。环境也很好，很干净。下次还会再选择的。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-23 19:57                            
                            ","
                            「招牌肥牛饭」肥牛饭真的超级香，来了好几次都是必点
「浇汁横膈馍」切成小块的烤着很方便

[薄荷]环境:
在美塘广场那边二楼，环境还行。

[服务铃]服务:
还能让服务员小哥哥小姐姐帮忙烤肉，小菜没来还能免费续，服务比较周到。
                            

		                            收起评价


"
"
                                阿龙
                                ","
2024-02-20 18:55                            
                            ","
                            在大众点评发现的这家店 抽空来了一次 套餐比较合理划算 荤素搭配的也比较合理 服务员会帮助烤肉 五花肉就是烤肉的灵魂 也是店里的top 前三 芝士红薯超级美味 用的马苏里拉芝士 很香甜 能拉超长的丝 体验感打满 环境也很温馨 适合情侣一起打卡 总的来说体验感还不错
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-20 16:34                            
                            ","
                            这家餐厅已经被种草好久了，今天终于有时间来，完全没有踩雷呀，位置很好找，门口很大的一个logo一眼就能看见，菜品的食材颜色很好，色泽红亮，味道浓而不腻，是非常正宗的一家店。菜品很丰富，品相也好，肉很多，适合跟朋友们聚餐一起来。
                            

		                            收起评价


"
"
                                哈哈
                                ","
2024-02-20 15:54                            
                            ","
                            一直很想试试问老头烤肉，这次终于有机会来吃啦。味道真的很不错，没有某老太太这么腻，也比他家便宜一点。服务都差不多，会帮你烤肉，打卡也会送一些小菜。「浇汁横膈馍」这个肉很好吃，很嫩，小哥烤肉技术一流。「炭黑牛五花」五花肉也很香。
                            

		                            收起评价


"
"
                                jscss
                                ","
2024-02-19 19:49                            
                            ","
和西塔老太太差不多的延边烤肉，各有千秋，个人觉得挺好吃的，而且套餐性价比高	                        "
"
                                全脂肪式软妹
                                ","
2024-02-16 16:55                            
                            ","
                            错峰来逛武林午市（不是）果然人不多，摊头要下午2点之后会出来一些，先吃个烤肉，团了大众点评的套餐，这家店的特色是酱料特别多！可以一次吃到5种蘸料，还有蒜片和青椒，像五花肉这种油滋滋的烤肉搭配吃真是太香了！
                            

		                            收起评价


"
"
                                作作白
                                ","
2024-02-11 18:16                            
                            ","
其实价格也不算便宜，南瓜糊真没必要收费了。	                        "
"
                                天下美食尝个遍
                                ","
2024-02-09 13:59                            
                            ","
                            好吃好吃，第三次来了，一看装修风格啥的就像西塔老太太的cp店，味道不错，上菜快，全程服务帮忙烤肉，太舒服了，服务很棒，肉质细腻，新鲜，泡菜好吃。

[薄荷]环境:灯光舒适，环境干净。
[服务铃]服务:全程服务帮忙烤肉，真不错哈哈。
                            

		                            收起评价


"
"
                                王大大大大王
                                ","
2024-02-08 16:29                            
                            ","
在西湖附近的烤肉店，人挺多的，老板人不错，送了东北冻梨，肉的品质非常不错，小菜很丰富，不够吃可以免费继续加	                        "
"
                                shmilu
                                ","
2024-02-05 22:43                            
                            ","
                            菜品都很新鲜很入味，比想象中好吃，也比某塔某太更好吃，就连最不起眼的鸡胸肉都很入味。
我们点的是双人套餐，对两人来说分量是足够的，而且炭火很足，小料也很足，中间加了两次生菜哈哈哈哈。
服务员服务也很好，虽然我们吃的很慢，饭桌率不高，但服务员全程态度很好，下次还会再带朋友去的哈哈
                            

		                            收起评价


"
"
                                包子
                                ","
2024-02-02 18:41                            
                            ","
太喜欢这个秀秀小姐姐了，很热情，人很好，还会点，服务很OK	                        "
"
                                美食评论家咸鱼
                                ","
2024-02-01 06:46                            
                            ","
                            终于终于，在他火爆了一年之后，来吃了这家店
想当年，他双手插兜，不知道什么是冷清，现如今，大中午的，也只有三四桌人
但是人少换来的是服务好啊，小菜给的很及时，烤盘换的很勤快，服务员脸上都充满了笑容，甚至拌饭都不用自己动手，让你体验皇帝般的享受
烤肉烤肉，肉质是真不错，就是分量确实不大
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-31 21:13                            
                            ","
                            团购了一个很划算的套餐，味道总体来说还不错，
秘制炭黑牛五花，腌制过的牛五花肥瘦相间，厚薄适中，烤制过后油脂焦香，口味偏甜，油而不腻，可蘸些许麻酱增添风味，或生菜搭配蒜片泡菜添加复合风味，解腻增香~还可以再尝试别的
                            

		                            收起评价


"
"
                                慕溪
                                ","
2024-01-31 13:12                            
                            ","
                            还可以的，冻梨还是吃不太来，南方小宝宝不适应啊，烤肉什么的都还可以的，换烤盘也很及时，就是下面火有点大，如果不及时翻面的话，很容易烤糊的。那个饭可以尝试下，其他的肉什么的都比较常规的，随便点，胜在地理位置。
                            

		                            收起评价


"
"
                                我要中免试
                                ","
2024-01-31 11:56                            
                            ","
                            味道非常得好，服务态度非常好，和朋友一起去的，一共三个人，味道还不错，下次还要去这里，和朋友一起过的生日，环境也很好，又很新鲜，地方也很好找离西湖很近，吃完之后可以去西湖逛一逛，排队服务员还送了一个小菜，大家可以去
                            

		                            收起评价


"
"
                                没有故事的美少女
                                ","
2024-01-27 22:02                            
                            ","
                            店员会帮忙烤肉，牛肉还挺好吃的，很新鲜，还送了两个冻梨很不错，年糕鱼饼里的年糕不是韩式的那种年糕，是里边夹心的年糕，感觉有些一般，机架还不错，挺好吃的甜甜辣辣的，烤蘑菇也很不错，蘑菇吃起来很清爽，整体性价比还可以服务态度也很好
                            

		                            收起评价


"
"
                                Ditto
                                ","
2024-01-27 19:28                            
                            ","
服务很好，环境干净，人多的时候排队也很快。菜品棒棒的	                        "
"
                                kitty82jj
                                ","
2024-01-27 19:05                            
                            ","
服务挺周到，还能帮忙烤肉，一般都有求必应！	                        "
"
                                莞尔0714
                                ","
2024-01-27 11:09                            
                            ","
                            抢到了很划算的券，和家里人一起来吃，这家的小菜泡萝卜很好吃，服务也不错，会经常来询问和帮助烤肉。肉都很新鲜，「闻老头鲜切肥牛」肥瘦相间，肥的部分上火烤的时候火苗窜老高…
「石锅拌饭」份量大，味道也不错。

整体满意，希望店家多搞活动，嘻嘻


		                            收起评价


"
"
                                起个名字很麻烦
                                ","
2024-01-26 21:07                            
                            ","
凤起路附近，横膈膜好吃。第一次吃冻梨还不错。	                        "
"
                                嘛哩嘛哩哄
                                ","
2024-01-26 18:33                            
                            ","
                            [薄荷]环境: 这家店一般不用排队，第二次来了，靠近西湖湖滨。

[服务铃]服务: 服务特别热情，加了好几次小菜，态度特别好！临走前不小心把奶茶翻倒在店门口了，小姐姐们人很好。

买的双人餐，几款烤肉都很好吃，没有踩雷的。
小菜里面最喜欢海带。味道其实和西塔老太太差不太多，这个价格实惠很多。
                            

		                            收起评价


"
"
                                viti
                                ","
2024-01-25 22:10                            
                            ","
                            真的和隔壁老太太差不多的感觉，相似的风格，相似的菜品，相似的烤炉，相似的麻酱，相似的菜量，不多点些都不够吃啊！
没有特别好吃的情况下觉得性价比不高（结算的时候才知道有某抖可以抢购优惠卷，那样比较划算）
下次抢了优惠卷再来薅羊毛。
                            

		                            收起评价


"
"
                                小辣椒
                                ","
2024-01-25 18:09                            
                            ","
                            烤肉非常新鲜，服务员也特别的热情。推荐冻梨很好吃。蔬菜也很新鲜，烤肉的小哥也非常的专业。五花肉是我吃过最好吃的五花肉没有之一，因为他烤的会比较好吃而且上菜速度也很快希望大家来吃的时候可以错峰来吃不然的话可能要排队哦。
                            

		                            收起评价


"
"
                                智商去旅行了
                                ","
2024-01-24 19:30                            
                            ","
                            闻老头菊花炭烤肉是一家非常不错的烤肉餐厅，炭火烤肉香气四溢，肉质鲜嫩多汁，让人垂涎欲滴。餐厅环境整洁舒适，服务热情周到，价格实惠。无论是烤牛五花、烤牛舌还是烤牛排，都让人回味无穷。如果你喜欢烤肉，一定不能错过闻老头菊花炭烤肉。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-24 15:50                            
                            ","
                            第二次去，买了代金券服务超级好超级到位出了点小事故然后立马一人送一厅王老吉然后还送俩串薄荷环境环境也不错他家的大虾牛肋条面包片卤鸡爪怕黄瓜花毛一体羊肉串小腰都很好吃哒哈哈总之不会失望可以来尝尝如果再有胸口骨髓这俩我最爱吃的那就更完美啦
                            

		                            收起评价


"
"
                                然而
                                ","
2024-01-23 12:45                            
                            ","
                            D11店位置很好找，周末也不用排队，环境不错，就是门口有的冷

[服务铃]服务:
服务还不错，除了开始座位问题，后续烤肉续菜等等服务都很及时
「闻老头鲜切肥牛」
套餐很优惠，里面几个肉都不踩雷，肉质算品质不错的，冷面料也足，夏天吃会更舒服
                            

		                            收起评价


"
"
                                青酒
                                ","
2024-01-20 17:10                            
                            ","
                            去湖滨银泰玩选的一家店，味道超赞，而且一看就让人觉得很有食欲，但是分量不大。属于比较精致的类型，胜在菜品也很新鲜，味道咸淡适中，而且火候掌握的刚好，上菜速度快
比较推荐牛五花，那个冷面没想象中那么好吃哈哈哈，也可能是个人口味不同，总体还是推荐的
                            

		                            收起评价


"
"
                                浅尘
                                ","
2024-01-19 18:14                            
                            ","
肉肉很香，店里的小姐姐很热情，很贴心，帮忙烤肉，及时帮我们拿东西，催菜，很棒的一次体验	                        "
"
                                Kiki
                                ","
2024-01-18 23:33                            
                            ","
                            看完演出随便找的
家附近就有 不时会光顾 这家味道是还可以的 性价比比那个叫啥西塔老太太高很多 味道没啥区别 
随便点了点 都还不错的哦 
「经典冷面」烤肉必点
「冻梨菊花茶」解腻
「浇汁横膈馍」最喜欢横膈膜 牛舌 五花肉 都是烤肉必点
                            

		                            收起评价


"
"
                                苏
                                ","
2024-01-18 22:48                            
                            ","
                            横膈膜超级好吃的，脆脆的油油的别有一番风味。黑牛五花味道很鲜美，看得出来都是鲜切的，里面的小姐姐还会帮你烤肉。五花肉脆脆的油油的很喜欢这个口感。里面的草莓汁很好吃，雪花牛排比较好吃，下次还会去，推荐大家
                            

		                            收起评价


"
"
                                狍
                                ","
2024-01-18 16:39                            
                            ","
                            横膈膜很不错，烤好以后肉质劲道，配上蘸料简直一绝。五花肉肥而不腻，刚刚烤好的时候配米饭，微咸的口感跟米粒很搭，特别下饭。几个肉菜都很新鲜，烤肉蘸料特别好吃，而且还准备了干碟、湿碟不同的种类，比较友好。配菜味道都不错，而且可以无限续。南瓜汤带一点点甜味，也很好喝。整体性价比还是很高的，就是人很多，建议提早排队取号。
                            

		                            收起评价


"
"
                                西瓜籽涮绿豆
                                ","
2024-01-18 13:27                            
                            ","
闻老头的烤肉味道都非常非常好 菜品也都很新鲜 还有人帮忙烤	                        "
"
                                奶油蒸蘑菇酱
                                ","
2024-01-18 11:34                            
                            ","
                            听朋友说这家店挺好吃的 今天试了味道果然不错 很正宗 分量也多 好评好评！但是饭点要排队 上菜慢。。不过下次也会推荐给其他朋友 量非常足 套餐两个人完全吃不完，还是好吃 色香味俱全 下次再尝尝其他没吃过的 肉蛮好吃的 鸡爪就很一般了
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-17 21:55                            
                            ","
味道很不错，朋友推荐的，下次再来吃！	                        "
"
                                桔柚
                                ","
2024-01-17 18:37                            
                            ","
横膈膜味道还是不错的，肉质软嫩多汁，挺好的，哈哈哈，价格能优惠点就好了	                        "
"
                                生姜清蒸酒鬼花
                                ","
2024-01-17 01:04                            
                            ","
在武林夜市旁边，我觉得一般吧，鳗鱼是冻的，但是配合店员的吃法，口味还是蛮新奇的	                        "
"
                                水姑娘2
                                ","
2024-01-16 15:16                            
                            ","
                            烤盘比较精致，带弹簧的。炭火很旺，配料也好。菜色还行，就是有一点儿不太好。买的团购套餐，等上来后发现不对，然后服务员说套餐内容变了，所以菜品也变了。当时懒得继续沟通，其实想想这样是不太地道的。变更套餐不通知，也没有相应的补偿，就等着客人发现不了吧。其它还好吧。
                            

		                            收起评价


"
"
                                三十而立不
                                ","
2024-01-15 23:46                            
                            ","
                            前段时间是在华夏店吃的
武汉回来
在夜市又看到了，那就在吃一次吧！
今天全程一个小姑凉给我们烤的
所以也就没有吃到什么湖的呢
用的四人套餐，怎么吃都够！
可以错开高峰期来用餐，不用等，桌位还多
哈哈哈
为我的聪明机智点赞！！！！！！
                            

		                            收起评价


"
"
                                王大可
                                ","
2024-01-15 17:09                            
                            ","
换了一家闻老头 不得不说比“杭州首店”好太多  客流量大肉质更新鲜 服务态度也更好	                        "
