用户名,时间,评论
"
                                xmxxmx
                                ","
2023-05-26 19:47                            
                            ","
                            「雪花中落小排」「法式鹅肝手握寿司」
两个人 吃了400多 救命
98一份的鳗鱼烤饼（半份鳗鱼吧）是预制菜 甚至没有sam的鳗鱼好吃？。。。男朋友是真的饿了 吃完了（他觉得不是特别腥可能是海边人的buff？！！。。。。。。这个98花的我想报警 鳗鱼烤饼真的别点别点别点！！！！！肉也很腥！！！
再说说别的肉 除了图三这一份 真的让我觉得不错 是日式烤肉的感觉了 其他都是 什么鬼？？这和日式烤肉有什么关系 鹅肝寿司还不错 性价比蛮高的
本人资深重度烤肉爱好者  才从成都搬过来 本来对这家店期待蛮高的网上评价很好的 今天一吃 不会来第二次了。。。。 
再说说服务吧 这家烤肉店至少定位中端吧 没有人帮烤 全程一次加水 我真的救命了 不帮烤就算了(来了一次 刚刚开始的时候烤了一下就走了） 至少提示一「雪花中落小排」下每一份肉的时间吧 服务员应该是只培训了上菜这件事 看看隔壁西塔吧（生意没有西塔好真的是有原因的）
人均几十到小千的烤肉都吃过 不服气的可以自己来试试（不要杠 杠就是你对）
总结一下 下次不会再来了 可能也是期望太高 男朋友没吃饱  拉闸
                            

		                            收起评价


"
"
                                彩彩心情
                                ","
2023-05-12 17:44                            
                            ","
挺无语的，过生日来吃饭
积分兑换没几个能换的
菜单上明明有就是不能换
好不容易能换还不能生日打折
以后积分用完不会来了，把人的心情搞得一团糟
还送什么生日面，都没心情过生日了	                        "
"
                                霖_3983
                                ","
2023-03-20 10:25                            
                            ","
明明写着生日八八折，结账的时候说没有，鳗鱼上来的时候湿冷的，晚上还拉肚子了，服务员态度很差	                        "
"
                                Super曼_2536
                                ","
2023-03-20 08:48                            
                            ","
                            问了服务员说生日会员88折，上了烤肉，问能不能帮忙烤，回答那要等的。算了自己烤就烤吧。点了鳗鱼饼，上来吃就是冷的，问服务员说可能我们没有及时吃，放凉了？？？？两个人点了四百多感觉没吃出什么特色菜。吃完了结账，问不是生日会员注册88折吗？收银说注册会员要消费三次才算真会员，服务员可能不清楚。问：你们的点菜单上没有写消费三次才算会员？收银员：这个就是这样的，没有消费三次不算会员，真想骂人！最后要命的是两个人回家都拉肚子。**！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-03-19 19:37                            
                            ","
「雪花中落小排」经常去他家吃，但是今天的肉不新鲜，口感很差，点了天妇罗炸虾非常油腻，吃了一点点想吐，不知今日厨师怎么了，天街这家非常失望。	                        "
"
                                wangjinhong2012
                                ","
2023-02-18 19:32                            
                            ","
                            叫号的时候在电梯里，我打电话说马上到。 一路狂奔到了店里告知我过号了不行，看了下时间过号了一分钟大概。我就想说我已经打电话说马上到并且跑过来，你等我一分钟叫号能怎么样？这点时间你都不给顾客留的时间？   我是御牛道常客了， 吃到了v12。  这是我第一次对天街的御牛道这么失望。  并且前台的男员工态度还非常恶劣，一副我最牛逼的样子。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-02-05 19:15                            
                            ","
取号取了一下午。前面都很慢。最后十几个号飞速过。然后要重新取号。拉黑这家店	                        "
"
                                浦东无颜祖
                                ","
2023-01-31 20:20                            
                            ","
                            跟女朋友从上海来杭州玩，下了高铁饥肠辘辘来到这家店，看着推荐点了一大堆，两个人500块的水平，但是吃起来觉得满意的几乎没有，牛肉猪肉品质很一般，，炸虾天妇罗虾很小新鲜度不够，坐在吧台位置空间略局促，服务不太跟得上，不会主动再来的一家店
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-01-29 11:18                            
                            ","
不太好的体验，服务员除了上菜，其他的服务是一点都没有，茶水不补，烤盘不换，碳火烤肉注意事项都不讲，可笑的是结完账要走了才发现还有的菜没上。	                        "
"
                                tan-15
                                ","
2023-01-03 14:25                            
                            ","
没人来烤肉 我叫了帮忙烤肉 都说等下	                        "
"
                                匿名用户
                                ","
2022-12-22 22:04                            
                            ","
                            外卖自取生肉 不想等太久 因此提前打电话去店铺准备  但是不知道什么情况 店铺错乱百出 6点多到店说店铺还没蒸好米饭？？ 晚市餐厅没有米饭？ 要求等7-8分钟 后来过了20分钟再来 店长又说要搞些回来 还没搞好 要再等 15 分钟 那怎么在电话里不早说 ？？ 问题二 电话跟到店都分别备注多蒜片跟七味粉其他不要 结果拿餐时跟平常一样 备注个寂寞 问题三 都V16会员了 到现在湿纸巾还要主动问你们要 本来没啥福利 这点都不做 那要不别搞会员 问题四 店都没几个客人 店员比食客还多 跟店长反馈 以上情况 他耳朵装着听 手里一直戳屏幕 不看我 就停下来跟客人互动的时间都没有吗 ？ 你不听听客人意见 你店所有问题你都清楚吗 ？ ？。。不是投诉 但是就非常不好的体验 跟贵店高级日式店 定位有点不一样
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-11-11 19:36                            
                            ","
如果两个人来排队，请取四人座位的号，因为四人位置叫号更快，他们家不是根据等待时间分位置的	                        "
"
                                青青草原
                                ","
2022-09-23 19:19                            
                            ","
                            感觉并没有想象中那么好，性价比较低，不知道为什么这么多好评，可能因为大家都不差钱吧。
比如，一份逸品牛小排158元100克，但是总觉得口感配不上这个价格，跟普通的肉差距不大。
总体来说，这个价格在别的店消费可能能获得更好一点的体验吧
                            

		                            收起评价


"
"
                                点小评3142092600
                                ","
2022-08-04 20:44                            
                            ","
                            今天真的真的超级生气
20.30去的说告诉我不可以取号了 虽然门口就只有2桌 但是我觉得商家不可以排队 那就不排队吧 我就准备走了
请注意 后来有一桌进来了 说要排队
门口的服务人员说 不可以排队  来的人说 都没多少人排 都是空号吧
结果就让人排了 最关键 没有喊我说可以排队了 就明晃晃让人排了
一个这么大的店 如果没有原则
请告知顾客 别把顾客当猴耍好么 我都没有走出去告诉那可以可以排了 我是什么玩意儿 不是人 不配高攀不起这个店 我在没有做任何行为 被店面筛选了 感觉被侮辱了


		                            收起评价


"
"
                                zhangmeimeimei
                                ","
2022-06-21 20:10                            
                            ","
以前来过 觉得很满意。这次感受太差了。服务态度特别不好，喊都喊不动。	                        "
"
                                匿名用户
                                ","
2022-04-29 07:09                            
                            ","
                            先不说食材吧，先说说服务态度。同样吃饭隔壁就有人问要不要帮忙剪肉，一堆人在前台就没有一个人过来问我们要不要剪肉。空盘不及时收，过程中要了一份芥末后面要加一份泡菜上芥末的那位工作人员不知道是听不到还是不想给上了芥末扭头就走，你要是忙我能理解不忙又是因为什么？再说说菜品，上来的生菜干的有点焉有的还有点黄，总共就那几片生菜还有一些不能吃。葱花也是撒在上面也是干瘪。寿司那个卷包的真的可以在提高提高。本来要去老地方吃朋友说这家不错还试试，味道不惊艳，服务和细节整体菜品都踩雷，人均两百吃的不贵但是性价比真不高
                            

		                            收起评价


"
"
                                风会抱你
                                ","
2022-01-15 21:09                            
                            ","
                            对比万象城和宝龙的御牛道，服务差距很大。
1、不换烤盘；
2、会员的东西不说不给也不介绍任何换菜的服务；
菜品也不一样。
1、牛五花很厚且就切了三片，万象城我记得是四片。
其他的可能性心情也因为以上搞差了，整体是一次很差的体验。
                            

		                            收起评价


"
"
                                hjj55555
                                ","
2022-01-02 14:00                            
                            ","
好好的心情到这边用餐，用了一肚子火气回家，已经是第二次了，事不过三，起码不会第三次来这家店。怕下次再来的时候需要120拉回家 "
"
                                兎儿跳啊跳
                                ","
2021-12-05 18:46                            
                            ","
                            [薄荷]环境:
环境是统一标配..

[服务铃]服务:
服务一般吧...

菜品：
之前也吃过御牛道，没感觉有这么差的...性价比极低了。那个398的牛肉套装，品质也没感觉好到哪里去...
芥末章鱼是熟的 没有生的...日式料理竟然没有生的海螺和章鱼...是怕食材不新鲜吗？

总体感觉就是不会再来了吧..
                            

		                            收起评价


"
"
                                Nananr
                                ","
2021-11-20 08:11                            
                            ","
                            天街四楼的御牛道
第二次吃了～～
味道还是一如既往的不错
吃烤肉的店，但是觉得温泉蛋更加符合我的口味
鳗鱼手握和鹅肝手握💯
就是点的饮料牛油果奶昔在我们吃完了之后才上
炸鸡的话是雷区，点了两种炸鸡都不好吃
但是这次吃完，拉肚子！拉肚子！拉肚子！
希望给个合理的解释！
                            

		                            收起评价


"
"
                                赏悦_5432
                                ","
2021-11-06 15:56                            
                            ","
                            首先，我们是打完疫苗去吃午饭的，到的时候已经两点了。我们在选菜的时候，好几个服务员说菜要一次性点完，因为厨师等一下就要下班了，我们说尽快点完。其实，我认为，厨师既然要下班休息，我们进来的时候服务员就可以跟我们说清楚，我们可以换地方吃。第二，主食是五花肉，但是火候太大，放上去边烤焦了但中间却没熟，反复烤也烤不脆，没有那种油滋滋的味道，真的不敢下嘴。可圈可点的是天妇罗虾和乌冬面，不然半星也不给。再也不会去吃了。没有吃过好奇心比较重的不建议抱着试试看的心态去吃，一定会后悔。这条评论凭良心写的，要是商家恶意删除，我会再发一遍。
                            

		                            收起评价


"
"
                                Mike
                                ","
2021-10-06 22:44                            
                            ","
                            [薄荷]环境：
店铺整体的环境是OK的，在商场里差不到哪去，细节真的是尴尬。部分四人位是榻榻米形式，让我脱鞋进去，麻烦地上收拾干净可以吗？就这卫生好意思让脱鞋…怕是还没我鞋底干净吧！

[服务铃]服务：
前台的服务和服务员的整体服务意识都一般吧，如果2人要让坐吧台位，麻烦提前说一声，排队那么久，就进去是吧台位，让人很不爽，拒绝后再等了一下才换了位置。
环境卫生真的麻烦打扫一下
另外劝诫大家，饮料别点，有点智商税，一瓶玻璃瓶的酸梅汁都能卖18了…
第一次去，也是最后一次去。
如果再去，只可能因为帮我们烤肉的东北大姐，人才很不错，老板招到这样的好人不容易。
                            

		                            收起评价


"
"
                                真雄清新的小如
                                ","
2021-10-03 19:55                            
                            ","
服务很差。可能形容的不贴切 因为没服务 一副你爱吃不吃爱来不来的样子 以后不会再来了	                        "
"
                                乐爸爸
                                ","
2021-09-21 14:38                            
                            ","
                            因为要离开杭州了，所以朋友叫聚聚，就选了一家天街没吃过的，朋友就选在这里了。4个人，消费600多，说实话，我是吃了个寂寞，全靠两个寿司一碗石锅拌饭垫子一下，96两个的生蚝根本看不出来亮点在哪又不肥，都瘪成那样了。叫服务员拿点辣椒，直接说得我们家没有辣椒粉。头都没回。生意好傲娇得很嘛。窗帘也是拉不上，相当于跟别人拼桌，你看我吃，我看你吃。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2021-09-02 22:27                            
                            ","
非常不好吃，感觉被坑了。再也不来了。	                        "
"
                                匿名用户
                                ","
2021-08-14 17:57                            
                            ","
                            一开始我们来，说吧台有位置没有卡座，我们说不想坐吧台要坐卡座，然后排队取号等了一个多小时，然后又领我们到吧台了，然后说要重新排队，什么餐厅，要不是朋友推荐才不会来这个破地方，本来是七夕节开开心心吃个饭，就搞这？？？？好好的心情全没了
                            

		                            收起评价


"
"
                                清澈耐心呼呼猪
                                ","
2021-08-08 20:25                            
                            ","
真的 再好都不要再来了 几桌排了一个多小时！！！！	                        "
"
                                匿名用户
                                ","
2021-07-18 16:00                            
                            ","
牛肉非常不新鲜，一股冰箱里冷冻很久的味道，一份五花三片肉，生菜也就一份，不裹生菜那肉根本吃不下，生的碳很热，叫服务员弄小火一点并没有用。价格贵量小还难吃，再也不会去了。还有牛肉根本咬不烂 "
"
                                ogasama05
                                ","
2021-07-17 21:24                            
                            ","
写着9点半闭餐赶着9点半前来吃饭结果说不接待了？？欺负消费者吗？什么态度 差劲👎	                        "
"
                                Chocolatesunshine_7774
                                ","
2021-07-17 18:52                            
                            ","
                            如果服务可以给零分的话，我一定毫不犹豫给一个大写加粗的差评！！！是御牛道良好的口碑让你们服务员觉得可以躺平了是吧？？？进去的时候前台两位男服务员专心低头玩手机，跟比赛似的，丝毫没有发现我们进去了，更别说招呼了，进去以后，女服务员也很木讷，基本的引导也没有，最最最最有意思的是，最后前台结账的时候，那位男服务员还在低头玩手机，全程保持这个姿势，直到我们离开，老板请你来是在前台表演行为艺术的是吧？？？这么爱玩手机建议您去华为门口站台呢！总之，这是一次极差的御牛道体验，作为御牛道的忠实老粉，建议你们多像滨江宝龙的御牛道学习，学习学习什么叫服务!
                            

		                            收起评价


"
"
                                A長岛冰茶
                                ","
2021-07-15 14:22                            
                            ","
                            是该店的会员 也是这家的忠实粉丝 但是今天吃饭看到一只老鼠 很大 在桌上吃我点的烤肉…我吓的直接叫出来了 隔壁桌看到也吓到了 我想我以后吃肉都会有阴影了… 我觉得给我造成了精神伤害  我想这家店环境卫生问题真是有待解决
                            

		                            收起评价


"
"
                                _初衷_.
                                ","
2021-07-12 18:54                            
                            ","
过号作废，前面四桌过号 又排我前面去了？	                        "
"
                                绵棉
                                ","
                                2021-06-13
  更新于2021-10-02 20:27                            
                            ","
                            哈哈一个字“贵”点的时候5拼盘398，还有一些别的一共花了508，之前和朋友在上海吃过两家这种日式烤肉，有一家还是阶梯的，也没这种贵。这个价格要不分量多一点，要不质量好一些，两样都没有一直刷好评也没啥用吧，不知道那些好评怎么来的哈哈


		                            收起评价


"
"
                                kitty_13581
                                ","
2021-05-20 21:58                            
                            ","
可能对于爱吃肉的人来说还行，小胃人就算啦，只能用一个词形容，油腻，除了冷面爽口。等位时间长，可以微信小程序提前预约。	                        "
"
                                浪费*_9520
                                ","
2021-04-24 22:24                            
                            ","
                            菜真的很好吃 这个毋庸置疑 请问前台这个叫号小哥本人是有什么事情吗？脸色阴沉是有什么事情啊？不想做服务业可以转行做别的哈 不要再这边打扰别人心情！然后很爱睁着眼睛说瞎话 换个位置说是4人座位？两个人不能坐？那请问我前后左右都是两个人坐着是怎么回事啊？怎么？觉得看着好欺负吗？还是学生好欺负？然后咨询完之后还给我摆臭脸？你哪位啊？能不能拜托摆正自己的位置？也算一家客单比较贵的店 怎么会招这种人？无语死........
                            

		                            收起评价


"
"
                                墨绿色耳朵的橙色鸵鸟
                                ","
2021-03-27 22:17                            
                            ","
                            他家味道也不行 服务太差 电话问有排队吗没有 要不要网上取号说不用 结果来了前面排了16桌 一个烤肉店没有小菜自己烤 中途叫服务员不知道在哪里 赶上晚上吃饭从九点二十开始就一直过来桌上收餐盒问你吃完了没有 上面还烤着东西就直接问炭火不需要了吧给你收了 我都不知道4.85的评价是怎么刷出来的 重点是要的菜有些就直接没有
                            

		                            收起评价


"
"
                                lhz1978
                                ","
2021-03-26 19:54                            
                            ","
点了一个牛肉条，上菜后发现颜色不好，看出来就是那种边角肉；三个人吃饭，一个人饭后10分钟发生呕吐；沙拉蔬菜不新鲜，吃后拉肚子；另一位只吃了乌冬面，目前没有症状！	                        "
"
                                badlog
                                ","
2021-03-11 01:27                            
                            ","
                            在滨江天街的四楼，特地赶过去吃的，还排了很久的队，但是吃了以后感觉一言难尽。
服务态度不咋地，我在菜单上明明点了一杯水果茶，但是后来一直没上，说我没有点，怎么下完单都不跟我们核对吗？菜单拿出来自己看看吧！
生菜上面有一只虫子，没想到洗的一点也不干净，也不知道有没有洗～
问我们有没有忌口，但是我们说了以后，上来的石锅拌饭里面还是有葱啊，那你问我们的意义何在？？？？
里面也没有很干净吧还要穿鞋套或者拖鞋进，你们服务员自己上菜的时候也没见的拖鞋上～
说实话御牛道也不算特别便宜吧，就这？
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2021-01-13 22:26                            
                            ","
                            御牛道提前预约了一个包厢，时间6点半，到那边6点17，竟然告诉我们包厢给了别人，说客人非得去包厢，让我们等几分钟，6点半肯定给我们了，那也行吧，到时到了6点半说客人耍酒疯不肯离开。。。然后又说等20分钟，最后又说那桌客人还有一个朋友要来，给不了我们包厢了，让我们这群人外面分开2桌坐，这就是店家给的服务？？  友情提示：以后聚餐绝对不要选这家！！以后聚餐绝对不要选这家
                            

		                            收起评价


"
"
                                milozhj
                                ","
2020-12-09 19:50                            
                            ","
这店里感觉就是脏脏的。。。。。餐具也油 肉也感觉不是很新鲜。 服务员很忙嘛。。要一杯可乐催了15分钟。。。太气人了。。。	                        "
"
                                龙喵不是猫
                                ","
2020-11-24 13:32                            
                            ","
                            来了那么多次 这一次最失望 
还是在我生日的这顿 （郁闷中的郁闷）
「牛肉石锅拌饭」这就是今天最不满意的菜品
洋葱根本就是硬的 生的 白的 根本不是熟洋葱的状态 
通行吃到最后，两人餐盘里都是挑出来的洋葱。
锅底少许锅巴，基本没有。点单时候还特别和服务员说想要干一点 锅巴多一点。
「特上牛小排」点菜时候特别叮嘱要了盐味，结果第一次上来的还是酱味。 点单的服务员小哥及时发现，即使换了。菜品可以 不错
「法式鹅肝手握寿司」好评 没二话
「雪花中落小排」推荐那么多的肉 问服务员怎么烤 也不像以前会帮忙，然后外老到变炭 里面还是生的 
两个菜踩雷 就足够毁了我一天的心情了
                            

		                            收起评价


"
"
                                秋之水_7842
                                ","
2020-11-24 12:42                            
                            ","
滨江天街御牛道做的牛肉石锅拌饭真的很差，洋葱是硬的没炒好，米饭也拌不好，服务员加工后还是这样，跟万象城比差太远了！	                        "
"
                                匿名用户
                                ","
2020-11-07 23:06                            
                            ","
                            真后悔选这一家，真是大坑，菜品很一般，蔬菜都不是太新鲜，肉还好一些。服务态度也很差，因为有小朋友，点菜的时候特地交代酸奶和水果分开放，结果上了一个在混在一起的，服务员当着我们的面很不耐烦且很凶的和上菜的服务生说端回去重新做。贵而且难吃，没有以后了。
                            

		                            收起评价


"
"
                                two兔o_o
                                ","
2020-11-07 12:54                            
                            ","
                            一个女服务员态度不咋地，全场一副我给你服务是你的荣幸的样子点啥啥没有，说品质不好的肉不上。一条开边鱼，背面全烤焦了还上来，呵呵，这就是你们说的品质不好不能上…………就这么吃吧，下次不会来了。


		                            收起评价


"
"
                                尛璐
                                ","
2020-11-04 22:00                            
                            ","
不太推荐，因为作为懒惰星人，这家店的肉需要自己烤，自己烤的话就很容易把肉烤坏了，一会就焦了糊了，浪费钱浪费菜，还是喜欢有服务员烤的店	                        "
"
                                Cicada
                                ","
2020-09-18 20:41                            
                            ","
肉的口感真的差，不管是牛肉还是扇贝食材真的差到爆，两人没吃完就买单走了。真不值这个钱，以后不会再来。	                        "
"
                                绵绵刀大人
                                ","
2020-08-12 12:01                            
                            ","
                            [服务铃]服务：太差
[薄荷]环境：和其他店差不多
全差评是因为，店里根本没几个人，
整个店只坐了3桌，
服务员拒绝帮烤，说是因为店里人太多。
真的人很多就算了…
服务真的不能更差…
在其他门店从来没有过这种情况…
滨江天街店再见
                            

		                            收起评价


"
"
                                青阳不二多
                                ","
2020-07-26 18:05                            
                            ","
                            垃圾服务！价格是海底捞的两倍！服务垃圾的要死。菜上齐了铁盘没上问了两次让我等？等烧纸嘛？最后没吃饱加菜跑来问我收铁盘嘛？我说还有菜等了二十分钟告诉我没下单***挺拽回没下就不退菜了……这价格这服务垃圾！不想接待客人别开门做生意啊？垃圾！！！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2020-07-25 13:48                            
                            ","
服务态度非常差，超级装逼的店，营业到2点，一点半到都不接待，理由非常牛逼，说排队的多。没见过这么开门做生意的，负分**吧	                        "
"
                                媛ondiet
                                ","
2020-07-18 21:27                            
                            ","
烤肉点了玫瑰牛舌、上等牛排、西冷牛肉和韩式五花肉，另外点了一个亲子饭、御牛道沙拉、白桃乌龙米酒
结果吃完还没出商场就坏肚子了
可惜了，本来还蛮喜欢它家的 "
