用户名,时间,评论
"
                                资浅人士666666
                                ","
2024-02-16 08:35                            
                            ","
                            「雪花牛大力」「特味牛五花」「老太太肥瘦」肥瘦包括一盘肥牛和一盘瘦牛，西塔老太太的肉一如既往地OK，不论品质还是口味
「牛油果鲜虾沙拉」酱料里有芥末味，下面是旺旺雪饼，真的有点腻了
「火山排骨」很韩式，肉挺好吃的，就是口味有点重
「甜麻麻香芋片」很像薯片，但可能是土豆和香芋本身的区别，不如薯片
「吐司披萨」还行吧
268的2-3人餐，3个人完全没有问题
                            

		                            收起评价


"
"
                                单二南
                                ","
2024-01-23 19:44                            
                            ","
                            周末的老太太一直没吃上，今天工作日在银泰中午吃上了，排了几桌还比较快。

[薄荷]环境：
环境在烤肉店里面算是非常好的了，也很整洁。
[服务铃]服务：
烤肉会有服务员小姐姐帮忙烤，真的是手残党的福星了，而且烤的很嫩，很好吃。
南瓜粥绝了，有一股奶香味，真的很好吃～
                            

		                            收起评价


"
"
                                昕融
                                ","
2024-01-10 18:26                            
                            ","
                            开业时就好几个朋友推荐。但每次去都看到排队今天来买面包，顺便逛过来看一眼，居然有空位。赶紧先占了。
先送上来好几盘开胃小食，真是盘，不是其他韩餐店那种小碟子。关键是每盘都好吃，谁能想到啊，居然被送的小菜给圈粉了！很多店这种送的小菜都是意思意思，难吃至极的。
「土豆泥」香甜香甜，若不是肚子吃不下，我觉得自己可以干掉好几个
「火山排骨」感觉可以叫脱骨排骨，一夹骨头都能掉。但是肉却不是软烂的。用的韩式辣酱，对我而言，辣了点，不知道是不是可以选辣度。但味道还是很好的！我是边喝水，边吃光光！
「蔬菜沙拉」撒了芝麻，很香，也很解腻。
还有泡菜，腌萝卜，腌黄瓜，都很好吃啊……
「南瓜粥」香甜香甜香甜……一碗完全不过瘾！
虽然基本所有烤肉店都有南瓜汤，但这家是我吃过最好吃的，比肉本家还好喝几层！！
为啥没有烤肉？因为才一个人啊～…下次一定得多叫几个朋友来尝尝烤肉！
                            

		                            收起评价


"
"
                                青出于蓝78
                                ","
2024-02-16 13:22                            
                            ","
                            今年已经是第二次选这家店，带了女儿过来，挑了她喜欢吃的零食，然后就来吃韩国烤肉。五点左右门口还不用排长队。点了精品双人套餐。老太太肥瘦肉都是腌制过的，肥肉确实有点肥，精肉很精，而秘制牛五花没吃出什么特别的味道，秘制略微甜点。自己尝试了烤肉，不停的翻它就好。就是烤肉吃多了上火，白碳烟熏的时候要少说话，不然吸入烟引发咽喉发炎。
                            

		                            收起评价


"
"
                                许清如
                                ","
2024-02-06 17:11                            
                            ","
                            位置：城西银泰5楼
口味：蘸料偏酸，整体不错。
菜品：团购的是肉的那个套餐，全是肉，没有素，很喜欢。肉感觉新鲜，每一块烤在炉子上，滋啦啦的响，吃起来香香的，喜欢烧烤这种氛围，吃得开心。
整体不错，等位时间过长。工作日还等了快1小时。
                            

		                            收起评价


"
"
                                华猪猪
                                ","
2024-01-28 14:57                            
                            ","
                            平时看西塔都要排队，今天路过买排队就进去了，套餐中的小食一般般，建议还是单点肉好，服务不错，蘸料也比较丰富，生菜可以无限免费添加，就是一点不太好，看着大姐把别桌没吃完的生菜用手抓到一个盘子合并到一起给我们上来。
                            

		                            收起评价


"
"
                                天地厚爱
                                ","
2023-12-30 19:31                            
                            ","
                            城西银泰在杭州的一众商场中，属于车位规划合理，停车便捷，交通便利的商场中的佼佼者。这里的商品种类比较齐全，餐厅种类也很繁多。如果只为了吃饭而专程赶到这里，相信我这里是一个不错的选择。答主经常光顾这个商场，对于喜欢吃烤肉的同仁们，这家店是一个不错的选择，食材比较新鲜，备菜较快，服务态度也不错，烤肉的酱料和口感是西塔老太太的一贯水准，喜欢吃韩式烤肉的各位可以放心光顾。答主选择的是268的双人餐，量的足够的，初步估计应该是2.5人份，绝对不需要加菜。答主额外加购了一份辣豆腐汤，在已经饱腹的情况下，我一个人喝光了这个辣豆腐汤，强烈推荐。建议也有一些，肥牛味道一绝，但是油太多了，非常容易着火。由于是临近年关，所以服务员有点少，全程自助烤肉，据说是错峰放假，年关不停业，所以调休了很多店员，为打工人点个赞
                            

		                            收起评价


"
"
                                易楂楂
                                ","
2024-02-16 19:25                            
                            ","
                            过年和朋友来吃烤肉，人很多店里很忙但主管小姐姐还是很负责，热情洋溢的，一直在帮忙烤肉，也在烤的间隙有帮忙介绍菜品，推荐蘸哪个酱料更合适，加了好多次生菜烤肉必备！！
好吃好吃，春节不错的体验！

「特味牛五花」「秘制卷牛肋排」「冷面」
                            

		                            收起评价


"
"
                                黄蜂胶煮花生酱
                                ","
2024-01-09 14:28                            
                            ","
                            最近很火的烤肉店，马上约了朋友去打卡，刚坐下就送来小菜、南瓜粥，还有一盘蔬菜沙拉，我们三个女生，团了个双人餐，足够吃，大家不要点多，他们的量还是比较扎实的，肉质很新鲜，店员可以帮着烤，量很足，加上有免费续的生菜，还有可以再要银耳汤啥的，非常顶饱。他们家吃烤肉衣服上不会有味道，吸力很强大，回家衣服上真的没有味道，这点我可太喜欢了，不然每次吃完烤肉还要洗衣服。
                            

		                            收起评价


"
"
                                小甜菜
                                ","
2023-12-31 23:28                            
                            ","
                            好久没吃西塔啦 部门团建就选它啦

工作日都得早点去 以为工作日会空一点 没想到了还得等位 靠里面点都没位置 只能做外面辣

「香翁凤梨牛排」凤梨有点太酸了 摆盘很好看 嘿嘿
「老太太肥瘦」最爱肥瘦牛 沾麻酱也太好使了吧
「特色凉拌鸡架」味道不错 就是偏甜了

四个人买了个套餐 都吃不完呢 量还是足的 超爱土豆泥 一口气旋3个
                            

		                            收起评价


"
"
                                一纸繁荒
                                ","
2023-12-04 22:24                            
                            ","
                            好久没吃西塔啦，今天来吃了，还是一如既往的好吃
在城西银泰5F，还好没用排队，团的双人餐，足够吃
「老太太肥瘦」这个适合蘸麻酱，然后裹上生菜，很好吃
「雪花牛大力」有点甜甜的味道，很好吃
「猪颈肉」有点肥，蘸上蘸料，加点大蒜，还是很不错的
「特色凉拌鸡架」酸酸甜甜的，很好吃，很东北
「南瓜粥」奶味很足，很香甜

[服务铃]服务：
很不错，很周到
                            

		                            收起评价


"
"
                                悲伤的猪大肠
                                ","
2024-01-19 11:46                            
                            ","
                            朋友来杭州吃的第一顿
味道还行吧，还点了个冷面，冷面蛮好吃的，套餐两个人也能吃饱，有些肉是调味过的，烤着吃很香，期间需要不停的让服务员加一点生菜，感觉这家没有紫荆天街那家好，可能是在那家我们直接自己去拿的生菜，服务有点过于热情了，一直站在旁边盯着看，有点没法聊天
                            

		                            收起评价


"
"
                                斑比比
                                ","
2024-01-29 17:45                            
                            ","
                            🌟🌟🌟🌟

刚品尝了西塔老太太烤肉，真是让人回味无穷的一餐！首先，一进门就感受到那种独特的老北京胡同与韩式烧烤的完美融合，环境温馨舒适，服务热情周到。

说到菜品，不得不提他们家招牌的烤肉系列，五花肉、牛肋条和羊肉串简直是一绝，每一口都鲜嫩多汁，火候掌握得恰到好处，满口都是幸福感😋。配菜丰富多样，新鲜爽口，尤其大爱他们的特色凉拌鸡架，酸甜可口，解腻又开胃！

再来就是调料，独家秘制的酱料醇厚而不腻，搭配烤肉简直是画龙点睛之笔。而且，西塔老太太烤肉在保持传统风味的同时，还不断创新，这种精神令人赞赏。

总的来说，无论是食材品质、烹饪技艺还是用餐环境，西塔老太太烤肉都给我留下了深刻的印象，性价比超高，值得推荐给每一位热爱美食的朋友！🔥becue lover, don't miss it! 

总结：🔥🔥🔥🔥（四颗星）
                            

		                            收起评价


"
"
                                双子座jy
                                ","
2024-02-26 19:16                            
                            ","
[薄荷]环境：
整洁
[服务铃]服务：
热情周到
好吃好吃好吃！	                        "
"
                                yy.
                                ","
2024-02-26 19:04                            
                            ","
服务很好，也很干净，还可以帮烤，吃起来也很不错，非常值得推荐，	                        "
"
                                Drsting
                                ","
2024-02-26 19:03                            
                            ","
肉很嫩很新鲜，服务很到位，烤肉全程帮忙烤，很满意今天的用餐！	                        "
"
                                琪妞_走走停停
                                ","
2024-02-26 18:55                            
                            ","
套餐里看着肉好像一般，但是足够三人吃了，肉很好吃 蛮新鲜，服务也很好。	                        "
"
                                柚子烩黑枸杞
                                ","
2024-02-26 18:51                            
                            ","
烤肉和小菜味道都不错，主管小姐姐的服务也很到位一直在帮我们烤肉 "
"
                                没有名字_2595
                                ","
2024-02-26 18:16                            
                            ","
[薄荷]环境:
就餐环境还可以，干净
[服务铃]服务:
有服务员帮忙烤肉，非常贴心
经常过段时间就来吃一次，赞🏻	                        "
"
                                风一样的女子_391
                                ","
2024-02-26 18:08                            
                            ","
味道很好吃，我最喜欢极品雪花牛肉很好吃我家宝宝很喜欢，南瓜粥小宝也喝了一碗，光盘行动	                        "
"
                                花田里的小蜜蜂
                                ","
2024-02-26 17:26                            
                            ","
                            孩子们的最爱，裹上生菜的烤肉真的是太香了，无法抗拒
忘记点的是那几款烤肉了，好像是热销品，都很好吃，除了有个主食，鸡蛋芝士啥的，小孩子看图片非要点，吃了一口就不要了，不过也可能我家是肉食小仔
生菜无限供应，菜前小菜直接放在桌上，无需自己动手


		                            收起评价


"
"
                                如月七
                                ","
2024-02-26 12:42                            
                            ","
                            这是一家一直都想来的店，今年返校的早啦，学校附近的烤肉店没有开门，就顺便来了这家店。烤肉的味道不错，我们三个人点了一个套餐，会有专门的服务员阿姨帮我们烤肉，服务员阿姨很健谈，服务态度也很好。肉考得很好，吃的一些小菜有点差强人意，其他的都不错，尤其那个酱料的味道超级好吃，感觉是他们家的一大特色了。
                            

		                            收起评价


"
"
                                哆哆3301
                                ","
2024-02-26 08:11                            
                            ","
肉的品质很好，口味也不错，上菜速度很快。服务员小姐姐的服务超级好，帮忙烤肉、添凉菜！	                        "
"
                                匿名用户
                                ","
2024-02-25 21:52                            
                            ","
位置在城西银泰五楼化境很好服务很满意全程帮忙烤 菜品也很好使适合小团体聚会	                        "
"
                                L
                                ","
2024-02-25 21:52                            
                            ","
城西银泰店五楼服务很不错肉也非常好非常好吃强力推荐	                        "
"
                                教练我想打足球
                                ","
2024-02-25 21:26                            
                            ","
烤肉非常好吃，服务非常满意，环境也很不错，主管小姐姐非常热情，烤肉技术非常nice!	                        "
"
                                匿名用户
                                ","
2024-02-25 21:00                            
                            ","
环境很好味道很好，和同事一起吃西塔，口感上面和以前一样好，也很新鲜	                        "
"
                                TOU大大1005
                                ","
2024-02-25 20:58                            
                            ","
                            人气貌似一直挺旺的，在城西银泰五楼，买了套餐，肉的分量挺多，特色的肥瘦都有，五花和肋条都比较好吃，大片那个有点柴，油脂少的不要选哈哈，下次还是单点横膈膜肋条这种，五盘还是六盘肉，两大一小份量差不多，南瓜汤小菜生菜都随便续，服务员很忙但是有空就会来帮你烤，还是不错的，海带汤挺好喝的呢。下次单点点其他的吃吃，肉的品质还是不错
                            

		                            收起评价


"
"
                                mango张
                                ","
2024-02-25 19:06                            
                            ","
主管小姐姐人真的很好，非常nice。服务很到位，处理问题也很及时。谢谢	                        "
"
                                真心机智咕唧蝶
                                ","
2024-02-25 17:57                            
                            ","
服务很好，菜品口味合适，环境不错 "
"
                                Magic
                                ","
2024-02-25 16:30                            
                            ","
                            大老远跑来吃这个烤肉，果然没有让人失望，味道很好哦，我最喜欢吃他家的秘制牛肋骨，这个肉是提前他们秘制过的，所以稍微烤一下，就很入味，非常好吃，每次都要单点它2份。这边送的土豆泥也好好吃还有泡菜真的好赞哦。
                            

		                            收起评价


"
"
                                邪恶的红烧肉
                                ","
2024-02-25 14:30                            
                            ","
味道鲜美，服务周到，环境很好，非常好，下次带小伙伴一起来	                        "
"
                                善明聪慧的小毛
                                ","
2024-02-25 14:29                            
                            ","
口味很好，服务贴心，餐前小菜很开胃，店面装修也非常精致，客人很多	                        "
"
                                angela米
                                ","
2024-02-25 13:24                            
                            ","
菜品新鲜、味道好，特别是牛肉，服务态度也很好，一直帮我们烤。	                        "
"
                                海染蓝了天
                                ","
2024-02-25 13:08                            
                            ","
蛮好吃的~小朋友很喜欢~蔬菜肉品都很新鲜，工作人员态度也很好~还会帮忙烤肉~nice！	                        "
"
                                杜杜de
                                ","
2024-02-24 20:59                            
                            ","
特别好吃，菜品的味道特别好吃，服务很好，环境也特别好。	                        "
"
                                年年碎碎念
                                ","
2024-02-24 19:48                            
                            ","
服务员特特别周到
菜品的味道也很不错
菜也很新鲜	                        "
"
                                好
                                ","
2024-02-24 17:35                            
                            ","
主管小姐姐服务超赞肉烤得很嫩，比较贴心，下次还得来 "
"
                                勇信清丽的小肖
                                ","
2024-02-24 17:30                            
                            ","
主管小姐姐服务到位，细心帮孩子烤肉， "
"
                                信明聪明的小文
                                ","
2024-02-24 13:38                            
                            ","
口味很不错，肉品很好，服务也很好。赞赞赞赞赞，小菜可以免费加的	                        "
"
                                换名小能手
                                ","
2024-02-24 13:02                            
                            ","
烤肉果然不虚此行，虽然人比较多，但架不住好吃呀，全程惊喜连连	                        "
"
                                火腿肠炖油菜
                                ","
2024-02-24 12:25                            
                            ","
味道不错，元宵节，汤圆赠送，服务态度很好，南瓜粥赠送	                        "
"
                                勇俊轻快的小哲
                                ","
2024-02-24 12:25                            
                            ","
西塔真的很美味！是我吃过最棒的烤肉！元宵节还赠送汤圆！服务员小姐姐服务也很棒！	                        "
"
                                娜娜超能睡
                                ","
2024-02-23 21:39                            
                            ","
猪排巨巨巨好吃，每次来都要点！！还有辛拉面，强推。「秘制猪排」「辛拉面」	                        "
"
                                3.3000
                                ","
2024-02-23 21:08                            
                            ","
主管小姐姐很热情，服务很好，肉质也很嫩滑，冰糖草莓超级好吃。环境也不错	                        "
"
                                匿名用户
                                ","
                                2024-02-23
  更新于2024-02-25 18:53                            
                            ","
朋友相聚，吃什么呢？ 那就来个烤肉套餐。	                        "
"
                                匿名用户
                                ","
2024-02-23 18:05                            
                            ","
好店必须好评，尤其给雪燕小姐姐的服务点赞！一个人带两个娃来多亏她照应	                        "
"
                                人啊
                                ","
2024-02-23 18:03                            
                            ","
                            之前一直听说这家烤肉好吃，等不用长排队时候来吃，确实还蛮好吃。肉质还是挺好，菜量相对少些，所以价格算是烤肉里面贵点的哦。店里服务还是不错，我们烤容易焦，所以麻烦店员帮忙烤肉，也很热情体验不错。还会再来吃的～
                            

		                            收起评价


"
"
                                今天吃青豆
                                ","
2024-02-23 17:59                            
                            ","
准备去看电影，上次吃完以后感觉没吃过瘾！这次又来啦！！依旧是好评！光盘！帮我们烤肉的小姐姐超级nice！烤的肉又香又嫩，南瓜粥也很香糯！耶 "
"
                                纯洁灵活囔囔狗
                                ","
2024-02-23 17:53                            
                            ","
主管小姐姐服务非常好环境也不错，很推荐！！！！	                        "
