用户名,时间,评论
"
                                薛不胖
                                ","
2024-02-21 16:47                            
                            ","
                            海带汤真的很不错啊啊啊啊！
先点了个两人的团购套餐
分量也真的很足了，两个人是可以吃到撑的程度
又额外点了鸡爪，非常软烂，一抿就脱骨
「冰糖草莓」化了好吃一点，太硬很“拔”牙
芝麻酱的蘸料很香🏻
服务不错，小姐姐一直在帮忙烤肉
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-21 12:21                            
                            ","
好吃
[薄荷]环境：
不錯值得來品嘗一下
[服务铃]服务：	                        "
"
                                loveolivia92
                                ","
2024-02-21 08:14                            
                            ","
                            同事聚餐去的，中午将近12点基本上座无虚席，团购了一个双人餐和一个3-4人餐，份量挺足的，七个人够吃了，牛肉很新鲜，品质不错，最喜欢「檀香小肋条」腌制入味，烤的表皮微焦里面还是嫩的，不蘸酱料也好吃，「特色炸鸡」第一份炸鸡不是很熟，立马叫了服务员重新上了一份。生菜，土豆泥，南瓜粥，小菜可以无限续，这一点不错。
                            

		                            收起评价


"
"
                                蔓蔓
                                ","
2024-02-21 01:52                            
                            ","
这家烤肉真不错挺好吃😋菠萝牛排🥩菠萝好吃	                        "
"
                                在海水浴场翱翔的生菜
                                ","
2024-02-19 23:44                            
                            ","
                            「老太太肥瘦」「重磅横膈膜」「秘制卷牛肋排」「特味牛五花」「土豆泥」「极品雪花肉」「秘制牛五花」「冰糖草莓」「蘸料」「浇汁横膈膜」
西塔忠实粉丝，第一次就是在这里吃的，之后就经常光顾了。回到老家也经常吃。安利兄弟们一起去，都是一致好评。
                            

		                            收起评价


"
"
                                冬虫夏草煮樱桃
                                ","
2024-02-19 12:36                            
                            ","
我的烤肉店Top0 好的店不需要多赘述	                        "
"
                                文静梦莹
                                ","
2024-02-19 12:32                            
                            ","
店内环境很好，气氛很不错的，很有人间烟火气	                        "
"
                                陈啊辰啊
                                ","
2024-02-19 12:01                            
                            ","
位置不错，服务也可以，挺好吃的，下次还会去吃	                        "
"
                                匿名用户
                                ","
2024-02-18 16:06                            
                            ","
                            西塔老太太这几年非常火爆，这家店开在杭州老市中心的地方，周围也有很多大厦，非常热闹，经常需要等座，工作日也不例外。年轻人聚会，烤肉经常是首选，冬天吃非常热乎。除了比较贵，味道还是非常不错的，菜品也非常丰富
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-17 23:31                            
                            ","
                            环境干净整洁，菜品口味正宗，肉质鲜嫩多汁，搭配秘制酱料更是美味无穷。服务态度热情周到，让人倍感亲切。相比其他烤肉店，西塔老太太在口感和服务上更胜一筹。价格适中，性价比高，是烤肉爱好者的不错选择。推荐大家一试，定不会失望
                            

		                            收起评价


"
"
                                小小扣
                                ","
2024-02-17 15:45                            
                            ","
                            可能是期待比较高，导致感觉真去吃得的时候，也就那么回事，没有很惊艳，中规中矩，肉菜干净和新鲜度还可以。可能因为杭州地界的问题（不是地域黑，嘿嘿），菜品就是贵且嗯……，总之感觉不值这钱。美食沙漠确认了，哈哈。
                            

		                            收起评价


"
"
                                娟儿_3892
                                ","
2024-02-17 12:08                            
                            ","
                            [薄荷]环境:
「重磅横膈膜」肥瘦相间。口感嫩滑
「芝士红薯」口感香甜软糯 值得拥有
「芝麻酱」芝麻酱百带所有肉品 ，绝对香迷糊
「辣鸡爪」鸡爪辣味十足。不爱吃辣的 可别轻易尝试

[服务铃]服务:
服务就不用说了 老太太来了多次，烤肉服务
非常nice
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-16 22:29                            
                            ","
                            这次聚餐整体感超赞，
[薄荷]比较满意的方面有口味赞
位置好找
团购接待性价比高

[服务铃]服务：
服务细致！服务员人员超级好，很贴心给动手帮烤肉！自己负责吃就好！是真的很热心，店内环境超棒，很有氛围感，没有油烟！还有音乐！味道也很赞值得一试
                            

		                            收起评价


"
"
                                美式咖啡123456
                                ","
2024-02-16 16:03                            
                            ","
                            听说这个餐厅好几次，以烤肉为主打菜品而著名。它的烤肉品种丰富，包括羊肉串、牛肉串、猪肉串等多种选择，而且每种串都有不同的调料搭配，口感鲜美，还提供各种配菜和汤品，如蘑菇、土豆、豆芽、玉米等等，丰富多样。

食材新鲜：新鲜食材，包括羊肉、牛肉、猪肉等，都经过精心挑选和处理，确保能够品尝到最美味的肉质。

环境舒适：环境整洁舒适，服务员态度热情周到，有一个愉快的用餐体验。

口碑良好：许多朋友都对这个店评价不错。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-15 21:51                            
                            ","
                            [薄荷]环境：
第一次在总店吃，人很多，排队
[服务铃]服务：
服务员帮忙烤肉，还帮忙分了冷面🍜「特色凉拌鸡架」很好吃，酸甜口的「特味牛五花」「五花肉」五花肉+生菜+蒜片绝配「极品雪花肉」「雪花肋条」牛肉很嫩，入口流香「香翁凤梨牛排」第一次吃，神奇的体验


		                            收起评价


"
"
                                悲伤玉米排骨汤
                                ","
2024-02-15 15:54                            
                            ","
                            「辣白菜」很开胃很好吃「极品雪花肉」吃起来口感不错也不会柴，毕竟也是喜欢烤肉的手法还是相当OK的。
[服务铃]服务：
小哥哥小姐姐服务很好呀，我们爱吃生菜，要了三次生菜都及时的给我们送来，包括水果也是有的，真的是有求必应很好呀，下次还带朋友来


		                            收起评价


"
"
                                晔子
                                ","
2024-02-15 11:00                            
                            ","
在大年初一体验了一下不用排队的西塔老太太，服务员很少，但还是很热情，不错。	                        "
"
                                洋芋丝
                                ","
2024-02-14 22:09                            
                            ","
很好吃的一家烤肉，第二次开吃来吃，环境比较舒适，菜品比较新鲜，很适合聚餐呢	                        "
"
                                匿名用户
                                ","
2024-02-14 17:34                            
                            ","
整体有点偏甜口。肉还可以。套餐相对划算点。	                        "
"
                                peanutswey
                                ","
2024-02-12 22:30                            
                            ","
                            杭州首店自然不能错过，实在挑不出地方来吃晚饭，就选熟悉的。在上海吃了很多次。生意很好，运气不错，很快就能拍到。口味总体一样。但人手明显不足。除了换换烤盘，其他几乎全是自助。估计是对节假日人流没有做好准备。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-11 14:52                            
                            ","
很好吃，服务也很好，就是冬天的土豆泥是真的很凉呀，吃到后整个人都有点不好啦。	                        "
"
                                江先生的小媳妇儿
                                ","
2024-02-06 21:24                            
                            ","
                            「重磅横膈膜」肉质扎实 
「烤榴莲」朋友家的宝宝很喜欢 
「冷面」我个人不喜欢，觉得没味
「芝麻酱」搭配烤肉，味道很独特 
「厚切牛舌」自己不会烤，还是需要工作人员帮忙烤，吃起来是好吃的 
「极品雪花肉」
「蘑菇」烤出水，号好鲜呀 
[薄荷]环境:包房里很暖和，冬天很舒服 
[服务铃]服务:服务细致，看到我们人多，还带了宝宝，换成了包房。
会再复购
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-06 18:22                            
                            ","
                            等位没那么厉害了 ，但是店里就一个大桌，5个人加凳子将就小桌还是太勉强了啊。
上次吃的感觉是，店员为了翻桌疯狂快速给烤肉，这次也差不多，所以朋友总说每次吃西塔都吃的比平常快哈哈。然后也是忙不过来的样子，加个生菜、酱料都要喊好几次。
但也无所谓啦，帮烤挺好的，服务态度可以，各种肉的话觉得牛五花比较好吃。以及最关键的是肉很薄很薄，片片机刀工很好很好，被我评为杭州肉最薄烤肉店嘻嘻。
                            

		                            收起评价


"
"
                                Yiz
                                ","
2024-02-05 19:01                            
                            ","
味道很好 ，服务态度很热情。小菜和南瓜粥都可以免费续，下次还会继续来滴。服务真的很好哦。	                        "
"
                                何菓子
                                ","
2024-02-04 21:06                            
                            ","
「老太太肥瘦」「重磅横膈膜」「秘制卷牛肋排」	                        "
"
                                匿名用户
                                ","
2024-02-03 11:36                            
                            ","
                            「重磅横膈膜」「秘制卷牛肋排」「特味牛五花」「土豆泥」「极品雪花肉」「蘸料」「芝麻酱」「秘制猪排」「重磅横膈馍」「浇汁横膈膜」「檀香小肋条」「泡菜炒饭」「雪花肋条」「秘制牛五花」食材新鲜，套餐价格合适，麻酱有点特色，服务也还行，就是排队太久啦
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-02 21:50                            
                            ","
                            西塔老太太烤肉这几年在杭州还是蛮火的，然后主打的就是一个东北烤肉吗？然后但是发现好多自己粘向他类似的长的烤肉店开得很多很多下雨后春笋一样嗯，那么现在其他老太太的价格来说就比其他家要高了一点，但是现在味道还不错，希望他们家做出一些优惠套餐吧
                            

		                            收起评价


"
"
                                bigbig陈大大
                                ","
2024-02-01 13:52                            
                            ","
                            早就想试试这家之前老排队的烤肉店了
[薄荷]环境：现在虽然也要排队 但是时间不会这么久，店面没有很大
[服务铃]服务：会帮忙烤肉 不用担心自己烤会糊
每种肉都很新鲜！没有踩雷的，吃完一种肉就会换烤盘，不会有串味风险
                            

		                            收起评价


"
"
                                东邪
                                ","
2024-02-01 12:36                            
                            ","
                            地点在龙翔桥地铁口边上。
经常看到朋友推荐这家所以来吃了。烤肉真的很不错。「老太太肥瘦」和「老太太瘦牛」都很好烤，推荐「老太太猪脆肠」，可以直接吃，不过烤一下更好吃。「香翁凤梨牛排」凤梨第一次烤着吃，有点酸但还可以，牛排不错。今天没有南瓜粥，哈哈哈感觉这个也很好喝。
                            

		                            收起评价


"
"
                                阆苑
                                ","
2024-02-01 11:03                            
                            ","
                            [服务铃]服务：
服务方面，很好，需要什么和服务员说，总能很快响应
「土豆泥」虽然是免费的，但是比起烤肉，我还是更喜欢这个土豆泥，有点想知道怎么做的，自己试了几次做不出来这个味，哈哈
「老太太肥瘦」
「秘制卷牛肋排」「浇汁横膈膜」「雪花肋条」「秘制猪排」
随意点了些，都没有踩坑，比较推荐来吃
                            

		                            收起评价


"
"
                                非墨不染
                                ","
2024-01-30 17:55                            
                            ","
                            一年前和朋友一起去的，在湖滨银泰附近，人挺多的，等的有点久，需要提前取号排队等着。店面不算大，但是挺干净的，里面有洗手间这挺好。冰糖草莓建议还是夏天吃比较好，对我来说太冷了，但是味道很赞。有不会的可以让服务员帮忙烤，服务不错，走之前还问了我们是否有改进的地方。
                            

		                            收起评价


"
