用户名,时间,评论
"
                                婷婷大侠
                                ","
2024-01-28 17:15                            
                            ","
                            这家烤店真的是喜欢的味道很好吃，还有烤鱿鱼，真的是决绝子，你看到这个照片是不是也很想去吃啊？那就约上三位好友带他们去品尝美味吧 吃完烤肉之后每个人喝上一杯饮料 真的是回味无穷啊 绝绝子 再绝绝子 好评打卡 力推哦
                            

		                            收起评价


"
"
                                靛蓝色眼睛的浅紫色大象
                                ","
2024-02-20 16:54                            
                            ","
                            [薄荷]环境：
在印象城四楼位置挺宽敞的，也很好找，出门就是电梯「饭后水果」很甜「安格斯精选眼肉排」很嫩，服务员可以帮烤，值得打卡
「紫菜牛肉饭」
「酱汁横膈膜120g」「逸品雪花牛小排」他们家主打，比较推荐
                            

		                            收起评价


"
"
                                熊猫骨头
                                ","
2023-11-28 15:14                            
                            ","
                            逛山姆，试吃的烤肉真的香，馋死，于是干脆找了一家烤肉店吃晚餐。

[薄荷]环境:
装修很日式，烟很小，这点必须要好评，毕竟谁也不想顶着一身的烧烤味回去

[服务铃]服务:
很贴心的服务，帮你烤是常规操作，还会问你烤的熟度，烤完一波要不要接着烤等，非常舒服，坐下来只管迟就行了

「罐香牛肋条」「原创黑松露横膈膜」「酱味牛五花」肉类都还不错，没有很过头的调味，这点比西塔好太多。

「紫菜牛肉饭」石锅拌饭挺好吃的，有焦香味
「蟹柳温泉蛋沙拉.」加了鱼籽口味丰富不少
「饭后水果」这个橙子挺好吃的哈哈，建议常驻
                            

		                            收起评价


"
"
                                奶包糕
                                ","
2024-02-24 10:45                            
                            ","
                            回味无穷的烤肉top1
日式的装修风格，店内不大，但人手多，保证没个桌都有及时的服务，完全就是解放双手，全程帮忙烤肉，牛小排是新鲜现切的，炒鸡好吃，除了是贵了点其他的没有任何毛病，护心肉会有点腥吃不太来，像那种猪肝没处理前的味道，对腥味敏感的，不不不推荐
                            

		                            收起评价


"
"
                                waterbaby0801
                                ","
2024-02-14 15:32                            
                            ","
                            全国统一的套餐，统一的价格，统一的菜量，我也很好奇，哪能这里就没吃饱我的问题
「罐香牛肋条」每次必点，还是牛勒条够香够入味腌制的刚刚好🏻
「猪颈肉」包包生菜去个油腻吧，挺好吃的
「薄猪五花」也推荐，这家店主打腌制入味，深入人心


		                            收起评价


"
"
                                夕元元
                                ","
2023-12-02 11:25                            
                            ","
                            [薄荷]环境：在商场里，停车方便，环境也不错，很干净，光顾的人也多。

[服务铃]服务：很周到，及时倒水服务，临走给口香糖送过来，还有水果赠送。

「特厚黑毛猪五花」五花肉很香，烤的时候也是无烟的，往下抽的。服务员为我们烤好切好，肉很香。

「特厚黑牛牛舌﹙小份﹚」这个牛舌有点老，比较难把握时间，个人喜欢吃牛肉。

「猪颈肉」也没有牛肉嫩，有点韧劲。入味，会给你搭配的酱汁，还不错。

「紫菜牛肉饭」这个饭好吃，肉还挺多的。饭的数量还行。菜包裹着饭，很香。

「蟹柳温泉蛋沙拉.」温泉蛋流汁的，还不错。
                            

		                            收起评价


"
"
                                枸杞子茶煎花生
                                ","
2024-01-26 20:24                            
                            ","
                            口味超级好～肉质非常新鲜！每个星期至少都会来一两次。吃完饭每次都有新鲜的橙子用来解腻～
[薄荷]环境：
环境优雅，日式风格～墙上和大家衣服上的小秋田好可爱🥰
[服务铃]服务：
每次来都是随机坐～来了至少几十次了！欢欢小姐姐的服务态度特别好！每次都笑嘻嘻的，看到她心情都会变好呀！

希望继续保持～我也会坚持每星期都来打卡的


		                            收起评价


"
"
                                无言_5521
                                ","
2024-02-13 18:13                            
                            ","
年后第一次过来吃 带着朋友一起的 朋友每问到印象城哪里好吃 首选厚贞 除了好吃还会有完美的就餐心情  每次过来都找金金小姐姐服务 跟她已经是老熟人了 不用多说 完全了解我们吃肉的习惯和熟嫩 非常好评	                        "
"
                                爱次汉保堡
                                ","
2024-01-01 01:34                            
                            ","
                            「蔬菜沙拉」
味道还不错 肉吃多了 可以解下腻 
「猪颈肉」
肉质 还算嫩 不老 好7⃣️ 
「紫菜牛肉饭」
饭夹杂着紫菜的香味 牛肉味道 也刚刚好 整体还不错
「原创黑松露横膈膜」
这道肉质 夹杂着黑松露 适合口味偏重一点的朋友 肉质还算 不错的
「罐香牛肋条」
牛肋条原汁的醇香味 搭配沾水 
整体下来 性价比还算不错 


		                            收起评价


"
"
                                请带我吃大餐！
                                ","
2023-10-20 17:45                            
                            ","
                            工作日下午5点来的，人不多，很舒适。
服务员有全程帮忙烤肉，还会问肉的熟度这些喜好，很贴心。
牛肉我们要的嫩一点的，很不错。
猪五花肉配生菜好赞！
「特厚黑牛牛舌﹙小份﹚」全场最爱！嫩一点的口感简直是我的心头好。
「紫菜牛肉饭」帮我们分了三小份，分量正好。
「裙带菜牛肉蛋汤」汤也帮我们分好了，配饭配肉正好。
附上解腻小水果


		                            收起评价


"
"
                                今天的你超可爱
                                ","
2024-01-29 18:48                            
                            ","
                            [服务铃]服务：服务小哥好评一直帮我烤肉！看到我爱吃橙子，一直给我拿橙子，炫了好多！
「酱汁横膈膜120g」真的很嫩很好吃
「罐香安格斯肋条.」牛肋条很嫩很Q很入味
「猪颈肉」这个肉也非常嫩
「紫菜牛肉饭」套餐量太大一个人根本吃不完，没办法打包回家给我爸吃！
                            

		                            收起评价


"
"
                                拽姐
                                ","
2024-01-16 19:21                            
                            ","
                            「安格斯精选眼肉排」点的套餐，这个肉最好吃
「特厚黑牛牛舌﹙小份﹚」牛舌肉质很嫩，很鲜，入口即化那种
「罐香安格斯肋条.」 肉质很紧实，有专门的服务员给你烤，只需要吃就可以了
「饭后水果」饭后的橙子，不得不说，是真的甜。
                            

		                            收起评价


"
"
                                creamyuki
                                ","
2024-01-20 12:43                            
                            ","
                            我是看潘雨润的vlog来哒！之前也很多次经过这家店了但是一直没进来过，服务是真的好呀，估计来过不少网红，服务员对拍照都习以为常，还主动帮忙打光哈哈哈哈哈。肉的口味可以，他家最出彩的还是服务，全程有人服务烤肉，每烤一种肉都要换一个烤盘，每种肉都要仔细介绍……体验感爆好。餐后的橙子也很精致。
                            

		                            收起评价


"
"
                                吃喝玩乐张大王
                                ","
2024-02-26 18:54                            
                            ","
「罐香牛肋条」这个是套餐里面的特别好吃推荐
[服务铃]服务：
特别特别好特别温柔的小姐姐
[薄荷]环境：
特别干净哦烤肉还是要来这边厚贞不错不错 "
"
                                紫栗0601
                                ","
2024-02-26 15:42                            
                            ","
                            印象城5楼吃过几次了，味道是真好，价格也是高的。里面的座位不多，要早点去，不然就要等坐啦。喜欢他们家的牛肋条和特厚黑牛牛舌，一米牛舌也好吃，口感又厚又不腻，超级嫩，沙拉也很好吃。还是比较好吃的日式烤肉了。
                            

		                            收起评价


"
"
                                Joey
                                ","
2024-02-26 11:21                            
                            ","
                            烤肉味道很不错，很新鲜的感觉。店里环境也非常棒，很有日式风情，服务员们都很热情，座位间间距非常合理，适合小情侣前往。买了个套餐比较划算，两个人足够吃饱饱，美中不足的是，可能因为去的时间是年底，所以服务员人手略显不足，同时给几桌人烤肉有点忙不过来。
                            

		                            收起评价


"
"
                                土豆泥
                                ","
2024-02-25 19:55                            
                            ","
                            本来是要去吃另一家烤肉的，排队太久不想等就来了这里，没想到超出预期！肉都很嫩很新鲜，调味的肉也很美味，服务员帮忙烤得刚刚好。套餐里有个紫菜牛肉饭超好吃，紫菜搭配饭和牛肉口感很特别。就是双人套餐其实稍微有点多，两个人吃撑了。
                            

		                            收起评价


"
"
                                44夏尔
                                ","
2024-02-25 09:24                            
                            ","
                            很好吃！肉质很不错很新鲜！
点了双人餐，吃完刚刚好～不会很撑但是饱了
就是我们被安排坐在出餐口有点点冷，其他服务都很好的～希望下次来可以不要坐在出餐口了
然后烤肉包生菜真的绝了～黑胡椒也是现磨的很好吃


		                            收起评价


"
"
                                兔头怪
                                ","
2024-02-22 15:49                            
                            ","
                            厚贞品质还是可以的，肉都挺新鲜，环境也好。可以让服务员小哥哥小姐姐帮忙烤肉，他们确实更加专业，都没有烧焦的。生菜可以一直续。烤盘更换也非常及时。菜品都没啥踩雷的，沙拉，蔬菜汤，肉，年糕，拌饭都很好吃~
棒棒哒！
                            

		                            收起评价


"
"
                                葵_5757
                                ","
2024-02-22 13:24                            
                            ","
无论口味还是服务都是棒棒的
小姐姐的烤肉技术儿子一直夸！大拇指！	                        "
"
                                吴健_4446
                                ","
2024-02-22 10:16                            
                            ","
女儿要去吃烤肉，味道还行，就是环境有点吵	                        "
"
                                Zombie
                                ","
2024-02-21 20:25                            
                            ","
吃了好多家烤肉除了有点贵没毛病
厚贞雪花牛舌满分
黑松露横隔膜 吃肉的快乐啊啊每一样都好好吃
全都推荐没有踩雷小姐姐还帮忙烤很专业，超级热情还会吃第二次！！好多好多次	                        "
"
                                匿名用户
                                ","
2024-02-20 17:35                            
                            ","
一家日式口味的烤肉店，口味比较偏甜，整体味道很不错 ，服务不错可以帮烤，完全不用自己动手，推荐	                        "
"
                                小熊吃垮杭州
                                ","
2024-02-20 17:07                            
                            ","
非常不错的一句店
「罐香牛肋条」不愧是招牌 吃起来非常好吃带一点嚼劲 小朋友很喜欢 服务员可以帮烤 不用动手 解放双手 
「蔬菜沙拉」也不错可以解腻的 "
"
                                橘子小狗
                                ","
2024-02-20 15:34                            
                            ","
来吃好几次了，肉都蛮不错的，环境也还不错，服务员会帮忙烤肉，态度也很好。	                        "
"
                                匿名用户
                                ","
2024-02-15 11:23                            
                            ","
                            春节期间逛店随便找了一家，发现味道不错，有小哥哥帮忙烤肉，火候掌握的不错，以前自己烤的那种总烤焦。而且每烤一种肉就会换一个盘子，保证了不互相串味。肉的味道都挺好的，沙拉也还不错，买的套餐 ，价格还可以。去的时候人不多。
                            

		                            收起评价


"
"
                                吃不起别吃
                                ","
2024-02-14 20:58                            
                            ","
服务很热情，两人餐的团购足够吃了。	                        "
"
                                匿名用户
                                ","
2024-02-13 22:55                            
                            ","
                            跟朋友临时决定吃的一家，没想到还挺不错，点的双人套餐，服务员会帮忙烤肉，拌饭分装以及细心询问有无忌口，真的是很贴心！不过有一说一，牛肉挺好吃的，但是拌饭真的一般，沙拉也普普通通的，而且不知道为什么今天吃的生菜整体偏苦
                            

		                            收起评价


"
"
                                猪猪猪
                                ","
2024-02-13 19:01                            
                            ","
第一次写评价 是因为真的好吃 服务也特别好 服务员一对一烤肉 根据我们每个人的口味 还会给你把肉分给每个人 吃的时候太投入忘记拍照 总之特别推荐这家 适合懒人  "
"
                                非洲小难民_2977
                                ","
2024-02-13 18:54                            
                            ","
                            又来吃厚贞啦 这次是推荐朋友一起过来的  一如既往的nice
「罐香牛肋条」「盐葱鸡腿肉」每次最喜欢的两个菜 一个主打牛肉 一个鸡腿肉 牛肋条很有嚼劲 鸡肉很嫩
[薄荷]环境：
位置虽然有点小 但是很有氛围感
                            

		                            收起评价


"
"
                                葡萄籽烩酵母粉
                                ","
2024-02-13 17:42                            
                            ","
菜品YYDS ，口感鲜嫩，肉质肥美，真是棒～	                        "
"
                                娃娃
                                ","
2024-02-13 17:34                            
                            ","
非常棒的口感和服务，值得多次打卡，性价比也很高。	                        "
"
                                俊贤谦虚的小julie
                                ","
2024-02-11 17:59                            
                            ","
东西很好吃！很不错值得推荐的！360rmb 人均100吧	                        "
"
                                Granta_
                                ","
2024-02-08 19:54                            
                            ","
特别好吃推荐推荐
[服务铃]服务：
超级好
[薄荷]环境：
特别干净噢「罐香牛肋条」这个是套餐里面的推荐 "
"
                                脆脆鲨二号机
                                ","
2024-02-08 17:49                            
                            ","
不错不错，环境菜品都蛮不错滴！姐姐还会帮忙烤肉🍖！	                        "
"
                                甜美优美呼咕鱼
                                ","
2024-02-08 16:25                            
                            ","
肉质细腻新鲜 好吃，298套餐挺划算	                        "
"
                                蘑菇片酱火龙果干
                                ","
2024-02-08 13:36                            
                            ","
这已经是第五次光顾了，服务好，肉质鲜美，吃烤肉会首选厚贞。	                        "
"
                                真善能干的小许
                                ","
2024-02-08 12:24                            
                            ","
真的很好吃，来老多次了，到这个商场小朋友就要直奔来这里，服务也特别好	                        "
"
                                瑞秋大姐姐
                                ","
2024-02-07 20:47                            
                            ","
「饭后水果」这个好吃我喜欢
[服务铃]服务：
特别是他们家的服务真的是太好了🥹
[薄荷]环境：
特别干净推荐推荐一定要来试一下啊 "
"
                                蓝莓烤酸奶
                                ","
2024-02-07 20:45                            
                            ","
「罐香牛肋条」这个是套餐里面的特别好吃我特别喜欢第一次来就爱上他们家了太酷了
[服务铃]服务：
特别特别好小姐姐特别温柔我喜欢😘
[薄荷]环境：
特别干净	                        "
"
                                翠绿色鼻子的白色鸵鸟
                                ","
2024-02-07 18:13                            
                            ","
一家人过来 有小姐姐帮忙烤肉 很赞 也可以自己动手 很有氛围感 
[服务铃]服务：
无比好 一直有人加水加酱料还可以免费续生菜青椒吃完有免费餐后水果心想事橙	                        "
"
                                匿名用户
                                ","
2024-02-07 17:53                            
                            ","
来了好几次了，服务口味都很棒，饭后水果小盆友都很喜欢	                        "
"
                                墨沫_9745
                                ","
2024-02-07 17:52                            
                            ","
一直来的烤肉店，小孩子特别喜欢	                        "
"
                                宝宝大人_2118
                                ","
2024-02-07 16:32                            
                            ","
菜品份量很足，新鲜味道好吃，服务员小哥哥小姐姐都很好，还会帮忙烤肉，特别贴心，有多个划算套餐可以选择，适合不同人数聚餐，已经来过好多次啦，还会再来的。	                        "
"
                                匿名用户
                                ","
2024-02-06 21:10                            
                            ","
过来过生日，这家第一次来，肉超好吃还有小姐姐帮烤，还送了个肉肉做的生日蛋糕，开心 "
"
                                睿信灵活的小亮
                                ","
2024-02-06 20:03                            
                            ","
环境不错，服务员很热情，肉新鲜好吃 ，小姐姐还会帮忙烤肉，味道很赞噢！	                        "
"
                                酒鬼花烤蘑菇片
                                ","
2024-02-06 19:02                            
                            ","
烤肉厚贞最好吃😋服务好肉质嫩  "
"
                                zhangxfyf
                                ","
2024-02-06 17:19                            
                            ","
关键不错，小姐姐服务态度特别好，还能帮忙烤肉。	                        "
"
                                王大少就是我啊、
                                ","
2024-02-06 17:17                            
                            ","
特别好吃一直回购食材很新鲜特别好	                        "
"
                                点小评1945905611
                                ","
2024-02-06 17:16                            
                            ","
味道很好吃，来了n次了，肉的口感很嫩，味道也很好，服务也非常满意，推荐爱吃烤肉的人都来尝尝！物美价廉非常满意！！！！！	                        "
