用户名,时间,评论
"
                                饕餮串儿
                                ","
2023-12-28 12:39                            
                            ","
态度奇差，趾高气昂，让你们服务给你们添麻烦了	                        "
"
                                天上脚下的羊驼
                                ","
2023-12-25 00:13                            
                            ","
味道都差不多，79团100的券差一分钟买单都不行，吃饭的时候服务员把水壶碰翻撒到身上连道歉都没直接就走了，但凡道个歉都不会给你差评，隔壁桌你打翻东西道歉，我们桌不配么？	                        "
"
                                爱梁露
                                ","
2023-12-20 23:02                            
                            ","
                            进店感觉还可以，有专门的工作人员带我们到位置上
「芝麻酱」这个味道挺不错，别的调料就只尝了一口就没动过，可能是自己不喜欢的原因吧
[薄荷]环境:
给人一种很愉悦的心情
[服务铃]服务:
帮忙烤肉有，但不多，别的桌，都是一直在帮烤
招手示意服务员，好久才有回应
加调料，时间有点久，最后加了酒水，好一会才上
                            

		                            收起评价


"
"
                                诚实甜美哇呀狼
                                ","
2023-12-20 21:20                            
                            ","
无话可说。刚坐下就看到这么脏。上菜速度慢。肉我们都烤一半了服务员才来烤。 店内噪音太大。不推荐。	                        "
"
                                111yue
                                ","
2023-12-16 16:20                            
                            ","
                            服务员态度很差，在美团买了套餐（写的营业时间内可用)，非说晚上10点以后不让用，让在**买，**上一直找不到杭州店首店，服务员说她来找，也是找了半天，下单以后，在我们后面来的其他桌都开始烤肉了，结果好久不给我们上，问了两次才上，感觉就是不想让用团的套餐。
吃完以后问前台服务员我们的伞在哪里(刚落座就请服务员帮我们放起来了)，结果前台服务员语气特别差的说，你的伞在哪里我怎么知道，怼得我们都楞了，莫名其妙。总之用餐体验非常差，服务态度太差了
                            

		                            收起评价


"
"
                                遇见
                                ","
2023-12-06 19:44                            
                            ","
                            怎么说呢买了个388的套餐三个人菜品特别特别特别少大肠老臭了刚开始我还以为洗拖鞋了呢很饿的时候不介意来吃？很慢位置也不多口味，还行吧一般般没有什么特别的蘸料就芝麻酱辣椒粉醋和酱油
[服务铃]服务：
服务员还是挺不错的态度很好有说有笑
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-12-04 14:57                            
                            ","
                            [薄荷]环境[服务铃]服务:
很脏，看了一圈没一个干净的，那个锅跟开业到现在没擦过一样，桌子上都是灰还有水和别人用过的餐巾纸，还是我们叫服务员收，他才收的。

「厚五花」很肥，都是肥肉还很甜「猪颈肉」甜甜甜「特色炸鸡」还行吧，但是也很甜「香翁凤梨牛排」一般般「老太太猪脆肠」原汁原味yue，很难吃，一口没吃，味特大 果然难吃的菜都放套餐里
所有的菜都很甜，蘸料也是甜的。吃过最难吃的店
                            

		                            收起评价


"
"
                                勇敢真诚咚咚鹰
                                ","
2023-11-18 14:21                            
                            ","
双人餐296的份量
服务一般 
性价比
很难评	                        "
"
                                植物油炖绿豆粉
                                ","
2023-11-07 23:20                            
                            ","
                            很糟糕，前几次体验都很不错，工作日服务员感觉都很累一样，全城帮烤，烤到一半人没了。而且烤的服务员不戴口罩，和我说话真害怕口水飞出来。哎，碳还等了很久，感觉人手不足的样子。说实话，我花接近300老吃烤肉就是不想自己动手，市面上198的烤肉多的很。哎，吃的一肚子气。
                            

		                            收起评价


"
"
                                在石林走路的炒鸡蛋
                                ","
2023-11-07 13:40                            
                            ","
来西塔不是来吃一次两次了，今天的好几个都烤焦了，肉又不便宜，既然你家主打是服务帮烤，就用点心好吧，就这还想要好评，两个好评送一个菜 "
"
                                匿名用户
                                ","
2023-11-06 17:53                            
                            ","
                            口味还行，服务差的要死，我花钱是吃饭的不是找罪受得，尤其是那个副店长为人处事让我大吃一惊你们公司都是招这样的人才？ 想找罪受就来这家有史以来吃饭最生气的一次，菜都没有洗干净让人咋吃，这样的卫生也可以端上桌真是人才，卫生都不过关也不知道店长怎么管理的
                            

		                            收起评价


"
"
                                屁孩神棍
                                ","
2023-10-29 22:06                            
                            ","
味道一般，吃完以后拉肚子，可乐味道怪怪的，和便利店买的可乐味道不一样。	                        "
"
                                Anna仙女啊
                                ","
2023-10-16 21:01                            
                            ","
好吃是真的好吃，服务差也是真的差，喊了无数遍来烤肉，之前都是一对一烤全程，服务生让我们自己烤，吃了1000块没想到这种服务，还看到服务生在厨房聊天	                        "
"
                                一把枪子
                                ","
2023-10-13 23:10                            
                            ","
                            吃过最差的塔塔店，店员所有烤的肉 全是焦的 （真的没有一次是不焦）一点不专业  烤一半人都没了 消失20分钟回来又放了肉烤 然后人又消失了。
海带汤也没有其他店的好吃。作为首店 质量能不能控制一下
晚上去的 不需要排队（宵夜时间）
                            

		                            收起评价


"
"
                                在园博苑沉思的炸鱼
                                ","
2023-10-05 16:09                            
                            ","
空调的噪音特别大，吃完饭头还一直嗡嗡响	                        "
"
                                HOOD小高
                                ","
2023-10-05 09:49                            
                            ","
                            不知道怎么吐槽了，上菜的速度和乌龟一样 ，点的肉片不先上 面先上就特别不理解 就几桌客人 服务员感觉已经忙不过来了 ，而且菜品真的一般 对不起它大众点评的排名 味道一言难尽 和大馥比根本没有可比性 一次不愉快的用餐 不推荐 性价比超低 强烈吐槽
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-10-02 19:35                            
                            ","
                            心心念念和朋友组搭子去打卡，单点菜品。

[服务铃]服务：基本没有太多的服务，一个女服务员全程爱答不理、一直在服务其他桌，我们全程自己烤，快要结束时有一个男服务员帮烤了一下五花肉；菜品上的较慢。

[薄荷]环境：在明珠大楼下，早点去不需要排队，4点钟左右去就可以。基本开始营业就可以吃上。

菜品：口味各异，看个人喜爱吧。
                            

		                            收起评价


"
"
                                对弈
                                ","
2023-09-10 18:29                            
                            ","
                            1. 叫一个服务员给我们烤肉，肉一放就走了，等他回来肉都焦了。之后每次烤的肉都是有焦的，跟他说话也是一副爱理不理的样子，真牛逼。
2. 炒年糕的酱都没炒开，打糕，炸鸡，都很难吃，和路边摊没什么区别。
3. 服务员都在问我们感觉怎么样，那就写这儿了。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-09-05 00:26                            
                            ","
和朋友们一起去看着评分还可以以为不好失望结果去吃了才知道是真的一点都不好吃👎太难吃了简直就是失望透顶 "
"
                                甘草焖牛油果
                                ","
2023-09-04 23:43                            
                            ","
嗯，这烤肉怎么都是甜口的，跟理想的不一样啊。
[薄荷]环境:
很好
[服务铃]服务:
也不错
就是味道有点不一样	                        "
"
                                旺旺爱吃土豆丝儿.
                                ","
2023-09-03 13:22                            
                            ","
                            总体一般，不推荐

[薄荷]环境:
位于马路边边一栋大厦里，就一层就餐环境所以排队的话还需要蛮久的，有点古风但是确实比较嘈杂

[服务铃]服务:
一般吧，感觉跟没人管的一样，本来就是第一次吃烤肉，也不知道怎么烤所以基本都是自己凭感觉来的，是有帮忙烤肉的小哥但是因为他们服务区太多客人了有点忙不过来，但也是尽他们所能帮我们烤了一些，所以还是很感谢两位帮忙烤肉的小哥辛苦了，其他服务的话就一般了，吃到中途有个询问用餐体验的女服务员，如果哪里不满意的话呢可以说出来然后有大众点评还可以帮忙写点评或者写好了离店还得给她看一下，我想问这不应该是我们自己的权益嘛没必要这样搞吧，难怪好评很多怕不是都这样刷出来的，搞出这么多好评，有点没意思的神操作，免费领取的南瓜羹一上桌就按操作领了但是询问再三大概到店快两个小时了才拿过来，就很…
最后买单也是本来是团了几张券告知过了十点就不可用了承认是自己没看清但是总归可以提醒一下的如果团券的可以及早用就好了，所以如果不是那两位小哥的话我估计服务分会很拉垮

「老太太肥瘦」「极品雪花肉」「雪花肋条」「五花肉」这四个都是点的小份，都是四片的
「秘制卷牛肋排」这个小份也就是两卷
「厚五花」「猪颈肉」「四味烤肠」这三个是后面点的感觉没吃饱，厚五花比那个薄五花真的明显差异厚度不一，猪颈肉不是很好吃不是很推荐，四味烤肠绿色是芥末味的，黑色是墨鱼的，其他两种颜色口味差不多
这些肉类说白了就是烤肉把肉烤熟的味道，生菜是免费续的，其他都是要收费的，还得说一下不知道他们给的小菜是有统一的嘛还是随机的，我有看到邻桌是四个小菜包括酸黄瓜、生菜沙拉、辣白菜、土豆泥，而我们只有三个没有土豆泥耶，所以不知所想

最后最后想说真的是排队很久很久，朋友八点多过去的我们九点多才入座，在外面排队就算了但是在里面点好菜等我们开始烤都差不多四十分钟了而且菜还是没有上齐，本来想来个美食大合集照但是属实太慢了，怀着期待的心情去吃最后不兴而归，失望极了，两个人吃了五百多也不知吃了个啥好像最后是被拉面给喂饱的，烤到后面属实没啥兴致了，没有值得再来的兴趣了，就当踩雷一次吧
                            

		                            收起评价


"
"
                                M.M.M.M.Mr
                                ","
2023-08-24 21:22                            
                            ","
                            小红书上说，这家店很火，于是我三点就到了店门口，等到了那边，店员先是告诉我四点取号，我也等了，结果四点取号的时候，告诉我，虽然取了号，但是人没齐，不给上桌吃饭，还是要在旁边等着。
店员还告诉我即便我点菜了，人没齐，还是不给上桌，吃不了4点30的那一场。好大的口气啊！
那既然四点半都不给我吃饭，为什么在三点不提示呢？
整个就餐环境很差，每进来一个顾客，就大声嚷嚷欢迎光临，环境熙熙攘攘的，完全没办法静下心来吃饭。
菜很甜很甜，不知道放了多少糖
服务员全程板着脸，人比顾客还多。
                            

		                            收起评价


"
"
                                陈皮粉烤豆酱
                                ","
2023-08-19 20:01                            
                            ","
等位的时候，好几波人，比我们晚到的都先进去，菜量很少，味道一般，以后不会来吃了	                        "
"
                                紫菜腊西芹
                                ","
2023-08-12 16:56                            
                            ","
真的好难吃，点的每一道菜都是一个味。肉还一股腥味。环境也差。。这个性价比真的太低了！	                        "
"
                                匿名用户
                                ","
2023-08-11 12:12                            
                            ","
吃饭到一半把碳拿走，2盘肉没有烤。等20分钟才重新把碳上上来	                        "
"
                                程燕_2790
                                ","
2023-08-10 15:20                            
                            ","
西塔老太太第二次来吃这次吃的是最糟糕的肉有些是边角料海带汤味道不错	                        "
"
                                小yu的故事
                                ","
                                2023-08-08
  更新于2023-08-09 22:56                            
                            ","
「重磅横膈膜」「秘制卷牛肋排」「冰糖草莓」「特味牛五花」「极品雪花肉」「雪花肋条」
[服务铃]服务：
服务很差，烧炭的灰弄菜里都没人道歉、就这样的服务态度真的很差	                        "
"
                                匿名用户
                                ","
2023-08-02 17:22                            
                            ","
我确实没办法相信这么难吃、又油又甜腻的烤肉会排队夸张成这样，随便一家烤肉店都比他好吃，真的期望越大失望越大，不会再来吃了，排队这么久，吃了个寂寞，难吃。避雷！！！	                        "
"
                                这里是圣诞小阳
                                ","
2023-07-29 00:33                            
                            ","
                            大学同学来杭州找我玩，订的酒店楼下正好有最近超火的西塔老太太，于是我们决定夜宵冲一波。
因为逛了一天西湖很累，取了号之后，想着酒店就在旁边，就回酒店休息了，但是我们三个一直都关注着排号情况。
结果这个排号情况是非常的更新不及时，到了某个点突然开始疯狂过号，我们从楼上赶紧跑下去都来不及，过号作废。
只能又重新取号，坐在门口大棚子里乖乖等着……
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-07-22 11:02                            
                            ","
                            只能说为南方人开的东北烤肉，身为沈阳人去吃失望的，菜品单一  冷面跟家里味道一样 肉虽然口感可以但心管  东北特色啥的都没有 生意火爆是真的  口味偏甜  沈阳西塔不是这样的  做生意不易众口难调 只是更想吃家里的正宗味  这个确实南方口
                            

		                            收起评价


"
"
                                绝妙的涵涵
                                ","
                                2023-07-17
  更新于2023-07-19 12:37                            
                            ","
                            难吃就两个字，不知道为什么每次都有那么多人排队。肉也就贵点的品质好点，其他腌的特别入味的品质一言难尽，整体口感太甜了，价格偏贵，点了三个肉一个肠就要300多，价不配位，我也去过东北，我知道烤肉啥味，而且杭州也有好吃的烤肉店，为什么每次路过门口坐满排队的人，营销做得好喽，不懂


		                            收起评价


"
"
                                在长城写作业的豆芽
                                ","
2023-07-12 23:49                            
                            ","
服务员态度不行，可能是我们点的少 互相之间在那边碎碎 本来就是当夜宵 点多点少好像是我们的自由吧 互相之间确认 给人很不舒服 之后不会再来了	                        "
"
                                啤酒畅饮流麻
                                ","
2023-07-01 21:01                            
                            ","
                            大年初一大冷天排队了两小时…现在想来真的很疯狂…
是我不太理解为什么要排队的店，可能在杭州一切皆有可能吧。
朋友吃了都觉得还好但是我们当时点的套餐真的全都是调味肉，非常的咸比较难以忍受…可能咸口人会爱。
太想吃米了点了份拌饭也是普普通通…总之就是普普通通甚至有点齁到我，不至于排队来吃。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-06-28 22:28                            
                            ","
                            个人感觉严重踩雷！不知道好评哪里来的，是真的话杭州的美食真的悲哀，还是说好评是被大大滴刷出来的。

昨天路过刚好看见，感觉最近比较火就来了，然后大失所望。

首先，分量上面，那么贵然后分量那么少，我要是华强起码来一句我擦，这菜金子做的还是锅是金子做的
，我这还是龙翔桥吃完一点小吃路过的，结果两个人两百多都不够塞牙。生菜每次过来，就三片叶子，或者四片，这个小菜之类的别的烤肉店都是免费的，这里八块钱，然后三四根，请问这个土豆泥够一口吃的么？
其次，这个味道，也就一般般吧，最重要的是这个碳火，不注意火就烧起来，然后肉就熏黑了

服务嘛，就是很多烤肉店都有的，帮你烤，这个正常服务，给个正常分数。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-06-11 22:13                            
                            ","
牛肉很老，也不好吃。都是腌料的味道，没有牛肉本身的香味，也没有牛肉独有的纹路…不会再来吃了，踩雷。	                        "
"
                                yevazhang
                                ","
2023-05-27 18:41                            
                            ","
服务差，叫个服务员半天，还说这里首店不帮忙烤肉，叫一下过来一下，烤盘焦了也不过来换	                        "
"
                                匿名用户
                                ","
2023-05-10 14:46                            
                            ","
口味偏甜，团购餐2人吃的话，分量有点多了，不知道可以直接点餐因为有半份的可以点，那样更适合，经理要求我写好评，这点也很不好！	                        "
"
                                东森
                                ","
2023-05-09 17:48                            
                            ","
服务较差，人齐了才可以进，排到了也进不去	                        "
"
                                海苔芝士饭团
                                ","
2023-05-02 21:07                            
                            ","
服务是真的很好，我们提出肉有问题，马上无条件换了一份。
但很奇怪同样的套餐，之前在城北那家吃每一种都很嫩，但这家几乎每一种都咬不动，不确定是品质问题还是烤肉技术有差别🤷🏻‍♀️	                        "
"
                                匿名用户
                                ","
2023-05-01 07:33                            
                            ","
                            环境还可以，其他真的一塌糊涂影响一天体感

每次路过都看见一堆人排队，自己排队才理解，每次进去大概20来桌，排队文化，制造店超火的样子
图4⃣️的雪梨汁，正常点评我看打卡就送，他们领班还要我们写好评以后再送，真的蛮恶心的
价格也不便宜吧，他家套餐就不要点了，量少，口味差，慎重啊，单点我不清楚，因为第一次烤肉不想加单了

其他地方都看见说他家超好吃，找了多少营销？
喜欢吃甜口的来吧。
谁家烤肉甜的要命？酱料也是大部分甜口的？不知道还以为来吃甜品呢……不知道是不是材料不新鲜，都腌一遍，盖住肉味🥩
服务员帮忙烤肉也是分配不均的，烤肉手法也不专业，都焦了还在烤？到底有没有培训过？没有就别弄这套，体验感极差！
                            

		                            收起评价


"
"
                                梦阿梦_
                                ","
2023-04-26 01:11                            
                            ","
                            人均吃了260，味道真的，感觉很一般，肉腌制的味道偏甜，吃多了会很腻。不太能理解的是服务员烤肉很不专业，而且，为什么最贵的横膈膜放到最后烤…吃到后面真的已经吃不下了发现横膈膜还没烤，本来服务员帮烤是一件很提升好感的行为，但是还是希望能够专业一点，培训一下再上岗吧。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-04-25 00:26                            
                            ","
                            [服务铃]服务:己经去吃过很多次了，它家人均消费觉对算高的，前几次都还感觉不错，而这次感觉太过领我感觉疑惑？这次去吃店里客人也不多，只做了一小半人，但是服务缺？没人帮忙烤，那就自己动手好了，没关系的，到吃完烤肉的网格都糊了，也没人帮忙换但是其它桌都有工作人员服务，蘸料带干的那个蘸料，要了好几次才给？我从不点套餐，每次都单点的，工作人员说现在不能点套餐了，我也说了我每次来都单点，没事的，但是又有一些人冲过来很有压迫感大声说不可以点套餐了不明白这是什么操作。我每次的消费也不低啊？
                            

		                            收起评价


"
"
                                Cr
                                ","
2023-04-23 16:38                            
                            ","
不知道为啥这么火爆，那时候有空去西湖边吃了一次排队排了近四个小时，关键是性价比很低，贵且口味一半分量小，真的是大冤种了	                        "
"
                                你经过我_7196
                                ","
2023-04-15 01:48                            
                            ","
                            去的时候店里一共六桌 只有一桌与我们时间相同 一起点的菜 前20分钟 只上了主食以及一个风干肠一道凉拌菜 和饮品 后来催菜也是说稍等去问 结果没下文 又催了一遍服务员解释他之前不是这个区域的不太清楚 但那个传菜的同事坚持说我们的菜上了 他又去问一下 结果发现我们的菜上到了隔壁桌 服务员当着我们的面用很优美的语言吐槽了传菜的同事 而且是两遍 菜上来了之后 想让服务帮忙烤一下 离得最近的服务员喊了另一个服务员说过来烤肉 接着转头和隔壁桌的服务员开始交接工作 交接完看没有人过来然后不情愿的开始帮我们烤肉 经理也很搞笑 菜上错了 导致我们等的时间很久但是选择先给隔壁桌道歉 送饮品 接着才想到我们 等隔壁桌走了以后才开始对我们进行危机公关  赠送饮品给的解释是不好意思今天出菜有点慢 好像觉得我们傻 不知道是因为什么原因菜很慢一样.. 而且隔壁桌的菜一个接一个没有停过 当时也就只有我们两桌在走菜 所以也理解了 差评真的每一条都是不白给的 服务员素质以及服务意识真的有待提高 另外管理层无论是危机意识还是管理能力 都比较差 吃饭的整个氛围感觉是在大排档一样 前台收银建议把口罩戴上工作因为这样客人就看不到那一张充满不耐烦的脸另提一下腌制的牛肉都有点咸
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-04-07 17:08                            
                            ","
                            [薄荷]环境：
很糟糕的网红店哇！线下放号过了几分钟去取号就已经是100多桌了，然后门口很多请的排队的人的感觉……有点无语的
[服务铃]服务：
你可以咸鱼找黄牛买提前的号，甚至有的黄牛就坐在门口诶拜托，店家就是允许支持这种行为的，咸鱼号50一位……冤大头吧拜托，建议别去
                            

		                            收起评价


"
"
                                公鸡中的战斗鸡
                                ","
2023-04-04 21:28                            
                            ","
服务员就知道去妹子桌，闲着也不帮考。	                        "
"
                                西
                                ","
2023-03-31 12:05                            
                            ","
                            挺糟糕的。
第一，服务差。有的区域每桌一个服务员，有的区域四五桌没一个服务员，并且让服务员帮忙烤一下肉，第一句话是“我就烤一下，后面没时间”，你可以烤一会再说你要去其他地方烤烤，但是一来就给我来一句这，就让人很不舒服。后面也是一直叫服务员没有一个人理，偶尔来烤一下，问一句啥，服务员也当没听见，肉也烤焦了，看得出来，服务员都怨气很重。
第二，不安全。吃着吃着隔壁桌突然桌底炸了一个东西，火星都看见了。
第三，品控不好。如果第一次是在这个店吃的西塔老太太，那以后都不会再吃了。这个店的肉和小菜跟下沙那家吃起来都不太一样，品控不太好。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-03-27 17:23                            
                            ","
                            我们是第一桌进来的，结果都坐满了我们连烤肉的烤盘也没上三个人两套餐具，最后一套迟迟不上，都是我们去催才上，也没人帮我们烤肉，我们自己烤一半又跑过来帮我们翻面，我们不放肉他们也不会帮忙放叫了帮我们烤搞半天是个半自动的帮助味道也就烤肉能办到的，要是想感受被无视的感受可以来尝试
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-03-25 18:19                            
                            ","
领班一直在微信里联系需要插队的人，喊两个号，就往中间插两桌关系户。看着已经出来了五六批人了，但是一个号都不叫。所以排队排那么久是有道理的！	                        "
"
                                陈
                                ","
2023-03-25 15:37                            
                            ","
                            很差，很糟糕，你们怎么可以这样子，时隔一个月，我人都在上海了，今天下午在开会议都时候还打电话过来要好评，弄得我很尴尬在会议上面，我没有想到这么大一家店会要好评？来刷店评价！真的体验感极差，当天我们去吃肉都烤焦了都可以人管，叫服务员叫没有听见一样。本来去西湖旅游的，饿了找一家餐馆吃饭，朋友在大众点评上面看到这个餐馆评价不错就买了他家店的套餐，结果真的很差劲👎
                            

		                            收起评价


"
