用户名,时间,评论
"
                                无糖燕麦奶刘
                                ","
2024-01-24 13:54                            
                            ","
                            ⭐️推荐澳和四点和澳和小排还有鹅肝酱烤年糕

御牛道一如既往的稳定发挥，肉嫩好吃😋服务细心，种类丰富，而且现在没有那么难排队了

「法式鹅肝手握寿司」一份3个可以备注4个会加收16元，入口即化很不错。
「御牛道澳和四点拼盘」188元四点除了其中有份小排不好吃，腹芯肉还不错超嫩！
「澳和小排」每次必点128一份份量还可以的，肉质嫩到和鹅肝有的一拼。
「鹅肝酱烤年糕」以前一份3个现在一份4个哈哈哈哈还蛮可爱服务员帮忙烤的外脆里软还会年糕爆破，配鹅肝酱好香。
                            

		                            收起评价


"
"
                                戴牛儿
                                ","
2024-01-13 15:38                            
                            ","
                            [薄荷]环境：
万象城B2的御牛道，看着小但其实里面别有洞天

[服务铃]服务：
服务非常到位，还有小哥帮忙烤肉哦，非常不错

「传统雪花西冷」「雪花中落小排」「酱香琵琶肉」肉很新鲜，烤嫩吃非常不错，再加上他们家的灵魂酱料和「泡菜萝卜」，解腻又爽口「鸡软骨」一般化，没有其他的肉好吃「黑松露奶油蘑菇烩饭」吃到后面有点腻哦

果然吃肉会让人心情愉悦


		                            收起评价


"
"
                                馒头
                                ","
2023-12-26 12:24                            
                            ","
                            推荐我最爱的几道菜～【苹果爱死烤面包】
🍞与冰淇淋的搭配，苹果味吐司烤一烤，均匀涂抹冰淇淋和🥜碎，香香甜甜软软的，甜品控很爱😘。【澳和小排】
🐮后胸肉，肉质鲜嫩肥美，入口嫩滑香醇、奶香风味十足～【传统雪花西冷】
听说是选用澳洲纯血和牛🥩，没有牛腥味，饱满多汁，入口即化感。【辣油鸡蛋饭】
搭配特别辣油与可生食鸡蛋🥚，用勺子捣开鸡蛋并充分搅拌，一口咸香，超满足😋！！
【幸会梅梅】🍹采用的杨梅饮料搭配清酒，整体酒感甜蜜轻盈，丰富的杨梅果香在口中回荡，余味是幸会特别纯米酒特别的清冷风味。
                            

		                            收起评价


"
"
                                牛油果
                                ","
2024-01-27 21:30                            
                            ","
                            [薄荷]环境：整体很大气～干净整洁

[服务铃]服务：很周到，阿姨看我是孕妇直接把茶改成了水 服务员也提供了抱枕 服务员可以帮忙烤肉，调料需要自己倒
「法式鹅肝手握寿司」真的好嫩啊 大家一定要点
「逸品厚切牛舌」阿姨烤的很嫩
「牛五花」一般
「牛尾汤」好吃 汤很鲜
「限定逸品西冷」
                            

		                            收起评价


"
"
                                ssbabe
                                ","
2024-01-01 21:57                            
                            ","
                            过一段时间就会来吃的一家店 这次周末中午来的还好早了一点点 没有排队。
「雪花中落小排」每次来必点的肉 图上为两份的量！
「牛尾汤」很健康的味道 牛尾也炖的很软烂了
「法式鹅肝手握寿司」一定要趁热吃 很赞 鹅肝入口即化
「牛肉乌冬面」很清淡 适合小孩吃
「御牛道火炽卷(6個)」有虾 鳗鱼 三文鱼 味道都还可以
「居酒屋炸鸡」还好 感觉还是另一个炸鸡块好吃
「辣牛肉汤」不知道是不是改配方了 没以前好吃了
                            

		                            收起评价


"
"
                                君君860525
                                ","
2024-02-16 20:46                            
                            ","
                            [薄荷]环境：
第一次去4.34就排上了队，3人位等了有一个半小时味道还不错光顾着吃了好几个菜没有拍照口菇很鲜美牛小排很嫩横核膜相对火候不好掌相对会偏老！可能是等的有点久干了5盘肉
[服务铃]服务：
服务员可以帮着烤不过人有点多我们还是自己上手了！
可以二刷值得一试！
                            

		                            收起评价


"
"
                                callmey11
                                ","
2023-12-15 18:54                            
                            ","
                            了，
只记得每次都撑到扶墙哈哈哈
老牌日式烤肉人气排队王
必吃榜6年上榜品牌，
这次去的是万象城店
店员很nice会帮忙烤肉
每位饭搭子都赞不绝口~
🌟传统雪花西冷
超推荐！能够品尝出肉质很棒，肥瘦相间汁水很足，烤过之后只需轻轻咀嚼就能在嘴里化开~
🍣法式鹅肝手握寿司
谁懂这一口下去的幸福感！呜呜呜
大块肥美鹅肝覆盖米饭，入口细腻平衡地刚刚好！
🥘辣油鸡蛋饭
心中的梦中情饭！搭配特别辣油与可生食鸡蛋，用勺子捣开鸡蛋并充分搅拌，也太太满足了吧~
                            

		                            收起评价


"
"
                                如果我有仙女棒vi
                                ","
2024-02-07 15:47                            
                            ","
                            服务挺好的 4人位要等 但是小姐姐给我们安排了6人位
肉长的都差不多 能开这么久还是有点道理的 肉质比较好 「牛肉石锅拌饭」好吃好吃 洋葱好甜 肥牛还行 有锅巴 米饭很好吃
「芥末章鱼」芥末味很足 上头
「白蘑菇」有点小
「甜心薯卷」薯卷本身好吃 酱不大行
服务全程都不错 换烤盘 收空盘都很积极 爱吃牛肉可以来
                            

		                            收起评价


"
"
                                三秋树上
                                ","
2024-02-21 20:13                            
                            ","
                            很好吃！想吃烤肉的，朋友说这家还不错，我们就过来了
鹅肝手握寿司不愧是招牌，非常好吃！
鹅肝酱年糕也好好吃，海苔包一下，年糕脑袋冲
点的几个喝的，白桃米酒还蛮好吃的
点的几份肉都很鲜嫩好吃！烤肠一般般，虾饼也蛮好吃的！
价格三个人七百多，还是值的
                            

		                            收起评价


"
"
                                豆豆
                                ","
2024-01-23 17:59                            
                            ","
                            这家烤肉一直都有听说，但是太贵了都不太敢来，这次来尝试果然很惊喜呢。

「法式鹅肝手握寿司」
鹅肝很肥一块，吃起来口感有点像冰淇淋，还带着一股淡淡的奶味，而且搭配米饭一点都不腻，超级爽超级香。

「传统雪花西冷」
肉很薄上面的雪花纹路超级漂亮，烤熟了之后的柔嫩程度刚刚好，简直是入口即化
                            

		                            收起评价


"
"
                                沙沙路302
                                ","
2024-02-02 20:39                            
                            ","
                            就这家排队最快，很快就轮到我们了
就真的很好吃，非常好吃，比另外一家的好吃😋
点了「特上牛小排」和「传统牛小排」一定要尝一场这40块钱的差别在哪！果然贵的就是不负众望呀，入口真的嫩上天啦，哈哈哈哈，也要夸夸店里的帮忙烤肉的小哥哥，烤的非常好！
我们三个女生真的太饿啦，全部干完，主要也是好吃！
                            

		                            收起评价


"
"
                                棘谷
                                ","
2024-02-01 17:27                            
                            ","
                            生日来吃御牛道。
店铺送了8.8折券。
不知道为啥万象城这家御牛道总是生意特别好。

[薄荷]环境：
店内重新装修以后，有点认不得。整体环境稍稍有点拥挤，其余也没啥大问题。

[服务铃]服务：
店铺服务帮忙烤肉这点蛮好的。因为自己有时候聊天会烤不好。要求也基本有求必应。

送的生日面也很好吃。我爱御牛道
                            

		                            收起评价


"
"
                                super33的美好生活
                                ","
2024-02-12 13:21                            
                            ","
                            就在负一楼电梯旁边 位置比较容易找
[薄荷]环境：
一般 

[服务铃]服务：
服务员挺热情的  上菜速度快 烤肉是服务员帮烤的  
「逸品厚切牛舌」「春季沙拉」
整体菜品都比较ok  温泉蛋也挺不错的 很好吃
下次如果想随意吃点还是会考虑这家～
                            

		                            收起评价


"
"
                                小朋友问号多
                                ","
2023-12-16 16:51                            
                            ","
                            [薄荷]环境：装修之后更漂亮啦，去机场赶飞机途中加的行程，位置很方便，不用出户外就能抵达。

[服务铃]服务：热情，专业，烤肉非常的专业。动作很快，有求必应！

「雪花中落小排」最爱，连吃两条！「盐葱薄切牛舌」「芥末章鱼」「白蘑菇」每次都点。
                            

		                            收起评价


"
"
                                探头探鸟
                                ","
2023-10-18 08:22                            
                            ","
                            之前和家人们一起来的，是家里人很推荐的烤肉店🤤他们激情推荐说服务很好，店员还回来帮忙烤，吃下来感觉点的肉都蛮好的，推荐「逸品厚切牛舌」「雪花中落小排」「泡菜黄瓜」「蒸蔬菜卷牛肉」「御牛道沙拉」沙拉菜也很新鲜。
🤔唯一的不足大概就是鹅肝寿司的鹅肝蛮没存在感的，个人很喜欢凉菜里的黄瓜，特别解腻爽口搭配烤肉太适合啦🏻
这家店和家人们来聚餐真的很不错
                            

		                            收起评价


"
"
                                Kirin本尔
                                ","
2023-12-13 22:45                            
                            ","
                            来看王嘉尔杭州演唱会前吃的！趁还没忘记抓紧写个评论~
下午刚开门时去不用排队！不过人气挺旺的很快就坐得差不多满了好像
烤肉的量对于其价格而言不便宜，不过每道菜味道基本都还可以，属于不出错的选择~可以要求服务员帮忙烤

和其他烤肉店横向比较：烤肉酱调料等放在桌上需要自取（这个也算方便）然后生菜不是免费提供，一盆5块，水灵灵的看起来还蛮新鲜（生菜等了蛮久）
                            

		                            收起评价


"
"
                                sandyeshen
                                ","
2024-02-26 16:04                            
                            ","
                            妈耶，来的频率都快成为工作日食堂了，重新装修后，位置舒服多了，肉品质依然在线，服务很好，菜单品种丰富，选择很多，吃不腻呀吃不腻～雪花烤一烤，油脂烤掉了，满口肉香。来了必点沙拉，小菜和石锅拌饭，沙拉小菜解腻一绝。
                            

		                            收起评价


"
"
                                宝贝史迪奇
                                ","
2024-02-26 12:04                            
                            ","
                            御牛道在杭州有十年了吧
第一家店中山中路起家
杭州较早做烤肉的
肉的品质一直很好。。。
始终新鲜肉，非冰冻。

[薄荷]环境:
万象城的环境，
不过，里面座位地很滑
「传统雪花西冷」「雪花中落小排」「传统牛小排」
[服务铃]服务:
上菜速度有点慢
可能生意较好，服务有点跟不上
                            

		                            收起评价


"
"
                                吃遍美食的VIPC
                                ","
2024-02-25 16:43                            
                            ","
                            「鳗鱼手握寿司」推荐
「逸品厚切牛舌」很厚 有点难烤 
「限定逸品西冷」「限定逸品眼肉」都很推荐
「传统冷面」怕都吃牛肉会腻 就点了冷面 但味道一般
「牛肉泡菜寿喜锅」也很一般 也没达到解腻的作用
还是得来这吃烤肉 肉的品质肉眼可见的新鲜 食材很新鲜 就是肉需要自己烤 
工作日晚上也需要提前拿号排队
                            

		                            收起评价


"
"
                                李亚红
                                ","
2024-02-25 14:05                            
                            ","
第一次尝试，服务很好，店里小哥全程帮烤，其中一片面包不小心烤焦还帮忙补上了。	                        "
"
                                時區
                                ","
                                2024-02-23
  更新于2024-02-24 00:28                            
                            ","
                            「意大利面」🍝发现意大利面包+烤肉+生菜🥬很好次哇
「辣牛肉汤」
「冰淇淋面包」苹果和烤面包好次
「柚子雪葩」赞
香蕉芒果奶昔是鲜榨的，很好，除了肉都是非常好吃的，「澳和横膈膜」不推荐，自带的酱料也很不错
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-23 18:02                            
                            ","
                            色拉好吃  凉面我个人蛮喜欢的  特别的解腻
辣油生鸡蛋拌饭个人觉得和那么多烤肉一起吃有点太腻了
肉什么的都没毛病  好吃的很  点了特上牛小排  西冷  还有个什么雪花中落  觉得雪花中落最佳
招牌的牛舌卖完了没吃上
鹅肝手握也还不错  餐前吃的话不会感觉太腻
                            

		                            收起评价


"
"
                                芝加哥
                                ","
2024-02-22 19:12                            
                            ","
直接就是去吃的肉，肉很新鲜，服务员换铁盘也很及时	                        "
"
                                匿名用户
                                ","
2024-02-22 17:44                            
                            ","
小姐姐帮烤牛肉服务很好
冷面酸度不够 
最喜欢的是新菜 蔬菜蒸牛肉 沾料汁
春节以后适合吃这种清淡的菜 顺顺肠胃	                        "
"
                                千年小C兔
                                ","
2024-02-22 16:02                            
                            ","
心中的烤肉天花板，每次吃烤肉首选御牛道，牛肉很嫩味道很赞。石锅饭也比一般的好吃。	                        "
"
                                匿名用户
                                ","
2024-02-21 16:22                            
                            ","
小程序上预约座位，提前10分钟到了也不能进，前一桌还没买单，耽搁了8、9分钟。好在烤肉的师傅很健谈，烤的速度也快。不过份量略少，尤其是肉食动物较多的时候，一人一筷子就没了。	                        "
"
                                苏苏苏
                                ","
2024-02-21 15:46                            
                            ","
自从点了御牛道别的菜品，简直打开了另一个门，就是不止烤肉好吃，还有很多蔬菜，都很好吃，连米饭都是让我一个个试过来，最喜欢的是辣米饭。减肥增肌两不误的吃法很健康，一连去了三次，沙拉真的赞赞赞	                        "
"
                                momo
                                ","
2024-02-20 19:08                            
                            ","
服务不错，环境一般人也比较多、挺吵，价格偏高，性价比一般	                        "
"
                                学而时习之不亦乐乎
                                ","
2024-02-20 13:16                            
                            ","
很棒，服务也很好，可以帮烤
生日面很大一份
肉质新鲜，蒸菜的蘸料超级好吃！	                        "
"
                                吃个鸭梨
                                ","
2024-02-20 11:17                            
                            ","
                            御牛道一直是我心中的烤肉首选，他的食材很新鲜，口味也很好，服务员还会帮烤，美中不足的一点就是，每次去都要排一个小时左右的队，可能这就恰恰证明了他的火爆和美味，这次依旧点了五点拼盘，比较省事，我是懒人，每次都点个拼盘，比较经典哈哈哈哈
                            

		                            收起评价


"
"
                                大落落
                                ","
2024-02-20 06:35                            
                            ","
很久没来万象城店了 人很多 吃完了才想起来拍
这词周一活动很划算！	                        "
"
                                Chloe
                                ","
2024-02-18 19:10                            
                            ","
曾经杭州烤肉的王者牛道，有四五年没吃了，重新来吃菜单更新了不少，服务也更好了，服务员会帮着烤，总体来说不错的.	                        "
"
                                港不来普通话
                                ","
2024-02-17 18:23                            
                            ","
n次会吃的店！
感谢店员小哥 周海洋帮忙烤的 
肉质很嫩！服务很细心
会把烤好的分类！
每次不知道吃什么就会默认吃御牛道	                        "
"
                                小杰的饭堂
                                ","
2024-02-17 17:49                            
                            ","
要是每次都有人帮忙烤肉就完美了	                        "
"
                                匿名用户
                                ","
2024-02-16 23:27                            
                            ","
                            肉很新鲜，价格适中
自己烤，五分熟很嫩很多汁
牛舌咬不烂不推荐
牛肉鸡肉都很好随便点，想不起来点了些啥哈哈哈
烤蔬菜也很好吃，菇类沾牛油烤，有鲜又香
乌冬面看着清单其实很鲜
烤架也换得很及时，吃完不会有很重烤肉味
                            

		                            收起评价


"
"
                                甜美踏实哇呀龙
                                ","
2024-02-15 15:17                            
                            ","
味道挺不错，就是我们6个人没有大的座位，只有4座卡座。帮忙烤肉也很好o(^_^)o	                        "
"
                                hick
                                ","
2024-02-12 15:40                            
                            ","
                            经常去的一家店，因为本来就人很多，所以每次去都不太能等到位置，这次去人还行，就排队了，整体来说还是不错的，烤肉恰到好处，服务员会帮你烤，牛肉和猪肉的选择很多，味道也不错。烤肉吃的也比较洛胃，对比来说B1的选择里算是比较靠前的了
                            

		                            收起评价


"
"
                                哈喽
                                ","
2024-02-11 19:23                            
                            ","
                            万象城的烤肉 
[薄荷]环境：
环境幽雅舒适还是可以的吧 服务也挺好一值服务着的。在万像成负一楼 肉品很新鲜 还是蛮不错的
 哈哈 可以强烈推荐他家来吃烤肉。肉很好吃很嫩 酱料也很有特色的哦。 水果酱虽然看着不好看 但是还是可以的
[服务铃]服务：

[薄荷]环境：



		                            收起评价


"
"
                                薇薇跳
                                ","
2024-02-11 09:10                            
                            ","
如果说到吃烤肉，第一个想到就是御牛道！
他家的牛尾汤也爱，还有鳗鱼寿司，绝对不一般，寿司里面包裹着蛋皮入口有种幸福感！	                        "
"
                                薛定谔的猫
                                ","
2024-02-10 14:27                            
                            ","
                            过年来吃，还好人不多不用排队。点了「御牛道澳和四点拼盘」感觉牛肉份量少了「牛肉泡菜寿喜锅」mini寿喜锅，葱略多「炸虾天妇罗」最喜欢的炸虾天妇罗，就是吃多了有点腻。另外点了新品鳗鱼蛋皮寿司，味道有点淡，想吃的三文鱼寿司售罄了
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-05 15:52                            
                            ","
见习服务员刘海洋效率很高，热情主动帮忙解决问题，谢谢～提出表扬 "
"
                                匿名用户
                                ","
2024-02-04 23:41                            
                            ","
开了这么多年出品一直很稳定，每个都好吃，服务员也一直帮忙烤，除了排队没毛病	                        "
"
                                匿名用户
                                ","
2024-01-30 22:42                            
                            ","
                            [薄荷]环境：
总体环境还可以，在万象城的负二楼。
[服务铃]服务：
服务员都比较有颜色，我们是让他们帮忙给考的、服务员考的果然跟自己考得不一样，专业的人做专业的事，他们考得非常的嫩，特别好吃。
总体就是觉得价格有点稍微的贵了，其实一百多块钱也没有多少肉，但好吃是蛮好吃的，就是性价比不是很高
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-28 22:03                            
                            ","
吃了很多次 今天碰到个很好的小姐姐 晓晓！点名表扬！专业 高效 帮烤一桌又被隔壁羡慕叫走 配得上御牛道定位 赞赞赞！！！	                        "
"
                                吃客
                                ","
2024-01-28 16:21                            
                            ","
多年老店，一直生意很好，各个菜品都基本上不会踩雷，如果牛肉的标价再便宜一点，再实惠一点，我觉得你们家店店就完美了	                        "
"
                                Mavis
                                ","
2024-01-28 13:39                            
                            ","
                            午餐不吃食堂系列
冲冲冲 中午出去吃烤肉咯 肉看着就是不错 主要是有小哥哥帮忙烤肉 哈哈哈 对于自己烤就会烤糊的我来说 就爱吃有人帮忙烤的烤肉店 嘻嘻 最爱鹅肝手握 3个女生一人炫两个 真的是先忘记体检报告吧。这次点的就牛舌有点老  下次不点了 另外都可以点 ！
                            

		                            收起评价


"
"
                                生菜蕊_4411
                                ","
2024-01-26 12:55                            
                            ","
                            [薄荷]环境：
有小包厢，环境很干净，适合和小姐妹一起去吃聊天啥的。
「特上牛小排」牛小排很新鲜，特别嫩
「牛肉石锅拌饭」拌饭扎实好吃，入味
「炸虾天妇罗」天妇罗虾炸的很酥脆，里面的虾肉也很新鲜
「牛尾汤」汤很鲜，可以干两碗
                            

		                            收起评价


"
"
                                爱吃不吃小浣熊
                                ","
2024-01-26 00:43                            
                            ","
点的几种烤肉都很好吃
牛肉汤和鹅肝寿司差强人意下次别点了	                        "
"
                                我是大蒋的妈妈
                                ","
2024-01-24 22:11                            
                            ","
                            真心推荐 菜品美味 非常有食欲 装修风格也好看 非常推荐到店打卡套餐实惠 量非常足，还是一如既往的好吃，色香味俱全，吃的安心放心，店家菜品很齐，而且味道很好，这家店环境很好，服务周到，不论是聚餐还是家人都是最佳地点
                            

		                            收起评价


"
"
                                Carol
                                ","
2024-01-23 16:30                            
                            ","
                            本来是炭烤的炉，现在换成了电烤，吃起来感觉少了一点风味。
食材还是一样的新鲜，上菜速度慢了一点。
在御牛道只要吃牛就准没错，新鲜的牛肉一烤，配着蘸料好吃的很。猪五花这些就比较一般了，感觉就那样。辣油鸡蛋饭的辣油放的有点少了，饭差点拌不过来。
                            

		                            收起评价


"
"
                                美少女壮士_1163
                                ","
2024-01-22 00:18                            
                            ","
                            最喜欢的日式烤肉店生日去吃还有小惊喜
每次去吃都要吃到撑爆，说着最近三个月都不想吃烤肉
然后过一小段时间就又开始心心念念
积分积到 要不是一桌只要换一道菜
能用积分换菜开个三人套餐哈哈
最喜欢牛小排和雪花西冷


		                            收起评价


"
