用户名,时间,评论
"
                                艾七七科科的米丫丫
                                ","
2023-09-23 11:33                            
                            ","
肉本家怎么变差了，肉一点都没意思，打卡送大福也扣扣搜搜的。
很失望，不如西塔	                        "
"
                                MISOPONIA
                                ","
2023-09-21 13:39                            
                            ","
38的辣炒猪皮，感觉放了一整个洋葱，吃了一些，然后在洋葱里翻猪皮的时候才想起来拍，不懂就问，猪皮是不是很贵呀？	                        "
"
                                练马甲线干饭
                                ","
2023-09-18 19:27                            
                            ","
                            店很大，布置装修的很贴心，卫生间吹风机也准备好了！服务员很多，但是全程没有服务，都是要自己动手的。另外吃不完打包全部要收费，包括送的南瓜汤和小料。店大卫生要求应该更高，不能因为全都灰暗色调看不出来卫生就不搞，希望咱们杭州的招牌烤肉店肉本家越来越好


		                            收起评价


"
"
                                匿名用户
                                ","
                                2023-09-17
  更新于2023-10-06 09:32                            
                            ","
                            吃了一肚子气！就这也能上必吃榜？真是无语！

看到别的桌有服务员烤肉，我就问过来上菜的服务员有人帮烤吗，他说你自己烤，服务员都很忙，我？？？你服务员不应该忙帮顾客烤肉吗？？？全程自己烤！！！

南瓜粥味道不错，辣白菜、酸萝卜难吃，土豆泥也难吃就很无敌了，第一次吃到没味道还一股异味的土豆泥！！！

开始吃肉了才发现没有蒜，这种吃烤肉必备的东西都不给上，真的无语！！！上来之后肉眼可见的蔫和干巴，吃到嘴里都软了一点也不脆！！！

烤一个肉烤盘就糊的没法用，不出去叫服务员他永远也不会来看看你有没有需求，全程有需要得自己出去找服务员！！！太累了！！！

那个肉一烤出粉红色沫子，肉质怎么样可想而知！！！

生菜吃出泡沫🥹🥹🥹

灯光很暗，烤盘中间正好被烟筒的阴影挡住，看的特别累眼睛，真的太难受了！！！

鸡蛋糕很不错，味道很好。

就这种店，再也不会来！！！差劲！！！
                            

		                            收起评价


"
"
                                付小禄
                                ","
2023-09-15 10:10                            
                            ","
                            总体还是很好的。服务员很多。服务我们桌位的小姐姐和阿姨都很好。唯独那个穿衬衫的女经理啊。估计是心情不好。人家都说做服务的要微笑上岗。没有微笑不说上来拉着脸。到我们桌位什么也不说直接把烟筒提上去。还一副很无奈的表情。真不知道老板付你高薪水是来干嘛的。是给顾客看脸色的。看在小姐姐服务员的份上要不真想给个半星。
                            

		                            收起评价


"
"
                                炫嘴里支持
                                ","
2023-08-30 22:32                            
                            ","
                            必吃打卡 ｜ 想吃这家烤肉很久了

特意来打卡的，跨越半个杭州，真的好远，还好朋友来的早没排队，我到的时候排队的人很多了。

[薄荷]环境：
这家店真的很大很大很大，服务员带着走了很久才到位置上。店门其实也不好找，必竟太大了。

[服务铃]服务：
服务不太行，要调料要了三次，就是没给加上，一会说调料没了（看着还给别桌主动添了），一会说忘了，真的很无语。和她说我们要了三次调料了，还很不耐烦的态度🙄️。都没有要帮烤服务了，还这么的敷衍。

🔴烤肉🔴
味道是不错的，肉挺新鲜，五花肉比较厚，稍微烤久一点比较好。店里的生菜稍微老了一点点，吃起来有一点点苦，建议换嫩一点的生菜。

🔴芒果藜麦鲜虾沙拉🔴
沙拉味道不错，虽然吃了烤肉，但是还是来个健康的沙拉，权当心理安慰了，加的芒果我觉得挺出色的，整体的味道有了升华。
                            

		                            收起评价


"
"
                                早安之前
                                ","
2023-08-21 19:29                            
                            ","
                            来杭州一年多，吃肉本家10次有余
之前一直吃三坝店，昨天满心期待去总店吃，4点开门，4:16差不多到的，人就特别多，带我们去最里面的位置，落座后开始点餐
💥1.南瓜粥：味道没有问题，我和男朋友大概吃饭到快结束了，服务员把桌上一碗没吃的，直接端走了？？？？如果最开始拿走我能理解，但是快吃完才拿走……拿给下一桌的客人吗？
💥2.牛肋条肉质：上来有好几根都是黑乎乎的，不知道什么原因，叫来服务员，态度不说恶劣，可以用爱搭不理形容，给出的回复是：肉是因为腌制过，所以黑了，换了一盘上来，没有黑色，就很懵，不是一个调料腌制出来的吗？？？？就算上一盘是腌制过的，为什么有几条是黑色的，剩下的都是新鲜的
💥3.辣鸡爪子：因为料汁特别多，但是也特别清晰看到其中两个鸡爪子是黑色的，叫来服务员，说鸡爪子制作是先烤后煮，我以为是我见识短，这种烹饪手法就是这么做的
前期服务就很一般，想着就是来填饱肚子，不想计较，这两次食材问题，服务员给了回答之后，我就没在说话
💥💥💥重点来了！！！！我今天一天跑厕所大概至少7次，整个人都拉虚脱，肠子巨痛，无法形容，不是说我不想去医院，是我压根起不来床，一下床就想上厕所！！！！
我俩吃饭都没有拍照的习惯，真的很后悔没有拍照片，昨天没有去计较，我是想着肉本家客流量这么大，食材不会有问题，但是能不能是从源头就有问题，就有待查证，总之食物➕服务➕处理问题能力，再见吧！
                            

		                            收起评价


"
"
                                长青酒
                                ","
2023-07-20 00:49                            
                            ","
                            [薄荷]环境：
环境很好，偏韩式的装修，挺大一个店面，里头也比较宽敞，空调打得也比较足的。

[服务铃]服务：
服务员添水及时，服务热情，响应也比较到位，换烤盘也挺快的。

🍜菜品：
「南瓜粥」南瓜粥甜甜的，是主食的样子没错了。
「泡菜饼」真真纯泡菜饼，半点肉看不见，烤一下脆脆的还行。
「炒牛舌」牛舌太薄了，调味上有点过辣。
「肉本家冠军组合」点了个拼盘，猪肉巨骚无比，异味非常严重，五花肉切片和厚切都是，我以为自己闻错了，让同行的孕妇闻了一下也是巨臭无比，服务员给我们换了牛肉就算了，想着跟朋友来也就算了，但是质量真的很差，我还尝试着烤了一下试试，还是异味严重，经理来说是现切的，我高度怀疑。
                            

		                            收起评价


"
"
                                dzgmt
                                ","
2023-07-19 23:34                            
                            ","
                            真不推荐这家店！！！
他们家肉感觉就M5的那个和牛小排还不错其他都不咋样，冷面是真的冰沙放太多了，太凉了点。但他们家炸鸡是真的很好吃的。食物上来说无功无过。差评的最大原因还是因为这服务真的无语。
[服务铃]服务:因为不能提前预定位子，也打电话问过说高峰期是17:00-17:30，所以特意赶着四点五十几过去好等同事五点下班过来吃饭。结果直接和我说要有三个人才能进去！！！这是什么规定，难道还不准人提前过来点菜下单了？然后是烤肉环节，有一个小姐姐还是很好的也很耐心帮忙和服务，但帮我们桌烤肉的那个男服务员服务真不咋地，一下肉掉烤网下了一下把血水倒到熟食里了。最后还有一点，他们这停车是不给停车券的只有个八折券，问为啥不是免费停车，说是因为物业


		                            收起评价


"
"
                                爱吃奶黄包的莉莉
                                ","
2023-07-05 13:34                            
                            ","
服务态度非常到位.菜品还可以.空调挺给力	                        "
"
                                匿名用户
                                ","
2023-07-01 01:10                            
                            ","
第一次来这家网红店来吃，所有的菜品都吃得出就是中央厨房配送的	                        "
"
                                匿名用户
                                ","
2023-06-22 23:47                            
                            ","
                            烤肉很不错，性价比还可以。让我无语的是服务太太太烂了，吃了两次先不提服务员态度如何，光今天结账就让我目瞪口呆。今天不是周六日，结账却不让用48代50的券，一问就是节假日不能用，你好好看看你家那个代金券哪一条规则写了节假日不能用（不会我吐槽完就改了吧），最后还是强硬要求下核验了券，前后几桌没好意思的都吃了这个亏，我只能说自己写的规则自己又不认帐。哦对了，你家服务员态度也真烂哦，离了浙大还能活下去吗？
                            

		                            收起评价


"
"
                                cjx
                                ","
2023-06-07 22:40                            
                            ","
                            本来周末带女朋友去吃的，5点去了就很多人排队，本身是很期待的，但是其实并不满意。
「济州岛黑猪五花肉（厚切）」「肉本家冠军组合」烤肉给的酱料种类比较少，口味很单一，蘸料量也比较少，肉质还行味道没有什么惊喜。
「泡菜饼」泡菜饼让人很失望，饼很薄却又很软，泡菜的味道像是泡菜酱刷出来的感觉。
「凉面」凉面也比较一般，面条过于筋道，咬不开会很狼狈，容易溅出来，衣服被弄脏了也
「校村原味炸鸡」炸鸡是难得的可以一吃的了
                            

		                            收起评价


"
"
                                小人物有大智慧
                                ","
2023-06-06 18:05                            
                            ","
                            并没有觉得多好吃，可笑的是，总共排了3个小时，要不是别人请客，早就掉头走了。排位发号的服务员更搞笑，也不是特别耐烦的样子，就觉得你们活该，自己要吃，排那么久也活该。呵呵。反正我是不可能会再去了。无限放号的饭店也真的很少见。
                            

		                            收起评价


"
"
                                尾巴
                                ","
2023-06-04 17:12                            
                            ","
                            不知道是我点的菜不对还是怎么样
「肉本家冠军组合」这个真的不好吃，几款肉没一个让人想一直炫的
「泡菜饼」和我吃过好吃的根本没法比……
「济州岛黑猪五花肉（厚切）」难以评价……
蘸料很少，普通的三种组合，味道普通，可能期待太高，排第一的烤肉，需要早点去，等位特别严重
                            

		                            收起评价


"
"
                                Sweet&#x20;kk
                                ","
2023-06-03 12:01                            
                            ","
今天来发现肉肉变薄变小了！表示不满意！
以前来肉都厚一些
根本不是厚切
[薄荷]环境：
环境还是很舒服不热

[服务铃]服务：
服务员服务还是一如既往、今天上餐的还报菜名呢	                        "
"
                                kkxx
                                ","
2023-05-07 19:03                            
                            ","
说实话 真的不是特别好吃 不管是烤肉还是炸酱面 没啥恶意 确实不符合口味	                        "
"
                                无聊的芝士年糕
                                ","
2023-04-26 12:55                            
                            ","
                            说个笑话吧 我点的是m8雪花牛排 p1是他们家的出品 跟图片严重不符 跟店里标的m5倒是挺像的 （p2 p3是菜单里的样子）然后我喊服务员过来问是不是上错菜品了 结果来了两个人都说p1是m8 给我气笑了哈 可以接受不是m8 麻烦店家诚信一点可以吗 该什么等级就什么等级 别挂羊头卖狗肉啊


		                            收起评价


"
"
                                匿名用户
                                ","
2023-04-15 21:22                            
                            ","
                            总之一顿饭吃下来，就是不开心。因为之前来吃过，店员在询问要不要帮烤的时候我直接拒绝了，因为上次帮烤就是服务员去忙了也不跟我说一声，导致肉都烤焦了。所以这一次服务员（是一位比较矮说话有点嗲嗲的阿姨）再问要不要帮烤就直截了当的拒绝了。怕再出现上次那种情况，影响食欲。  结果呢，在用餐过程中，服务员全程不过来服务，不知道是生意太好了顾不上我们呢，还是我们拒绝了帮烤以为就不需要其他服务了。又或者是我们两个点的太少了不值得被他们服务呢？每次来都不愉快。
感觉这么多好评都是请人刷的……
[服务铃]服务:不好。
                            

		                            收起评价


"
"
                                晚安
                                ","
2023-04-14 12:58                            
                            ","
第N次去了  用餐体验一次比一次差  妈的	                        "
"
                                叶子19930722
                                ","
2023-04-12 22:30                            
                            ","
不知道这么难吃的烤肉是怎么做到这么火每次都排队的，肉都不是新鲜的，都是合成肉，难吃的要死，服务态度还很差，不推荐	                        "
"
                                希瑞
                                ","
2023-04-10 11:38                            
                            ","
没怎么拍照。点了生拌牛肉，很难吃，调味完全把肉味盖住了，咸咸甜甜的。是为了掩盖肉的品质不佳吗？烤肉也很一般，那个猪五花很腥，完全没有吹嘘的好。服务态度不好，水壶容易把水打翻也没有提醒。	                        "
"
                                清澈迷人咕咕猫
                                ","
2023-03-31 08:23                            
                            ","
吃完晚上就拉肚子了，肉基本没什么味道，全靠蘸料菜还不一般的贵，环境也一般，厚切的五花肉太腻了，大虾吃着也没味道，全靠蘸料的味道吃下去的 "
"
                                匿名用户
                                ","
2023-03-17 16:46                            
                            ","
开了40分钟的车 特意吃   又排队了一个小时  最后不给我们抽奖  不理解   吃的时候锅炉都焦了也没人换  搞得肉味道贼差   上菜又慢  搞得又困又饿   体验真差！！！	                        "
"
                                maundytime
                                ","
2023-03-13 13:09                            
                            ","
昨天晚上排号A30的，抽烟机断了掉下来了，吃到后面有点一氧化碳中毒，恶心犯呕，出来后门口还一群人排队，真是魔幻。	                        "
"
                                甜腻腻NG
                                ","
2023-03-08 13:57                            
                            ","
                            不是很懂这家评分怎么能这么高 不知道除去环境氛围buff还能剩下什么
「肉本家冠军组合」都是很廉价的肉 而且巨腥无比
「手抓金枪鱼饭团」中规中矩 不如夏星的好吃
「酸奶芝士味炸鸡」延世酸奶炸鸡 很腻 非常油！！！而且吃不到蘸料的味道
「蘑菇蔬菜拼盘」普。没什么好讲
最后结账还给我们搞错点单菜品 200多算成400多 另外前台态度差的1p
                            

		                            收起评价


"
"
                                Faye
                                ","
2023-03-04 23:18                            
                            ","
听哥们一句劝，吃烤肉不如去西塔老太太	                        "
"
                                匿名用户
                                ","
2023-02-28 21:19                            
                            ","
                            建议 先检查一下餐具  这次去发现一个勺子背面有黏菜 没洗干净 一碗南瓜粥里有衣服线   
拌饭是挺好吃的 总体来说是不错的 就是其中一个菜上得挺晚的 可能遗漏了 我们跟服务员说不要上了 我们吃的差不多了退掉 结果她去催单立马换个服务员就上了 她躲在隔板外不过来了 这点体验感挺不好的
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-02-23 14:13                            
                            ","
                            首先我来说一下，当天晚上去的时候排队的人很多，她们家确实有点火，我朋友手机没电了，在那边充电，她们服务员就一直窃窃私语，背后说我朋友，我朋友都听见她们说了，后面换了个位置等待，难道店里规定不能发货自己的充电线充电吗？感觉她们家服务员有点牛逼轰轰的，且菜品也是中规中矩，真的太下头了。
                            

		                            收起评价


"
"
                                skilybb
                                ","
                                2023-02-21
  更新于2023-03-03 21:45                            
                            ","
                            讲真的 从滨江赶来打卡 确实不值 

[薄荷]环境：
首先是门不太好找 看着都像门 结果都锁起来了 位置还有点油腻 清洁没有很到位 

[服务铃]服务：
服务也不行 不帮忙烤肉 叫着拌一下饭都找不到人 
「南瓜粥」南瓜粥就这样吧无功无过 还是西塔的好吃 
「肉本家冠军组合」我只能说胜在便宜吧 份量还是蛮大的 但是肉的味道确实很一般 太油腻了 
「辣炒鸡爪」建议慎点 辣的嗓子都疼 根本吃不消吃 
「超满足牛肉拌饭」拌饭也就这样吧 
只有价格优势没有味道优势 品质确实不怎么样
                            

		                            收起评价


"
"
                                我是真的不知道
                                ","
2023-02-18 21:39                            
                            ","
真的不喜欢 排队快3个小时 但是是我吃过最不好吃的一次烤肉 完全不会觉得好吃……
杭州真的美食荒漠了吗	                        "
"
                                匿名用户
                                ","
2023-02-17 19:40                            
                            ","
                            打电话咨询店家能否预约，回答不能，能否线上排号，也不能。一路人马赶到之后，看了美味不用等，发现可以线上排号！门口乌泱乌泱的排队人群，一点等位服务都没有，只有白开水！
电话里说不设置网上排号是为了不浪费号子，
难道不是为了营造门口排长队的景象然后吸引更多的人吗？
不是单位聚餐绝对不会来！
大家理智选择吧！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-02-12 20:06                            
                            ","
                            [服务铃]服务：
去了五六次次，今天真的是大无语
1、烤肉盘焦了不像之前更换得及时（以前也是周末，横向对比）；
2、烤肉盘换部队锅的时候我们不知道装鸡蛋液的那圈也要取掉（以前都只吃烤肉，今天第一次点了烤肉又点部队锅），所以有几片烤肉还放在圈里，服务员不耐烦地问我们鸡蛋和烤肉还要不要，我朋友说要的，她说快舀掉。但是我们碗里都有汤没地方放，让她给我们拿个干净的小碗，这时候态度就不好；
3、部队锅吃了几口感觉有点咸，让服务员加汤。
她态度很差地指了下装着撇浮末的碗说“这个汤自己加”，我说“这不是你一开始撇浮末的吗？而且我们往里倒了茶水”。
刚说完她就拿起来倒进部队锅里用勺子搅了搅。


		                            收起评价


"
"
                                点点儿
                                ","
2023-02-11 22:06                            
                            ","
                            「南瓜粥」好喝的 就是正常水准 但是！一个人去吃的服务员把小菜了南瓜粥了都给我撤了 经提醒给我留下了小菜撤走了南瓜粥……等我反应过来问一个年纪较大的服务员阿姨要了阿姨给我补上了 入座已经快两点了饿得不行让一个男生戴黑框眼镜服务员给我再加一份南瓜粥 他答应了 直到我走了都没给我上…………
「超满足牛肉拌饭」品控一般哈 上次来吃到有锅巴的饭贼惊喜 这次来就一般 没有锅巴
「醇香芝士蛋卷」上次来吃过 非常一般
「辣炒鸡爪」非常失望 无骨好评 炒的又不入味又不糯 都不如自己用韩式辣酱炒炒好吃
「甜辣味炸鸡」点了炸鸡双拼 味道还行 但应该是半成品 皮不脆 
上次来还点了一些烤肉 因为没有腌制 就是能想象到的味道 有一道梅肉还不错口感丰富 其他的…一般吧

[服务铃]服务：
再次批评 渣男服务员 答应的好好的转头就忘了！
                            

		                            收起评价


"
"
                                forever08zjj
                                ","
2023-02-05 15:54                            
                            ","
                            全场最佳南瓜汤和白萝卜开胃小菜。南瓜汤就是非常普通的韩国烤肉店都有的南瓜汤，白萝卜甚至有点过甜了，然而即使这样也是全场最佳了。
「辣炒鸡爪」上来是温的，鸡爪太过肥腻，放在烤盘上再烤烤企图去除油腻，然而仍旧软趴趴…
「仁川海鲜葱饼」上来是温的，如果现摊就不会是温的，如果半成品也请加热成热的再上来…
「猪颈肉」是抽奖送的，也很一般，没有弹性..
就这也能排一个多小时，想不通…
                            

		                            收起评价


"
"
                                fifa0329
                                ","
2023-01-15 11:58                            
                            ","
点了一份肉 半小时没上
加了一份餐具 居然调料都不给	                        "
"
                                知更蝶舞
                                ","
2023-01-09 17:20                            
                            ","
上菜太慢，冠军套餐等了好久，起码半个小时以上，味道一般吧，服务还行	                        "
"
                                xl我是神
                                ","
2023-01-07 17:48                            
                            ","
为什么打差评？
之前是只能来现场取号排队，现在变成现场自助取号排队了，连取号都要排队
为什么不能跟其他家一样直接线上取号！
就是为了刻意制造很多人排队的景象，完全忽略消费者服务！	                        "
"
                                匿名用户
                                ","
2023-01-02 16:44                            
                            ","
                            因为疫情人少了，让我吃到了传说中的肉本家。
总体来说，这里的烤肉真的很一般，或者说是不好吃，特别是那个什么冠军组合里的 牛肋条 和 牛排 的肉质连超市20几块的品质都不如，不理解，为啥那么多人排队也要来吃，以后再也不会来。

[薄荷]环境:
环境其实还不错，吸烟效果做的挺好的。

[服务铃]服务:
服务一般般，没有人会主动问你啥，续个南瓜粥也要叫好几个服务员，才给续上。
                            

		                            收起评价


"
"
                                mushroom_997
                                ","
2022-12-09 16:40                            
                            ","
                            肉本家越来越不行了，仗着自己生意好还不能预约取号，一定要开始排队了才能取号，再让客人一股脑儿在门口等。门口的服务员态度也不好，不能线上取号就罢了，四点半人过去 不到高峰期也不让取号，那朋友还没有到，难道让我一个人进去吃吗？？？？？希望相关负责人能看到这一条，不要忘了做餐饮的本质，水能载舟 亦能覆舟
                            

		                            收起评价


"
"
                                月亮今天打烊了
                                ","
2022-11-24 18:23                            
                            ","
工作日不排队就来尝一下
真的有点子一般
不明白为什么排队那么夸张哈哈哈	                        "
"
                                河南老大王
                                ","
2022-11-02 21:44                            
                            ","
                            只能说差的一批，这辈子没这么无语过，你特么一个连软件上都没有的菜名，你给我说是四川口味炸鸡，辣就属于四川了？四川是特么麻辣，不是甜辣，麻烦你不要搞这种文字招牌，真的绝了，一个没碰，你永远想不到多难吃，真的，
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2022-10-17 21:47                            
                            ","
这是一家网红烧烤店
不是纯正的韩国烧烤，太糟糕了
从肉品，到口味，再到蘸料，比较外行
大老远打车30多公里过来，很失望	                        "
"
                                匿名用户
                                ","
2022-10-14 06:47                            
                            ","
                            风这么大，我也来吹吹咯？

首先排队非常久，是让朋友提前去排队的晚上6点去的，大概1个小时左右排到。

其次店里的服务员没有特别的积极，估计人太多了，服务不是很跟得上。

最后竟然竟然，味道这么普通且一般，泡菜也不好吃，之前吃过几家别的韩料店感觉总有几个招牌，他们家似乎🈚️，或许我还没吃到，但下次应该不会再来了希望店家生意继续红红火火
                            

		                            收起评价


"
"
                                盐盐要早睡
                                ","
2022-10-08 14:55                            
                            ","
                            真的很难吃   不知道为啥4.8分   我花了四百多结果能吃的算好吃的五十都不到   我真的服了    踩了大雷真的栓q
那个辣炒章鱼是腥的   炒年糕有点甜还有点咸还有点酒味   我真的栓q了   而且我们要换个剪刀阿姨很不耐烦地说熟了就好剪了  真的很无语   花钱买服务买的结果呢？？？？？？爆雷真的    千万别去
                            

		                            收起评价


"
"
                                汤汤爱瑞炀
                                ","
2022-10-06 13:32                            
                            ","
肉被冻得都发黑了让服务员换，结果重新换的还是黑的，懒得计较了…反正肉一吃就很不新鲜，有块肉刚烤，夹子一夹肉就碎掉了，大概率是高科技产品。作为回头客，非常失望…	                        "
"
                                临平吴彦祖
                                ","
2022-10-05 15:27                            
                            ","
满怀期待过来吃，味道实在一般，很普通的烤肉，价格偏贵，还是九田家比较好吃。	                        "
"
                                匿名用户
                                ","
2022-10-03 22:26                            
                            ","
纯纯刷出来的好评，味道一般般，吃完腹泻了一整天	                        "
"
                                小棉公主122
                                ","
2022-09-29 12:31                            
                            ","
这个饼改过了，大的变小，太难吃了	                        "
用户名,时间,评论
"
                                匿名用户
                                ","
2024-02-23 10:56                            
                            ","
                            总体1.5星，口味1.5星，环境2星，服务4星，
作为一家人均150的烤肉店，排队王，怀着期待去的，但……必须来真实的反馈下这次极其不愉悦的用餐体验，
口味1.5星：作为烤肉控，能理解这家店的大部分烤肉都是无味（原味），但是无味+“劣质”的酱汁和调味粉，真的就是灾难了，还特意问了同行的朋友，都觉得酱和粉，除了咸，就是咸，吃过最不好吃的烤肉店了，
特色炸鸡，蘸酸奶，也是淡而无味，甚至连饮料都不太有味道，劝退
环境2星：服务员带给我们去的是小包厢，3桌人，结果，用餐的1个小时内，连我桌在内两桌的抽烟机失灵了，整个小房间全是烟，身上全是味道，虽然很快来修好了，但是不是很过分，很夸张！！！
服务中规中矩，虽然也知道小小的评论改变不了什么，权做教训和记录
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-22 22:50                            
                            ","
                            还没有吃完，一个短发女的就叫人把锅和碳给拿走了，肉虽然吃完了，但是还有汤，菜，锅里的蛋都还有一大半没有吃完，我朋友还在吃，你们直接拿走，这样礼貌吗？就算后面有客人在等，可以催促一下，也不应该直接碳 锅 蛋全拿走啊。带了好多朋友来吃过，以后不会再来了。差
                            

		                            收起评价


"
"
                                洋葱蒸黑豆粉
                                ","
2024-01-17 17:10                            
                            ","
吃了很多次肉本家，但是感觉一次比一次难吃，肉感觉像是冷冻刚出来一样，不管咋烤都不太好吃，不过炸鸡还行	                        "
"
                                星河mm
                                ","
2023-12-13 10:59                            
                            ","
                            在杭州风很大的肉本家，里面有很多的韩剧同款美食，昨天是第一次去，就点了一个烤肉拼盘。里面有一种厚切牛肉条，差不多有一半是牛肉筋根本嚼不了…薄的五花肉还可以，但就是普通烤肉的味道，既然是烤肉店，为啥烤肉会切这么难吃的部分，还是它本来就难吃、难啃？
不过比起烤肉小吃就味道好一点了，海鲜炸酱面和米肠都不错。不过昨天点的鸡爪催了三四次，过了半小时我们都快吃饱了才上菜，只能打包回去了…
                            

		                            收起评价


"
"
                                朗达只想打牌
                                ","
2023-10-28 18:16                            
                            ","
菜品不错，服务员是真心低能，听不懂顾客需求建议去后厨扫地 "
"
                                匿名用户
                                ","
2023-10-23 21:04                            
                            ","
                            「肉本家M8韩牛」吃起来有种粉粉的口感 不知道为什么  而且炭火不够 导致烤出来比较柴，还剩一没吃「济州岛黑猪五花肉（厚切）」猪五花一个女服务员帮忙烤的 烤肉动作非常随意!!!!一个猪五花一直翻来覆去的，还一只手按在桌边倚靠着桌子上，然后更迷惑得行为，烤着烤着说炭火温度不够把肉加起来烟筒往下一拉堆在烤盘上，过一会把烟筒拉起来直接又把肉放上去了！不能理解 那个烟筒盖那么脏全是油直接怼到烤盘上又接着烤肉，最后那一块猪五花一口没动，「超满足牛肉拌饭」饭挺好吃得，光盘还点了一个猪排一个蔬菜拼盘，和一个糯米肠，这个一般般，其他得还可以吧 总结如上，over 对了最开始得那一份生菜还有一股臭味
                            

		                            收起评价


"
