用户名,时间,评论
"
                                匿名用户
                                ","
2024-01-17 08:10                            
                            ","
                            工作日晚上八点多过来，已经不用排队了，也是一家想吃很久的必吃榜店了，连锁好几家，但味道应该差不多吧。店员服务态度很好，会主动问需不需要帮忙烤肉，烤肉翻身取出和烤盘更换也都很及时，烤的时候会询问需要几分熟，赞噢～烤肉味道还不错，惊艳不至于，但肉质还可以，不算差的，是让我愿意来第二次的店。
                            

		                            收起评价


"
"
                                幕幕发光时
                                ","
2024-01-28 19:58                            
                            ","
                            味道和肉质肯定是烤肉里面很可以的一家了，因为属于大众消费，不管是肉的口感还是说价格，都是很不错的。这家是我一直以来一个人都会来吃的烤肉，馋肉的时候就想到他家的。带朋友来吃也都说很赞，服务员小哥比较熟 也有送过饮料什么的 谢谢你
服务也很好 这里的小哥小姐姐都很有活力
                            

		                            收起评价


"
"
                                知谦睿智的小曼
                                ","
2024-01-05 17:26                            
                            ","
                            过生日和朋友一起来的，虽然是高峰期，但是也很快排到了，期间小姐姐一直问我们需不需要茶水和小零食餐厅环境干净整洁，服务员热情周到。每一份肉肉都很好吃，也很新鲜，是服务员代烤，省力省心价格实惠，味道超赞，绝对值得一试。餐厅氛围温馨浪漫，我们这次是几个朋友聚餐，也挺适合情侣约会的。下次还会来！
                            

		                            收起评价


"
"
                                dandan7309
                                ","
2024-02-07 12:14                            
                            ","
                            点了个套餐加了两个菜。牛舌还是不错的。对烤肉其实不是太喜欢，所以吃吃就御牛道和厚贞还可以，这个品类本身不会给我很惊艳的感觉。本身还不错，就是服务感觉有点奇怪。说不好吧，也都很好，态度温柔、还主动来烤肉换盘子都挺积极的。说服务还吧，忙来忙去外面好多人排队，吃完的桌子也不及时收拾及时叫号，是不是经理回家过年了，服务员给我一种没有主心骨的感觉。
                            

		                            收起评价


"
"
                                ckczzj
                                ","
2023-12-28 18:13                            
                            ","
                            这家日式烤肉店的体验相当不错。特别推荐他们的牛小排、牛舌和五花肉，牛舌切得薄而均匀，烤制后外皮微焦，内部保持嫩滑，味道鲜美。五花肉则是肥瘦相间，烤熟后肉质鲜嫩，搭配店家自制的酱汁，味道更佳。店内的服务也相当周到，服务员会主动询问需不需要帮忙烤肉，烤肉的熟度偏好，并及时提供帮助。环境方面，店铺装修简约现代，桌椅舒适，整体给人一种干净、整洁的感觉。
                            

		                            收起评价


"
"
                                不是吃货
                                ","
2024-01-16 23:51                            
                            ","
日式烤肉真的太好吃了，比韩式烤肉好吃多了！！！自从上次吃完御牛道就念念不忘，这次来吃了厚贞，感觉也还不错，但比御牛道还是差了一个level，不过一分钱一分货，均消也比御牛道低很多。

「紫菜牛肉饭」很香，芝麻贼多！
「安格斯松露护心肉」个人心中的最佳菜品非常juicy。
「罐香安格斯肋条.」还不错。
「酱味牛五花」略肥，卷生菜好吃
                            

		                            收起评价


"
"
                                戴黛玳
                                ","
2024-02-26 16:00                            
                            ","
                            温泉蛋沙拉口感非常特别，是我喜欢的口味，几个牛肉都很鲜嫩，肉品质不错，可以帮烤，口感刚刚好，两种酱料也好吃，不过我更喜欢海盐黑胡椒，这些调料桌上也都有，满足了不同口感，就是拌饭一般，没吃完。中午人也不太多，服务不错
                            

		                            收起评价


"
"
                                我滴马鸭
                                ","
2024-02-26 12:47                            
                            ","
                            [薄荷]环境：
门口味道不大
烤肉的排烟炉不错

[服务铃]服务：
进门没人搭理 都忙着 
往里走一段才有服务员把我们喝住

「紫菜牛肉饭」一般
「酱汁横隔膜」尚可
「酱味牛五花」尚可
「菠萝」难吃 服务员给退了
「餐后水果」吃着像爱媛 好吃
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-26 12:45                            
                            ","
                            [薄荷]环境：很不错位置很好找
[服务铃]服务：很热情 态度也不错 会帮忙烤
「牛肉拼盘」牛肉拼盘很划算实惠 「餐后水果」哈哈哈哈这个橙子特别可爱会帮顾客切开造型「酱味横膈膜」横膈膜好吃有嚼劲「蟹柳温泉蛋沙拉.」沙拉也很鲜甜
                            

		                            收起评价


"
"
                                浅见
                                ","
2024-02-25 21:58                            
                            ","
这家烤肉店真是人间美味！肉质鲜嫩多汁，烤得恰到好处，配上独特的酱料，简直美味至极。店内环境温馨舒适，服务员态度热情周到，让人倍感亲切。推荐大家一定要来尝尝，绝对不会失望！	                        "
"
                                杭杨
                                ","
2024-02-25 19:05                            
                            ","
                            [薄荷]环境：在城西银泰4楼，浅浅排了一下队，店面不是很大
「逸品雪花牛小排v1」牛小排yyds，入口即化，物超所值
「酱味牛五花」很入味，薄切
「酱味横膈膜」很大一份，肉质很好
必吃榜，果然没让我们失望，下次必来！！这次牛舌没了，下次来必点
                            

		                            收起评价


"
"
                                你猜我懂不懂888
                                ","
2024-02-25 14:03                            
                            ","
                            [晚上吃点啥149]-推荐
[薄荷]环境:
大年初二的商场，好多店都没开，完了就选了烤肉，五点多吧，里面就我们一桌，也挺好的，全程在旁边帮烤，可以不停的吃肉，怪爽的
「厚切牛舌」必须吃牛舌，而且让帮忙烤嫩点，好吃好吃
「特厚黑毛猪五花」必须有五花肉啊，灵魂
「酱味横膈膜」有嚼劲还不错
「芝士年糕」芝士就是力量，再加年糕无敌
                            

		                            收起评价


"
"
                                麦秸
                                ","
2024-02-24 20:32                            
                            ","
价格适宜，食材不错，服务员很热情，服务超好，还有赠送餐后水果	                        "
"
                                追风
                                ","
2024-02-24 20:17                            
                            ","
                            [薄荷]环境:环境很好很宽敞。
[服务铃]服务: 服务也很周到，他们家生菜可以免费续，肉质很新鲜，也很嫩，「紫菜牛肉饭」 这个饭吃起来很香。「罐香和牛肋条」这个牛肉口感有嚼劲很香。「逸品雪花牛小排v1」下次还会再来，不会踩雷


		                            收起评价


"
"
                                dpuser_6549163153
                                ","
2024-02-24 14:01                            
                            ","
食材新鲜、质量很好，烤出来的肉质鲜嫩多汁，服务态度非常好，服务员热情周到，可以帮忙烤肉，店内的环境也非常舒适，宽敞明亮，让人吃得放松自在。	                        "
"
                                dinahfly
                                ","
2024-02-24 11:52                            
                            ","
                            每次吃烤肉都首选厚贞，离家近，而且每次都一如既往的保持了好的品质，肉的品质好，服务也很棒，可以选择自己烤，或者服务员帮忙烤，肉好吃随便烤都很香，尤其是厚慊牛舌，牛小排，隔膜肉，还有沙拉解腻鲜甜，下次牛肉拌饭也很好吃，很棒
                            

		                            收起评价


"
"
                                点小评6416217849
                                ","
2024-02-23 21:31                            
                            ","
超级好吃推荐吃烤肉哦。很嫩好吃好吃好吃好好吃好好喝	                        "
"
                                勤奋诚信呼咕鹿
                                ","
2024-02-23 17:14                            
                            ","
服务很好 肉质很新鲜 蔬菜沙拉里的菜品很多 很推荐	                        "
"
                                阅办哥
                                ","
2024-02-22 20:08                            
                            ","
                            牛表妹和他们家，我一直觉得是杭州烤肉界的天花板。他们家让我印象最深刻的就是沙拉，很新鲜，我一个人可以炫一盆。烤肉都很好，六边形战士，但是你要让我选一个特别好吃的，我挑不出来。价格稍稍有点小贵，貌似最近还涨价了。很久没有去吃了，过几天吃再吃一顿。
                            

		                            收起评价


"
"
                                甜蜜清丽嘀嘀蝌
                                ","
2024-02-21 18:54                            
                            ","
第一次来这家店吃饭，门口排了一会的队，进来以后，菜品非常nice，上菜也非常快	                        "
"
                                匿名用户
                                ","
2024-02-20 20:20                            
                            ","
                            很久以前去吃的了！都年前去的了！
位置📍
城西银泰城4楼！位置优越比较优势的是好找！
[薄荷]环境：
他们环境真的是毋庸置疑的！非常好！干净清爽又卫生！
推荐菜「厚切牛舌」「罐香和牛肋条」「牛肉拼盘」「逸品雪花牛小排」「香嫩厚裙肉」
[服务铃]服务：
服务态度也很好还送给我们餐后水果😋
                            

		                            收起评价


"
"
                                非常脆弱的荷包蛋
                                ","
2024-02-20 19:50                            
                            ","
第一次来吃 装修不错环境舒适 服务特别好 还有小姐姐帮忙烤肉 肉质细嫩鲜美 爱吃！	                        "
"
                                君君
                                ","
2024-02-20 19:09                            
                            ","
来了很多次了，烤肉很香很嫩，小姐姐烤得超级好吃，紫菜拌饭必点	                        "
"
                                能干贤明咕吱蛛
                                ","
2024-02-20 17:14                            
                            ","
服务很好可以帮烤，很热情现在不用排队，横隔膜很香推荐点！！！！	                        "
"
                                旧事
                                ","
2024-02-19 19:28                            
                            ","
                            「逸品雪花牛小排v1」味道挺好的，还能帮忙烤肉，份量不是很多
[薄荷]环境：环境也还可以，去的比较早，座位没有坐满，也没有等位，里面的人都比较年轻，统一的工作服，企业文化做的也还可以
[服务铃]服务：服务也还可以，主动➕调料，烤肉也很细致
                            

		                            收起评价


"
"
                                MHiris
                                ","
2024-02-19 19:17                            
                            ","
很好吃的日式烤肉，可以让服务员帮忙烤，几分熟都可以和服务员说，整体体验海参不错的。菜品味道也好，是会再来吃的那种	                        "
"
                                点小评9669399315
                                ","
2024-02-19 13:15                            
                            ","
挺正宗的，环境还行，服务态度非常好，还有帮烤服务，这家店的口味还可以，都来试试吧。	                        "
"
                                淀粉炸奶粉
                                ","
2024-02-18 11:52                            
                            ","
口味不错，服务周到，菜品新鲜，套餐可以吃的很饱！赞赞赞！	                        "
"
                                善睿睿智的小汤
                                ","
2024-02-17 20:05                            
                            ","
经常来吃，服务态度好，肉新鲜，口味跟我们非常符合。温泉蛋，牛五花，横膈膜都爱。	                        "
"
                                EstrellaTom
                                ","
2024-02-17 19:58                            
                            ","
                            来杭州2年半，厚贞城西银泰店的烤肉最好吃！！！而且服务超级好！！！小姐姐态度真的超超nice
2份烤肉➕紫菜牛肉粉解决2天饭，很划算！！！

真的超级推荐「厚贞日式烤肉(城西银泰店)」#烤肉
                            

		                            收起评价


"
"
                                林锦炜_175
                                ","
2024-02-17 19:51                            
                            ","
味道很不错，喜欢盐味烤肉，服务也很好，帮忙烤的肉恰到好处	                        "
"
                                _Maigre
                                ","
2024-02-17 19:51                            
                            ","
[薄荷]环境:很舒适
[服务铃]服务:很好，耐心帮烤，很好吃。
肉也很新鲜，多次来吃了。	                        "
"
                                CLARA_7508
                                ","
2024-02-17 17:40                            
                            ","
环境不错…服务员也很热情…每次烤肉都会想到这一家….「紫菜牛肉饭」「罐香和牛肋条」	                        "
"
                                麻麻酱牌虾
                                ","
2024-02-17 16:29                            
                            ","
                            来到城西银泰4楼美食街，不仅可以满足你的味蕾，还能让你的心灵得到愉悦的滋养。每一家餐厅都有着独特的装饰风格和用餐氛围，让你感受到别样的用餐体验。这家地道日式烤肉店就是重点推荐「厚切牛舌」「逸品雪花牛小排v1」「特厚黑牛牛舌﹙小份﹚」「酱味牛五花」「牛肉拼盘」
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-17 13:37                            
                            ","
                            [薄荷]环境：
还行。
[服务铃]服务：
不错的。「紫菜牛肉饭」「特厚黑牛牛舌﹙小份﹚」「牛肉拼盘」「香嫩厚裙肉」「逸品雪花牛小排v1」「酱味横膈膜」「酱味横膈膜」「蟹柳温泉蛋沙拉.」「蟹柳温泉蛋沙拉.」「果木罐腌护心肉」「果木罐腌护心肉」好吃的。
                            

		                            收起评价


"
"
                                桃屁崽长命百岁
                                ","
                                2024-02-17
  更新于2024-02-18 00:14                            
                            ","
不错，晚点去不排队，挺好吃的，下次还去	                        "
"
                                louis
                                ","
2024-02-16 20:18                            
                            ","
来过几次，服务一如既往的周到热情，菜品也可以的，推荐哦！	                        "
"
                                热干面不热
                                ","
2024-02-15 13:16                            
                            ","
                            陪老婆产检，后面来银泰随便挑了一家吃饭。总体来说还不错，服务员会询问是否要帮忙烤肉或者自己烤。
紫菜拌饭，颗粒分明，好评。横膈膜，可能我不太喜欢这个部位吧，没啥感觉，量不大。海鲜温泉蛋沙拉，更爽口，好评。
                            

		                            收起评价


"
"
                                霹雳贝贝330
                                ","
2024-02-15 12:02                            
                            ","
第N次来厚贞，肉的品质一如既往的可，值得一提的还是这家的服务积极热情！每次想到烤肉就会来刷一下~	                        "
"
                                PZC
                                ","
2024-02-14 19:47                            
                            ","
肉很新鲜很好吃 工作人员也很热情	                        "
"
                                小蒙蒙8
                                ","
2024-02-14 17:58                            
                            ","
服务态度非常好，儿子说好吃，非常非常好	                        "
"
                                wwwww
                                ","
2024-02-14 17:55                            
                            ","
肉质很鲜嫩，环境也很不错，服务很热情，价格也很合适，值得推荐	                        "
"
                                点小评0410205262
                                ","
2024-02-14 17:31                            
                            ","
味道非常好，服务很周到，强烈推荐！！！	                        "
