用户名,时间,评论
"
                                小胖妞:-)
                                ","
2023-12-18 11:26                            
                            ","
                            烧肉滋啦滋啦声
才最抚人胃～
厚切黑猪五花肉，肥瘦相间，搭配店里特色泡菜，真有韩剧那味，生菜也是超级新鲜，配肉太赞了
护心肉品质很棒，肉微微一烤，就散发浓烈的香味
让人口水直流，肉质嫩超级美味。
超满足牛肉拌饭，超多牛肉、蔬菜、酱汁和软糯的米饭拌在一起，特别合适，吃到底下有锅巴
还点了份超多肉类拼盘，6个人，太撑了。
                            

		                            收起评价


"
"
                                土豆公主
                                ","
2024-02-15 15:21                            
                            ","
                            太火爆的店，除了第一次吃的时候排队排到天荒地老以外，其余几次都是特意赶在非饭点时刻来
「济州岛黑猪五花肉（厚切）」
招牌，肉质好，五花美
「泡菜炒五花肉」「辣炒鸡爪」「辣酱炒芝士年糕」
不出错的韩式风味，酱汁够辣够粘稠，裹满每道菜很满足
「南瓜粥」
只有肉本家供应的可以称得上是南瓜粥，因为它比所有韩料店供应的凉南瓜汁都良心，温度够热，甜度够甜，我喝了一碗又一碗
「西瓜冰沙」
美丽，不好吃
—希望肉本家出几个良心团购套餐哈哈哈
                            

		                            收起评价


"
"
                                王.在路上
                                ","
2024-02-05 15:40                            
                            ","
                            [薄荷]环境:
古色古香的气息，位置很好找，人是真多，学生还是有钱，更何况是浙大。

[服务铃]服务:
重点说一下服务，很不错，不像海底捞那样有些冲动的感觉，是恰到好处的举动，帮我们烤肉，拿剪刀剪肉，其实，不需要太过于的服务，不卑不亢，热爱这份工作，拿自己应得的薪水，就很好。
「南瓜粥」免费的，你确定不来几碗？？我反正嘎嘎喝，关键是好喝。
「济州岛黑猪五花肉（厚切）」不太建议，时间太久，口感一般。
「功夫冷面」正宗的吉林延边冷面的感觉，酸甜口，嘎嘎好吃。
打卡送了个胸针，还是不错滴
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-22 16:04                            
                            ","
                            肉本家除了难等没毛病，相信应该已经是不少人的共识了
这次特别尝试了「拌生牛肉」，我直接爱上！酸甜可口，非常丝滑～当然不爱生食的小伙伴还是要慎重考虑哈哈哈。同桌的朋友还是没忍住烤了几条，虽然员工小姐姐不是很推荐烤，但也意外得蛮好吃。
                            

		                            收起评价


"
"
                                睿临西溪
                                ","
2024-02-02 21:23                            
                            ","
                            孩子中午放假，和班里两个同学聚餐，选了这家烤肉，第一次来，体验还不错。首先店内非常大，可容纳很多人，昨天打电话说不能预约，还好一位妈妈先来占位置，我晚到10分钟，已经要排队了。点了店里的招牌，烤肉组合一盘、肥牛两盘、牛排一盘、五花肉一盘、炸鸡、皮冻、五花肉石锅拌饭、鸡爪、田螺肉等。五花肉两大块，比较厚，要烤熟了才剪得开，怎么说呢，烤熟就有点老了，觉得一般吧，肥牛是真心不错，容易熟，很香。烤肉组合猪颈肉和肥牛片还不错，别的也是有有点咬不烂，炸鸡很喜欢，配着有点酸的蘸酱很解腻。鸡爪是无骨的、甜辣口味，还行吧，不是很喜欢甜口。皮冻口感好，蘸酱也是有点甜，不喜欢，沾着烤肉的蘸料吃还不错，总体还行吧，没有预期那么好。
                            

		                            收起评价


"
"
                                爱喝奶茶的嘟嘟
                                ","
2024-01-24 13:09                            
                            ","
                            下午是四点开始营业，我们三点五十几到的，成为第二桌拿号的，所以一开门就到我们啦
[服务铃]服务：全程帮我们烤肉🍖服务超好的，就是可以烤慢点，因为烤的太快吃得有点太赶了
[薄荷]环境：第一次吃的时候没发现店铺这么大，里面还有非常多位置，很复古的装修，但是很干净
「南瓜粥」送的这个很好喝！
「醇香芝士蛋卷」必点，口感滑嫩
「辣酱炒芝士年糕」吃多了有点辣（来自不太会吃辣的人的评价）
几个肉都不错可以轮着尝尝
「安格斯牛肋条」「超厚五花肉」「护心肉」「雪花肥牛薄片」
「猪颈肉」猪颈肉本人觉得对比以上稍微逊色
「夏日西瓜绵绵冰」推荐必点冰沙！口感丰富奶味香，西瓜也很甜
推荐肉本家～
                            

		                            收起评价


"
"
                                我是一条鱼
                                ","
2024-02-06 15:11                            
                            ","
                            刷到无数次 路过几次都被排队给劝退了
这次正好办好事情下午三四点不是排队的点终于吃上了
确实蛮好吃的烤肉 但是不要点多不然任何烤肉吃到后面我就腻了
炸鸡点了双拼一个人一个也还有多 我不想吃辣的 下次想吃蜂蜜奶酪味炸鸡
紫菜包饭六块钱一大碗性价比很高
大酱汤是所有里面最辣的 爱吃辣的吃吧
春日炸酱面偏甜口还是很韩式的那种 主食太多了不赶快吃容易坨掉 
南瓜粥甜甜的免费续
还会再吃的 果然性价比高的店容易长久
                            

		                            收起评价


"
"
                                Seven
                                ","
2024-01-28 14:47                            
                            ","
                            先说结论：心目中杭州烤肉第一名！！！
每次路过都很多人，终于下午四点多就过去吃晚饭不用排队，但也都做的满满的，环境很温馨
食材很好，不是普通的冷冻肉合成肉，无限续的生菜也都很新鲜。
口味：小吃的蓝莓土豆泥很细腻，蓝莓酱也很好吃，南瓜汤稍微有些稠，肉烤出来都很香，特别是猪颈肉，牛肉奶香奶香的，配上大蒜青辣椒包上生菜绝了，冷面口味也相当正宗，很开胃，这个拌饭没有石锅拌饭好吃，芝士玉米粒再甜一些就好了，重点说一下他家的炸鸡！！！比外面的炸鸡店都好吃，都给我点！
                            

		                            收起评价


"
"
                                柴郡
                                ","
                                2024-01-25
  更新于2024-01-26 12:11                            
                            ","
                            [薄荷]环境：第四次来了以前没写评论，的确很不错每次体验都非常好，环境就是复古的怀旧韩式风格装修。

[服务铃]服务：服务随叫随到，服务态度也很好。
「南瓜粥」无限供应，不很甜微微甜，很好吃可以吃好几碗。「小菜」小菜里面的土豆泥也是无限的甜甜的蓝莓酱。「蜂蜜奶酪味炸鸡」炸鸡半份就够吃，正常炸鸡店水平好吃的可以点。「无骨鸡爪」鸡爪好吃，微微辣闭眼点。「韩国烤肉」烤肉拼盘冠军组合点一个就足够了。
                            

		                            收起评价


"
"
                                gy
                                ","
2024-02-01 16:51                            
                            ","
                            一直想来吃一直没时间，这次终于吃上啦，不负预期，下次还来～

[薄荷]环境：
下午 4 点多到店，以为会没什么人，没想到几乎已经坐满的状态，还好来早了！再晚肯定要排队！

[服务铃]服务：
主动加酱料，主动送小菜，就都很周到。
「南瓜粥」好喝，可是喝之前炫了杯奶茶，就有点顶哈哈哈。
「雪花肥牛薄片」选了原味的，好像 45才9 片，单价其实不便宜。赶上御牛道了。
「NIUNIU特选上等牛小排」味道不错
「仁川海鲜葱饼」
「釜山海鲜鱼饼汤锅」3 大串鱼饼，加一点海鲜，蛮好吃的。

这次胃没准备好，他们家主食和小吃很多，每个看上去都很好吃！想挨个试试


		                            收起评价


"
"
                                时光
                                ","
2024-01-26 13:59                            
                            ","
                            打电话不接受预订，但是每天晚上六点过后可以在美味不用等公众号上进行排队。
毕竟是杭州总店嘛，店内非常的大，装修也是非常的好，特别有韩国街头的风味。
烤肉的话，换盘很及时，也可以让对方帮忙烤。
小菜可以无限续，包括生菜也可以额外让他帮忙上大蒜和青椒。
还可以，线上使用优惠券！
                            

		                            收起评价


"
"
                                onlyxiaokate
                                ","
2024-01-12 08:29                            
                            ","
                            [薄荷]环境：
自从搬新店以来，空间大了不少，每10m就有一位引导员，确实不一样，各个区块装潢也各有特色，我们选择最里面的84桌，宽敞6人桌

[服务铃]服务：
不断添置南瓜粥，土豆泥，锅蛋，很不错！
「南瓜粥」里面一定加了糖，希望可以不那么甜
「超满足牛肉拌饭」味道不错，吃到最后变成了锅巴依然有味儿
「济州岛黑猪五花肉（厚切）」有嚼劲，多亏了烤肉技能很棒的队友
「雪花肥牛薄片」滋滋，肥牛果然肥
「蒜香酱油炸鸡(半份)」欧，好辣，不辣星人吃了一个就败下阵来
「小菜」
「蘸料」我用了液体酱料
                            

		                            收起评价


"
"
                                我叫卢辣辣
                                ","
2024-01-26 15:24                            
                            ","
                            每个星期都会吃一次的店铺 排队是真的有点久
这次没有吃烤肉，点了很多小吃和主食
小吃里的当之无愧的第一名🥇每次必点的「泡菜饼」还是泡菜饼，真的无敌巨好吃，泡菜的酸辣超级无敌巨解腻，一个人都能吃一整份的那种。
每次必点的还有素菜拌饭「国民mix盆拌饭」在加一点自制的泡菜可以炫2碗，看起来平平无奇，每次都是光盘
猪脚和鸡脚还有泡面的第一次点，辣度比辣炒鸡脚能接受一点，煮的很烂也很入味，嗦一下就脱骨了
「辣酱炒芝士年糕」这个也是第一次点有点翻车，是芝士夹心年糕，不是芝士+年糕，口感一般
「海鲜鱼饼汤」每次必点之一
还有一个米汁宝藏饮品
                            

		                            收起评价


"
"
                                小糯要上幼儿园
                                ","
2024-01-30 23:15                            
                            ","
                            [薄荷]环境：是杭州最早的一家肉本家 来吃过很多次了 我愿称之为韩式烤肉天花板

[服务铃]服务：服务热情周到

「肉类拼盘」：不知道吃什么就选一个烤肉拼盘吧什么都有 嘎嘎炫饱 肉真的超级新鲜

「超满足牛肉拌饭」：烤肉拌饭相对来说就中规中矩一点啊 啦

「泡菜饼」：泡菜饼真都是很好吃呢

「醇香芝士蛋卷」：芝士味超级浓 鸡蛋也很厚实

肉本家的泡菜真的是跟别人家的不一样 说不上来哪里不一样 就是很好吃！ 可以一直续！ 每次都dei炫个好几盘
                            

		                            收起评价


"
"
                                晓公子是只蟹
                                ","
2024-02-22 21:50                            
                            ","
                            服务很好 
孕妇会给小靠枕
7年前就点这家的外卖了
当时来送外卖的是个很帅的韩国小哥
因为真的很好次 点了很多次
后面成家立业 离得远了就没来过了
这次来店里吃 感觉还是那个味道
最喜欢海鲜饼 鲜香
大酱汤 葱太多了 我不太爱吃葱 下次来点泡菜汤
肉都很新鲜 看出来都很用心
餐具也是很干净
                            

		                            收起评价


"
"
                                我想吃霸王餐
                                ","
2024-02-26 18:59                            
                            ","
                            这家店很火爆，味道很好，食材也很新鲜，而且量很大，而且也很好吃。济州岛黑猪五花真的蛮香的，甚至比我在济州岛吃的还好吃？济州岛的猪更肥黑毛更多些(捂脸)。店里很有氛围，吃的气氛很好
体验非常好，价格公道，下次还会再来的.^◡^.
                            

		                            收起评价


"
"
                                好狗好狗真棒
                                ","
2024-02-26 18:13                            
                            ","
                            不用多说了，浙大学生没有谁不喜欢吃肉本家吧，寝室聚餐/社团团建的不二之选！烤肉的话基本点拼盘，可以一次吃到多种肉，性价比upup！另外特别特别推荐肉本家的酱油炸鸡，肉质鲜美酱料均匀，完全可以列入杭州炸鸡top3啊…可惜没有外卖。除此以外提醒大家，南瓜粥和土豆泥都可以无限续杯嗷！
                            

		                            收起评价


"
"
                                angge
                                ","
2024-02-26 16:08                            
                            ","
                            这家店在紫金港校区的东门口，现在南门开了很多人反而不知道怎么去东门了。店里的种类是真丰富，肉的品质也不错，就是逛吃肉有点太干太柴了，烤肉也不能烤太久。烤肉还是要少吃的。三坝这边是美食圣地啊，这么多好的店
                            

		                            收起评价


"
"
                                塔塔Jettie
                                ","
2024-02-26 15:56                            
                            ","
                            每次想吃烤肉的时候第一时间就会想去肉本家
价格很亲民，东西也不错
只是排队真的太长了，每次去都要等个2个小时才能吃上饭
所以我觉得
这里“好吃”的原因可能还跟“太饿了”有关吧哈哈
ps.他家的泡菜和萝卜很好吃，每次都要续上好几次～
                            

		                            收起评价


"
"
                                Aa呀
                                ","
2024-02-26 15:46                            
                            ","
吃过了好多次，真心好吃😋每次去排队了好多人哈哈哈喜欢😘	                        "
"
                                俊德善良的小伟
                                ","
2024-02-26 15:22                            
                            ","
                            肉本家烤肉是杭州老牌网红店了，之前开在堕落街转角过去那条街上的时候就经常去吃，南瓜粥和鸡蛋还有泡菜都是无限加的，招牌五花肉肉质肥嫩，用剪刀剪成小块，考得焦香，非常好吃，还有雪花冰也很不错，炸鸡酥脆，下次还会选择～
                            

		                            收起评价


"
"
                                丝瓜烤植物油
                                ","
2024-02-26 15:14                            
                            ","
                            [薄荷]环境: 很有韩剧情调的装修，店内卫生很好

[服务铃]服务:服务员很积极，上南瓜粥小泡菜之类的都很快
「友丽双拼炸鸡」「南瓜粥」「辣炒鸡爪」「芝士鸡蛋烧」肉的话来一个拼盘就够两三个人吃的了，炸鸡和辣炒鱿鱼很好吃 冷面的评价是正宗，但确实不符合我的口味哈
                            

		                            收起评价


"
"
                                FF
                                ","
2024-02-26 14:55                            
                            ","
每次去浙大那边，必吃肉本家！无脑冲！性价比高，炸鸡烤肉都很出色，就是每次来都要排队，哈哈哈，美中不足「南瓜粥」好喝，奶香十足「超满足牛肉拌饭」拌饭+烤肉，这是什么神仙搭配！泡菜也很解腻，嘎嘎炫不停，赞	                        "
"
                                高尚有趣呼嘘猴
                                ","
2024-02-26 14:32                            
                            ","
                            在杭州必吃的烤肉店吧，很火，但是口味很值得！就是建议提前取号，不然可能要排队等超长时间（当然运气好的话等久了可以抽个大菜
「南瓜粥」经典，好喝，我狂续
「济州岛黑猪五花肉（厚切）」五花肉就要吃厚切！建议高薪聘请我去烤肉，我烤得贼好！
「泡菜饼」包烤肉吃一绝！
                            

		                            收起评价


"
"
                                马鹿
                                ","
2024-02-26 13:36                            
                            ","
                            生意太火爆了吧，17:20过去排队还等了40多分钟才吃上，等位的人是真的多
「醇香芝士蛋卷」软软嫩嫩的，口感很好
「辣炒鱿鱼」好吃，辣味可以接受，吃到后面在一大堆菜里找鱿鱼哈哈哈
「超满足牛肉拌饭」让服务员帮忙拌好了，和其他家的拌饭差不多
                            

		                            收起评价


"
"
                                zzz
                                ","
2024-02-26 12:32                            
                            ","
服务5分，烤肉炸鸡5分，避雷香辣鱿鱼2分，环境3.5分	                        "
"
                                卡冰诺
                                ","
2024-02-26 12:16                            
                            ","
                            烤肉最爱还是肉本家，等了快两个小时！有新增一些菜品，很辣很好吃
[薄荷]环境:
人一样的多，要早点去排队
[服务铃]服务:
服务还是一级棒的，免费南瓜粥是最爱「南瓜粥」「辣炒鸡爪」「蜂蜜奶酪味炸鸡」炸鸡无敌！「夏日西瓜绵绵冰」
                            

		                            收起评价


"
"
                                夜游神&#39;
                                ","
2024-02-26 11:16                            
                            ","
就是排队太久了，其他都是 yyds	                        "
"
                                匿名用户
                                ","
2024-02-26 11:11                            
                            ","
                            ✨店里宽敞明亮，店铺非常大，整体装修风格很韩，拍照也比较出片。服务员着装统一，上菜速度很快
 ✨南瓜粥很好喝！是免费的
✨芝士蛋卷是我最喜欢的，蛋卷很厚很嫩，要趁热吃里面芝士很多而且可以拉丝，超好吃！
第一次来吃总体来说挺好的，份量比较足，价格也实惠


		                            收起评价


"
"
                                三金小盆友
                                ","
2024-02-26 10:33                            
                            ","
                            位置：
很好找，跟着导航走就到了，店门口有停车位，如果满了还可以停园区车库

环境：
一进门一股浓厚的韩式风格扑面而来，整个食客区没有什么烟雾，应该是抽烟机的功劳

味道：
「济州岛黑猪五花肉」首推厚切五花肉，我们四个人点了两份，先整块烤，待两年金黄再用剪刀剪成条状，裹上生菜，吃起来肥而不腻
「南瓜粥」这个不多说了，毕竟免费，味道很不错，入口细腻
「石锅拌饭」一份够3-4个人吃，中规中矩

服务：
据说是可以提供代烤服务，可能当时店里人多，没照顾得过来，我们是自己动手的
                            

		                            收起评价


"
"
                                rou8759
                                ","
2024-02-26 10:17                            
                            ","
                            好久没吃韩国烤肉了，去吃了一下在我心目中排名第二位的肉本家，他现在总店搬到了紫金港，浙大东门斜对面，店面都大了很多，11点50过来就有很多人排对了，他家的的烤肉还是这个味道，没有变，菜的款式比以前都了好多，最爱烤猪皮，就是猪皮老是爆油不太好。
                            

		                            收起评价


"
"
                                爱吃美食的枫玄将
                                ","
2024-02-25 19:57                            
                            ","
                            每天爆满，非常火爆，如果当天餐点去的话需要排队排队排队许…内外环境都非常不错，很有韩式风情，食材新鲜，南瓜粥给100分，而且可以无限续，点赞点赞，就餐环境舒适，空间很大，有堂食有包间，服务员小姐姐非常nice，还会不时询问是否需要帮忙…建议大家去的话提早去排队
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-25 12:38                            
                            ","
                            周五下班跑过去点的，七个人一块去的，点了一堆的东西，名字也记不清了
印象最深的是一个调味的猪肉，可惜调味猪肉是比较末尾烤的，大家都吃的比较饱了，本来想再点一份，但是吃不下了
还有一个是蟹柳飞鱼籽饭团，可以让服务员帮忙给团好了，以后全桌都可以分到，团完之后有8到9个的样子，七人餐完完全全够分
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-25 09:51                            
                            ","
                            杭州的一家连锁烤肉店就在学校门口，和女朋友一起去吃的。店里免费的南瓜粥很好喝，烤烤盘上有免费的鸡蛋羹吃，点了炸鸡味道一般，很普通，整体吃下来，感觉没有网上说的那么好吃，价格偏贵，而且不知道是不是店里很忙，没有帮烤，但是旁边的那个桌子就一直有服务员帮烤。
                            

		                            收起评价


"
"
                                嗷
                                ","
2024-02-25 00:42                            
                            ","
                            这家烤肉店氛围温馨，装饰雅致而不失现代感。服务员态度友善，服务效率高，让人感觉十分舒适。烤肉的选择多样，从传统的羊肉串到新颖的海鲜串，每样都烤得外焦里嫩，香气四溢。调料和蘸料也很讲究，能够很好地提升肉的风味。店内干净卫生，即使是在高峰时段，也维持着良好的就餐体验。价位合理，物有所值。无论是与朋友小聚还是家人外出用餐，都是一个不错的选择。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-02-24 22:00                            
                            ","
                            老网红店了，味道很不错，服务也好
这家店属于那种过段时间不吃就会想念的店
五花肉是招牌吧，每次必点，很好吃！
拌饭的味道也很不错，每次也是必点一份。
鸡爪的话吃一次可能不会第二次，不是特别软烂，啃的我腮帮子疼


		                            收起评价


"
"
                                揪衣服
                                ","
2024-02-24 21:53                            
                            ","
这家味道真心不错，免费的土豆泥和粥味道也在线
烤肉量大味美，其次是炸鸡也好吃，和平时外卖吃到的味道完全不同，吃下第一口就震惊到我了 再配上店家配的蘸酱更好吃了。	                        "
"
                                抽筋的胃
                                ","
2024-02-24 21:29                            
                            ","
                            杭州排队王❗️❗️❗️
不想排队的友友，请一定一定三点半来，娶个号。等四点准点叫号的时候，能赶上第一批进去。我们大概吃了一个小时，推算下来，如果不是第一批进去，至少要等一个小时☝🏻
「南瓜粥」两碗打底，嘻嘻😬
「浪漫豆腐汤」冬天来一碗豆腐汤，绝绝子，一点点辣，好好喝


		                            收起评价


"
"
                                FirisyFernanda
                                ","
2024-02-24 17:47                            
                            ","
                            最爱的烤肉店，实惠且味道非常不错，一个学期可以吃四五次，每每学习压力过大，便会过来放肆吃一餐。
「功夫冷面」当油腻的烤肉下肚之后，吃上一口清香的冷面，感觉非常不错。份量非常大，两个人基本上无法吃完
「友丽双拼炸鸡」这个炸鸡味道可以说是最好，甜辣口味的酱汁很好地综合了鸡翅的油腻。
                            

		                            收起评价


"
"
                                信仁独特的小鲁
                                ","
2024-02-23 22:08                            
                            ","
                            第一次吃肉本家是公司团建，排队很久才吃上，不过发现排队是值得的，因为很好吃，干净卫生，韩式烤肉。种类齐全，最主要的是价格亲民。所以人才这么多。肉本家是我在杭州吃过最多的美食，明天准备在吃一次。已经推荐给我的朋友了。
                            

		                            收起评价


"
"
                                猪猪酱要吃遍全世界
                                ","
2024-02-23 21:58                            
                            ","
                            [薄荷]环境：干净整洁
[服务铃]服务：热情周到
「南瓜粥」超好喝！连喝三碗
「济州岛黑猪五花肉（厚切）」「安格斯牛肋条」「护心肉」「超厚五花肉」「功夫冷面」「济州岛黑猪五花肉」「辣白菜」「首尔生生米酒」「猪颈肉」
很喜欢这个🦐，调味调的很好
                            

		                            收起评价


"
"
                                缘分的眷顾
                                ","
2024-02-23 18:54                            
                            ","
                            肉很鲜美，食材新鲜，味道不错而且还有很多小吃，料理，特别是南瓜粥特别好喝，烤肉道具齐全，性价比很高，服务也不错，偶尔会有活动送小吃啥的。我非常喜欢吃烤肉，，肉本家位置非常方便，后面还会再去的，希望肉本家越做越好
                            

		                            收起评价


"
"
                                根号1
                                ","
2024-02-23 09:01                            
                            ","
                            好吃好吃好吃，重要的说三遍！！附近学生基本都会来，排队进度已经能说明一切了。真的好吃，不是高峰期去的时候，还有店员帮忙烤肉，幸运的话，还有店长代烤，只要负责吃就完事了。菜品推荐炸鸡腿，个人觉得完爆外面，生菜，蒜片还能免费续。
                            

		                            收起评价


"
"
                                小奶龙
                                ","
2024-02-22 22:15                            
                            ","
性价比确实高，南瓜粥我喜欢，6点不到到门口，门口都是排队的了，等了一会儿！	                        "
"
                                礼刚睿智的小岑
                                ","
2024-02-22 21:56                            
                            ","
                            肉本家是一家真正的肉食者天堂。无论是牛排、烤肉还是烤鸡，每一道菜肴都展现了肉类的精髓。新鲜的食材和精心的烹饪技巧让每一口都充满了诱人的香气和口感。餐厅的装修简约大气，营造出舒适的用餐氛围。服务员热情周到，为顾客提供了贴心的用餐体验。总体而言，肉本家无疑是肉食爱好者的必访之地，每一次用餐都是一次美味的肉类盛宴。
                            

		                            收起评价


"
"
                                随遇而安卿
                                ","
2024-02-22 21:41                            
                            ","
                            好久沒有來吃了，過年後，馬上迫不及待體驗一下。肉食動物的感覺。其他都沒有點，只有點肉，各種各樣的肉，烤肉就得烤的就是肉肉。。食材很新鮮，端上來都是有一點點的硬邦邦的，所以不用擔心不新鮮的問題。
服務也很不錯，服務員拿東西都很快。
有這2點就很不錯了。
                            

		                            收起评价


"
"
                                扭扭捏捏
                                ","
2024-02-22 21:39                            
                            ","
                            必点菜◇济州岛黑猪五花肉（厚切）护心肉今日新选叫草莓那个啥（哎呀是新品吧？菜品里没有选）这个不错，汽水类的。气足。然后加料看了下是新鲜草莓，不是果酱。
辣酱炒芝士年糕这个感觉一般，自己家可以做，不推荐。
推荐：济州岛黑猪五花肉（厚切）护心肉
叫点汁蒸고
                            

		                            收起评价


"
