名称,介绍,详情
高远圣工 HGY5111GLQD6 沥青洒布车,HGY5111GLQD6沥青洒布车底盘选用国内知名一汽解放底盘，动力强劲，承载能力强，操作稳定方便。,"
品牌:
高远圣工
类别:
沥青洒布车
型号:
HGY5111GLQD6
报价:
暂无
"
卡特彼勒 PM102 轮式冷铣刨机,PM102轮式冷铣刨机采用ACERT技术的CatC7发动机Cat柴油发动机该发动机通过将行业领先的电子功能、性能和可靠性与最佳的燃油效率相结合，来创造高价值。优化的功率曲线对用于铣削应用的发动机功率曲线进行了优化，以便提供最优功率，同时使发动机以最高效率持续运转。涡轮增压和空对空后冷器（ATAAC）。,"
作业宽度:
（900-2000mm）中型 
用途:

凿毛机:

驱动方式:

"
高远圣工 HGY5313TFCST 智能加粘加纤稀浆封层车,“黄金甲”荣耀系列新产品“智能加粘加稀浆封层车”是高远圣工在结合现今前沿的道路养护新技术新工艺，依托公路养护装备国家工程实验室，精心打造的一款路面养护新利器。该设备外观结构焕然一新，整体大气时尚。动力系统再次优化升级，动力更加强劲节能。设备功能强大，可以同时进行粘油喷洒和纤维微表处施工。智能化的控制系统与智慧圣工云端综合服务平台结合，可以实现远程数据传输和诊断，为客户提供全新的使用和服务体验。,"
品牌:
高远圣工
类别:
稀浆封层车
型号:
HGY5313TFCST
报价:
暂无
"
高远圣工 HGY5317TFCS6 黄金甲纤维同步碎石封层车,“黄金甲”荣耀系列全新高端智能纤维同步碎石封层车是高远圣工依据多年的道路施工与专用设备制造经验，结合现今前沿的高科技创新技术，倾心打造的又一款高科技创新产品。该产品具有大气的外观设计、精良的制造工艺、人性化的智能控制等特点，其功能得到了进一步延伸，应用更加广泛。“一机在手，同步天下”。,"
品牌:
高远圣工
类别:
同步封层车
型号:
HGY5317TFCS6
报价:
暂无
"
高远圣工 HGY5130TYH 路面养护车,HGY5130TYH路面养护车（也称沥青路面再生综合修补车）主要用来处理沥青路面的坑槽、裂缝、拥包、沉陷、啃边、松散、泛油、波浪、车辙等病害，改善路面平整度和行车舒适性。,"
品牌:
高远圣工
类别:
养护车/抢修车
型号:
HGY5130TYH
报价:
暂无
"
徐工 XLS1205 沥青洒布车,XLS系列智能型沥青洒布车是专业喷洒乳化沥青、稀释沥青、热沥青、改性沥青的高科技产品，主要用于高速公路、各等级公路和市政道路的建设及养护工程，适合不同等级路面的透层、粘结层、上下封层等沥青的洒布施工。,"
品牌:
徐工
类别:
沥青洒布车
型号:
XLS1205
报价:
暂无
"
高远圣工 手扶式铣刨机 ,该机属于表面预处理设备，可高效率去除涂层标线、混凝土浮浆。可对路面进行轻微拉毛处理，去除旧的表层，以提高粘结力，为稀浆封层和桥面防水做好表面预处理。,"
作业宽度:
（300-800mm）小型 
用途:
混凝土
凿毛机:

驱动方式:
燃油
"
徐工 XF1005 稀浆封层车,XZJ5314TFC(XF1005)微表处/稀浆封层车主要应用于新建沥青路面的功能层施工（上封层、下封层）、各等级沥青路面养护施工（稀浆封层、微表处）以及车辙修复。具有施工效率高，施工质量好，操作方便，可靠性高的特点。,"
品牌:
徐工
类别:
稀浆封层车
型号:
XF1005
报价:
暂无
"
徐工 XWF1205 纤维同步封层车,产品主要使用于基层强度良好，路面破损率低，出现普遍均匀的轻微网裂路面封层，作为磨耗层进行预防性养护，抑制裂缝继续扩延，延长路面使用寿命，或者作为旧沥青面层和与新摊铺沥青路面之间或新建路基基层与沥青面层间粘接应力吸收层，用以吸收和分散应力，预防并抑制纵向裂缝的产生，减少半刚性基层由于温度变化而产生的横向裂缝。,"
品牌:
徐工
类别:
同步封层车
型号:
XWF1205
报价:
暂无
"
美通筑机 LMZ5182TYHB 【国六】储料式路面养护车,"浙江美通筑路机械股份有限公司研制的储料式(保温料箱)沥青路面养护车，主要用于高速公路和一、二级公路以及市政道路坑槽、龟裂、沉陷、翻浆等日常病害处理,养护施工作业。","
品牌:
美通筑机
类别:
养护车/抢修车
型号:
LMZ5182TYHB
报价:
暂无
"
浙江筑马机械 ZZM5250GLQ 15m³沥青洒布车,ZZM5250GLQ15m³沥青洒布车随着施工环保要求大提高，物料供应环节管理更趣严格。大容积适合长距离运输，大作业面施工，更经济、更高效。,"
品牌:
浙江筑马机械
类别:
沥青洒布车
型号:
ZZM5250GLQ
报价:
暂无
"
徐工 XM200KII 铣刨机,徐工两米铣刨机极高的发动机功率配合发动机三转速智能控制，可实现整机铣刨效率大大提升，单边最大铣深可达450mm。,"
作业宽度:
（900-2000mm）中型 
用途:
路面
凿毛机:

驱动方式:
燃油
"
大连凯联 -美国VSS  MP-12D 稀浆封层、微表处施工设备,"VSS公司根据自己许多年来的施工经验而设计生产出了卡车安装的微表处施微表处施工设备Macropaver -12D (简称MP-12D型)，由于具有自动化程度高、产量大、操作简单实用、费用低的特点而享誉海内外。被世界各地的客户广泛地应用于高等级公路的微
表处施工。是目前世界上设计最先进、产里最大、配置最高、自动化程度最高、操作最简单的稀浆封层/微表处施工设备。","
品牌:
大连凯联
类别:
稀浆封层车
型号:
-美国VSS  MP-12D
报价:
暂无
"
威琈特 TBS350 同步碎石封层机,TBS350同步碎石封层机TBS350同步碎石封层机同步碎石封层机概述结构组成该设备由底盘（含辅车架）、沥青罐（含导热油加热系统）、组合料斗、沥青循环系统、导热油循环系统、沥青喷洒装置、碎石撒布装置、液压系统、气动系统、控制系统组成。底盘采用陕汽德龙系列产品，发动机功率300马力/1900rpm），主要功能是承载工作装置并提供工作动力。沥青罐（含导热油加热系统）。,"
品牌:
威琈特
类别:
同步封层车
型号:
TBS350
报价:
暂无
"
徐工 DXA5033TYHD6 路面养护车,整车作业半径小、机动灵活，特别适用于城市步行道的清洗养护，也可用于“城市牛皮癣”如摊点路面、小广告等的保洁作业，有效填补了中大型清洗装备留下的空白。,"
品牌:
徐工
类别:
养护车/抢修车
型号:
DXA5033TYHD6
报价:
暂无
"
大连凯联 -美国百开 BCRS-502 CRC型智能橡胶沥青洒布车（单搅龙）,BCRS-502、CRC型智能橡胶沥青洒布车（单搅龙）具有多种喷嘴可洒布各种普通沥青，撒布宽度0.3-7.3米；可喷洒＞15%的橡胶沥青， 洒布橡胶沥青：宽度0.3-4.9米。,"
品牌:
大连凯联
类别:
沥青洒布车
型号:
-美国百开 BCRS-502
报价:
暂无
"
陕建机 CM1001 铣刨机,CM1001铣刨机可以实现智能切深控制，转向与自动找平系统的灵敏度控制。,"
作业宽度:
（900-2000mm）中型 
用途:
通用
凿毛机:

驱动方式:
燃油
"
威琈特 MS9B 稀浆封层机,"　MS9B型稀浆封层机是MS9系列稀浆封层机的一种，MS9B与MS9相比，部分进口件国产化，选用优质的国内元件替代进口件，同时对一些可选件进行取舍.在保持可靠性的同时,简化了结构。MS9B主要应用在普通二、三级道路和下封层施工，但MS9B型稀浆封层机仍能进行微表处施工。MS9稀浆封层机主要占领高端市场，MS9B则主要占领中低端市场，MS9B型稀浆封层机完善了稀浆封层设备的产品线，为养护设备市场的扩大，具有深远的意义。","
品牌:
威琈特
类别:
稀浆封层车
型号:
MS9B
报价:
暂无
"
欧亚机械 EA5310TFCMC6Z1 (国VI) 同步碎石封层车,EA5310TFCMC6Z1 (国VI)同步碎石封层车2004年推出第一台同步碎石封层车，90%的外购件全进口配置，雷达检测车速，每1cm上传一个绝对速度信号。,"
品牌:
欧亚机械
类别:
同步封层车
型号:
EA5310TFCMC6Z1 (国VI)
报价:
暂无
"
易山重工 ESN5160TXB 滚筒式热再生综合养护车-一车多用-智能作业,ESN5160TXB滚筒式热再生综合养护车是一种多用途、低能耗、高效率的路面养护设备。具有新料拌合、冷料加热、旧料再生、高效快速修补受损路面的特点，作为新兴的养护设备，广泛应用于沥青路面坑槽、网纹、龟裂、车辙、擁包、贫油等各种病害的修复。,"
品牌:
易山重工
类别:
养护车/抢修车
型号:
ESN5160TXB
报价:
暂无
"
杭州市政 HZJ5050GLQ 沥青洒布车,HZJ5050GLQ沥青洒布车特点：高精度铜喷嘴；新型热交换器，自动温控；后喷管可升降、侧移、折叠，电子监控（可选），管路切换气动控制；。,"
品牌:
杭州市政
类别:
沥青洒布车
型号:
HZJ5050GLQ
报价:
暂无
"
柳工 CLG5100-2 铣刨机,CLG5100-2铣刨机采用高压驱动铣刨转子，更换刀头后可以铣刨沥青路面或水泥路面，全液压驱动铣刨鼓铣刨，具有过载保护功能，大幅提升铣刨效率和可靠性。,"
作业宽度:
（900-2000mm）中型 
用途:
沥青
凿毛机:

驱动方式:
燃油
"
VSS 小型 稀浆封层机,VSS 小型 稀浆封层机是VSS生产制造的稀浆封层机。,"
品牌:
VSS
类别:
稀浆封层车
型号:
小型
报价:
暂无
"
陕汽 同步封层车 ,同步封层车同步封层车是指利用同步封层车将沥青结合料的喷洒和骨料的撒布同时进行，使沥青结合料与骨料之间有最充分的接触，以达到它们之间最大限度的粘结度。用途：可用于路面的下封层、上封层施工;新旧路面加铺磨耗层施工;沥青路面的层铺法施工;沥青、碎石特殊情况下的分别洒撒布。沥青、碎石洒撒布均匀、精度高。,"
品牌:
陕汽
类别:
同步封层车
型号:
同步封层车
报价:
暂无
"
易路美 绿化 综合养护车,"绿化综合养护车
适应边坡、高枝、绿篱等自动化修剪施工，满足国内各种恶劣的工况（各种大块石头、灌木荞木混杂等），高枝修剪直径可达10CM，灌木修剪直径可达4-6公分，全自动化施工，一人操作即可，修剪速度是传统人工10-20倍。","
品牌:
易路美
类别:
养护车/抢修车
型号:
绿化
报价:
暂无
"
新友 XY5165GLQ-2型 全自动沥青洒布车,"XY5165GLQ-2型全自动沥青洒布车罐体容积大，减少往返运输成本，经济高效。外包装采用不锈钢板，美观大方，防腐耐用。采用陕汽重卡底盘，具有承载能力强、功率高、油耗低、排放低、操作稳定轻便、制动可靠等优点。驾驶室内配置高档，设有空调、环境舒适、行驶安全。根据工况的需要,通过PLC可对喷嘴进行任意设置；PLC可根据工况的变化，修正各个参数，从而准确地控制洒布量。","
品牌:
新友
类别:
沥青洒布车
型号:
XY5165GLQ-2型
报价:
暂无
"
山推 SM200M-G HD 国四铣刨机,"SM200M-G  HD铣刨机为山推最新研发的全新一代2米型铣刨机，其工作更高效、操作更智能、使用更经济、维保更便利、外观更大气。主要适用于高速公路、各等级沥青路面、机场跑道和港口码头等面层病害的大面积清除和剥离作业,以及水泥路面的拉毛。","
作业宽度:
（900-2000mm）中型 
用途:
通用
凿毛机:

驱动方式:
燃油
"
新友 ND5310TFCD 北奔稀浆封层车,新友 ND5310TFCD 北奔稀浆封层车是新友生产制造的北奔稀浆封层车。,"
品牌:
新友
类别:
稀浆封层车
型号:
ND5310TFCD
报价:
暂无
"
新友 XY5315TFC 同步碎石封层车,XY5315TFC同步碎石封层车同步碎石封层车是使施工中的沥青洒布和集料洒布在同一台设备中同一时间同步进行，将两种施工工艺有机组合在一起的智能化新型施工机械。,"
品牌:
新友
类别:
同步封层车
型号:
XY5315TFC
报价:
暂无
"
森远 AD5070TQX 公路护栏抢修车,用途：AD5070TQX公路护栏抢修车是一种简单、高效的公路两侧防撞护栏钢管立柱的专用工程作业车。具有对高速公路护栏立柱打桩、拔桩两大作业功能，能够提高施工的灵活性并缩短施工周期，广泛适用于公路护栏抢修工程。,"
品牌:
森远
类别:
养护车/抢修车
型号:
AD5070TQX
报价:
暂无
"
宜迅 YX-40 沥青洒布车,"沥青洒布机特点：

采用喷淋式喷嘴，使乳化沥青均匀的撒布在需要修补的路面上；可将小型沥青桶直接放置在机器上，作业更方便；
带刹车的后轮可在驻车时轻松固定机器，业，安全性；
配备清洗专用油箱容积20L，作业结束后，使用专用清洗油箱将输出管及喷嘴内的乳化沥青排除干净，使输出管、喷嘴保持畅通；
遇到泵体内沥青固化情况，可使用配备的油杯进行清洗，瞬间即可疏通堵塞；应用广泛，可满足客户不同需求；
根据实际作业需求选择不同容积，不同形式的容器；小型轻便，搬运更轻松，便捷。","
品牌:
宜迅
类别:
沥青洒布车
型号:
YX-40
报价:
暂无
"
戴纳派克 Dynapac PL 1000 铣刨机,DynapacPL1000DynapacPL1000是一款功能强大、操控灵活的中型铣刨机，配有一个机械驱动铣刨鼓。DynapacPL1000是四轮驱动式铣刨机，能在大中型作业现场经济有效地完成沥青和混凝土路面的铣刨作业，并且作业安全、精确和高效。功能和特点易于维护紧凑操控灵活极小的转弯半径自动开/关水系统自动开/关输料系统。,"
作业宽度:
（900-2000mm）中型 
用途:
混凝土
凿毛机:

驱动方式:
燃油
"
维特根 WM 1000 稀浆搅拌机 ,WM1000稀浆搅拌机移动式稀浆搅拌机，用于冷再生施工中水泥的无尘添加。添加过程微机控制，通过软管输送给再生机。,"
品牌:
维特根
类别:
稀浆封层车
型号:
WM 1000 稀浆搅拌机
报价:
暂无
"
河南鼎诚 HTN5315TFC 沥青纤维螺旋同步碎石封层车,沥青纤维螺旋同步碎石封层车是将沥青洒布、剪切纤维和石屑撒布同步进行，使沥青结合料、纤维、石屑之间以最快的时间充分的表面接触，达到最大限度的粘结性的专用施工设备，用于公路表面、桥面防水、下封层、面层及超粘精细抗滑保护层的碎石封层工艺。,"
品牌:
河南鼎诚
类别:
同步封层车
型号:
HTN5315TFC
报价:
暂无
"
恒润高科 HHR5160LYH3DF 高速公路路面综合养护车,恒润高科 HHR5160LYH3DF 高速公路路面综合养护车是恒润高科生产制造的高速公路路面综合养护车。,"
品牌:
恒润高科
类别:
养护车/抢修车
型号:
HHR5160LYH3DF
报价:
暂无
"
河南鼎诚 HTN5162GLQ 国五排放沥青洒布车,"HTN5162GLQ国五排放沥青洒布车该车设有独立的辅助发动机动力系统装置，确保零起步喷洒。根据喷洒量和作业宽度的需要,通过工业计算机可以对行列式喷嘴进行任何形式的组合，随机调节洒布宽度；该车采用中国一汽解放国五排放发动机底盘，具有功率高、油耗低、排放低、操作稳定轻便。","
品牌:
河南鼎诚
类别:
沥青洒布车
型号:
HTN5162GLQ
报价:
暂无
"
宝马格 BM 2000/68 CC 国四两米铣刨机,BM 2000/68 CC国四两米铣刨机标配久保田备用发动机，主发动机一旦失效，凭借备用发动机可实现紧急转场，备用发动机可执行除铣刨外所有液压操作，保养时使用备用发动机更省油。,"
作业宽度:
（2000mm以上）大型
用途:
通用
凿毛机:

驱动方式:
燃油
"
隆瑞机械 RFC40 含砂雾封层设备,RFC40含砂雾封层设备气动双隔膜泵用于喷洒设备含沙封面料。篮式过滤网减少堵塞喷嘴。车载移动式上装设计，施工转场方便。配备KOHLER汽油发动机名优空压机保证施工动力。,"
品牌:
隆瑞机械
类别:
稀浆封层车
型号:
RFC40
报价:
暂无
"
浙江筑马机械 ZZM5310TFC 沥青碎石同步封层车,浙江筑马机械 ZZM5310TFC 沥青碎石同步封层车是浙江筑马机械生产制造的沥青碎石同步封层车。,"
品牌:
浙江筑马机械
类别:
同步封层车
型号:
ZZM5310TFC
报价:
暂无
"
北方交通 KFM5163TYHRQ型 道路热再生养护车,KFM5163TYHRQ型道路热再生养护车用导热油加热保温沥青混合料，适用于不同地区全天候施工。,"
品牌:
北方交通
类别:
养护车/抢修车
型号:
KFM5163TYHRQ型
报价:
暂无
"
欣融 AAA5185GLQ 9立方智能型沥青洒布车,9立方智能型沥青洒布车采用东风D9底盘，玉柴发动机，功率大，操控性好，驾驶舒适，采用智能控制系统，PLC控制器，程序多次改进升级，实现撒布定量的精确控制，触摸屏控制，轻松实现人机对话，动、手动一键切换，适用不同操作要求,"
品牌:
欣融
类别:
沥青洒布车
型号:
AAA5185GLQ
报价:
暂无
"
镇江路机 RM1000 路面铣刨机,RM1000路面铣刨机镇江路机已经形成大、中、小型全系列铣刨机，HM系列产品包含HM2100A、HM1000和HM500三种规格，其可以用于高等级公路、机场、大型广场等路面的铣削和破碎；沥青路面油包、油浪、车辙等病害的铣平和修整；也可对沥青或水泥路面进行拉毛作业。,"
作业宽度:
（900-2000mm）中型 
用途:
路面
凿毛机:

驱动方式:

"
河南鼎诚 HTN5314TFC 纤维稀浆封层车,"HTN5314TFC纤维稀浆封层车的特点：
1、全新升级的超大料仓结构，下料顺畅不堆积，骨料输送不打滑、保障您精确的施工配合比；
2、粉料存储输送装置全面升级，输送精确、不堆积，全新比例控制，保障骨料、沥青、粉料的稳定配合比；
3、全面升级的摊铺装置，螺旋输送、调节、摊铺一气呵成；摊铺箱吊装运输快速拆卸，更具人性化。","
品牌:
河南鼎诚
类别:
稀浆封层车
型号:
HTN5314TFC
报价:
暂无
"
欣融 SLS5310TFC 沥青碎石同步封层车,"SLS5310TFC沥青碎石同步封层车采用东风天龙底盘，315马力康明斯发动机，动力强劲，驾驶舒适,根据客户需求，可以定制纤维、沥青、碎石三同步。沥青罐配置双燃烧器，罐内采用熔化炉式加热技术，加热速度快，同时采用导热油加热保温，沥青泵和外部管路都有保温，使用于喷洒各种不同型号的沥青。","
品牌:
欣融
类别:
同步封层车
型号:
SLS5310TFC
报价:
暂无
"
欣融 移动服务车 养护车/抢修车,移动服务车养护车/抢修车特色：内部空间大，可配置必需设备可配套提供电源、气源尾部配备起重尾板，设备装卸方便侧门和后门均可打开，服务方便。,"
品牌:
欣融
类别:
养护车/抢修车
型号:
移动服务车
报价:
暂无
"
骏强 JQ5162GLQ 沥青洒布车,JQ5162GLQ沥青洒布车采用工程机械专用发动机（玉柴）作为动力源、稳定可靠；加热系统采用进口柴油燃烧器，具有自动点火和温度控制功能；工业计算机可根据输入的工作参数和雷达测速仪反馈的数据自动控制喷洒量；施工结束可利用高压空气清洗，少许柴油浸泡沥青泵，方便快捷，节约能源；沥青的洒布控制既可以在驾驶室内完成，也可以在车尾的操作平台上进行控制；。,"
品牌:
骏强
类别:
沥青洒布车
型号:
JQ5162GLQ
报价:
暂无
"
宜迅 YX-350C 铣刨机,宜迅 YX-350C 铣刨机是宜迅生产制造的作业宽度为（300-800mm）小型 铣刨机。,"
作业宽度:
（300-800mm）小型 
用途:
通用
凿毛机:

驱动方式:
燃油
"
达刚控股 DGL5310TFC 微表处稀浆封层车,DGL5310TFC微表处稀浆封层车整车采用了11项技术，产品技术成熟，性能稳定、可靠，曾荣获国家重点新产品、中国工程机械年度产品TOP50应用贡献金奖等荣誉。该设备可做稀浆封层及微表处路面养护工程，亦可用于高等级路面施工中的下封层及桥面处治作业，被广泛应用于全国21个省、132条高速公路、361个施工项目和众多国家重点工程中，高品质的施工质量体现出设备极高的可靠性和稳定性，获得了用户的一致好评。,"
品牌:
达刚控股
类别:
稀浆封层车
型号:
DGL5310TFC
报价:
暂无
"
骏强 JQXTS0812 加纤沥青碎石同步封层车,JQXTS0812加纤沥青碎石同步封层车工作性能可靠、操作维护方便，性价比高；洒撒布过程中随时可对洒撒布宽度任意调节；伸缩式布料机构，采用辊筒布料，石料撒布更均匀；控制系统采用模块化设计，故障率低，维修方便快捷；超大料仓，节省运输时间及燃油，提高施工效率和效益；智能化控制洒布量，洒布量与车速实时监控，闭环控制；皮带式输送石料，方便隧道、高架桥下以及弯道施工作业；。,"
品牌:
骏强
类别:
同步封层车
型号:
JQXTS0812
报价:
暂无
"
河南鼎诚 DCLY0635 路面多功能养护车,DCLY0635路面多功能养护车DCLY0635路面多功能养护车型路面多功能养护车主要用来处理道路表面的磨阻力下降、裂缝、车辙、坑槽等病害，以提高路面的抗滑性和防水性，改善路面平整度和行车舒适性。该设备可广泛应用于普通稀浆封层、改性稀浆封层、微表处、路面坑槽修补和路面应急性铺筑等多项养护施工工艺中。,"
品牌:
河南鼎诚
类别:
养护车/抢修车
型号:
DCLY0635
报价:
暂无
"
达刚控股 12000L 智能型沥青洒布车,我公司研制的智能型沥青洒布车可用于高等级沥青路面透层、防水层、粘结层的洒布，亦可用于采用层铺法工艺的沥青路面施工。该车可洒布高粘度改性沥青、重交沥青、乳化沥青等。,"
品牌:
达刚控股
类别:
沥青洒布车
型号:
12000L
报价:
暂无
"
路霸 L-路霸QXY350C液压自行走柴油铣刨机 铣刨机,小型混凝土铣刨机又称小型铣刨机、 桥面铣刨机、地坪铣刨机或高铁梁面铣刨机；总之它是一款是集铣刨、拉毛、清洗、打磨于一体的小型多功能轻型路桥面机械；随着我国高速公路和高速铁路的建设高速发展，宜迅机械生产的小型混凝土铣刨机也越来越受到交通建设者们的认同和青睐，并广泛实用到桥面铺装、桥面拉毛。,"
作业宽度:
（300-800mm）小型 
用途:
地坪
凿毛机:

驱动方式:
燃油
"
徐工 XF1003 稀浆封层车,XF1003稀浆封层车XZJ5311TFCXF100A微表处/稀浆封层车主要应用于新建沥青路面的功能层施工（上封层、下封层）、各等级沥青路面养护施工（稀浆封层、微表处）以及车辙修复。具有施工效率高，施工质量好，操作方便，可靠性高的特点。,"
品牌:
徐工
类别:
稀浆封层车
型号:
XF1003
报价:
暂无
"
达刚控股 DGL5310TFC  -T405 沥青碎石同步封层车,我公司研制的沥青碎石同步封层车采用了十几项公司独有技术（十三项申请了保护，其中两项国际），产品性能先进，质量可靠。可用于路面的下封层、上封层施工；新旧路面加铺磨耗层施工；沥青路面的层铺法施工；沥青、碎石特殊情况下的分别洒（撒）布。,"
品牌:
达刚控股
类别:
同步封层车
型号:
DGL5310TFC  -T405
报价:
暂无
"
隆瑞机械 LYL5112TXB 沥青路面热再生修补车,LYL5112TXB沥青路面热再生修补车采用旋风式除尘装置，无尘，节能环保。采用立式强制全封闭拌合，能拌合沥青混凝土。可拌合冷料、旧料、新料、铣刨料适用范围广整车采用全液压驱动，操作简单、工作安全。沥青管道、沥青泵采用内置式，用后免清洗。设有沥青计量装置，可根据要求需要，精确计量每釜沥青用量，保证混合料的油石比。沥青容罐导热油加热设有智能自动温控装置，保障沥青的温度和沥青的质量。,"
品牌:
隆瑞机械
类别:
养护车/抢修车
型号:
LYL5112TXB
报价:
暂无
"
美通筑机 LMT5186GLQZ 【国六】智能型沥青洒布车,浙江美通筑路机械股份有限公司开发研制的智能型沥青洒布车，可用于公路施工过程中的沥青粘结层酒布作业，可洒布热沥青和乳化沥青。,"
品牌:
美通筑机
类别:
沥青洒布车
型号:
LMT5186GLQZ
报价:
暂无
"
钢利科技 G50H型铣刨机 ,G500型铣刨机性能特点1路沿平铺石铺前切边铣刨作业2水泥桥面拉毛铣边作业3沥青路面挖补铣边作业4不同宽度的铣刨鼓随地任意更换。5跟随大型铣刨机铣刨边角轻松自如。6高速公路拦水铣刨效率超高。7高速公路隆生带铣刨尽在掌中。8强劲柔和的驱动系统。9世界尖端的传动控制方式。,"
作业宽度:
（300-800mm）小型 
用途:
沥青
凿毛机:

驱动方式:
燃油
"
高远圣工 HGY5312TFCSF 纤维稀浆封层车,　HGY5312TFCS6型纤维稀浆封层车主要用来处理道路表面的摩阻力下降、裂缝、车辙等病害，以提高路面的抗滑性和防水性，改善路面平整度和行车舒适性从而达到“返老还新”的效果。该设备可广泛应用于普通稀浆封层、改性稀浆封层、微表处以及加纤稀浆封层和纤维微表处等施工工艺中。,"
品牌:
高远圣工
类别:
稀浆封层车
型号:
HGY5312TFCSF
报价:
暂无
"
