名称,介绍,详情
祥达 （XD8-15）自动式砌块成型机 砖机,祥达 （XD8-15）自动式砌块成型机 砖机是祥达生产制造的砖机。,"
品牌:
祥达
类别:
砖机
型号:
（XD8-15）自动式砌块成型机
报价:
暂无
"
南建 NJ12-15型全自动砌块成型机 砖机,NJ12-15型全自动砌块成型机砖机成型机机架：采用高强型钢及特种焊接工艺制造，极其坚固。导向柱：采用超强特种钢材制成，表面镀铬具有良好的抗扭与耐磨能力。模具压头：机电液同步驱动，同一托板制品高度误差极少，产品一致性好。布料器：采用传感与液压比例驱动技术，在摆动式布料车及拱破机构作用下，产生强制离心泄料，布料快速均匀，对薄壁多排孔制品特别有利。,"
品牌:
南建
类别:
砖机
型号:
NJ12-15型全自动砌块成型机
报价:
暂无
"
强力 QJ6-15 免烧砖机,强力 QJ6-15 免烧砖机是强力生产制造的免烧砖机。,"
品牌:
强力
类别:
砖机
型号:
QJ6-15
报价:
暂无
"
郑州天一 QTJ4-25型砌块成型机 砖机,QTJ4-25型砌块成型机砖机本机整体结构紧凑、设备合理，转动部位采用机械化装置，准确、可靠。降低劳动强度，提高生产效率。上下加压，定向振动，变频刹车，达到高密度、高强度的成型效果。一机多用，配用不同模具可生产不同形状、不同规格的砌块制品。各部分机械结构容易观察，操作简单，维修方便，不容易出现故障确保生产运转正常。,"
品牌:
郑州天一
类别:
砖机
型号:
QTJ4-25型砌块成型机
报价:
暂无
"
天沃重工 JQ6.0 加气混凝土砌块,JQ0加气混凝土砌块加气混凝土的优点：节约燃料1立方米的加气混凝土折680标砖。按照国家有关计算口径，每生产一万块标准加气混凝土，节煤0.62吨标煤或节约标准天然气477立方。如按加气混凝土年产30万立方米，可节约：30万立方米×680标砖/立方米×477立方标准天然气/万块标砖=973万立方标准天然气。,"
品牌:
天沃重工
类别:
砖机
型号:
JQ6.0
报价:
暂无
"
虎鼎机械 QT8-15 砌块成型机,QT8-15砌块成型机砖机技术特点：进口高效能液压比例系统纯正部件（更高效、节能）进口智能PLC触摸屏及纯正电气原件（自动化程度高、操作更简便）破拱式快速布料装置（对多孔砖布料特别有利、更均匀）扩展式高效振动技术（产品成型时间更短、密实度更高）高温热处理特殊工艺（模具更耐磨更坚固）。,"
品牌:
虎鼎机械
类别:
砖机
型号:
QT8-15
报价:
暂无
"
柳氏机械 LS1200型 自动码垛系统,柳氏机械 LS1200型 自动码垛系统是柳氏机械生产制造的自动码垛系统。,"
品牌:
柳氏机械
类别:
砖机
型号:
LS1200型
报价:
暂无
"
银马砖机 美洲豹2000A牌 粉煤灰砌块砖机,美洲豹2000A牌粉煤灰砌块砖机粉煤灰砌块砖机制砖工艺粉煤灰与水泥、水等科学配比混合，经过搅拌、成型主机压制、养护等工序，可以成功制成标砖、多孔砖、空心砌块、路面砖等新型建筑材料，经次布料后还可生产出彩色路面砖，满足客户的不同需求。根据产量大小选择不同型号的砌块砖机，根据投资规模可选择简易型、优化型、精选型、半自动配置、全自动配置等砌块成型机制砖生产线。粉煤灰砌块砖机的制品优点。,"
品牌:
银马砖机
类别:
砖机
型号:
美洲豹2000A牌
报价:
暂无
"
东南机械 QT10-15型水泥砖砌块成型机 ,QT10-15型水泥砖砌块成型机本机型适合大中型企业投资建立半自动、全自动生产线，实现自动化生产。简易生产线由砌块成型机组，码垛叠板机组成，技术先进，质量可靠，经济实用。适用于中型企业。半自动生产线是一种码垛叠板养护的自动生产线，技术先进，配置简洁，运行方式紧凑，可实现从投料到砌块成型，码垛全过程自动连续生产。,"
品牌:
东南机械
类别:
砖机
型号:
QT10-15型水泥砖砌块成型机
报价:
暂无
"
德科达 DK6-15B(单料)自动砌块成型机 砖机,德科达 DK6-15B(单料)自动砌块成型机 砖机是德科达生产制造的砖机。,"
品牌:
德科达
类别:
砖机
型号:
DK6-15B(单料)自动砌块成型机
报价:
暂无
"
长盛机械 QT3-28砌块成型机 砖机,长盛机械 QT3-28砌块成型机 砖机是长盛机械生产制造的砖机。,"
品牌:
长盛机械
类别:
砖机
型号:
QT3-28砌块成型机
报价:
暂无
"
宏昌 QTJ5-15型气动全自动砌块成型机 砖机,砌块成型机特点：QTJ5-15型气动全自动砌块成型机，吸取国内外不同的免烧砖机优点，并考虑了我国城乡中小型混凝土砌块机厂生产使用和维修的条件而研究开发的砖机设备。砌块成型机原料:本免烧砖机原材料可以为：水泥、石子、石渣、石沫、大沙、小河沙、河砂、粉煤灰、白灰、废砖、废瓦、能和水泥结合到一块的物料。砌块成型机适用范围:。,"
品牌:
宏昌
类别:
砖机
型号:
QTJ5-15型气动全自动砌块成型机
报价:
暂无
"
华源机械 QT4-15 自动混凝土液压砌块成型机,QT4-15自动混凝土液压砌块成型机集机、电、液于一体，并机自动循环运行工作，每个动作程序互锁，压力自动分配。布料系统采用独特的强制式破拱装置，适应不同产品的模具模腔布料，布料均匀无死角。全自动流水线作业，节省大量人工，从而保证低投入、高产出，更换模具可生产不同规格的墙砖和地砖产品。生产原料：采用碎石粉、沙子、石子、水泥、可大量添加粉煤灰、炉渣、钢渣、煤矸石、陶粒、珍珠岩等多种工业废料。,"
品牌:
华源机械
类别:
砖机
型号:
QT4-15
报价:
暂无
"
建丰机械 QT10-15 全自动砌块成型机 砖机,建丰机械 QT10-15 全自动砌块成型机 砖机是建丰机械生产制造的砖机。,"
品牌:
建丰机械
类别:
砖机
型号:
QT10-15 全自动砌块成型机
报价:
暂无
"
福帆机械 QT12-15型砌块成型机(免烧砖机) 砖机,QT12-15型砌块成型机免烧砖机砖机主要技术特点：免烧砖机只要更换模具可生产路肩砖、路沿砖、河道砖、护坡砖、广场砖、车道砖、人行道砖、各种墙体小砌块砖、饰面砖、屋面隔热层、停车场、植草砖均可生产，一机多用，完全可满足市场上的各种需求。免烧砖制品抗压强度好，外观尺寸准，离散性小，每块砌块强度都能保证。质量完全达到《混凝土空心砌块》、《GB8239-1997》国家标准。,"
品牌:
福帆机械
类别:
砖机
型号:
QT12-15型砌块成型机(免烧砖机)
报价:
暂无
"
雄辉 XH03-25 半自动砌块成型机 砖机,雄辉 XH03-25 半自动砌块成型机 砖机是雄辉生产制造的砖机。,"
品牌:
雄辉
类别:
砖机
型号:
XH03-25 半自动砌块成型机
报价:
暂无
"
恒达 QT5-20B砌块成型机 ,QT5-20B砌块成型机设备特点：采用最新振动技术双振台，使得传振效果更加显著。往复拨叉式强制快速布料均匀。激震与液压结合，保证产品均匀的密实度。全自动控制，采用电脑PC控制，有效的使机械振动与液压的密切配合，成品率高，故障率极低。粉煤灰、炉渣、煤矸石等工业废渣均可作为原材料。,"
品牌:
恒达
类别:
砖机
型号:
QT5-20B砌块成型机
报价:
暂无
"
东方机械 JKB50-50双级真空挤出机 ,东方机械 JKB50-50双级真空挤出机 是东方机械生产制造的。,"
品牌:
东方机械
类别:
砖机
型号:
JKB50-50双级真空挤出机
报价:
暂无
"
卓越鸿昌 QT12-15砌块成型机 砖机,卓越鸿昌 QT12-15砌块成型机 砖机是卓越鸿昌生产制造的砖机。,"
品牌:
卓越鸿昌
类别:
砖机
型号:
QT12-15砌块成型机
报价:
暂无
"
三隆重工 QT12-15砌块成型机 ,QT12-15砌块成型机根据需求策划配置各种移动式/固定式混凝土、沥青搅拌车/站，承接现场安装、人员培训、售后技术支持及易损件、零配件供应。,"
品牌:
三隆重工
类别:
砖机
型号:
QT12-15砌块成型机
报价:
暂无
"
三联机械 砌块劈离机 ,三联机械 砌块劈离机 是三联机械生产制造的。,"
品牌:
三联机械
类别:
砖机
型号:
砌块劈离机
报价:
暂无
"
泉工 ZN1200C 全自动植草砖护坡砖机设备,ZN1200C全自动植草砖护坡砖机设备德国设计更高的效率、更低故障率；中国制造更低的成本、更好的服务。成就最具性价比的策尼特ZN系列，德国混凝土砌块设备制造技术，在全球遥遥领先，以严谨和简洁著称，不会过多注重“华而不实”的外观设计，而是更加注重于机械的整体性能、效率和砌块产品质量。,"
品牌:
泉工
类别:
砖机
型号:
ZN1200C
报价:
暂无
"
中材建科 ZCY-200型 多功能地砖生产线,ZCY-200型多功能地砖生产线产品特点：⊙用途广泛;⊙强度高，耐磨，抗渗性能好，施工快捷方便;⊙色泽鲜艳，品种丰富;⊙成本低，利润空间大;⊙投资小，收益大，回报快，是广大中小投资者的首选项目。设备介绍：。,"
品牌:
中材建科
类别:
砖机
型号:
ZCY-200型
报价:
暂无
"
国发 JZB全钢型节能页岩真空挤砖机 ,JZB全钢型节能页岩真空挤砖机节能页岩真空挤砖机是生产页岩实心砖、煤矸实心砖时主要的成型设备。主机变速箱齿轮特别采用合金耐磨材料一次成型铸造，有效延长使用寿命，它把上下两部分密封地串联在一起，被第一次上级搅拌挤出碎的原料，进入真空室并在真空室中被抽取泥料中的空气后再次被下级螺旋挤出而成为表面光滑且密实的泥条。,"
品牌:
国发
类别:
砖机
型号:
JZB全钢型节能页岩真空挤砖机
报价:
暂无
"
群峰机械 通道窑制砖生产线 ,通道窑制砖生产线混凝土搅拌站：由水泥仓（粉煤灰仓）、自动配料机、强制式双卧轴搅拌机、水泥称、螺旋输送机等设备组成。可根据用户设定的混凝土配比，自动完成几种骨料的配料、搅拌，并通过输送机送至成型机使用。a、自动配料机可以对到四种骨料进行称量，可根据客户需要选择不同型号的自动配料机。,"
品牌:
群峰机械
类别:
砖机
型号:
通道窑制砖生产线
报价:
暂无
"
协兴 XQY3000A液压机 ,XQY3000A液压机XQY3000A_液压机产品技术特点：机架采用框式结构、双同步导向柱，机台设计严谨、紧凑、精密，功能齐全，性能稳定。液压、电控制系统设计合理，部件均先用国内知名品牌，带压力保护装置，可确保机、电、液工作安全可靠。推拉模、升降台装置，可提高自动化程度和生产效率，降低工人劳动强度。,"
品牌:
协兴
类别:
砖机
型号:
XQY3000A液压机
报价:
暂无
"
恒兴机械 HZY2500全自动液压砌块成型制砖机 砖机,HZY2500全自动液压砌块成型制砖机砖机本产品采用独特静压成型技术，压头三缸组合，压力大且均匀，产出制品强度好，成型面积大等优点，是目前国内静压机砌块成型砖机领先品牌之选。环保节能低噪声、低电耗、高产量唯一技术三缸强压成型，制品强度好，成型面积大用途广泛可生产多孔砖、标砖、路面砖、路沿石、井盖等主要技术特点。,"
品牌:
恒兴机械
类别:
砖机
型号:
HZY2500全自动液压砌块成型制砖机
报价:
暂无
"
益鑫 QT10-15全自动混凝土砌块成型机 砖机,"QT10-15全自动混凝土砌块成型机砖机采用德国砌块机先进技术，厚重沉稳，重量超出国内同产量机型重量的30%,吸震效果显著。采用电脑控制系统，液晶触摸屏调整参数，配备数据输入、输出装置，实现人机对话。电脑控制系统具备自锁功能，上一个动作不到位，下一个动作无法执行，避免了误动作的产生，以免对机台造成损害。并可通过电话线实现远程故障诊断。机体采用厚壁方管，超长导套，保证机体牢固耐震，压头运动精确。","
品牌:
益鑫
类别:
砖机
型号:
QT10-15全自动混凝土砌块成型机
报价:
暂无
"
贝赛尔 Servolong1000 EMODEL移动式（无窑）生产线,贝赛尔SERVOLONG1000移动式全自动生产线，具有投资小、安装便捷易转场、自动化程度高等特点，极其适合固体废弃物处理、建筑垃圾资源化现场处理、大型水利工程现场产品制造等行业。该设备所生产的制品品质高、种类齐全、可完全满足施工现场及固定现场的制品需求。,"
品牌:
贝赛尔
类别:
砖机
型号:
Servolong1000
报价:
暂无
"
宏盛 HS6-15型全自动砌块成型机 砖机,宏盛 HS6-15型全自动砌块成型机 砖机是宏盛生产制造的砖机。,"
品牌:
宏盛
类别:
砖机
型号:
HS6-15型全自动砌块成型机
报价:
暂无
"
祥达 XD10-15型砌块成型机 砖机,XD10-15型砌块成型机砖机该机的设计，综合多种机型的优点，引用了多项新技术、新工艺设计思想：提高制品质量与增加产量为第一要素，在大幅度提高产量的同时制品质量也有一个飞跃。品质为先：QT-15机型每个部件的设计、每项技术的引进都经过专家多次论证，安全系数更高。设计目标：机器的设计向国际化靠拢，以高品质、耐用强、适应广、产品多样化为主导。,"
品牌:
祥达
类别:
砖机
型号:
XD10-15型砌块成型机
报价:
暂无
"
南建 NJ9-15型全自动砌块成型机 砖机,NJ9-15型全自动砌块成型机砖机成型机机架：采用高强型钢及特种焊接工艺制造，极其坚固。导向柱：采用超强特种钢材制成，表面镀铬具有良好的抗扭与耐磨能力。模具压头：机电液同步驱动，同一托板制品高度误差极少，产品一致性好。布料器：采用传感与液压比例驱动技术，在摆动式布料车及拱破机构作用下，产生强制离心泄料，布料快速均匀，对薄壁多排孔制品特别有利。,"
品牌:
南建
类别:
砖机
型号:
NJ9-15型全自动砌块成型机
报价:
暂无
"
强力 空心 砖机,河南强力小型空心砖机采用上下振动和加压装置，生产出的免烧砖密实度高，强度大，该空心砖机操作方便，生产率高，投资少见效快，是小规模客户免烧砖生产的理想设备。,"
品牌:
强力
类别:
砖机
型号:
空心
报价:
暂无
"
郑州天一 QTJ4-26型砌块成型机 砖机,QTJ4-26型砌块成型机砖机QTJ4-26型砌块成型机砖机是借鉴欧洲先进的台震生产工艺，以较小的功率实现较强的振动效果，使各原料能有效的流填密集，且上模震动加压，使生产的砌块密度均匀、强度高，其性能和产品质量可与大型设备相媲美.。,"
品牌:
郑州天一
类别:
砖机
型号:
QTJ4-26型砌块成型机
报价:
暂无
"
天沃重工 JQ4.8 加气混凝土砌块,JQ8加气混凝土砌块加气混凝土的优点：节约燃料1立方米的加气混凝土折680标砖。按照国家有关计算口径，每生产一万块标准加气混凝土，节煤0.62吨标煤或节约标准天然气477立方。如按加气混凝土年产30万立方米，可节约：30万立方米×680标砖/立方米×477立方标准天然气/万块标砖=973万立方标准天然气。,"
品牌:
天沃重工
类别:
砖机
型号:
JQ4.8
报价:
暂无
"
虎鼎机械 QT6-15 砌块成型机,QT6-15砌块成型机砖机技术特点：进口高效能液压比例系统纯正部件（更高效、节能）进口智能PLC触摸屏及纯正电气原件（自动化程度高、操作更简便）破拱式快速布料装置（对多孔砖布料特别有利、更均匀）扩展式高效振动技术（产品成型时间更短、密实度更高）高温热处理特殊工艺（模具更耐磨更坚固）。,"
品牌:
虎鼎机械
类别:
砖机
型号:
QT6-15
报价:
暂无
"
柳氏机械 LS1000A 龙门式高位码垛机,柳氏机械 LS1000A 龙门式高位码垛机是柳氏机械生产制造的龙门式高位码垛机。,"
品牌:
柳氏机械
类别:
砖机
型号:
LS1000A
报价:
暂无
"
银马砖机 超级美洲豹200B 免烧砌块砖机,超级美洲豹200B免烧砌块砖机本机拥有年产标准砌块8万立方米或小标砖4500万块的生产能力。振动系统采用本公司技术，使成型制品强度均匀、密实度好等特点。设备坚固、耐用、可靠，使用简捷方便；可实现自动操作，大大减轻了操作人员的劳动强度。各单元独立性强，有良好的调节性能，适合生产不同配比，不同类型的砌块，该机型更换模具即可生产空心砖、标准砖、彩色路面砖、路沿石等，一机多用。,"
品牌:
银马砖机
类别:
砖机
型号:
超级美洲豹200B
报价:
暂无
"
东南机械 QT8-15型水泥砖砌块成型机 ,QT8-15型水泥砖砌块成型机远程调控选配;摆动铺料，机械旋转布料，快速均匀;一体化全同步振动，振动力可调，效率高，最大激振力达12吨;技术先进，质量可靠，一机多用，可与码垛叠板机组成简易生产线，经济适用;适合中小型客户。,"
品牌:
东南机械
类别:
砖机
型号:
QT8-15型水泥砖砌块成型机
报价:
暂无
"
德科达 DK8-15E自动砌块成型机(简易生产线) 砖机,德科达 DK8-15E自动砌块成型机(简易生产线) 砖机是德科达生产制造的砖机。,"
品牌:
德科达
类别:
砖机
型号:
DK8-15E自动砌块成型机(简易生产线)
报价:
暂无
"
长盛机械 QT4-28砌块成型机 砖机,长盛机械 QT4-28砌块成型机 砖机是长盛机械生产制造的砖机。,"
品牌:
长盛机械
类别:
砖机
型号:
QT4-28砌块成型机
报价:
暂无
"
宏昌 QTJ4-26型砌块成型机 砖机,砌块成型机特点：QTJ4-26型砌块成型机是我厂吸收以往中小型砌块成型机的基础上开发的一种半自动机型，该机采用四导向柱，槽钢机架使设备更加坚固，模具及压头定位更精确的一款免烧砖机，此免烧砖机采用底模定向垂直向震动和上模加压震动，大大提高了生产效率，且生产的砌块密实度均匀、强度高。砌块成型机原料:水泥、石子、石渣、石沫、大沙、小河沙、河砂、粉煤灰、石渣、白灰、废砖、废瓦。,"
品牌:
宏昌
类别:
砖机
型号:
QTJ4-26型砌块成型机
报价:
暂无
"
华源机械 QT5-15 全自动混凝土液压砌块成型机,QT5-15全自动混凝土液压砌块成型机本机采用进口PLC电脑控制，触摸屏显示。液压系统采用进口元器件，性能更稳定，完全满足用户长时间连续工作的需求，连续生产无故障。激振力强，振分布均匀，充分满足使用不同的原料生产出合格产品的需求，制品强度更高，生产标砖和路面砖可直接码垛，为投资者节省大量的托板费用，同时有效降低噪音。,"
品牌:
华源机械
类别:
砖机
型号:
QT5-15
报价:
暂无
"
建丰机械 QT8-15 全自动砌块成型机 砖机,建丰机械 QT8-15 全自动砌块成型机 砖机是建丰机械生产制造的砖机。,"
品牌:
建丰机械
类别:
砖机
型号:
QT8-15 全自动砌块成型机
报价:
暂无
"
福帆机械 QT10-15型砌块成型机 砖机,QT10-15型砌块成型机砖机主要技术特点：免烧砖机只要更换模具可生产路肩砖、路沿砖、河道砖、护坡砖、广场砖、车道砖、人行道砖、各种墙体小砌块砖、饰面砖、屋面隔热层、停车场、植草砖均可生产，一机多用，完全可满足市场上的各种需求。免烧砖制品抗压强度好，外观尺寸准，离散性小，每块砌块强度都能保证。质量完全达到《混凝土空心砌块》、《GB8239-1997》国家标准。,"
品牌:
福帆机械
类别:
砖机
型号:
QT10-15型砌块成型机
报价:
暂无
"
雄辉 XH04-20 全自动砌块成型机 砖机,雄辉 XH04-20 全自动砌块成型机 砖机是雄辉生产制造的砖机。,"
品牌:
雄辉
类别:
砖机
型号:
XH04-20 全自动砌块成型机
报价:
暂无
"
恒达 YJ-3000型路缘石液压成型机(YJ-1500L型防撞路缘石、路面砖液压两用机) ,恒达 YJ-3000型路缘石液压成型机(YJ-1500L型防撞路缘石、路面砖液压两用机) 是恒达生产制造的。,"
品牌:
恒达
类别:
砖机
型号:
YJ-3000型路缘石液压成型机(YJ-1500L型防撞路缘石、路面砖液压两用机)
报价:
暂无
"
东方机械 JKY55-55双级真空挤出机 ,东方机械 JKY55-55双级真空挤出机 是东方机械生产制造的。,"
品牌:
东方机械
类别:
砖机
型号:
JKY55-55双级真空挤出机
报价:
暂无
"
卓越鸿昌 U8-15砌块成型机 砖机,卓越鸿昌 U8-15砌块成型机 砖机是卓越鸿昌生产制造的砖机。,"
品牌:
卓越鸿昌
类别:
砖机
型号:
U8-15砌块成型机
报价:
暂无
"
三隆重工 QT10-15砌块成型机 ,QT10-15砌块成型机根据需求策划配置各种移动式/固定式混凝土、沥青搅拌车/站，承接现场安装、人员培训、售后技术支持及易损件、零配件供应。,"
品牌:
三隆重工
类别:
砖机
型号:
QT10-15砌块成型机
报价:
暂无
"
三联机械 GL-R300 路沿石生产设备,三联机械 GL-R300 路沿石生产设备是三联机械生产制造的路沿石生产设备。,"
品牌:
三联机械
类别:
砖机
型号:
GL-R300
报价:
暂无
"
泉工 加气混凝土砌块 加气块设备,加气混凝土砌块加气块设备加气混凝土成套设备：加气混凝土成套设备是我公司结合国内外加气混凝土行业节约资源，保护环境的发展要求，引进德国先进技术和设计理念，重点开发的新型建材机械成套设备。,"
品牌:
泉工
类别:
砖机
型号:
加气混凝土砌块
报价:
暂无
"
中材建科 小型QTJ4-35I型水泥空心砖机设备 ,小型QTJ4-35I型水泥空心砖机设备一机多用，可以自由更换模具生产空心砖、多孔砖、标砖等您所需要的砖型。自动化程度高，下料、成型、导出连续完成，运行安全稳定，易于维护。性价比高，采用上下振压，产品密实度好。品质优良，是国内机械传动类优良机型。环保:生产过程中无废水、废渣、废气产生，符合环抱要求。,"
品牌:
中材建科
类别:
砖机
型号:
小型QTJ4-35I型水泥空心砖机设备
报价:
暂无
"
国发 JKB全钢系列双级真空挤出机 ,"JKB全钢系列双级真空挤出机整机主体结构全部采用全钢结构，变速箱齿轮采用合金耐磨材料一次成型铸造，坚固耐用,可利用以页岩,低塑性黏土为原料,生产半硬塑空心砖,实心砖.该机挤出压力大.真空度高,部分结构采用耐磨铸钢件,所有轴承均可直接供油,提高了整机的使用寿命.而且适应性强,节能高效,维修方便,产量高,采用气动离合器控制,灵活方便,安全可靠.。","
品牌:
国发
类别:
砖机
型号:
JKB全钢系列双级真空挤出机
报价:
暂无
"
群峰机械 YX-1100 数控全自动双向压砖机,群峰机械 YX-1100 数控全自动双向压砖机是群峰机械生产制造的数控全自动双向压砖机。,"
品牌:
群峰机械
类别:
砖机
型号:
YX-1100
报价:
暂无
"
协兴 XQY4000液压机 ,XQY4000液压机XQY4000_液压机产品技术特点：该机由4立柱，上下梁、侧框板构成龙门式机身，造型雄伟，坚固耐用。由搅拌机、皮带输送机，原料仓，料仓门构成原料供应系统，由推拉模装置，脱模装置，升降机，转运工具组成成品转运系统，自动化程序高。采用高低压双联泵液压系统加压，并由2个辅助油缸实现空行程快速运动，即节能又省时，该机装机容量公仅10.5KW，远比同类机台低。,"
品牌:
协兴
类别:
砖机
型号:
XQY4000液压机
报价:
暂无
"
恒兴机械 HZY-3000混凝土液压成型机 砖机,HZY-3000混凝土液压成型机砖机HZY-3000混凝土液压成型机砖机产品说明：HZY-3000液压砖机该型机是在双缸液压机的基础上进一步优化设计而成，采用三缸液压，在各种性能上有更大的提高：压力大而均匀，产品坚实美观，工作台面积扩大，液压速度加快，工作效率提高。通过更换模具，可用于生产水泥机砖、马路沿砖和空心砖等建筑材料。该型机每模能生产20块机砖，或生产1000x450规格以下的马路沿砖。,"
品牌:
恒兴机械
类别:
砖机
型号:
HZY-3000混凝土液压成型机
报价:
暂无
"
益鑫 QT10-15A全自动混凝土（双布料彩布） 砌块成型机,"QT10-15A全自动混凝土（双布料彩布）砌块成型机采用德国砌块机先进技术，厚重沉稳，重量超出国内同产量机型重量的30%,吸震效果显著。采用电脑控制系统，液晶触摸屏调整参数，配备数据输入、输出装置，实现人机对话。电脑控制系统具备自锁功能，上一个动作不到位，下一个动作无法执行，避免了误动作的产生，以免对机台造成损害。并可通过电话线实现远程故障诊断。机体采用厚壁方管，超长导套，保证机体牢固耐震，压头运动精确。","
品牌:
益鑫
类别:
砖机
型号:
QT10-15A全自动混凝土（双布料彩布）
报价:
暂无
"
贝赛尔 Servolong1000 U型线移动式（无窑）生产线,贝赛尔SERVOLONG1000移动式全自动生产线，具有投资小、安装便捷易转场、自动化程度高等特点，极其适合固体废弃物处理、建筑垃圾资源化现场处理、大型水利工程现场产品制造等行业。该设备所生产的制品品质高、种类齐全、可完全满足施工现场及固定现场的制品需求。,"
品牌:
贝赛尔
类别:
砖机
型号:
Servolong1000
报价:
暂无
"
宏盛 HS8-20/hs10-20 型全自动砌块成型机 砖机,宏盛 HS8-20/hs10-20 型全自动砌块成型机 砖机是宏盛生产制造的砖机。,"
品牌:
宏盛
类别:
砖机
型号:
HS8-20/hs10-20 型全自动砌块成型机
报价:
暂无
"
祥达 XD6-15型砌块成型机 砖机,祥达 XD6-15型砌块成型机 砖机是祥达生产制造的砖机。,"
品牌:
祥达
类别:
砖机
型号:
XD6-15型砌块成型机
报价:
暂无
"
