名称,介绍,详情
海伦哲 SGX5330GXFPM180型泡沫 消防车,SGX5330GXFPM180型泡沫消防车SGX5330GXFPM180型泡沫消防车消防车选用Mercedes-BenzActros3332底盘改制而成。它具有动力性能好、灭火剂容量大消防性能可靠、灭火效果佳、使用维修方便等特点。适用于全国各专业消防队或工矿、企业、港口、码头、油库等扑救油类和一般物质火灾。,"
品牌:
海伦哲
类别:
消防车
型号:
SGX5330GXFPM180型泡沫
报价:
暂无
"
东风 斯太尔水罐 消防车,东风 斯太尔水罐 消防车是东风生产制造的消防车。,"
品牌:
东风
类别:
消防车
型号:
斯太尔水罐
报价:
暂无
"
陕汽 陕汽6×6涡喷 消防车,陕汽6×6涡喷消防车涡喷消防车是将航空涡喷发动机作为喷射灭火剂的动力，产生出大流量的“气体.细水雾”射流，实现了大比表面积灭火剂的远距离、高强度的喷射，比常规消防车的灭火能力高出810倍。涡喷消防车是世界上具有高速行驶能力的喷射功率最大的喷射细水雾或复合灭火剂的消防车，已在机场和油田消防中发挥出巨大灭火威力，主要用于油田、石化工厂、天然气泵站、机场等需要快速扑灭油气大火的场所。,"
品牌:
陕汽
类别:
消防车
型号:
陕汽6×6涡喷
报价:
暂无
"
济南重汽 STEYR王系列 消防车,STEYR王系列消防车中国重汽特种车公司根据国内消防车实际需求，在技术成熟的斯太尔王底盘基础上进行适应性变更，开发出的更适合消防工作需要，更贴合用户需求的新一代四开门消防用车底盘。,"
品牌:
济南重汽
类别:
消防车
型号:
STEYR王系列
报价:
暂无
"
豪士科 PUC 泵车 ,PUC泵车亮点消防泵车匹尔斯独有的ControlZone™泵面板布局采用不锈钢管路和符合人体工学的控制装置，根据不同功能和颜色编码进行分组，确保布局合理。10年结构保修。六6种车身长度以及超过300种的不同车身配置，包括高侧、灭火帚以及低侧舱室，可自由定制。,"
品牌:
豪士科
类别:
消防车
型号:
PUC 泵车
报价:
暂无
"
海麟重工 斯太尔单桥水罐消防车 ,斯太尔单桥水罐消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
海麟重工
类别:
消防车
型号:
斯太尔单桥水罐消防车
报价:
暂无
"
程力 水罐消防车 ,水罐消防车专用功能说明：专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
程力
类别:
消防车
型号:
水罐消防车
报价:
暂无
"
湖北合力 斯太尔单桥A类泡沫消防车 ,斯太尔单桥A类泡沫消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
湖北合力
类别:
消防车
型号:
斯太尔单桥A类泡沫消防车
报价:
暂无
"
楚胜 水罐消防车-EQ1042NJ20D3 ,楚胜 水罐消防车-EQ1042NJ20D3 是楚胜生产制造的。,"
品牌:
楚胜
类别:
消防车
型号:
水罐消防车-EQ1042NJ20D3
报价:
暂无
"
楚飞 东风金霸（水罐/1.3立方） 消防车,楚飞 东风金霸（水罐/1.3立方） 消防车是楚飞生产制造的消防车。,"
品牌:
楚飞
类别:
消防车
型号:
东风金霸（水罐/1.3立方）
报价:
暂无
"
江特 江铃国四水罐消防车 ,江特 江铃国四水罐消防车 是江特生产制造的。,"
品牌:
江特
类别:
消防车
型号:
江铃国四水罐消防车
报价:
暂无
"
中联重科 ZLJ5330JXFYT30 多功能云梯消防车,ZLJ5330JXFYT30多功能云梯消防车该车以美国当今最流行的多功能云梯消防车为原形，结合国内用户的视觉和驾驶习惯，用欧洲通用底盘代替了美国专用消防车底盘，不仅保留了美国同类车型的全部作战指标优势，更符合国情实际，必将成为我国公安消防部队的主流举高消防车。主要功能如下：安全高效的高空救援功能：被困者能沿梯架通道逃生；也可用工作斗将被困者转移；自带空呼系统解决被救者的氧气需求。,"
品牌:
中联重科
类别:
消防车
型号:
ZLJ5330JXFYT30
报价:
暂无
"
徐工 JP20G1 举高喷射消防车,JP20G1高喷车是在高喷车基础上增加灭火液和泡沫装置，集大水罐车、泡沫车、举高喷射消防车三者功能于一身的多功能消防主战车辆，主要用于城镇、工矿企业等低层建筑以及石油化工企业、油罐、仓库等建筑物的火灾扑救。,"
品牌:
徐工
类别:
消防车
型号:
JP20G1
报价:
暂无
"
三一重工 SDPSC 水带敷设车,"SDPSC
水带敷设车主要用于铺设供水管线，应用于城镇、工矿企业高层建筑以及石油、化工、油罐、仓库等。水带车是采用机电液高度一体化的收理带装置，电器控制采用先进的自动安全系统，操作简便灵活，水带箱容量大，达32 立米。","
品牌:
三一重工
类别:
消防车
型号:
SDPSC
报价:
暂无
"
江麓 XYB17-Y 全地形运兵车,XYB17-Y全地形运兵车是在公司原有履带式森林消防系列车基础之上创新开发的高技术产品。该车结构为战车形式，钢制厢式结构，动力舱和驾驶室前置，载员室后置，履带式行走，6对负重轮，扭杆弹性悬挂，发动机及传动系统均为军用车辆的配置，该车具有良好的机动性，通过性，减震性和可靠性，能在山地，沙漠，沼泽，雪地，泥泞，高原等各种复杂地形中载重高速行驶，并且能在水中浮渡，顺利通过江河湖泊，因车前部装甲较厚，具有一定的破障开路功能，车内可搭载17名人员和各种工具和物资，运载能力5t以上。,"
品牌:
江麓
类别:
消防车
型号:
XYB17-Y
报价:
暂无
"
海伦哲 SGX5310GXFPM150DND泡沫 消防车,SGX5310GXFPM150DND泡沫消防车由于产品不断改进，实际提供的产品应以供货合同及技术文件为准。,"
品牌:
海伦哲
类别:
消防车
型号:
SGX5310GXFPM150DND泡沫
报价:
暂无
"
东风 五十铃双后桥 消防车,东风 五十铃双后桥 消防车是东风生产制造的消防车。,"
品牌:
东风
类别:
消防车
型号:
五十铃双后桥
报价:
暂无
"
陕汽 德龙F3000 10吨泡沫干粉联用 消防车,德龙F300010吨泡沫干粉联用泡沫-干粉联用消防车车上的装备和灭火剂是泡沫消防车和干粉消防车的组合，它既可以同时喷射不同的灭火剂，也可以单独使用。适用于扑救可燃气体、易燃液体、有机溶剂和电气设备以及一般物质火灾。整车造型美观，线条流畅，车速高、行驶机动灵活、安全敏捷。该车容载量大，加速性能好，动力储备量大。,"
品牌:
陕汽
类别:
消防车
型号:
德龙F3000 10吨泡沫干粉联用
报价:
暂无
"
豪士科 PUC 举高车 ,PUC举高车亮点3004米重型云梯短型支腿跨距仅27米最大340.19千克额定起重量（不包括设备）额定风速负载80.47千米/小时更多特点所有管路、线束、电缆均在密封轨座内部以及各节之间布设，通行区域毫无障碍。各节之间空间宽大，可为上下云梯提供充分的手部空间。可在各节云梯上选配绿色、红色、蓝色或白色LED梯蹬照明灯带。,"
品牌:
豪士科
类别:
消防车
型号:
PUC 举高车
报价:
暂无
"
程力 泡沫消防车 ,泡沫消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
程力
类别:
消防车
型号:
泡沫消防车
报价:
暂无
"
湖北合力 斯太尔单桥泡沫消防车 ,斯太尔单桥泡沫消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
湖北合力
类别:
消防车
型号:
斯太尔单桥泡沫消防车
报价:
暂无
"
楚胜 抢险救援消防车-EQ1126KJ1 ,楚胜 抢险救援消防车-EQ1126KJ1 是楚胜生产制造的。,"
品牌:
楚胜
类别:
消防车
型号:
抢险救援消防车-EQ1126KJ1
报价:
暂无
"
楚飞 重汽后双桥泡沫消防车 ,楚飞 重汽后双桥泡沫消防车 是楚飞生产制造的。,"
品牌:
楚飞
类别:
消防车
型号:
重汽后双桥泡沫消防车
报价:
暂无
"
江特 豪沃国四泡沫消防车 ,江特 豪沃国四泡沫消防车 是江特生产制造的。,"
品牌:
江特
类别:
消防车
型号:
豪沃国四泡沫消防车
报价:
暂无
"
中联重科 ZLJ5120GXFAP32型 A类泡沫消防车,ZLJ5120GXFAP32型A类泡沫消防车该车将美国成熟的A类泡沫系统与德国一流的MAN消防车底盘完美结合，主要消防性能指标达到了欧美发达国家同类产品先进水平；纯水、湿泡沫、干泡沫三种灭火方式，极大地提高了灭火效率；A类泡沫的免清洗和节水功能顺应了当今时代的环保需求；粗狂的外观造型、集成式操作和自动控制理念、全铝车身和大容量器材箱结构构成了本车的特有风格，是公安消防部队理想的新一代主战装备。主要特点如下：。,"
品牌:
中联重科
类别:
消防车
型号:
ZLJ5120GXFAP32型
报价:
暂无
"
徐工 JP42C3 举高喷射消防车,JP42C3举高喷射消防车集水罐车、泡沫车、高喷车功能于一身，配置奔驰Arocs 3343 6×4底盘，选用美国希尔CB10/100-RSD消防泵及阿密龙PLKD120ZB-3480(3480+5178+738)消防水炮，装载7500kg消防液。该车具有操作简便、动作灵活、安全可靠、实用性强等特点，是城市高层建筑及石化企业消防、保护人民生命财产安全的精良装备。,"
品牌:
徐工
类别:
消防车
型号:
JP42C3
报价:
暂无
"
三一重工 SYM5390TXFJY200 重型抢险救援消防车,三一SQ1000重型抢险救援消防车，集重型吊重、牵引、发电、照明以及移动模块化器材箱等功能于一身的多功能重型抢险救援车。主要应用于隧道低矮空间救援、高速公路救援、桥梁事故救援等；采用移动模块化器材箱，可根据事故类型配备地震救援器材箱、水域救援器材箱、危化品救援器材箱，仅需一个底盘即可搭载不同救援器材箱，实现一车多用。,"
品牌:
三一重工
类别:
消防车
型号:
SYM5390TXFJY200
报价:
暂无
"
江麓 SXD09-Y 多功能履带式森林消防车,SXD09-Y多功能履带履带式森林消防车是在公司原有履带式森林消防系列车基础之上创新开发的高技术产品。该车主要用于在森林火灾发生时，将消防人员、器材和物资快速安全地通过非道路地区送达火灾地点、进行灭火作业。该车采用了军用履带装甲车辆的技术和成熟可靠的零部件，具有：全道路通过能力和涉水功能、强大的运载能力、 快速的机动性能、开路能力和救援牵引能力。,"
品牌:
江麓
类别:
消防车
型号:
SXD09-Y
报价:
暂无
"
海伦哲 SGX5190GXFPM80SX泡沫 消防车,SGX5190GXFPM80SX泡沫消防车SGX5190GXFPM80SX型泡沫消防车选用陕汽SX1165NN461底盘改制而成。它具有动力性能好、灭火剂容量大消防性能可靠、灭火效果佳、使用维修方便等特点。适用于全国各专业消防队或工矿、企业、港口、码头、油库等扑救油类和一般物质火灾。,"
品牌:
海伦哲
类别:
消防车
型号:
SGX5190GXFPM80SX泡沫
报价:
暂无
"
东风 东风153水罐 消防车,东风 东风153水罐 消防车是东风生产制造的消防车。,"
品牌:
东风
类别:
消防车
型号:
东风153水罐
报价:
暂无
"
陕汽 德龙F3000 8吨泡沫 消防车,德龙F30008吨泡沫泡沫消防车主要装备消防水泵、水罐、泡沫液罐、泡沫混合系统、泡沫枪、炮及其他消防器材，可以独立扑救火灾。特别适用于扑救石油及其产品等油类火灾，也可以向火场供水和泡沫混合液，是石油化工企业、输油码头、机场以及城市专业消防队必备的消防车辆。,"
品牌:
陕汽
类别:
消防车
型号:
德龙F3000 8吨泡沫
报价:
暂无
"
豪士科 PUC 救援车 ,PUC救援车亮点PUC救援车直接和我们专业的工程师团队通力合作，针对您的准确救援需求，设计和开发综合解决方案。采用最先进的技术以及业界最精确的制造手段精心打造。选择一款符合您特定需求的Pierce®专业定制底盘，即可拥有救援车中的极致之选。更多特点翼子板位置的气瓶舱室带有不锈钢门。,"
品牌:
豪士科
类别:
消防车
型号:
PUC 救援车
报价:
暂无
"
程力 斯太尔单桥A类泡沫 消防车,斯太尔单桥A类泡沫消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
程力
类别:
消防车
型号:
斯太尔单桥A类泡沫
报价:
暂无
"
湖北合力 泡沫消防车 ,泡沫消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
湖北合力
类别:
消防车
型号:
泡沫消防车
报价:
暂无
"
楚胜 泡沫消防车-EQ1126KJ1 ,楚胜 泡沫消防车-EQ1126KJ1 是楚胜生产制造的。,"
品牌:
楚胜
类别:
消防车
型号:
泡沫消防车-EQ1126KJ1
报价:
暂无
"
楚飞 重汽后双桥（12.3立方） 水罐消防车,楚飞 重汽后双桥（12.3立方） 水罐消防车是楚飞生产制造的水罐消防车。,"
品牌:
楚飞
类别:
消防车
型号:
重汽后双桥（12.3立方）
报价:
暂无
"
江特 重汽豪沃后八轮国四水罐消防车 ,江特 重汽豪沃后八轮国四水罐消防车 是江特生产制造的。,"
品牌:
江特
类别:
消防车
型号:
重汽豪沃后八轮国四水罐消防车
报价:
暂无
"
中联重科 ZLF5330JXFYT68 云梯消防车,中联68米云梯消防车，是全球**高云梯消防车。车辆配备同步伸缩梯架、工作斗、滑斗、水路系统，具备高空救援和灭火能力，车辆安全可靠，操作性能优异，智能化程度高，是高空快速救援、灭火、作业的核心装备。,"
品牌:
中联重科
类别:
消防车
型号:
ZLF5330JXFYT68
报价:
暂无
"
徐工 JP62G1 举高喷射消防车,JP62G1举高喷射消防车集水罐车、泡沫车、高喷车功能于一身，主要用于城镇、工矿企业等高层建筑以及石油化工、油罐、仓库等高大建筑物的火灾扑灭。本高喷车采用进口沃尔沃FM54084R B国六底盘，选用美国希尔CB10/150-8FC消防泵及阿密龙PLKD120ZB-3480(3480+5178+738)消防水炮，配备火场监控、一键打水、远程控制等智能化装备。,"
品牌:
徐工
类别:
消防车
型号:
JP62G1
报价:
暂无
"
三一重工 SYM5320TXFDF30 水带敷设消防车,SYM5320TXFDF30 型水带敷设消防车主要用于铺设供水管线，应用于城镇、工矿企业高层建筑以及石油、化工、油罐、仓库等。水带车是采用机电液高度一体化的收理带装置，电器控制采用先进的自动安全系统，操作简便灵活，水带箱容量大，达32 立米。,"
品牌:
三一重工
类别:
消防车
型号:
SYM5320TXFDF30
报价:
暂无
"
江麓 SXD09 多功能履带式森林消防车,SXD09多功能履带式森林消防车SXD09多功能履带式森林消防车多功能履带式森林消防车是公司和武警森林指挥部在对我国南北森林地区的地形地貌、森林火灾火情、灭火理念和方法，以及现有的森林消防装备进行充分调查研究的基础上研制而成的森林专用消防车辆。该车主要用于在森林火灾发生时，将消防人员和消防器材与物资快速安全地通过非道路地区送达火灾地点，进行灭火作业。,"
品牌:
江麓
类别:
消防车
型号:
SXD09
报价:
暂无
"
海伦哲 SGX5321GXFPM170ZZ泡沫 消防车,SGX5321GXFPM170ZZ泡沫消防车本型消防车动力性能好，装载量大，外型新颖，整车品位高，作战能力强，是大中城市、干旱缺水地区理想的消防装备。由于产品的不断改进，实际提供的产品可能与样本有所不同，应以供货合同及技术文件为准。,"
品牌:
海伦哲
类别:
消防车
型号:
SGX5321GXFPM170ZZ泡沫
报价:
暂无
"
东风 东风145水罐 消防车,东风 东风145水罐 消防车是东风生产制造的消防车。,"
品牌:
东风
类别:
消防车
型号:
东风145水罐
报价:
暂无
"
陕汽 德龙F3000 8吨水罐 消防车,"德龙F30008吨水罐水罐消防车主要装备消防水泵，水罐及水枪、水炮等，适合扑救一般性火灾，是公安消防队和企事业专职消防队常备的消防车辆。本型消防车结构设计新颖，整体布局合理，具有动力性能好、灭火剂容量大消防性能可靠、灭火效果佳、使用维修方便等特点,适用于各大、中城市、郊区、城镇各种道路条件，并保证该车的高速行驶。","
品牌:
陕汽
类别:
消防车
型号:
德龙F3000 8吨水罐
报价:
暂无
"
豪士科 泵车 ,亮点消防泵车匹尔斯独有的ControlZone™泵面板布局采用不锈钢管路和符合人体工学的控制装置，根据不同功能和颜色编码进行分组，确保布局合理。10年结构保修。六6种车身长度以及超过300种的不同车身配置，包括高侧、灭火帚以及低侧舱室，可自由定制。,"
品牌:
豪士科
类别:
消防车
型号:
泵车
报价:
暂无
"
程力 五十铃单桥A类泡沫 消防车,五十铃单桥A类泡沫消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
程力
类别:
消防车
型号:
五十铃单桥A类泡沫
报价:
暂无
"
湖北合力 斯太尔后双桥泡沫消防车 ,斯太尔后双桥泡沫消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
湖北合力
类别:
消防车
型号:
斯太尔后双桥泡沫消防车
报价:
暂无
"
楚胜 水罐消防车-EQ1126KJ1 ,楚胜 水罐消防车-EQ1126KJ1 是楚胜生产制造的。,"
品牌:
楚胜
类别:
消防车
型号:
水罐消防车-EQ1126KJ1
报价:
暂无
"
江特 庆铃国四水罐消防车 ,江特 庆铃国四水罐消防车 是江特生产制造的。,"
品牌:
江特
类别:
消防车
型号:
庆铃国四水罐消防车
报价:
暂无
"
中联重科 ZLF5313JXFYT32 云梯消防车,"中联重科YT32型云梯消防车，结合国内外消防车的先进理念和消防实战创新设计而成，具备强大的灭火功能和高空救援能力，整车性能优越，快速高效，操作性、安全性及智能化控制水平处于先进水平,梯架采用特制异型高强钢以及全新结构，结构紧凑、外形协调、伸缩迅速,装备了先进智能的整车控制系统，可实现工作斗自动调平、支腿自动展开调平和回收、整车状态实时监控等智能控制,装备了高效的水路系统，采用集成式控制面板，具有流量大、压力损失小、操作方便快捷、灭火效率高等特点,21项安全保护措施做到全方位防护，保证车辆安全可靠。","
品牌:
中联重科
类别:
消防车
型号:
ZLF5313JXFYT32
报价:
暂无
"
徐工 JP72G1 举高喷射消防车,JP72G1举高喷射消防车集水罐车、泡沫车、高喷车功能于一身，主要用于城镇、工矿企业等高层建筑以及石油化工、油罐、仓库等高大建筑物的火灾扑灭。本高喷车采用进口沃尔沃FM540 84R B国六底盘，选用美国希尔CB10/150-8FC消防泵及阿密龙PLKD120ZB-3480(3480+5178+738)消防水炮，配备火场监控、一键打水、远程控制等智能化装备。,"
品牌:
徐工
类别:
消防车
型号:
JP72G1
报价:
暂无
"
三一重工 TXFBP 泵浦消防车,基于三一帕尔菲格产品随车吊，与帕尔菲格拉臂钩成熟技术，使用大马力进口底盘。实现大功率泵浦箱体模块装卸与运输。为大流量远程供水提供主动力源。纯进口主配件安全稳定可靠。全无线遥控操作吊臂与拉臂钩。操作便利。大流量供水系统。,"
品牌:
三一重工
类别:
消防车
型号:
TXFBP
报价:
暂无
"
海伦哲 SGX5310GXFPM150泡沫 消防车,SGX5310GXFPM150泡沫消防车本型消防车动力性能好，装载量大，外型新颖，整车品位高，作战能力强，是大中城市、干旱缺水地区理想的消防装备。由于产品的不断改进，实际提供的产品可能与样本有所不同，应以供货合同及技术文件为准。,"
品牌:
海伦哲
类别:
消防车
型号:
SGX5310GXFPM150泡沫
报价:
暂无
"
东风 东风小霸王水罐 消防车,东风 东风小霸王水罐 消防车是东风生产制造的消防车。,"
品牌:
东风
类别:
消防车
型号:
东风小霸王水罐
报价:
暂无
"
豪士科 救援泵车 ,救援泵车亮点救援消防泵车每一台消防泵车均根据客户的具体需求设计和制造。车身采用成型及焊接结构，排除一切不必要的重量，确保经久耐用。独有的匹尔斯下方悬吊式车身支座配备3点式减震座系统，可以有效减少传递到车身上的扭转应力和路面震动。下方悬吊式设计可以防止舱室地板在使用多年后下陷。,"
品牌:
豪士科
类别:
消防车
型号:
救援泵车
报价:
暂无
"
程力 东风天锦泡沫 消防车,东风天锦泡沫消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
程力
类别:
消防车
型号:
东风天锦泡沫
报价:
暂无
"
湖北合力 斯太尔后双桥水罐消防车 ,斯太尔后双桥水罐消防车专用部分由液罐、泵室、器材箱、动力输出及传动系统、管路系统、电气系统等组成。消防车采用双排整体式结构，视野开阔，乘员多，可乘坐6-8人；消防车可在行进中进行灭火，射程远，灭火战斗力强。选装常压消防泵、中低压消防泵、高低压消防泵。车厢采用优质钢材、高强度铝合金型材、内外蒙皮均采用波纹铝板整体制造，罐体内设计多道防波板。,"
品牌:
湖北合力
类别:
消防车
型号:
斯太尔后双桥水罐消防车
报价:
暂无
"
楚胜 干粉消防车 ,楚胜 干粉消防车 是楚胜生产制造的。,"
品牌:
楚胜
类别:
消防车
型号:
干粉消防车
报价:
暂无
"
江特 多利卡国四水罐消防车 ,江特 多利卡国四水罐消防车 是江特生产制造的。,"
品牌:
江特
类别:
消防车
型号:
多利卡国四水罐消防车
报价:
暂无
"
中联重科 ZLF5190JXFYT25 主战云梯消防车,中联牌25米主战云梯消防车，结合云梯消防车与城市主战车的特点，功能和操作性更加贴近消防实战，装备先进的压缩空气泡沫系统，并可携带多种抢险救援器材及完善的照明系统，具备强大的灭火功能和高空救援能力，特别适用于城市消防灭火救援。,"
品牌:
中联重科
类别:
消防车
型号:
ZLF5190JXFYT25
报价:
暂无
"
徐工 YT60C1 云梯消防车,"YT60C1云梯消防车是以高空救援为主，兼具消防灭火功能的中高层消防主战车辆，该车机动高效、综合救援能力强、安全可靠性高，可充分满足城市中高层建筑的消防灭火和救援作战需求。

YT60C1云梯消防车配置奔驰Arocs 3343底盘，国V排放，额定功率315kW，功率储备充分。消防系统配置希尔CB10/100-RSD水泵和美国埃尔克PSKD80-7200EXM电控消防炮，消防性能突出。整车具备工作平台救援及升降滑车救援两种模式，救援能力强。","
品牌:
徐工
类别:
消防车
型号:
YT60C1
报价:
暂无
"
