名称,介绍,详情
江淮汽车 格尔发 载货车,目前格尔发重卡国Ⅳ技术路线主要采用两种方式：电控高压共轨+SCR（欧洲路线）和电控高压共轨+EGR+DPF（美国路线）。驾驶的乐趣：格尔发窄体系列卡车拥有优异的操控性能，出入便捷的驾驶室，较低自重带来的同级别领先的载重量，舒适，高性能以及初中的燃油经济性。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
戈德霍夫 F396P 飞机牵引车,戈德霍夫 F396P 飞机牵引车是戈德霍夫生产制造的动力方式为飞机牵引车，F396P的牵引总质量(kg)为50000-70000。,"
牵引总质量(kg):
50000-70000
发动机:

动力方式:

品牌:
戈德霍夫
"
奥驰汽车 奥驰A2 中高端物流轻卡,奥驰A2中高端物流轻卡产品亮点驾驶室一次性通过正面碰撞和压顶试验，达到欧洲ECE法规要求；选装盘式制动与ABS，行使安全，标配感载比例阀，刹车不甩尾；采用博世电控高压共轨、四气门技术精确控制燃油喷射，选用EGR或SCR后处理路线轻松达到国四排放要求；轿车化内饰双色设计，倍感温馨，一体式双曲面仪表台，中控台触手可及；。,"
整车重量(t):

最大马力:

最大总质量(t):

发动机型号:

"
开瑞绿卡 绿卡T宽体 ,绿卡T宽体发动机排放达到国家4标准，油耗低，60km/h等速油耗仅需5L/100km功率高、扭矩大噪声低、可靠性高0到400米的加速时间仅26秒纯正五十铃后轿、00R16子午线轮胎、超大载货量货箱，承载性高经CAE碰撞分析，产品全面符合欧洲法规标准采用四回路保护阀，制动更安全标配发动机排气制动。,"
排量(L):
3660/3856
发动机型号:
CY4102-CE4C/YZ4DA2-40
整车重量(t):

最大输出功率(kw):

"
青岛解放 J5M 6x2 翼开启厢式车（瓦楞板）,J5M6x2满足城市物流要求，便于装卸货物；瓦楞板翼开启厢式车，车箱尺寸大，承载能力强；箱体喷丸处理、富锌底漆，淋雨密封检测，不锈、不漏。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
青岛解放
"
奥驰汽车 奥驰悦菱 物流微卡,奥驰悦菱物流微卡产品亮点新车身美观大方的流线型车身引领微卡新方向，全新灰色轿车化内饰，驾乘更舒适、更安全；新底盘大容量同步器：有效降低齿轮冲击和噪声，换挡更轻便；各挡速比优化排列：速比级差小，燃油经济性好；变速器采用优化设计：具备重量轻，换挡性能好特点；锻打工字梁前桥：有效提高承载能力；新保障多阶模态分析，优化结构，改善振动特性，可靠耐用；新动力。,"
整车重量(t):

最大马力:

最大总质量(t):

发动机型号:

"
青岛解放 虎V 4×2 专用车（服务工作站）,虎V4×2大柴四缸发动机，符合节能减排要求，更省油。200mm变截面车架纵梁，承载能力强，横向稳定性强，远优于同类车型。带取力器及控制机构，专门维修工具车。带空调，符合南方工作要求。,"
排量(L):

发动机型号:
大柴CA498E3-12
整车重量(t):

最大输出功率(kw):

"
联合卡车 轻量化牵引车 ,轻量化牵引车U460是联合卡车的旗舰车型，也是UE平台的代表之作。该车驾驶室采用4点全浮式设计、独特的骨架式优化结构，自重轻、强度高，符合欧洲ECER29法规关于正面碰撞、侧面碰撞、顶压以及前端防钻的要求。左右车门一体成型，装有防撞杆梁以及加强的门梁、超大前风窗、全视野后视镜等，是目前国内最安全的重型牵引车之一。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
联合卡车
"
江淮汽车 格尔发 牵引车,盘式制动器优点：热稳定性，水稳定性好；质量小、散热良好；制动协调时间短；易于实现间隙制动调整；制动性能进一步提升；符合危险品运输法规要求、盘式制动器在格尔发牵引车上均可选装。拉式离合器啮合平顺、传递扭矩大，离合踏板力小，压紧力不随其磨损而变小；采用大流量的转向泵，并同时加大了转向器的供油管径，使其转向操控更轻便、更可靠。气管采用螺旋管路，减震性及散热性好，避免管路炸裂。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
江淮汽车
"
江特 东风后八轮国四平板运输车 ,江特 东风后八轮国四平板运输车 是江特生产制造的最大马力为，东风后八轮国四平板运输车的排量(L)为。,"
排量(L):

发动机型号:

整车重量(t):
24.9
最大输出功率(kw):

"
大运 CGC4253（CNG牵引车） 压缩天然气牵引车,CGC4253（CNG牵引车）压缩天然气牵引车压缩天然气牵引车CGC4253，采用了6×4的驱动形式，配备了潍柴WP12系列功率为350/380马力的气体发动机，并同时装备了法士特变速箱及汉德车桥，整车匹配国内一流，另外还可享受欧式豪华驾驶室的舒适。◎欧式驾驶室。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
大运
"
徐工 XGA5310CCYD6WE G7系列8×4国六燃油载货车,徐工 XGA5310CCYD6WE G7系列8×4国六燃油载货车是徐工生产制造的最大马力为G7系列8×4国六燃油载货车，XGA5310CCYD6WE的排量(L)为。,"
排量(L):

发动机型号:
WP10.5H430E62
整车重量(t):

最大输出功率(kw):

"
东沃 DND4180KC35 牵引车,DND4180KC35牵引车安全性车顶天舱口紧急状态下的安全通道，从容应对突发事件。全视角反光镜设计合理的组合反光镜，确保驾驶员全视角无盲区，同时可选装电动加热后视镜，有效提高恶劣天气的行驶安全。典雅布局仪表盘仪表盘布局合理，大幅提高行驶的安全性。控制器和开关触手可及，高亮度、高对比度5英寸大尺寸显示屏读取信息快速轻松。舒适性高顶双卧&标准单卧。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
东沃
"
三一重工 HQC42503S1Y131F 新英才460燃情版载货车,HQC42503S1Y131F新英才460燃情版载货车具有低气耗、低自重、低价格、智能安全、长续航、高承载、高质量、舒适省心的特点。,"
排量(L):
12.94
发动机型号:
玉柴6K1346N-60
整车重量(t):
8.87
最大输出功率(kw):
339
"
北京牌 北京 牵引车,北京牌 北京 牵引车是北京牌生产制造的动力方式为牵引车，北京的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
北京牌
"
沃尔沃 FMX重卡 400马力 6X4 专用车(底盘) ,沃尔沃 FMX重卡 400马力 6X4 专用车(底盘) 是沃尔沃生产制造的最大马力为336马力以上，FMX重卡 400马力 6X4 专用车(底盘)的排量(L)为13。,"
排量(L):
13
发动机型号:
沃尔沃D13
整车重量(t):
9.5
最大输出功率(kw):
294
"
广汽日野 SH2PEUA-NUZ 牵引车,SH2PEUA-NUZ牵引车全新照明系统立体前大灯与独立雾灯以及保险杠融为一体，适度降低投射高度。前大灯照明光线更集中。照明效果更佳，大幅提升车与行人辨识性。确保夜间行车安全并减少行车疲劳。制动系统紧急刹车时，ABS防抱死刹车系统作用的方向盘仍可继续转动以控制车辆行进方向，避免轮胎打滑。选装的前盘碟刹，散热快、重量轻，高负载时耐高温性能好，制动效果稳定。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
广汽日野
"
中国重汽 HOWO轻卡小帅 载货车,"全新一代HOWO智相产品，传承HOWO轻卡收益最大化的设计理念，打造适用于城市配送、快递快运、微商物流等多场景、多领域覆盖，依靠超颜值、超盈利、更智能、更舒适的产品优势,依托国内外顶级供应链企业，打造全新一代高端小轻卡产品。","
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
龙工 LG45Q 牵引车,LG45Q牵引车科学的人机工程设计，加大操作空间，有效提高操作效率，使操作人员的疲劳强度降到最低。发动机采用日本五十铃工程机械专用的6BG1柴油机，功率储备大，噪音低，可靠性高。传动系统采用液力变矩器、湿式离合器传动，换档方便，冲击小，可靠性高。转向为全液压横置油缸转向桥，动力转向，转向操纵轻便灵活。制动为前盘后鼓四轮制动，制动性能更加安全可靠。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
龙工
"
黑豹汽车 1027汽油系列 仓栅式运输车,1027汽油系列仓栅式运输车仓栅式专用运输车，是装备有仓笼式或栅栏式结构车厢，仓笼或栅栏内按一定的距离安装有格栅，用于运输物品的仓栅式汽车。我公司仓栅式运输车车型丰富，大小吨位搭配合理，车厢在外型设计上，力求造型美观、内部结构合理、工艺先进，仓栅栏杆方便实用、安全可靠等特点，适合广大用户的中短途。,"
排量(L):

发动机型号:
HH465Q/P-A/TNN4G12
整车重量(t):

最大输出功率(kw):

"
陕汽 德龙牵引车 ,陕汽 德龙牵引车 是陕汽生产制造的动力方式为，德龙牵引车的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
陕汽
"
广汽日野 FY2PYUA-CPW 货箱车,FY2PYUA-CPW货箱车人性化驾驶室驾驶室大部分使用防锈钢板，防锈效果好，保险杠、高顶等部位使用耐久性材料，驾驶室外部美观。圆弧形前卫中控台，开关集中化设计，便于操控。人性设计空间，空间宽阔、舒适。贴心设计工具箱，容纳行车随性物品，媲美轿车的驾乘感受。缓冲式方向盘为驾驶员缓冲碰撞的冲击力，最大限度地保证驾驶员安全。减速齿总成耐磨，加工精度高，高效保证各齿轮吻合。,"
排量(L):
10.520
发动机型号:
P11C-UR
整车重量(t):
11.2
最大输出功率(kw):

"
上海振中 ZZ5164XXYG5616C1 牵引汽车,"ZZ5164XXYG5616C1牵引汽车该系列车型采用国内成熟中型车总成和零部件，匹配L2000新款驾驶室,产品具有较好的适应性、经济性及动力性,功率覆盖范围160PS190PS。主要适用于城镇货物周转及中短途运输。","
牵引总质量(kg):

发动机:

动力方式:

品牌:
上海振中
"
北京牌 旗铃 厢式车,北京牌 旗铃 厢式车是北京牌生产制造的最大马力为厢式车，旗铃的排量(L)为。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
江淮重工 QDD02 电瓶牵引车,江淮重工 QDD02 电瓶牵引车是江淮重工生产制造的动力方式为电瓶牵引车，QDD02的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
江淮重工
"
大运 风景CGC1254D4TBB（6x2） 运输车,风景CGC1254D4TBB（6x2）运输车大空间豪华驾驶室，欧式环形仪表台，操作触手可及。驾驶室采用四点悬浮技术，驾乘更舒适。大梁孔位标准化，且上翼面无铆钉方便改装。一流液压举升系统，质量更佳，举升更有力。装备玉柴集团六缸发动机，可靠性高，排放低，省油，经济，噪声低，动力强劲。动力转向，排气制动，四回路保护阀，断气刹，操纵舒适，驾乘安全。,"
排量(L):

发动机型号:
YC6J180-46/ YC6J200-46
整车重量(t):

最大输出功率(kw):

"
林德 W20 电动平板车,W20电动平板车-根据人机工程原理设计的工作平台。-林德数字控制LDC提供精确的控制。-自动制动使得操作更安全。-紧凑的车体在狭窄的环境中也能顺利工作。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
林德
"
江淮汽车 骏铃W系 载货车,骏铃W系载货车欧洲风格，威猛时尚设计。江淮底盘，科技引领、康明斯154马力，法士特变速器，造就高端中卡品质。超大的驾驶室空间，人性化内饰设计，造就轿车化享受。采用245毫米超强钢板，9吨后桥，更符合中卡运输需要。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
沈阳山河 QY65B 牵引车,沈阳山河 QY65B 牵引车是沈阳山河生产制造的动力方式为牵引车，QY65B的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
沈阳山河
"
开瑞绿卡 绿卡T中体 ,"绿卡T中体高效智能通行证：智能控制系统车身配备控制器,可实现车身电器智能控制,包括中控门锁、遥控门锁、电动车窗玻璃升降、行车自动上锁、点火锁芯照明、室内顶灯智能控制，智能设防安全可靠倒车雷达先进的倒车雷达系统,距离远、精度高、可靠性高可调式助力转向系统。","
排量(L):
3660/3856
发动机型号:
CY4102-CE4C/YZ4DA2-40
整车重量(t):

最大输出功率(kw):

"
大连叉车 S01-10 蓄电池牵引车,大连叉车 S01-10 蓄电池牵引车是大连叉车生产制造的动力方式为蓄电池牵引车，S01-10的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
大连叉车
"
青岛解放 赛龙 4×2 特种低平板运输车,"赛龙4×2大柴四缸发动机，节油、稳定性更好。1092改进铸造桥，桥壳断面116164mm,同类车型中断面最大，承受能力更强，结构成熟，社会资源丰富，备件充足。轻量化设计：少片簧，降低自重。一汽6-75变速箱，换挡轻便灵活，性能稳定，可靠性好。工字型车架，骨架更稳定，适合挖机运输车。赛龙驾驶室，四幅方向盘、环绕仪表、新型结构天窗，驾乘更舒适。","
排量(L):

发动机型号:
大柴BF4M2012-14E4
整车重量(t):
6.255
最大输出功率(kw):

"
星马汽车 HN4251H36C8BEV 纯电动牵引汽车,搭载360kW大功率电机、汉马9档AMT变速箱、配备宁德时代电池，整车在军用试验场完成续航、电耗、充电、安全、动力性、操控性、舒适性等多个维度的全面测评，并通过70万公里严苛测试，性能卓越、质量可靠，轻松胜任重载运输任务，可充分满足各种短倒业务运输需求。,"
牵引总质量(kg):
9000
发动机:

动力方式:

品牌:
星马汽车
"
江特 江南天锦国四平板运输车 ,江特 江南天锦国四平板运输车 是江特生产制造的最大马力为，江南天锦国四平板运输车的排量(L)为。,"
排量(L):

发动机型号:

整车重量(t):
12.495
最大输出功率(kw):

"
徐工 XGA5310XXYD6WE G7系列8×4国六燃油载货车,徐工 XGA5310XXYD6WE G7系列8×4国六燃油载货车是徐工生产制造的最大马力为G7系列8×4国六燃油载货车，XGA5310XXYD6WE的排量(L)为。,"
排量(L):

发动机型号:
WP10.5H430E62
整车重量(t):

最大输出功率(kw):

"
三一重工 HQC42503S1S13 新英雄旗舰版牵引车,HQC42503S1S13新英雄旗舰版牵引车,"
牵引总质量(kg):
49000
发动机:

动力方式:

品牌:
三一重工
"
三一重工 HQC1310T5GE1B 银松版430载货车,HQC1310银松版牵引车采用欧洲标准设计，安全有保障，超房车级空间设计高顶纯平地板，前后四气囊空气悬置，高原山地如履平地。,"
排量(L):
11.8
发动机型号:
康明斯X12
整车重量(t):
9.6
最大输出功率(kw):
316
"
徐工 XGA4250D6WC P5系列6×4国六牵引车,徐工 XGA4250D6WC P5系列6×4国六牵引车是徐工生产制造的动力方式为P5系列6×4国六牵引车，XGA4250D6WC的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:
WP10.5H430E62
动力方式:

品牌:
徐工
"
中国重汽 HOWO轻卡追梦 载货车,全新一代HOWO追梦产品，面向城配物流、快递快运、平台物流、微商物流等用户群体，联合国内外先进的供应商体系，打造的高性价比的中高端标卡产品。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
华菱汽车 HN4253H36C8BEV 282kWh换电版 H7新能源牵引车,华菱汽车 HN4253H36C8BEV 282kWh换电版 H7新能源牵引车是华菱汽车生产制造的动力方式为电动282kWh换电版 H7新能源牵引车，HN4253H36C8BEV的牵引总质量(kg)为12800/11500/11000。,"
牵引总质量(kg):
12800/11500/11000
发动机:

动力方式:
电动
品牌:
华菱汽车
"
