名称,介绍,详情
森源重工 YBM5045XXYBEV型纯电动厢式运输车 运输车,YBN5045XXYBEV纯电动物流车纯电动厢式运输车具有零排放、低噪音、大容量、使用成本低等特点，广泛应用于企业、物流、酒店、个体商户的集货、配货和宅配运输以及普通消费者的日常货物运输等。,"
动力方式:
电动
品牌:
森源重工
类别:
运输车
型号:
YBM5045XXYBEV型纯电动厢式运输车
"
中建机械 全吸式 扫路车,结构简单:没有液压马达旋转机构、没有扫刷和滚刷等调节机构。操纵便捷:只需要通过驾驶室内的控制面板就可方便的操作副发动机启动和熄火、风机转速升降、吸尘口升降、后门开关、箱体升降，洒水开关。,"
品牌:
中建机械
类别:
扫路车
型号:
全吸式
报价:
暂无
"
徐工 XGH5180YGC 油罐车,根据不同的用途和使用环境有多种加油或运油功能，具有吸油、泵油，多种油分装、分放等功能。,"
品牌:
徐工
类别:
油罐车
型号:
XGH5180YGC
报价:
暂无
"
雷萨重机 BJ5048XLC-F3C 冷藏车,"BJ5048XLC-F3C冷藏车副车架纵梁横梁采用高强钢材质，强度高，重量轻，厢板内外玻璃钢表面，抗冲击、耐腐蚀，不易损坏；中间阻燃硬质聚氨酯保温材料,容重≥40kg/m³，导热系数低，隔热性能好。","
动力方式:

品牌:
雷萨重机
类别:
冷藏车
型号:
BJ5048XLC-F3C
"
程力 福田欧曼小三轴化工液体运输车 ,程力 福田欧曼小三轴化工液体运输车 是程力生产制造的。,"
品牌:
程力
类别:
化工液体运输车
型号:
福田欧曼小三轴化工液体运输车
报价:
暂无
"
程力 CLW9403GYYALV铝合金运油 半挂车,程力 CLW9403GYYALV铝合金运油 半挂车是程力生产制造的半挂车。,"
品牌:
程力
类别:
液化气运输车
型号:
CLW9403GYYALV铝合金运油
报价:
暂无
"
中通汽车 ZTQ5140ZBGE1J50D 背罐车,中通汽车 ZTQ5140ZBGE1J50D 背罐车是中通汽车生产制造的背罐车。,"
品牌:
中通汽车
类别:
背罐车
型号:
ZTQ5140ZBGE1J50D
报价:
暂无
"
骏强 JQ9400GYY 运油半挂车,骏强 JQ9400GYY 运油半挂车是骏强生产制造的运油半挂车。,"
品牌:
骏强
类别:
罐式车
型号:
JQ9400GYY
报价:
暂无
"
易山重工 ESN5080ZYS 8吨压缩式垃圾车（可出租）,易山重工ESN5080ZYS全新国六8吨垃圾压缩车可出租，垃圾车有6立方垃圾箱12立方垃圾箱可供选择。主要适用于城镇居民区、社区、大型企业、老城区的桶装、袋装和散装生活垃圾的收集和转运。,"
动力方式:

品牌:
易山重工
类别:
运输车
型号:
ESN5080ZYS
"
易山重工 ESN5070TSLE6 7吨小型扫路车扫地车（厂家价，可低价出租）,“ESN5070TSLE6扫路车”在路面清扫方面具有卓越性能。该车采用知名品牌江铃二类底盘而改制的全新路面作业车，底盘排放达到国六标准。该车采用“中置四立扫+后置吸嘴”的布置方式，采用吸扫结合、湿式除尘、电液控制，液压倾翻卸料的作业方式对路面进行清扫作业，可对路面进行长时间持续清扫。,"
品牌:
易山重工
类别:
扫路车
型号:
ESN5070TSLE6
报价:
暂无
"
东风 斯太尔四轴 油罐运输车,东风 斯太尔四轴 油罐运输车是东风生产制造的油罐运输车。,"
品牌:
东风
类别:
油罐车
型号:
斯太尔四轴
报价:
暂无
"
程力 箱长9.5米 陕汽德龙前四后八冷藏车,陕汽X3000新款驾驶室，轻量化车身，潍柴发动机两款动力选择，陕齿12档变速箱。,"
动力方式:

品牌:
程力
类别:
冷藏车
型号:
箱长9.5米
"
湖北合力 解放小三轴化工液体运输车 ,湖北合力 解放小三轴化工液体运输车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
化工液体运输车
型号:
解放小三轴化工液体运输车
报价:
暂无
"
湖北合力 东风金霸液化气体运输车 ,湖北合力 东风金霸液化气体运输车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
液化气运输车
型号:
东风金霸液化气体运输车
报价:
暂无
"
骏强 JQ9400GFW 腐蚀性物品罐式运输半挂车,骏强 JQ9400GFW 腐蚀性物品罐式运输半挂车是骏强生产制造的腐蚀性物品罐式运输半挂车。,"
品牌:
骏强
类别:
罐式车
型号:
JQ9400GFW
报价:
暂无
"
楚胜 XBZ5240TPB型 平板运输车,楚胜 XBZ5240TPB型 平板运输车是楚胜生产制造的动力方式为平板运输车。,"
动力方式:

品牌:
楚胜
类别:
运输车
型号:
XBZ5240TPB型
"
路霸 LB-JBS 扫路车,采用干式或湿式分离处理型式，干式采用双级筒套筒圆滚筒筛分，将大块垃圾如破布和石子、砂子分别筛分分离出来，砂子可用作预制件或铺筑边沟用,"
品牌:
路霸
类别:
扫路车
型号:
LB-JBS
报价:
暂无
"
凌宇汽车 CLY9407GYYA 50方运油半挂车,CLY9407GYYA 50方运油半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度，　罐体材料采用国产优质铝合金板材。特别是与国内铝合金厂家合作开发的特殊型号铝合金板材可用于制造铝合金保温罐车、承压罐车，用于部分运输温度较高的介质以及设计要求等级更高的介质（如甲醇等）。,"
品牌:
凌宇汽车
类别:
油罐车
型号:
CLY9407GYYA
报价:
暂无
"
楚胜 重汽豪沃4.2米 冷藏车,重汽豪沃4.2米冷藏车箱体结构紧凑、牢固可靠、绝热性好，保温性能达到国家A级标准，符合食品运输卫生要求及药品GPS认证。车箱温度监视仪、温度调控器。,"
动力方式:

品牌:
楚胜
类别:
冷藏车
型号:
重汽豪沃4.2米
"
楚飞 东风145（15.5立方） 易燃液体罐式运输车,楚飞 东风145（15.5立方） 易燃液体罐式运输车是楚飞生产制造的易燃液体罐式运输车。,"
品牌:
楚飞
类别:
化工液体运输车
型号:
东风145（15.5立方）
报价:
暂无
"
达刚控股 整车式 液体沥青运输车,整车式液体沥青运输车选用双桥驱动底盘，柴油增压中冷发动机。,"
品牌:
达刚控股
类别:
液化气运输车
型号:
整车式
报价:
暂无
"
骏强 JQ9400GNY 鲜奶运输半挂车,骏强 JQ9400GNY 鲜奶运输半挂车是骏强生产制造的鲜奶运输半挂车。,"
品牌:
骏强
类别:
罐式车
型号:
JQ9400GNY
报价:
暂无
"
森源重工 YBM5030XXYBEV型纯电动厢式运输车 运输车,YBN5030XXYBEV纯电动物流车纯电动厢式运输车具有零排放、低噪音、大容量、使用成本低等特点，广泛应用于企业、物流、酒店、个体商户的集货、配货和宅配运输以及普通消费者的日常货物运输等。,"
动力方式:
电动
品牌:
森源重工
类别:
运输车
型号:
YBM5030XXYBEV型纯电动厢式运输车
"
易山重工 ESN5180TSL 扫路车洗扫车国六8吨18吨湿式扫路车（可出租）,易山湿式扫路车可对路面进行长时间持续清扫，清扫宽度3.5米，清扫速度3～15公里每小时，保洁速度3～20 km/h，最大清扫能力70000m2/h。易山湿式扫路车适合于城市道路路面、路沿、高架桥、广场和机场、码头、公路的保洁作业。,"
品牌:
易山重工
类别:
扫路车
型号:
ESN5180TSL
报价:
暂无
"
亚特重工 TZ5310GJYCP5 8*4重型液（油）料运输罐车,亚特重工 TZ5310GJYCP5 8*4重型液（油）料运输罐车是亚特重工生产制造的8*4重型液（油）料运输罐车。,"
品牌:
亚特重工
类别:
油罐车
型号:
TZ5310GJYCP5
报价:
暂无
"
三一重工 6.8米混动 冷藏车,采用同轴并联混动技术，智适应工况模式，C-WTVC工况节油超18%，智能回收系统，高效能量回收；功率电池，充放电倍率高，寿命长一倍电池电机电控 5 年 /20 万公里，货箱质保 1 年，先到为准。,"
动力方式:
电动
品牌:
三一重工
类别:
冷藏车
型号:
6.8米混动
"
东风 解放小三轴 化工液体运输车,解放小三轴化工液体运输车产品说明化工车：专用性能特点：塑料（聚丙烯）罐体，可盛装有一定腐蚀性的化工液体。,"
品牌:
东风
类别:
化工液体运输车
型号:
解放小三轴
报价:
暂无
"
东风 东风天龙前四后八 液化气体运输车,东风 东风天龙前四后八 液化气体运输车是东风生产制造的液化气体运输车。,"
品牌:
东风
类别:
液化气运输车
型号:
东风天龙前四后八
报价:
暂无
"
骏强 JQ5250GJB 混凝土搅拌运输车,骏强 JQ5250GJB 混凝土搅拌运输车是骏强生产制造的混凝土搅拌运输车。,"
品牌:
骏强
类别:
罐式车
型号:
JQ5250GJB
报价:
暂无
"
楚胜 SZD5258TPBE5型 平板运输车,楚胜 SZD5258TPBE5型 平板运输车是楚胜生产制造的动力方式为平板运输车。,"
动力方式:

品牌:
楚胜
类别:
运输车
型号:
SZD5258TPBE5型
"
易山重工 HZJ5160TSL 扫路车纯吸式扫路车吸尘车（可租赁）,HZJ5160TSL扫路车洁净环保干式作业，高精度过滤，无次扬尘环境适应强适用于各种易扬尘工况下的全天候、全季节清扫作业。风机寿命长风机位于只有洁净空气通过的风道末端，腐蚀、磨损小，更加经久耐用。一车多用可选配除雪铲、液压扫刷、外接手持管等，满足多种作业需求。安全保护。,"
品牌:
易山重工
类别:
扫路车
型号:
HZJ5160TSL
报价:
暂无
"
陕汽 德龙6×2 液罐运输车,德龙6×2液罐运输车具有高动力性、高可靠性、高安全性、低油耗、低重心等优点。◇罐体容积18-20方，最高车速95km/h，经济车速55-70km/h，适合在公路工况下使用。推荐配置：WP10.240发动机+9JS119变速箱+13吨MAN桥769速比牵引半挂液罐运输车具有高动力性、高可靠性、高安全性、低油耗、低重心等优点。,"
品牌:
陕汽
类别:
油罐车
型号:
德龙6×2
报价:
暂无
"
东风 QL5140XLC9QFRJ 冷藏车,QL5140XLC9QFRJ冷藏车冷藏车是用来运输冷冻或保鲜的货物的封闭式厢式运输车，是装有制冷机组的制冷装置和聚氨酯隔热厢的冷藏专用运输汽车，常用于运输冷冻食品（冷冻车），奶制品（奶品运输车）、蔬菜水果（鲜货运输车）、疫苗药品（疫苗运输车）等。,"
动力方式:

品牌:
东风
类别:
冷藏车
型号:
QL5140XLC9QFRJ
"
凌宇汽车 CLY9403GLYA 沥青运输半挂车,CLY9403GLYA沥青运输半挂车罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。罐体材质选用国内品牌厂家生产的板材，材料耐腐蚀性更优，强度更高。,"
品牌:
凌宇汽车
类别:
化工液体运输车
型号:
CLY9403GLYA
报价:
暂无
"
湖北合力 解放前四后八液化气体运输车 ,湖北合力 解放前四后八液化气体运输车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
液化气运输车
型号:
解放前四后八液化气体运输车
报价:
暂无
"
骏强 JQ5310GFL 粉粒物料运输车,骏强 JQ5310GFL 粉粒物料运输车是骏强生产制造的粉粒物料运输车。,"
品牌:
骏强
类别:
罐式车
型号:
JQ5310GFL
报价:
暂无
"
森源重工 YBM5040XXYBEV纯电动厢式运输车 运输车,YBN5040XXYBEV纯电动物流车纯电动厢式运输车具有零排放、低噪音、大容量、使用成本低等特点，广泛应用于企业、物流、酒店、个体商户的集货、配货和宅配运输以及普通消费者的日常货物运输等。,"
动力方式:
电动
品牌:
森源重工
类别:
运输车
型号:
YBM5040XXYBEV纯电动厢式运输车
"
易山重工 ESN5160TSL 扫路车清扫车重尘快扫车出租,易山重工清扫车重尘快扫车GB17691-2005国V，排量4.5L。主刷清扫与侧刷配合，清扫面积大；侧刷及主刷都有低压洒水控尘。,"
品牌:
易山重工
类别:
扫路车
型号:
ESN5160TSL
报价:
暂无
"
东正 东风福瑞卡加油车 ,东风福瑞卡加油车圆形罐体，容积3-6立方米，可装2-5吨柴油，采用4mm专用板，配电脑税控加油机，15米加油卷盘带加油枪，工作仓设罐体前部，配加油泵系统，能泵进泵出，装流量表，配输油管两根，灭火器，整车喷银灰色金属漆，反光标、危险标齐全，提供国3上牌手续，上户由需方自理。罐体为双面对接焊焊接技术一次成型，圆弧形封头，内设瓦楞式防浪板。,"
品牌:
东正
类别:
油罐车
型号:
东风福瑞卡加油车
报价:
暂无
"
森源重工 SMQ5074XLCBEV 型纯电动冷藏车,SMQ5074XLCBEV型纯电动冷藏车纯电动冷藏车具有零排放、低噪音、良好的动力性能和操作性能、充电便利、使用成本低等特点，主要应用于冷链运输。运输食品冷藏链中的各种肉类、鱼类、乳制品、豆制品、速冻食品、果蔬及超市冷饮类的冷冻、冷藏、保鲜运输。以及特定的工业需求温度运输，医用疫苗的运输等等。,"
动力方式:
电动
品牌:
森源重工
类别:
冷藏车
型号:
SMQ5074XLCBEV
"
程力 解放后双桥化工液体运输车 ,程力 解放后双桥化工液体运输车 是程力生产制造的。,"
品牌:
程力
类别:
化工液体运输车
型号:
解放后双桥化工液体运输车
报价:
暂无
"
东风 斯太尔前四后八 液化气体运输车,东风 斯太尔前四后八 液化气体运输车是东风生产制造的液化气体运输车。,"
品牌:
东风
类别:
液化气运输车
型号:
斯太尔前四后八
报价:
暂无
"
骏强 JQ5311GFL 粉粒物料运输车,骏强 JQ5311GFL 粉粒物料运输车是骏强生产制造的粉粒物料运输车。,"
品牌:
骏强
类别:
罐式车
型号:
JQ5311GFL
报价:
暂无
"
楚胜 DLQ5181TPBGD5型 平板运输车,楚胜 DLQ5181TPBGD5型 平板运输车是楚胜生产制造的动力方式为平板运输车。,"
动力方式:

品牌:
楚胜
类别:
运输车
型号:
DLQ5181TPBGD5型
"
湖北合力 跃进加油车 ,湖北合力 跃进加油车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
油罐车
型号:
跃进加油车
报价:
暂无
"
楚飞 国四跃进（4.2米) 冷藏车,楚飞 国四跃进（4.2米) 冷藏车是楚飞生产制造的动力方式为冷藏车。,"
动力方式:

品牌:
楚飞
类别:
冷藏车
型号:
国四跃进（4.2米)
"
湖北合力 东风金霸化工液体运输车 ,湖北合力 东风金霸化工液体运输车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
化工液体运输车
型号:
东风金霸化工液体运输车
报价:
暂无
"
湖北合力 东风天龙前四后八液化气体运输车 ,湖北合力 东风天龙前四后八液化气体运输车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
液化气运输车
型号:
东风天龙前四后八液化气体运输车
报价:
暂无
"
骏强 JQ5319GFL 粉粒物料运输车,骏强 JQ5319GFL 粉粒物料运输车是骏强生产制造的粉粒物料运输车。,"
品牌:
骏强
类别:
罐式车
型号:
JQ5319GFL
报价:
暂无
"
森源重工 SMQ5070XYKBEV 型纯电动翼开启厢式车,SMQ5070XYKBEV型纯电动翼开启厢式车纯电动厢式运输车具有零排放、低噪音、大容量、使用成本低等特点，广泛应用于企业、物流、酒店、个体商户的集货、配货和宅配运输以及普通消费者的日常货物运输等。,"
动力方式:
电动
品牌:
森源重工
类别:
运输车
型号:
SMQ5070XYKBEV
"
楚飞 东风153（7.49立方） 加油车,楚飞 东风153（7.49立方） 加油车是楚飞生产制造的加油车。,"
品牌:
楚飞
类别:
油罐车
型号:
东风153（7.49立方）
报价:
暂无
"
黑豹汽车 1027系列冷藏车 ,1027系列冷藏车采用1036DF5TV底盘，装配485发动机，动力强劲。主要用于海鲜、药品、冷冻食品、生猪、鲜肉、电子原件等中短途运输，鲜肉运输可加装轨道及挂钩。该产品填补微小卡产品空白。采用新乡华泰制冷机组，温度调节范围在-15℃-18℃。箱体材料采用玻璃钢及负压保温板发泡技术生产，耐腐蚀老化，坚固耐用，保温效果优于彩钢板发泡箱，属国内产品。,"
动力方式:

品牌:
黑豹汽车
类别:
冷藏车
型号:
1027系列冷藏车
"
楚飞 东风小三轴（21.75立方） 化工液体运输车,楚飞 东风小三轴（21.75立方） 化工液体运输车是楚飞生产制造的化工液体运输车。,"
品牌:
楚飞
类别:
化工液体运输车
型号:
东风小三轴（21.75立方）
报价:
暂无
"
东风 东风天龙双桥 液化气体运输车(国三),东风 东风天龙双桥 液化气体运输车(国三)是东风生产制造的液化气体运输车(国三)。,"
品牌:
东风
类别:
液化气运输车
型号:
东风天龙双桥
报价:
暂无
"
骏强 JQ9401GFL 低密度粉粒物料运输半挂车,骏强 JQ9401GFL 低密度粉粒物料运输半挂车是骏强生产制造的低密度粉粒物料运输半挂车。,"
品牌:
骏强
类别:
罐式车
型号:
JQ9401GFL
报价:
暂无
"
楚胜 CLW5310TPBC5型 平板运输车,楚胜 CLW5310TPBC5型 平板运输车是楚胜生产制造的动力方式为平板运输车。,"
动力方式:

品牌:
楚胜
类别:
运输车
型号:
CLW5310TPBC5型
"
江特 欧曼前四后八国四加油车 ,江特 欧曼前四后八国四加油车 是江特生产制造的。,"
品牌:
江特
类别:
油罐车
型号:
欧曼前四后八国四加油车
报价:
暂无
"
江特 金杯国四冷藏车 ,江特 金杯国四冷藏车 是江特生产制造的动力方式为。,"
动力方式:

品牌:
江特
类别:
冷藏车
型号:
金杯国四冷藏车
"
东风 解放单桥 化工液体运输车,解放单桥化工液体运输车产品说明化工车：专用性能特点：塑料（聚丙烯）罐体，可盛装有一定腐蚀性的化工液体。,"
品牌:
东风
类别:
化工液体运输车
型号:
解放单桥
报价:
暂无
"
湖北合力 欧曼前四后八液化气体运输车 ,湖北合力 欧曼前四后八液化气体运输车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
液化气运输车
型号:
欧曼前四后八液化气体运输车
报价:
暂无
"
森源重工 SMQ5073XXYBEV 型纯电动厢式运输车,SMQ5073XXYBEV型纯电动厢式运输车纯电动厢式运输车具有零排放、低噪音、大容量、使用成本低等特点，广泛应用于企业、物流、酒店、个体商户的集货、配货和宅配运输以及普通消费者的日常货物运输等。,"
动力方式:
电动
品牌:
森源重工
类别:
运输车
型号:
SMQ5073XXYBEV
"
程力 解放J6前四后六铝合金 油罐车,程力 解放J6前四后六铝合金 油罐车是程力生产制造的油罐车。,"
品牌:
程力
类别:
油罐车
型号:
解放J6前四后六铝合金
报价:
暂无
"
程力 箱长9.53米 欧曼前四后八冷藏车,"三款驾驶室选择：欧曼ETX驾驶室、欧曼GLT驾驶室、欧曼EST驾驶室（高端车型,带电动加热后视镜，其它配置一样），陕齿12档变速箱，440免维护后桥，四气囊悬浮驾驶室，气囊座椅，自动空调 ，电动门窗，电动翻转，ABS，中控锁，大灯调节，行驶记录仪。","
动力方式:

品牌:
程力
类别:
冷藏车
型号:
箱长9.53米
"
凌宇汽车 CLY9405GRYC 46.5方不锈钢保温半挂车(易燃液体运输车),CLY9408GRYQ 46.5方不锈钢保温半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。　罐体材质选用国内品牌厂家生产的板材，材料耐腐蚀性更优，强度更高。,"
品牌:
凌宇汽车
类别:
化工液体运输车
型号:
CLY9405GRYC
报价:
暂无
"
湖北合力 液化气体运输半挂车22400kg ,湖北合力 液化气体运输半挂车22400kg 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
液化气运输车
型号:
液化气体运输半挂车22400kg
报价:
暂无
"
楚胜 CLW5161TPBC5型 平板运输车,楚胜 CLW5161TPBC5型 平板运输车是楚胜生产制造的动力方式为平板运输车。,"
动力方式:

品牌:
楚胜
类别:
运输车
型号:
CLW5161TPBC5型
"
楚胜 汕德卡前四后八25方 油罐车,我公司提供整车发票，整车合格证，底盘合格证，罐检报告，罐体密封性证书，探伤报告（X光透视），产品质量证书，海底阀和欧标罐口安装证明，底盘保修手册，随车工具。,"
品牌:
楚胜
类别:
油罐车
型号:
汕德卡前四后八25方
报价:
暂无
"
楚胜 五十铃4.1米 冷藏车,五十铃4.1米冷藏车箱体结构紧凑、牢固可靠、绝热性好，保温性能达到国家A级标准，符合食品运输卫生要求及药品GPS认证。车箱温度监视仪、温度调控器。,"
动力方式:

品牌:
楚胜
类别:
冷藏车
型号:
五十铃4.1米
"
程力 东风小三轴化工液体运输车 ,程力 东风小三轴化工液体运输车 是程力生产制造的。,"
品牌:
程力
类别:
化工液体运输车
型号:
东风小三轴化工液体运输车
报价:
暂无
"
湖北合力 液化气体运输半挂车24570kg ,湖北合力 液化气体运输半挂车24570kg 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
液化气运输车
型号:
液化气体运输半挂车24570kg
报价:
暂无
"
森源重工 SMQ5040XXYBEV 纯电动物流车,SMQ5040XXYBEV纯电动物流车纯电动厢式运输车具有零排放、低噪音、大容量、使用成本低等特点，广泛应用于企业、物流、酒店、个体商户的集货、配货和宅配运输以及普通消费者的日常货物运输等。,"
动力方式:
电动
品牌:
森源重工
类别:
运输车
型号:
SMQ5040XXYBEV
"
东风 斯太尔前四后八 油罐车,斯太尔前四后八油罐车产品说明油罐车：专用性能特点：碳钢结构或不锈钢罐体，可内忖滚塑或玻璃钢板。,"
品牌:
东风
类别:
油罐车
型号:
斯太尔前四后八
报价:
暂无
"
东风 QL5040XLC3EARJ 冷藏车,QL5040XLC3EARJ冷藏车冷藏车是用来运输冷冻或保鲜的货物的封闭式厢式运输车，是装有制冷机组的制冷装置和聚氨酯隔热厢的冷藏专用运输汽车，常用于运输冷冻食品（冷冻车），奶制品（奶品运输车）、蔬菜水果（鲜货运输车）、疫苗药品（疫苗运输车）等。,"
动力方式:

品牌:
东风
类别:
冷藏车
型号:
QL5040XLC3EARJ
"
湖北合力 解放前四后八化工液体运输车 ,湖北合力 解放前四后八化工液体运输车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
化工液体运输车
型号:
解放前四后八化工液体运输车
报价:
暂无
"
湖北合力 液化气体运输半挂车17010kg ,湖北合力 液化气体运输半挂车17010kg 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
液化气运输车
型号:
液化气体运输半挂车17010kg
报价:
暂无
"
楚胜 CLW5160TPBH5型 平板运输车,楚胜 CLW5160TPBH5型 平板运输车是楚胜生产制造的动力方式为平板运输车。,"
动力方式:

品牌:
楚胜
类别:
运输车
型号:
CLW5160TPBH5型
"
凌宇汽车 CLY9407GYYA1 50方运油半挂车,CLY9407GYYA1 50方运油半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度，　罐体材料采用国产优质铝合金板材。特别是与国内铝合金厂家合作开发的特殊型号铝合金板材可用于制造铝合金保温罐车、承压罐车，用于部分运输温度较高的介质以及设计要求等级更高的介质（如甲醇等）。,"
品牌:
凌宇汽车
类别:
油罐车
型号:
CLY9407GYYA1
报价:
暂无
"
森源重工 SMQ5040XLCBEV 纯电动冷藏车,SMQ5040XLCBEV纯电动冷藏车节能，环保，装载空间大，运输成本低配备尾板升降机构，货物装卸方便液压助力转向，双回路液压制动，并加装ABS制动系统，安全可靠冷藏机组由国内知名企业凯雪集团生产，车厢内温度最低可调节至-18°C。,"
动力方式:
电动
品牌:
森源重工
类别:
冷藏车
型号:
SMQ5040XLCBEV
"
楚飞 华凌前四后八（25立方） 化工液体运输车,楚飞 华凌前四后八（25立方） 化工液体运输车是楚飞生产制造的化工液体运输车。,"
品牌:
楚飞
类别:
化工液体运输车
型号:
华凌前四后八（25立方）
报价:
暂无
"
森源重工 SMQ5041XXYBEV 型纯电动侧布帘式运输车,SMQ5041XXYBEV型纯电动侧布帘式运输车节能，环保，符合国家新能源补贴政策驾驶室空间大，舒适性好，操纵灵活方便高能量密度三元锂电，使用寿命长大功率永磁同步电机高效、节能、低噪音超大储物空间，箱体采用侧布帘结构，配备标准托盘，侧方、后方全方位装卸货物智能APP客户端，实现整车运行状态实施监控与远程故障诊断，保证车辆出勤率快速充电两小时即可充满。而且充电便利、使用成本低。,"
动力方式:
电动
品牌:
森源重工
类别:
运输车
型号:
SMQ5041XXYBEV
"
亚特重工 TZ5040GJYEJ3 4*2中型液（油）配料送车,亚特重工 TZ5040GJYEJ3 4*2中型液（油）配料送车是亚特重工生产制造的4*2中型液（油）配料送车。,"
品牌:
亚特重工
类别:
油罐车
型号:
TZ5040GJYEJ3
报价:
暂无
"
