名称,介绍,详情
上工机械 DBG2500 全液压拔管机,拔管机是各类岩土钻掘工程中钻机的配套辅助设备，适用于跟管钻进工艺施工，用于起拔钻孔护壁套管，也可用于钻具事故处理中起拔套管；配合全回转、搓管机、旋挖钻等进行拔管作业，能有效提升施工效率。DBG系列拔管机具有结构紧凑，起拔力强，夹紧力大，安全可靠，反应灵活，操作维护简单、方便等优点。,"
品牌:
上工机械
类别:
全套管钻机
型号:
DBG2500
报价:
暂无
"
上海金泰 SC45 液压铣销搅拌钻机,SC45液压铣销搅拌钻机结合了液压铣槽机的设备技术特点和深层搅拌技术，与金泰自主研发的主机配套，可在复杂地质条件下完成搅拌成墙施工。,"
品牌:
上海金泰
类别:
液压铣销搅拌钻机
型号:
SC45
报价:
暂无
"
徐工 XSL3/160 水井钻机,XSL3/160水井钻机采用玉柴III阶段发动机。电子控制喷油，燃油消耗更低、更环保，采用电控技术有效减少游车、掉转、冒白烟现象；可自动显示发动机故障代码，方便检修。,"
品牌:
徐工
类别:
水井钻机
型号:
XSL3/160
报价:
暂无
"
铁建重工 ZYL127 露天钻机,ZYL127露天钻机是露天场合钻孔凿岩开挖设备，可广泛应用于露天矿场、采石场、工程建筑、铁路、公路、水电站的建设。,"
品牌:
铁建重工
类别:
冲孔钻机
型号:
ZYL127
报价:
暂无
"
山河智能 SWDM300H 大型多功能旋挖钻机,"SWDM300H 大型多功能旋挖钻机 采用大流量泵阀，主卷扬提升下放速度快，施工效率高。加强型动力头，高强度桅杆,双动臂变幅机构,全新加强型伸缩底盘,坚固耐用,钻机稳定，可靠性高。","
最大钻孔直径(m):
2.5
最大钻孔深度(m):
95/62
设备总重量(kg):
105000
发动机额定功率(kW):
298
"
三一重工 SD520A 水平定向钻,泵、阀、发动机等核心部件，采用联合设计，由国际著名制造商制造确保品质优异，满足三一客户等专业需求，SD520适用于给排水、电力、通信、供暖等市政管道穿越工程，兼顾土层、软岩、硬岩工况，是非开挖施工攻坚克难的利器，具有高效、可靠、智能、舒适等特点。,"
品牌:
三一重工
类别:
水平定向钻
型号:
SD520A
报价:
暂无
"
徐工 XDZ220/70-5 多轴式地下连续墙钻孔机,XDZ220/70-5多轴式地下连续墙钻孔机具有完善的电动机启动与保护功能的变频器控制驱动系统，使钻孔机具有超强稳定的负载特性，在钻孔作业的启动、运行和停车过程中对电网和钻杆设备无任何电气与机械冲击；两台或三台特种恒功率电动机驱动的动力头驱动系统，通过高强度、高稳定性及结构紧凑的行星齿轮箱和专用的主传动齿轮箱传动，具有强大施工扭矩及过载能力，能够适应多种地质条件；。,"
品牌:
徐工
类别:
连续墙钻机
型号:
XDZ220/70-5
报价:
暂无
"
滨州钻机 BZCDF150SDF 车载式反循环动力头钻机,产品主要特点及用途：◎BZCDF150SDF是一种车载式反循环动力头钻机；钻机选用4×2专用钻井车底盘，配置玉柴YC6J180-33水冷四冲程增压中冷柴油发动机，排放标准国四；柴油发电机组、液压系统、电控系统、真空泵、钻塔等均安装在汽车底盘上；。,"
品牌:
滨州钻机
类别:
反循环钻机
型号:
BZCDF150SDF
报价:
暂无
"
中联重科 ZDG550 地下连续墙液压抓斗,ZDG550地下连续墙液压抓斗采用大闭合力设计，斗体切削能力强，重斗架设计，配有模块化配重，重量组合方便、多样，双卷扬单层绳，损耗小。,"
品牌:
中联重科
类别:
连续墙抓斗
型号:
ZDG550
报价:
暂无
"
德国宝峨 KR 805-2 多功能全液压钻机,德国宝峨 KR 805-2 多功能全液压钻机是德国宝峨生产制造的多功能全液压钻机。,"
品牌:
德国宝峨
类别:
锚杆钻机
型号:
KR 805-2
报价:
暂无
"
上工机械 H800M 液压打桩锤,"HMT系列液压打桩锤是上海工程机械厂有限公司设计制造的高性能液压打桩锤，主
要性能达到国际先进水平。与筒式柴油打桩锤相比，液压打桩锤具有噪声低、无油
烟、能量传递效率高、每一个工作循环沉桩力持续时间长、打击能量易于控制等特
点。该系列产品用途广泛、可控性高、施工效率高、环保节能和可靠性高，兼具斜
桩等作业方式。","
动力方式:
液压锤
品牌:
上工机械
类别:
打桩锤
型号:
H800M
"
徐工 SFZ8090-SF系列电液桩机 ,SFZ8090-SF系列电液桩机对桩准确可靠控制斜撑底部油缸和桅杆水平油缸的伸缩，可实现微调对桩和立柱垂直度调节，确保制桩精度。立柱三点支撑，两方位调整，其钻孔垂直度大大优于悬挂式履带桩机。移动灵活、迅速，施工效率高采用大扭矩液压马达及减速机，不会发生步履式桩机经常因支腿下陷而移动困难的情形，施工效率可提高2-3倍，没有桩位死角。行走稳定，作业安全。,"
动力方式:

品牌:
徐工
类别:
压桩机
型号:
SFZ8090-SF系列电液桩机
"
中联重科 ZDH152S 分体式潜孔钻机,中联重科分体式潜孔钻机性能可靠、造型美观，配备高可靠性的元器件、先进的电气控制、优化的发动机功率匹配等关键成熟技术，整机设计达到国际先进水平，可以广泛用于各种硬度的天然石料的钻孔处理及矿山领域。,"
动力方式:

品牌:
中联重科
类别:
潜孔钻机
型号:
ZDH152S
"
上海金泰 ZKD65-3B 多轴钻机,"ZKD系列多轴钻孔机是使用SMW工法加固软土地基的施工设备，适
合在城市高层建筑、地铁车站和地下室的挡土、防渗连续墙施工以
及在江河堤坝、水利工程施工中进行防渗及软土地基加固等。","
动力方式:

品牌:
上海金泰
类别:
长螺旋钻孔机
型号:
ZKD65-3B
"
土力机械 SC-135 吊机,SC-135吊机土力公司已开发出全系列多功能吊机，能力从20吨-120吨主机均为多功能设计，可以直接配置成以下设备：打桩液压双轮铣深土层搅拌（喷搅工法）液压震锤摆管器锤抓液压动力头震冲机械旋转机械抓斗桅杆转化为旋挖钻机形态。,"
品牌:
土力机械
类别:
吊机
型号:
SC-135
报价:
暂无
"
土力机械 SC-130 悬挂式双轮铣,土力机械 SC-130 悬挂式双轮铣是土力机械生产制造的悬挂式双轮铣。,"
品牌:
土力机械
类别:
双轮铣
型号:
SC-130
报价:
暂无
"
泰信机械 KP315 液压截桩机,KP315液压截桩机性能特点领先的全液压式截桩设备，填补国内空白，5项独有技术，实现高效的桩头破除施工；采用现金的模块化设计，变换模块组合数量，满足不同桩径施工；可与多种工程机械自由联接，真正实现产品的通用性和经济性。,"
形状:
圆桩
品牌:
泰信机械
类别:
截桩机
型号:
KP315
"
上工机械 DBG2100 全液压拔管机,拔管机是各类岩土钻掘工程中钻机的配套辅助设备，适用于跟管钻进工艺施工，用于起拔钻孔护壁套管，也可用于钻具事故处理中起拔套管；配合全回转、搓管机、旋挖钻等进行拔管作业，能有效提升施工效率。DBG系列拔管机具有结构紧凑，起拔力强，夹紧力大，安全可靠，反应灵活，操作维护简单、方便等优点。,"
品牌:
上工机械
类别:
全套管钻机
型号:
DBG2100
报价:
暂无
"
上工机械 MS45E 双轮搅拌机,"CSM工法专用设备，适用于建筑物基坑、地下停车场、地铁车站、地下商业街、水库大坝、环保工程等深基础项目中的止水帷幕、挡土墙等工程施工。

该产品采用变频调速电机直驱代替传统的液压传动系统，机械效率高、设备成本及维护成本低。钻机配套成熟的JB系列桩架，方形钻杆导向。确保施工精度:后台实时监测。控制施工过程中水泥浆量、钻进速度和精度,保证搅拌效果。","
品牌:
上工机械
类别:
液压铣销搅拌钻机
型号:
MS45E
报价:
暂无
"
宏大钻孔 HD400SJ 多功能水井钻机,宏大钻孔 HD400SJ 多功能水井钻机是宏大钻孔生产制造的多功能水井钻机。,"
品牌:
宏大钻孔
类别:
水井钻机
型号:
HD400SJ
报价:
暂无
"
徐工 XDY600P 岩心钻机,XDY600P岩心钻机便携：模块化、易拆装，单个模块最大重量不超过180kg。高效：最大单日进尺量150米，平均日进尺量70米。经济：人工搬运，不需修路。环保：仅需4×4m超小平台，对施工环境破坏小。,"
品牌:
徐工
类别:
冲孔钻机
型号:
XDY600P
报价:
暂无
"
徐工 XR468F 旋挖钻机,采用进口15L康明斯最新平台高压共轨发动机，动力强劲、燃油利用率高、油耗低节能环保。,"
最大钻孔直径(m):

最大钻孔深度(m):
111/73
设备总重量(kg):
142000
发动机额定功率(kW):
447
"
福龙钻 YZ-480 水平定向钻,YZ-480YZ-480具有齿轮齿条给进结构，电控开式液压系统(柱塞变量泵+柱塞变量马达)，力强劲，性能稳定可靠，操作方便、灵活、效率高。,"
品牌:
福龙钻
类别:
水平定向钻
型号:
YZ-480
报价:
暂无
"
山河智能 SWWT85 步履式三轴连续墙钻机,山河智能 SWWT85 步履式三轴连续墙钻机是山河智能生产制造的步履式三轴连续墙钻机。,"
品牌:
山河智能
类别:
连续墙钻机
型号:
SWWT85
报价:
暂无
"
徐工 XG500E 地下连续墙液压抓斗,XG500E地下连续墙液压抓斗专用主机工况适应性好，整机稳定性高，双卷扬单排绳结构，钢丝绳损耗小；施工高效、经济性好；可选±90°、0-180°抓斗回转装置，满足城市内狭小空间施工的要求。,"
品牌:
徐工
类别:
连续墙抓斗
型号:
XG500E
报价:
暂无
"
土力机械 SM-9 锚杆钻机,新型SM-9是款多功能微桩机，它被设计用于以下：微桩，引孔，锚索，高喷，锚固，水井。新设计更易保养。,"
品牌:
土力机械
类别:
锚杆钻机
型号:
SM-9
报价:
暂无
"
志高 ZGHS3500 液压高速夯实机,ZGHS3500液压高速夯实机HS3500高速液压夯实机是我公司利用多项技术研制的新一代机电液一体化的多功能锤击设备，该机具有高强度、高效率、低能耗、低噪音、环保、便于自动化控制等特点。夯实机锤体行程可实现有级或无级调整，根据需要控制锤击能量，提高生产效率。结构上采用中下部全封闭，中上部可封闭的结构形式，可有效衰减噪声辐射，适合居民区施工及城市设施维护施工。,"
动力方式:
液压锤
品牌:
志高
类别:
打桩锤
型号:
ZGHS3500
"
方圆 JZL60 电动履带式压桩机,JZL60电动履带式压桩机立柱采用三点支撑方式立柱和两个斜撑形成三个支撑点，通过斜撑调整机构旋转丝杠来调整斜撑的伸缩，从而调节立柱的前后及左右角度，确保了桩机在制桩过程中的垂直度。独有的立柱与平台“十”字轴连接方式。,"
动力方式:
电动
品牌:
方圆
类别:
压桩机
型号:
JZL60
"
山河智能 SWDE120S-3 钻臂式潜孔钻机,SWDE120S-3钻臂式潜孔钻机采用钻臂式结构，多自由度可调，可实现多方位钻进。该系列产品型谱齐全，钻孔覆盖范围广，结构紧凑、机动性好、轻便灵活、维护简便、使用成本低，该系列产品广泛适用于建筑工程、露天采矿、石灰石和骨料开采、交通及国防建设等工程。,"
动力方式:

品牌:
山河智能
类别:
潜孔钻机
型号:
SWDE120S-3
"
徐工 XR220D CAF 长螺旋钻孔机,XR220DCAF采用旋挖钻机专用液压伸缩式TDP系列履带底盘和大直径回转支承，满足超强的稳定性和运输的便捷性。采用原装进口的康明斯电控涡轮增压发动机，动力强劲，排放满足欧Ⅲ排放标准。,"
动力方式:

品牌:
徐工
类别:
长螺旋钻孔机
型号:
XR220D CAF
"
德国宝峨 MC 86 重载循环工程吊车,德国宝峨 MC 86 重载循环工程吊车是德国宝峨生产制造的重载循环工程吊车。,"
品牌:
德国宝峨
类别:
吊机
型号:
MC 86
报价:
暂无
"
徐工 XTC120 双轮铣槽机,XTC120571kW双轮铣槽机采用进口发动机，严配独立顶置温控散热，动力足、油耗低。,"
品牌:
徐工
类别:
双轮铣
型号:
XTC120
报价:
暂无
"
泰信机械 KP380 液压截桩机,KP380截桩机领先的全液压式截桩设备，填补国内空白，5项独有技术，实现高效的桩头破除施工；采用现金的模块化设计，变换模块组合数量，满足不同桩径施工；可与多种工程机械自由联接，真正实现产品的通用性和经济性。,"
形状:
圆桩
品牌:
泰信机械
类别:
截桩机
型号:
KP380
"
山河智能 SWRC260 全回转全套管钻机,产品适用范围：复杂地层钻孔灌注桩、咬合桩、拔桩及地下障碍物清除、永久钢立柱植入,"
品牌:
山河智能
类别:
全套管钻机
型号:
SWRC260
报价:
暂无
"
上海金泰 SC55 液压铣销搅拌钻机,SC55液压铣销搅拌钻机结合了液压铣槽机的设备技术特点和深层搅拌技术，与金泰自主研发的BZ70/80桩架配套，可在复杂地质条件下完成搅拌成墙施工。,"
品牌:
上海金泰
类别:
液压铣销搅拌钻机
型号:
SC55
报价:
暂无
"
志高 ZGSJ300 水井钻机,志高 ZGSJ300 水井钻机是志高生产制造的水井钻机。,"
品牌:
志高
类别:
水井钻机
型号:
ZGSJ300
报价:
暂无
"
中联重科 ZR240G 国四旋挖钻机,中联重科 ZR240G 国四旋挖钻机是中联重科生产制造的扭矩(kN•m)为180-360(中型)国四旋挖钻机，ZR240G的最大钻孔直径(m)为2。,"
最大钻孔直径(m):
2
最大钻孔深度(m):
70/56
设备总重量(kg):
85000
发动机额定功率(kW):
254
"
恒天九五 JVD-320 水平定向钻,JVD-320水平定向钻水平定向钻机是基于先进的“非开挖技术”理念设计开发的新型地下管道施工工程机械，该设备采用全液压及动力驱动技术，实现钻具的推进、回转、回扩、回拖及行走装置驱动等功能，主要用于穿越铁路、公路、建筑物、河流、以及在文化保护区、闹市区及农作物和植被保护区等不易开挖的条件下，进行供水、煤气、电力、电讯电缆、天然气、石油等管线的铺设和维护。,"
品牌:
恒天九五
类别:
水平定向钻
型号:
JVD-320
报价:
暂无
"
徐工 XDZ220/65-5 多轴式地下连续墙钻孔机,XDZ220/65-5多轴式地下连续墙钻孔机具有完善的电动机启动与保护功能的变频器控制驱动系统，使钻孔机具有超强稳定的负载特性，在钻孔作业的启动、运行和停车过程中对电网和钻杆设备无任何电气与机械冲击；两台或三台特种恒功率电动机驱动的动力头驱动系统，通过高强度、高稳定性及结构紧凑的行星齿轮箱和专用的主传动齿轮箱传动，具有强大施工扭矩及过载能力，能够适应多种地质条件；。,"
品牌:
徐工
类别:
连续墙钻机
型号:
XDZ220/65-5
报价:
暂无
"
土力机械 GC-16 机械抓斗,GC-16机械抓斗特点：新型土力机械抓斗，都具有3米延伸功能。,"
品牌:
土力机械
类别:
连续墙抓斗
型号:
GC-16
报价:
暂无
"
建研 JD110A 全液压履带式多功能钻机,JD110A全液压履带式多功能钻机建研：引领国内全液压履带式多功能钻机的发展进步建研锚杆钻机通过了国家质检机构辽宁省安全科学研究院的检测，并于2011年1月17日通过了住房和城乡建设部建筑节能与科技司组织的会议验收。专家组一致认为：该产品填补了国内空白，综合性能达到了国际先进水平。建研钻机获得了建设部华夏建设科学技术进步三等奖。,"
品牌:
建研
类别:
锚杆钻机
型号:
JD110A
报价:
暂无
"
振冲机械 BIV75E-426 孔口填料振冲器,"从孔口填入碎石或回填砂；
最常用的振冲施工设备；
通常用于振冲挤密和振冲置换施工；
最经济有效的振冲施工法","
动力方式:

品牌:
振冲机械
类别:
打桩锤
型号:
BIV75E-426
"
山河智能 ZYJ1060BK 引孔式静力压桩机,ZYJ1060BK 引孔式静力压桩机 引孔式静力压桩机采用中掘引孔+静压工法，可以先引孔后压桩，或者引孔压桩同时进行。,"
动力方式:

品牌:
山河智能
类别:
压桩机
型号:
ZYJ1060BK
"
上海振中 NV系列 潜孔锤凿岩钻机,NV系列潜孔锤凿岩钻机产品描述：NV潜孔锤凿岩钻机在岩石层、块石层、沙层、黏土层、沙砾层、卵石层、软石、中硬石、硬石层等硬的岩层和一般的土质都能进行桩基础施工。另外还可以适用于临时挡土的工程建设。特别是能穿过岩层和卵石层。整机重量变轻、螺旋的方式、可以采用吊车装备、可深度钻孔。,"
动力方式:

品牌:
上海振中
类别:
潜孔钻机
型号:
NV系列
"
方圆 SPR650A 三轴钻机,SPR650A三轴钻机SMW工法特点：防水性好；对周围地基影响小；多用途（适应各种地层）；施工费用低廉。另外与通常的地下连续墙工法和钢板桩工法相比还具有以下优点：产生残土少，无泥浆次污染；工期短；低噪音。,"
动力方式:

品牌:
方圆
类别:
长螺旋钻孔机
型号:
SPR650A
"
土力机械 SC-40 吊机,SC-40吊机土力公司已开发出全系列多功能吊机，能力从20吨-120吨主机均为多功能设计，可以直接配置成以下设备：打桩液压双轮铣深土层搅拌（喷搅工法）液压震锤摆管器锤抓液压动力头震冲机械旋转机械抓斗桅杆转化为旋挖钻机形态。,"
品牌:
土力机械
类别:
吊机
型号:
SC-40
报价:
暂无
"
三一重工 SDC120 双轮铣槽机,泵、阀、发动机等核心部件，采用联合设计，由国际著名制造商制造确保品质优异，满足三一客户等专业需求，双轮铣槽机是用于地下空间领域施工的硬地层成墙设备，也可用于方桩施工。主要应用于轨道交通车站、高层建筑深基坑支护、水利水电工程等建设的连续墙施工。,"
品牌:
三一重工
类别:
双轮铣
型号:
SDC120
报价:
暂无
"
泰信机械 KP400S/KP450S 液压截桩机,KP400S/KP450S液压截桩机领先的全液压式截桩设备，填补国内空白，实现高效的桩头破除施工；可与多种工程机械自由联接，真正实现产品的通用性和经济性。简单的操作系统，较少的人员配备，降低施工成本；整体桩头破碎施工，解决粉碎性施工能耗高的问题；全液压式驱动实现桩头施工的低噪音作业；整体设计，实现便捷的运输和施工，提高施工效率；新材料新工艺的应用，提高设备可靠性，降低维护成本；。,"
形状:
方桩
品牌:
泰信机械
类别:
截桩机
型号:
KP400S/KP450S
"
中车 TRT-200H全回转全套管钻孔机 全套管钻机,TRT-200H全回转全套管钻孔机全套管钻机是集全液压动力和传动，机、电、液联合控制于一体的新型钻机；全部采用原装进口发动机及液压件，可更好的保证设备动力及传动的可靠性低噪音环保:成桩和成孔质量高；可在各种复杂地层施工；由于钢管护壁作用，可避免钻、冲击成孔灌注桩发生的缩颈、断桩及混凝土离析等质量问题。,"
品牌:
中车
类别:
全套管钻机
型号:
TRT-200H全回转全套管钻孔机
报价:
暂无
"
上工机械 TRD-60D 工法机,"TRD工法由专业设备TRD工法机来实现。我公司联合施工单位在结合国内的地质特性和作业工况的基础上，总结了大量的施工经验。经过现场调研和技术研究，掌握了TRD工法机的全套技术，并开发和试制成功了超深型的TRD工 法机。TRD 60D/E型最大施工深度达到61m,最大成墙宽度 900mm, TRD-70D/E型最大施工深度达到70m,最大成墙宽 度900mm; TRD-8OE型 最大施工深度达到86m,最大成墙宽度1200mm。
上工机械TRD工法机自2013年推出后，以施工效率高、应对复杂地层能力强、可靠性好等特点，广受市场好评。","
品牌:
上工机械
类别:
液压铣销搅拌钻机
型号:
TRD-60D
报价:
暂无
"
徐工 XSL5/260 水井钻机,XSL5/260水井钻机XSL5/260水井钻机水井钻机是徐工集团XSL系列水井钻机的一款主力机型，适用于水井、地源热泵井、监测井等施工，破岩能力强、钻进效率高，对改善民生、综合环境治理起到了至关重要的作用。,"
品牌:
徐工
类别:
水井钻机
型号:
XSL5/260
报价:
暂无
"
徐工 XDY1500 岩心钻机,XDY1500岩心钻机采用康明斯大功率发动机，功率充沛、动力强劲，可满足钻机在恶劣工况条件下的施工需求；液压系统采用负载敏感控制、电液比例控制等多项先进的控制技术，选用进口元件，系统稳定、质量可靠；主卷扬采用单排绳技术设计，可有效防止钢丝绳咬绳现象，极大的延长了钢丝绳使用寿命；动力头提升与给进采用油缸直推方式，运行平稳、性能稳定；。,"
品牌:
徐工
类别:
冲孔钻机
型号:
XDY1500
报价:
暂无
"
宇通重装 YTR206AE 纯电动旋挖钻机,YTR206AE是我司开发的一款面向城市及邻近市区对噪音、环保等有较高要求的地区，如房建、铁路、高架等基础工程的中小型纯电动旋挖钻机。,"
最大钻孔直径(m):
1.8
最大钻孔深度(m):
51/64
设备总重量(kg):
68000
发动机额定功率(kW):

"
北方交通 ZDY3500L 整体履带式千米定向钻机,ZDY3500L整体履带式千米定向钻机机体由本体架、高压水系统、动力系统、给进系统、操纵系统、钻杆钻进工具、随钻测量系统和行走系统八大部分集成。该钻机测斜精度高、孔位靶向性好、输出扭矩大、系统配置高、可多功能钻孔，是井下瓦斯抽采钻孔、探放水钻孔、地质勘探及各类工程施工钻孔的理想选择。,"
品牌:
北方交通
类别:
水平定向钻
型号:
ZDY3500L
报价:
暂无
"
上工机械 ZLD180/85-3-M2 三轴式连续墙钻孔机,"工机械桩架、钻机组合适用于SMW工法的施工，被应用于高层建筑、地铁车站的深基坑園护，江河堤坝的防渗加固和软土地基的改良加固等工程施工。

ZLD系列多轴式连续墙钻孔机具备超强扭矩，施工效率高、结构设计合理、自重轻、低噪低污染、节能环保、多个型号多种钻具可供选择，可轻松应对各种复杂地质。


ZLD超强系列三轴式连续墙钻孔机是上工机械自主研发的钻机系列，拥有多项国家授权的技术，能够适应多种土质地基，是广大施工单位的理想选择。","
品牌:
上工机械
类别:
连续墙钻机
型号:
ZLD180/85-3-M2
报价:
暂无
"
上海金泰 SG50A 液压连续墙抓斗,SG50A液压连续墙抓斗采用全新一代专用底盘：发动机功率266kw、采用欧Ⅲ排放，高功率，高耐久性；为连续墙抓斗提供稳定可靠的动力保证；,"
品牌:
上海金泰
类别:
连续墙抓斗
型号:
SG50A
报价:
暂无
"
徐工 XMZ120A 锚杆钻机,XMZ120A锚杆钻机采用多自由度变幅机构，变幅范围更广，马达进给系统，结构简单维护保养方便。,"
品牌:
徐工
类别:
锚杆钻机
型号:
XMZ120A
报价:
暂无
"
上工机械 H260M 液压打桩锤,"HMT系列液压打桩锤是上海工程机械厂有限公司设计制造的高性能液压打桩锤，主
要性能达到国际先进水平。与筒式柴油打桩锤相比，液压打桩锤具有噪声低、无油
烟、能量传递效率高、每一个工作循环沉桩力持续时间长、打击能量易于控制等特
点。该系列产品用途广泛、可控性高、施工效率高、环保节能和可靠性高，兼具斜
桩等作业方式。","
动力方式:
液压锤
品牌:
上工机械
类别:
打桩锤
型号:
H260M
"
振中 JZL50/JZL75/JZL90A 履带式多功能桩机,JZL50/JZL75/JZL90A履带式多功能桩机JZL系列电动履带桩架是浙江振中工程机械有限公司自主开发研制的一种具有独立知识产权新型电动履带产品，该机具有如下特点：A.施工效率高，行走履带部分结构简单，维修方便。,"
动力方式:

品牌:
振中
类别:
压桩机
型号:
JZL50/JZL75/JZL90A
"
海天路矿 XZ型 民用钻机,适用于民房建筑，楼房建筑基础施工。主塔液压起落，液压支腿。,"
动力方式:

品牌:
海天路矿
类别:
潜孔钻机
型号:
XZ型
"
