名称,介绍,详情
中大机械 Power YL27/37 超重吨位变质量轮胎式压路机,"Power YL27/37 超重吨位变质量轮胎式压路机
■ 进口力士乐液压元件，前后轮行走采用防滑同步控制，提高了机器的通过性和前后轮压实均一性，平整度好；
■ 振动系统双频七振幅结构，配重可调，一机多用，既满足沥青薄层压实的需要，又满足沥青碎石厚铺层施工的需要；
■ 压实效率高，特别适合高寒地区快速施工的需要；
■ 压实能力强，特别适合沥青碎石厚铺层的施工需要；
■ 液压二级制动系统，确保压路机的工作可靠和行驶安全。行车制动为静液压闭式系统自锁功能，与停车制动联动作用，制动迅速可靠；
■ 洒水系统，水量调节准确，洒水均匀，洒水、起步、停机控制同步性好。","
工作质量（kg）:

发动机型号:

额定功率（kw）:

压实宽度（mm）:

"
山推 SRD13-G 国四双钢轮压路机,SRD13-G双钢轮压路机主要适用于压实沥青、混凝土路面铺层，尤其是与摊铺机配合作业，能充分发挥成套设备的生产效率和作业质量，是高等级公路、现代化机场、码头和大型停车场等工程的理想压实设备。,"
工作质量（kg）:
13000
振动频率（Hz）:
40/50
发动机型号:
福康F4.5
额定功率（KW）:
125
"
戴纳派克 Dynapac CA510D 单钢轮振动压路机,DynapacCA510D是土壤压实机系列中最重的一款，拥有全面的岩石填筑功能，该机器广泛适合对爆破岩石及大多数土壤和粘土堆执行重型压实作业，其典型应用包括公路建设、机场、水坝和大型港口建设，功能和特点减震器高效重型转向挂钩重型后轴大型燃油箱并排式散热器。,"
工作质量（kg）:
18300
振动频率（Hz）:

发动机型号:
Cummins 6BTAA5.9-C170 (Tier 2)
额定功率（KW）:
127
"
宝马格 BW 28 RH CC 国四轮胎压路机,宝马格 BW 28 RH CC 国四轮胎压路机是宝马格生产制造的吨位(t)为16吨以下国四轮胎压路机，BW 28 RH CC的工作质量（kg）为8490。,"
工作质量（kg）:
8490
发动机型号:
Deutz 道依茨 TCD 3.6 L4
额定功率（kw）:
95
压实宽度（mm）:

"
戴纳派克 CC6200 双钢轮压路机,戴纳派克双钢轮振动压路机以高效率为设计初衷，兼具高工作压实效率，高操控效率，高服务效率的特点，CC4200/CC5200/CC6200均标配高频振动功能，为您带来卓越的压实和施工效果，同时为您提供优异的操作视野和舒适性。,"
工作质量（kg）:
13600
振动频率（Hz）:
51/67
发动机型号:
Cummins
额定功率（KW）:
113
"
洛阳路通 LTS723H 全液压单驱振动压路机,采用国外先进技术并采用进口关键零部件生产的全液压振动压路机。该机属超重型振动压路机，具有较大的工作质量和强大的激振力，因而是大面积、高质量、高效能、机械化施工中的最佳压实设备。,"
工作质量（kg）:
23000
振动频率（Hz）:
28/35
发动机型号:
WP6G190
额定功率（KW）:
140
"
戴纳派克 Dynapac CP275 轮胎压路机,DynapacCP275阿特拉斯科普柯推出了一款新的轮胎压路机。DynapacCP275融合了多种功能，从而增强了工作效率、维护便利性、操作舒适性及最终作业效果。宽敞的驾驶室设计为操作员带来舒适的工作空间，而双路制动系统则是另一项Dynapac独有的功能功能和特点尽善尽美满足任何需求高效的液压系统高性能－出色的边缘压实。,"
工作质量（kg）:
14000
发动机型号:
Cummins QSB4.5
额定功率（kw）:
97
压实宽度（mm）:
2370
"
洛阳路通 LTC208 双钢轮液压振动压路机,LTC208采用国外先进技术及进口关键零部件而生产的全液压振动压路机。该机为重型双钢轮串联式振动压路机，适合于压实道路沥青混凝土，砂石混合料和干硬性水泥混凝土，是公路、市政道路、停车场和工业场碾压平整的通用施工设备。,"
工作质量（kg）:
8000
振动频率（Hz）:
40/46
发动机型号:
QSB3.9
额定功率（KW）:
74
"
洛阳路通 LTS208H-Ⅱ 全液压单钢轮振动压路机,LTS208H-Ⅱ全液压单钢轮振动压路机适用于各种非粘性材料如土壤、砾石、砾土、碎石、沙石混合料、岩石填方以及各种稳定土等路基和路面工程的压实，可广泛地用于高等级公路、铁路、市政工程、机场、港口、码头、堤坝等工程基础的压实和各种工业建筑工地中。,"
工作质量（kg）:
7500
振动频率（Hz）:
53
发动机型号:
新柴4D32G31
额定功率（KW）:
36.8
"
洛阳路通 LTP30H 全液压轮胎压路机,轮胎压路机系列依靠自身的重量压实建筑和道路工程中的粘性和非粘性材料如：沥青混凝土、砂砾混合料、各种稳定土和碾压水泥凝土（PCC材料）等，尤其适宜于高等级公路的路面处理。,"
工作质量（kg）:
30000
发动机型号:
WP6G190
额定功率（kw）:
140
压实宽度（mm）:
2850
"
骏马 JM810H/JMD810H 全液压双钢轮振动/振动振荡压路机,适用于高等级公路沥青面层的压实和修补，也适用于城市道路、城际及县乡公路及其它工业场地等一般路面沥青面层的压实和修补；振动振荡机更适用于桥面等不宜采用振动压实场地的沥青面层压实和修补。,"
工作质量（kg）:
10000 / 10150
振动频率（Hz）:
40/46
发动机型号:
QSB3.9-C110-30
额定功率（KW）:
81
"
山工机械 520F（非道路国四） 单钢轮压路机,520F（非道路国四）单钢轮压路机采用上柴发动机满足国家非道路国四排放要求，油耗更低、动力更加强劲、节能环保。,"
工作质量（kg）:
20000
振动频率（Hz）:
29/33
发动机型号:
SC4H
额定功率（KW）:
129
"
骏马 JM905H 轮胎压路机,适用于高等级公路和城市道路、城际及县乡公路、水利工程、体育和其它工业场地等一般沥青面层的压实和修补。,"
工作质量（kg）:
5000
发动机型号:
4L88
额定功率（kw）:
62
压实宽度（mm）:
1480
"
科泰重工 KD126H 双钢轮压路机,科泰重工 KD126H 双钢轮压路机是科泰重工生产制造的驱动方式为液压式双钢轮压路机，KD126H的工作质量（kg）为12000。,"
工作质量（kg）:
12000
振动频率（Hz）:
42/50
发动机型号:
Cummins(国Ⅲ)
额定功率（KW）:
119
"
厦工 XG626H 全液压单钢轮压路机,"XG626H全液压单钢轮压路机1驱动液压系统采用由柱塞泵和变量柱塞马达组成的闭式液压系统，前后轮双驱动2振幅有高低两种，以适应不同工况的压实要求，振动液压系统为闭式柱塞系统，振动频率可调，适应多种工况3振动轮内主要油封采用FREUDENBERG产品；振动轴承系用瑞典SKF或铁姆肯等国家著名品牌公司产品,保证了激振器的可靠性。4整机参数匹配合理，压实和减振效果好；。","
工作质量（kg）:
26000
振动频率（Hz）:
28/32
发动机型号:
上柴SC7HK210G3
额定功率（KW）:
154
"
厦工 XG6303P 全液压轮胎辗,XG6303P液压驱动轮胎压路机传动采用进口、重型的变量泵、变量马达组成的闭式液压系统，确保压路机具有良好的驱动  性能和25%的爬坡能力。两档无级变速，确保在不同工况下以最适宜的速度进行作业。操作  舒适性好，可实现压路机的软起步、软停车性能。,"
工作质量（kg）:
30000
发动机型号:
SC7H190G3
额定功率（kw）:
140
压实宽度（mm）:
2750
"
中大机械 Power YZC13/17 超重吨位变质量轮胎式压路机,"Power YZC13/17七振幅 变质量 双钢轮振动压路机采用进口力士乐元件，液压传动，行走两档无级调节，操作简单可靠，轻便灵活；
三重制动（静液压＋机械盘式＋轮边钳式制动），起、停、运行平稳，压实平整；","
工作质量（kg）:
13500/17300
振动频率（Hz）:
42/50
发动机型号:
道依茨6FBM2012
额定功率（KW）:
132
"
骏马 JM610 单钢轮压路机,适用于高等级公路、大坝、铁路、机场等大型工程基础的压实，可碾压砂土、砾石、碎石、岩石填方等非粘性材料及半粘性材料。,"
工作质量（kg）:
10000
振动频率（Hz）:
30
发动机型号:
WP4G110E221
额定功率（KW）:
82
"
国机重工常林 8202-5 轮胎压路机,8202-5轮胎压路机发动机系统：选用YC6B120发动机，额定转速2000rpm，调速装置为单操纵，独立的手油门、脚油门。可以选配东风康明斯6BT9-C130。液力变速器：选用具有自动无级变速性能的液力变速器和动力换档变速箱构成，换档盒配置两个电液控制手柄，实现左右两套档位控制，换档操纵轻便灵活，手感舒适，减轻了驾驶员的劳动强度。,"
工作质量（kg）:
20000
发动机型号:

额定功率（kw）:
80
压实宽度（mm）:
2250
"
国机洛建 LDD212H/210H/208H 全液压双钢轮振动压路机,LDD212H/210H/208H全液压双钢轮振动压路机本系列是采用国外先进技术并进口关键零部件的全液压双钢轮振动压路机，主要适合于路面工程的各类稳定土、沥青混凝土，干硬性混凝土等材料的压实，也可用于路基工程作业，是建设高等级公路、铁路、机场、港口、堤坝、市政工程及工业场地的理想压实设备。,"
工作质量（kg）:
12000
振动频率（Hz）:
40/50
发动机型号:
Cummins4BTA3.9
额定功率（KW）:
82
"
龙工 LG516A 机械驱动单钢轮压路机,龙工 LG516A 机械驱动单钢轮压路机是龙工生产制造的驱动方式为机械式机械驱动单钢轮压路机，LG516A的工作质量（kg）为16000。,"
工作质量（kg）:
16000
振动频率（Hz）:
28
发动机型号:
SC8D175.1G2B1
额定功率（KW）:
128
"
柳工 6530EG4 轮胎压路机,CLG6530E轮胎压路机宽基轮胎具有更优异的压实质量，更佳的压实密度和均衡性及更安全的制动性能；转弯半径更小，机动性能非常好。,"
工作质量（kg）:
30000
发动机型号:

额定功率（kw）:
140
压实宽度（mm）:
2750
"
宜迅 3 吨 双钢轮压路机,宜迅 3 吨 双钢轮压路机是宜迅生产制造的驱动方式为机械式双钢轮压路机，3 吨的工作质量（kg）为3000。,"
工作质量（kg）:
3000
振动频率（Hz）:
70
发动机型号:
C385
额定功率（KW）:

"
宜迅 YX- 8000 8吨单钢轮压路机,"YX- 8000 8吨单钢轮压路机动力强劲性能优越，采用前单钢轮振动，后双胶轮驱动，性能好安全,动力强劲,成本低、维修方便；。","
工作质量（kg）:
8000
振动频率（Hz）:
40
发动机型号:
CF4C90G-2增压
额定功率（KW）:

"
徐工 XP305S 轮胎压路机,XP305S型大吨位轮胎压路机适用于沥青、水泥稳定土等材料的压实作业，是建设高等级公路、机场、港口及工业建筑工地的理想压实设备。,"
工作质量（kg）:
30300
发动机型号:

额定功率（kw）:
132
压实宽度（mm）:
2360
"
厦工 XG6071D 双钢轮压路机,XG6071D双钢轮压路机行驶速度实现无级变速驱动液压系统由1个手动伺服双向变量柱塞泵和2个定量柱塞马达等组成的闭式回路，手动伺服双向变量柱塞泵通过分动箱与柴油机连接，2个定量柱塞马达通过行星减速器分别驱动前后振动轮行走，通过推动驱动泵上手动伺服阀的手柄，压路机可实现无级变速和前进、倒退的功能。双钢轮、双驱动、双振幅。,"
工作质量（kg）:
7000
振动频率（Hz）:
32/40/48
发动机型号:
康明斯4BT3.9
额定功率（KW）:
75
"
山东临工 RS826H 国四机械驱动单钢轮压路机,RS826H是机械单驱单钢轮振动压路机，可有效压实各类土壤铺层及岩石填方。在压实性能、驱动性能、操纵性能、可靠性、维护保养等方面都处于行业*水平。是高等级公路、机场、港口、铁路、堤坝及工业场地的理想压实设备。,"
工作质量（kg）:
26000
振动频率（Hz）:

发动机型号:

额定功率（KW）:
147
"
山推 SRT26H-GF 国四轮胎压路机,SRT26H-GF液压型胶轮压路机主要用于沥青层、稳定土层、二灰土层压实作业，配套东康国Ⅳ电控发动机，重载液压系统，液压驱动，无级变速，压实性能优异；模具成型操控台美观大方，开关按键、手柄操控舒适便捷；前四后五轮胎布置，接地比压大，压实力强，滚塑水箱，清洁、续航能力强。适用于高速公路及机场、省道、国道、市政道路等多等级道路压实。,"
工作质量（kg）:
26000
发动机型号:
东康B5.9
额定功率（kw）:
129
压实宽度（mm）:
2355
"
三一重工 STR140C-8C 14吨双钢轮压路机,STR140C-8C14吨双钢轮压路机适用于高速、省道、市政以及桥隧施工等全方位施工环境。,"
工作质量（kg）:
14000
振动频率（Hz）:
50/67
发动机型号:
康明斯QSB4.5
额定功率（KW）:
119
"
国机重工常林 8268T 单钢轮机械式压路机,8268T机械式压路机柴油机选用上柴SC8DK190G3或者潍柴WP6G190E301增压水冷电喷柴油机，2000rpm，140kW，油耗低，噪音小（排放符合国3标准），功率储备大，性能可靠，维修性能好。,"
工作质量（kg）:
25530
振动频率（Hz）:

发动机型号:

额定功率（KW）:

"
科泰重工 KP306H 全液压轮胎压路机,科泰重工 KP306H 全液压轮胎压路机是科泰重工生产制造的吨位(t)为30吨及以上全液压轮胎压路机，KP306H的工作质量（kg）为30000。,"
工作质量（kg）:
30000
发动机型号:
潍柴WP6(国Ⅲ)
额定功率（kw）:
140
压实宽度（mm）:
2750
"
柳工 6214EG4 国四双钢轮压路机,6214EG4国四双钢轮压路机振动轮不会产生瞬间冲击力，避免沥青面起凹坑，同时保护振动轴承等元件，延长使用寿命，振动轮两边的振幅可保持一致，提高了沥青表面的压实均匀性；,"
工作质量（kg）:
14000
振动频率（Hz）:
50/67
发动机型号:

额定功率（KW）:
125
"
山推 SR26-G 单钢轮压路机,SR26-G是山推最新研发的全新一代大吨位全液压双驱单钢轮振动压路机，其工作更高效、使用更经济、感受更舒适、维保更便利、操作更智能、外观更大气，适用于各种非粘性土壤，如砾石、碎石、砂石混合料及各种混凝土等进行压实，是大型基础工程的理想设备。,"
工作质量（kg）:
26000
振动频率（Hz）:
29/35
发动机型号:
WP4.6N
额定功率（KW）:
162
"
骏马 JM927 轮胎压路机,JM927轮胎压路机性能特点：Mainfeatures采用特制充气光面轮胎对压实材料无破损作用，可通过改变轮胎负荷和充气压力来改变基础压实性能采用液力变矩器换挡变速箱，变身平稳无冲击；电液控制操纵轻便灵活具有两套互相作用的制动系统，整机安全可靠两套洒水系统，一套喷洒轮胎胎面，一套可供增加机器重量，也可喷洒路面左右两套操纵系统，实现作业双边操控，操作方便。,"
工作质量（kg）:
27000
发动机型号:
SC8D180G2B1
额定功率（kw）:
132
压实宽度（mm）:
2718
"
悍马 HD 138i VO 国四双钢轮振荡压路机,悍马新一代重型双钢轮HD系列振荡机型， 满足国四排放标准，搭载HAMMTRONIC 智能压实操控系统，具有优异的压实品质、高压实效率、低油耗和维护保养成本、轻松胜任各等级公路常规沥青材料，高速公路桥面等新型改性沥青材料、水稳层等不同材料、不同工艺的压实施工。,"
工作质量（kg）:
14000
振动频率（Hz）:
43/60
发动机型号:
康明斯 F4.5CS4168
额定功率（KW）:
125
"
徐工 XS123 全液压单钢轮压路机,XS123全液压单钢轮压路机配备东风康明斯发动机，水冷、涡轮增压，功率储备大，油耗低、噪音小，采用进口品牌闭式液压驱动系统，传动效率高，性能稳定可靠。配合徐工重载湿式驱动桥，确保压路机具有良好的驱动性能和较高的爬坡能力。,"
工作质量（kg）:
12000
振动频率（Hz）:
30/35
发动机型号:

额定功率（KW）:
93
"
宝马格 BW 161 AC-4CC 国四轮胎压路机,宝马格 BW 161 AC-4CC 国四轮胎压路机是宝马格生产制造的吨位(t)为16吨以下国四轮胎压路机，BW 161 AC-4CC的工作质量（kg）为9180。,"
工作质量（kg）:
9180
发动机型号:
Deutz道依茨 TCD3.6L4
额定功率（kw）:
95
压实宽度（mm）:
1680
"
徐工 XD133C 双钢轮压路机,XD133C双钢轮压路机采用回转支承铰接结构，驾驶转向更加灵活，内置式减速机，振动平稳性更好；双方向盘，并配备旋转滑移结构，满足不同人的操作习惯，整机驾驶更加舒适；,"
工作质量（kg）:
13000
振动频率（Hz）:
50/40
发动机型号:

额定功率（KW）:
104
"
柳工 6626E-双驱 全液压单钢轮压路机,CLG6626E全液压双驱单钢轮压路机采用全液压双驱，前钢轮分配质量更大，压实效率高，无级变速，免去频繁离合换挡，操纵舒适高效。,"
工作质量（kg）:
26000
振动频率（Hz）:
28/33
发动机型号:

额定功率（KW）:
177
"
三一重工 SPR260C-8S 26吨轮胎压路机,SPR260C-8S轮胎压路机应用于各种材料的基础层、次基础层、填方及沥青面层的压实作业。,"
工作质量（kg）:
26000
发动机型号:
WP6G190E301
额定功率（kw）:
140
压实宽度（mm）:
2368/2740
"
宝马格 BW 90 SL-5 CC 国四双钢轮压路机,宝马格不再使用传统的润滑油嘴，铰接头不需要打黄油，免维护，马达、中央电气系统和水泵都 能方便容易的接触到。大大节省了每日日常保养时间。,"
工作质量（kg）:
1600
振动频率（Hz）:
66
发动机型号:
Kubota 久保田 D 902
额定功率（KW）:
151
"
悍马 HC 268i D 国四单钢轮压路机,装备了强劲的 154 kW 国四排放发动机以及 HAMMTRONIC 智能压实控制系统，可广泛应用于土壤稳定、土方工程以及 CTB 大厚度水稳层等不同材料的压实施工。全液压双驱，因其优异的压实质量、超强爬坡能力、直观安全的操作以及简单的维护保养备受机手喜爱。更高性价比、更低的油耗和维护保养成本使得用户收益颇多。,"
工作质量（kg）:
27380
振动频率（Hz）:
27/30
发动机型号:
康明斯 B5.9CS4 210C
额定功率（KW）:
154
"
洛阳路通 LTP26H 全液压轮胎压路机,轮胎压路机系列依靠自身的重量压实建筑和道路工程中的粘性和非粘性材料如：沥青混凝土、砂砾混合料、各种稳定土和碾压水泥凝土（PCC材料）等，尤其适宜于高等级公路的路面处理。,"
工作质量（kg）:
26000
发动机型号:
WP6G190
额定功率（kw）:
140
压实宽度（mm）:
2850
"
戴纳派克 Dynapac CC5200 双钢轮压路机,DynapacCC5200功能和特点可压实任何类型的沥青混合物发动机功能强劲可提供有价值信息的控制面板灵活的转向系统出色的操作舒适性您的愿望就是我们的目标始终秉承环保理念维护轻松，面面俱到。,"
工作质量（kg）:
11300
振动频率（Hz）:
51/67
发动机型号:
Cummins QSB 4.5 IIIB/T4i
额定功率（KW）:
97 kW (130 hp )
"
三一重工 SSR220C-10H 22吨C10国四全液压双驱单钢轮压路机,全“芯”一代C10全液压双驱单钢轮，爬坡及压实能力强，特别适合大厚度水稳、沙地、大坡道等工况的压实。,"
工作质量（kg）:
22000
振动频率（Hz）:
28/33
发动机型号:
上柴SC7HG4
额定功率（KW）:
155
"
国机洛建 GYR303 轮胎压路机,国机洛建 GYR303 轮胎压路机是国机洛建生产制造的吨位(t)为30吨及以上轮胎压路机，GYR303的工作质量（kg）为30000。,"
工作质量（kg）:
30000
发动机型号:
SC8DK180.2G3
额定功率（kw）:
132
压实宽度（mm）:
2790
"
洛阳路通 LTC210 全液压双钢轮液压振动压路机,LTC210采用国外先进技术及进口关键零部件而生产的全液压振动压路机。该机为重型双钢轮串联式振动压路机，适合于压实道路沥青混凝土，砂石混合料和干硬性水泥混凝土，是公路、市政道路、停车场和工业场碾压平的通用施工设备。,"
工作质量（kg）:
10000
振动频率（Hz）:
40/46
发动机型号:
QSB3.9
额定功率（KW）:
74
"
洛阳路通 LT208 单钢轮振动压路机,LT208适用于各种非粘性材料如土壤、砾石、砾土、碎石、沙石混合料、岩石填方以及各种稳定土等路基和路面工程的压实，可广泛地用于高等级公路、铁路、市政工程、机场、港口、码头、堤坝等工程基础的压实和各种工业建筑工地中。,"
工作质量（kg）:
8000
振动频率（Hz）:
53
发动机型号:
常发CF4C90G-Z(国Ⅲ）
额定功率（KW）:
66.3
"
厦工 XG6263P 全液压轮胎辗,XG6263P 全液压轮胎辗传动采用进口、重型的变量泵、变量马达组成的闭式液压系统，确保压路机具有良好的驱动  性能和25%的爬坡能力。两档无级变速，确保在不同工况下以最适宜的速度进行作业。操作  舒适性好，可实现压路机的软起步、软停车性能。,"
工作质量（kg）:
26000
发动机型号:
SC7H190G3
额定功率（kw）:
140
压实宽度（mm）:
2750
"
国机洛建 LDD314H/312H/310H 全液压双钢轮振动压路机,LDD314H/312H/310H全液压双钢轮振动压路机中国最大的全液压双钢轮振动压路机本系列是采用国外先进技术并进口关键零部件的全液压双钢轮振动压路机，主要适合于路面工程的各类稳定土、沥青混凝土，干硬性混凝土等材料的压实，也可用于路基工程作业，是建设高等级公路、铁路、机场、港口、堤坝、市政工程及工业场地的理想压实设备。,"
工作质量（kg）:
14000
振动频率（Hz）:
40/55
发动机型号:
Cummins6BT5.9
额定功率（KW）:
110
"
山推 SR22-G 单钢轮压路机,SR22-G是山推最新研发的全新一代全液压双驱单钢轮振动压路机，其工作更高效、使用更经济、感受更舒适、维保更便利、操作更智能、外观更大气，适用于各种非粘性土壤，如砾石、碎石、砂石混合料及各种混凝土等进行压实，是大型基础工程的理想设备。,"
工作质量（kg）:
22000
振动频率（Hz）:
28/33
发动机型号:
WP4.6N
额定功率（KW）:
147
"
移山 MTR系列 轮胎压路机,MTR系列轮胎压路机柴油发动机，膨胀式水箱，液力变矩器，杭齿动力换档箱及驱动桥组成的行走系统，确保行驶可靠性。根据作业施工工艺要求，通过调节配重、配水及轮胎气压，达到理想的接地比压，达到理想的接地比压，满足路面的密实度压实要求。大功率环保空调，保证了驾乘人员的舒适性。通过轮胎的揉压，使得石块空隙中的空气排出，减少了行驶过程中的噪音。,"
工作质量（kg）:
30000
发动机型号:

额定功率（kw）:
132
压实宽度（mm）:
2750
"
山推 SRD13-C6 双钢轮压路机,SRD13-C6双钢轮压路机，采用全液压传动，动力强劲，具有压实品质高、可靠性高、操作智能等特点。主要适用于压实沥青、混凝土路面铺层，尤其是与摊铺机配合作业，能充分发挥成套设备的生产效率和作业质量，是高等级公路、现代化机场、码头和大型停车场等工程的理想压实设备。,"
工作质量（kg）:
13000
振动频率（Hz）:
40/50
发动机型号:
QSB4.5
额定功率（KW）:
119
"
宝马格 BW 222 D-5 CL 国四单钢轮振动压路机,"BW 222 D-5 CL单钢轮振动压路机集成的散热器竖直布置，清洁空气从顶部进入，废气从尾部水平两侧及顶部排出，避免卷起尘土，同时具有高的散热效率,360 度全方位施工视野，极大的驾驶空间宽敞舒适减少疲劳作业。","
工作质量（kg）:
22500
振动频率（Hz）:
28/33
发动机型号:
康明斯B5.9 CS4
额定功率（KW）:
154
"
鼎盛重工 LRS1016-2 轮胎压路机,LRS1016-2轮胎压路机本系列是光面轮胎压路机，主要适合于路面工程中各种粘性和非粘性材料，如沙土、碎石、稳定土、沥青混凝土等材料的压实，尤其适宜于高等级公路的沥青面层的最终处理，是建设高等级公路、机场、市政工程及工业场地的高性能压实设备。,"
工作质量（kg）:
16000
发动机型号:
Cummins4BT3.9
额定功率（kw）:
75
压实宽度（mm）:
2290
"
骏马 YZ1 双钢轮振动压路机,适用于人行道、县乡公路、停车场、体育场、水管沟槽、建筑庭院狭窄场地路面基层和沥青面层的压实和修补。,"
工作质量（kg）:
1000
振动频率（Hz）:
50
发动机型号:
R190
额定功率（KW）:
7.7
"
山工机械 522F（非道路国四） 单钢轮压路机,522F（非道路国四）单钢轮压路机采用上柴发动机满足国家非道路国四排放要求，油耗更低、动力更加强劲、节能环保。,"
工作质量（kg）:
22000
振动频率（Hz）:
29/33
发动机型号:
SC4H
额定功率（KW）:
129
"
龙工 LG530PH 轮胎压路机,LG530PH轮胎压路机动力采用国际名牌康明斯系列发动机，动力强劲。最大工作质量达30t，为超重型压实机械，压实效果好，生产效率高。配有加砂仓，用户可自行配置车重，操作方便。全液压驱动，采用国际名牌闭式液压系统元件，性能优良，质量可靠、爬坡能力强。采用无极变速，方便与其他机型协同工作。进口水泵，放干烧能力强；水压强劲，洒水更可靠。,"
工作质量（kg）:
30000
发动机型号:
6BTA5.9-C170
额定功率（kw）:

压实宽度（mm）:

"
