title,name,link
Calycadenia pauciflora A.Gray,Calycadenia ramulosa Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188134-1
Calycadenia pauciflora A.Gray,Hemizonia pauciflora A.Gray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188134-1
Armatocereus cartwrightianus Backeb.,Armatocereus cartwrightianus var. longispinus Backeb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:128877-1
Armatocereus cartwrightianus Backeb.,Cereus cartwrightianus (Britton & Rose) Werderm.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:128877-1
Armatocereus cartwrightianus Backeb.,Lemaireocereus cartwrightianus Britton & Rose,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:128877-1
Calorezia nutans (Less.) Panero,Perezia nutans Less.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77084937-1
Calorezia nutans (Less.) Panero,Perdicium nutans Poepp. ex DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77084937-1
Calorezia nutans (Less.) Panero,Perezia gayana DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77084937-1
Calorezia nutans (Less.) Panero,Perezia perfoliata J.Rémy,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77084937-1
Camptacra robusta A.R.Bean,Camptacra brachycomoides f. lanata N.T.Burb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77211797-1
Camptacra robusta A.R.Bean,Camptacra gracilis f. lanata (N.T.Burb.) Lander,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77211797-1
Camptacra robusta A.R.Bean,Vittadinia brachycomoides var. latifolia Benth.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77211797-1
Campuloclinium alternifolium Gardner,Ageratum alternifolium Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188180-1
Calycadenia multiglandulosa DC.,Calycadenia bicolor Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Calycadenia campestris Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Calycadenia cephalotes DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Calycadenia hispida Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Calycadenia hispida f. albiflora D.D.Keck,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Calycadenia hispida subsp. reducta D.D.Keck,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Calycadenia multiglandulosa subsp. bicolor (Greene) D.D.Keck,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Calycadenia multiglandulosa var. cephalotes (DC.) Jeps.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Calycadenia multiglandulosa subsp. cephalotes (DC.) D.D.Keck,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Calycadenia multiglandulosa subsp. robusta D.D.Keck,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Hemizonia cephalotes (DC.) Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Hemizonia hispida Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Hemizonia multiglandulosa A.Gray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Calycadenia multiglandulosa DC.,Hemizonia multiglandulosa var. cephalotes (DC.) A.Gray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188132-1
Camptacra gracilis (Benth.) Lander,Eurybia gracilis Benth.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:944817-1
Camptacra gracilis (Benth.) Lander,Shawia gracilis (Benth.) Sch.Bip.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:944817-1
Camptacra gracilis (Benth.) Lander,Aster brachycomoides F.Muell.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:944817-1
Camptacra gracilis (Benth.) Lander,Camptacra brachycomoides (F.Muell.) N.T.Burb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:944817-1
Camptacra gracilis (Benth.) Lander,Erigeron brachycomoides (F.Muell.) Boerl.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:944817-1
Camptacra gracilis (Benth.) Lander,Vittadinia brachycomoides (F.Muell.) Benth.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:944817-1
Camptacra gracilis (Benth.) Lander,Vittadinia brachycomoides var. glaberrima Domin,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:944817-1
Armatocereus laetus (Kunth) Backeb.,Cactus laetus Kunth,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19746-2
Armatocereus laetus (Kunth) Backeb.,Cereus laetus (Kunth) DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19746-2
Armatocereus laetus (Kunth) Backeb.,Lemaireocereus laetus (Kunth) Britton & Rose,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19746-2
Armatocereus laetus (Kunth) Backeb.,Armatocereus jungo Backeb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19746-2
Armatocereus laetus (Kunth) Backeb.,Armatocereus neolaetus Y.Itô,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19746-2
Calycoseris wrightii A.Gray,Calycoseris wrightii var. californica Brandegee,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328776-2
Armatocereus matucanensis Backeb.,Lemaireocereus matucanensis (Backeb.) W.T.Marshall,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19747-2
Armatocereus matucanensis Backeb.,Armatocereus arboreus Rauh & Backeb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19747-2
Armatocereus matucanensis Backeb.,Armatocereus churinensis Rauh & Backeb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19747-2
Armatocereus matucanensis Backeb.,Armatocereus ghiesbreghtii var. oligogonus (Rauh & Backeb.) F.Ritter,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19747-2
Armatocereus matucanensis Backeb.,Armatocereus mataranus F.Ritter,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19747-2
Armatocereus matucanensis Backeb.,Armatocereus mataranus subsp. ancashensis (F.Ritter) Ostolaza,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19747-2
Armatocereus matucanensis Backeb.,Armatocereus mataranus var. ancashensis F.Ritter,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19747-2
Armatocereus matucanensis Backeb.,Armatocereus oligogonus Rauh & Backeb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19747-2
Armatocereus matucanensis Backeb.,Armatocereus riomajensis Rauh & Backeb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19747-2
Calycadenia mollis A.Gray,Calycadenia mollis f. aurea D.D.Keck,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188131-1
Calycadenia mollis A.Gray,Calycadenia mollis f. rosea D.D.Keck,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188131-1
Calycadenia mollis A.Gray,Hemizonia angustifolia Durand,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188131-1
Calycadenia mollis A.Gray,Hemizonia mollis A.Gray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188131-1
× Pseudinium aschersonianum (Brügger & Killias) P.F.Hunt,Gymnadenia × aschersoniana Brügger & Killias,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:655100-1
× Pseudinium aschersonianum (Brügger & Killias) P.F.Hunt,× Hermibicchia aschersoniana (Brügger & Killias) E.G.Camus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:655100-1
× Pseudinium aschersonianum (Brügger & Killias) P.F.Hunt,× Herminorchis aschersonianum (Brügger & Killias) P.Fourn.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:655100-1
× Pseudinium aschersonianum (Brügger & Killias) P.F.Hunt,× Leucerminium aschersonianum (Brügger & Killias) Rauschert,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:655100-1
Calycadenia fremontii A.Gray,Calycadenia ciliosa Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188127-1
Calycadenia fremontii A.Gray,Calycadenia ciliosa f. alba D.D.Keck,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188127-1
Calycadenia fremontii A.Gray,Calycadenia elegans Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188127-1
Calycadenia fremontii A.Gray,Calycadenia pauciflora var. elegans (Greene) Jeps.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188127-1
Calycadenia fremontii A.Gray,Hemizonia fremontii A.Gray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188127-1
Calycadenia fremontii A.Gray,Hemizonia multiglandulosa var. sparsa A.Gray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188127-1
Calycadenia villosa DC.,Hemizonia douglasii A.Gray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188141-1
Campuloclinium burchellii (Baker) R.M.King & H.Rob.,Eupatorium burchellii Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44162-2
Campuloclinium burchellii (Baker) R.M.King & H.Rob.,Campuloclinium corymbosum Sch.Bip. ex Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44162-2
Campuloclinium burchellii (Baker) R.M.King & H.Rob.,Eupatorium griseopubescens Dusén ex Malme,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44162-2
Calorezia prenanthoides (Less.) Panero,Perezia prenanthoides Less.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77084938-1
Calorezia prenanthoides (Less.) Panero,Perdicium prenanthoides Poepp. ex Less.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77084938-1
Calorezia prenanthoides (Less.) Panero,Perdicium prenanthoides Poepp. ex Reiche,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77084938-1
Calorezia prenanthoides (Less.) Panero,Perezia brachylepis Phil.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77084938-1
Campuloclinium chlorolepis (Baker) R.M.King & H.Rob.,Eupatorium chlorolepis Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44164-2
Campuloclinium chlorolepis (Baker) R.M.King & H.Rob.,Campuloclinium turbinatum Sch.Bip. ex Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44164-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Chrysocoma cruciata Vell.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium cruciatum (Vell.) Ariza,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Campovassouria bupleurifolia (DC.) R.M.King & H.Rob.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium amblyolaenum Sch.Bip. ex Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium asclepiadeum DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium bupleurifolium DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium bupleurifolium var. asclepiadeum (DC.) Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium bupleurifolium var. ensifolia Hieron.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium bupleurifolium var. linifolium (DC.) Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium bupleurifolium var. microcephala Hieron.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium bupleurifolium f. typica Hieron.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium ensifolium Griseb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium graminifolium Chodat,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium linifolium DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium mandonii Sch.Bip.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium phlogifolium DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Eupatorium sonderi Sch.Bip.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Osmia asclepiadea Sch.Bip.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campovassouria cruciata (Vell.) R.M.King & H.Rob.,Osmia phlogifolia Sch.Bip.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44112-2
Campuloclinium parvulum (Glaz. ex B.L.Rob.) R.M.King & H.Rob.,Eupatorium parvulum Glaz. ex B.L.Rob.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44171-2
Campuloclinium campuloclinioides (Baker) R.M.King & H.Rob.,Ageratum campuloclinioides Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44163-2
Campuloclinium campuloclinioides (Baker) R.M.King & H.Rob.,Campuloclinium barrosoana (G.M.Barroso) R.M.King & H.Rob.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44163-2
Campuloclinium campuloclinioides (Baker) R.M.King & H.Rob.,Trichogonia barrosoana G.M.Barroso,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44163-2
Campuloclinium hickenii (Cabrera & Vittet) R.M.King & H.Rob.,Eupatorium hickenii Cabrera & Vittet,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44167-2
Campuloclinium hickenii (Cabrera & Vittet) R.M.King & H.Rob.,Eupatorium betoniciforme f. alternifolium Hicken,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44167-2
Campuloclinium hirsutum Gardner,Eupatorium gardnerianum Hieron.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188193-1
Campuloclinium hirsutum Gardner,Campuloclinium siegesbeckioides Sch.Bip. ex Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188193-1
Campuloclinium hirsutum Gardner,Eupatorium hirsutum Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188193-1
Campuloclinium scabrum (Klatt) J.Calvo & Roque,Trichogonia scabra Klatt,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77194910-1
Campuloclinium scabrum (Klatt) J.Calvo & Roque,Campuloclinium tubaraoense (Hieron.) R.M.King & H.Rob.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77194910-1
Campuloclinium scabrum (Klatt) J.Calvo & Roque,Eupatorium tubaraoense Hieron.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77194910-1
Campuloclinium megacephalum (Baker) R.M.King & H.Rob.,Eupatorium megacephalum Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44170-2
Campuloclinium megacephalum (Baker) R.M.King & H.Rob.,Campuloclinium polyphyllum Sch.Bip. ex Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44170-2
Campuloclinium megacephalum (Baker) R.M.King & H.Rob.,Eupatorium paulense Loefgr.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44170-2
Campuloclinium riedelii (Baker) R.M.King & H.Rob.,Eupatorium riedelii Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44174-2
Campuloclinium riedelii (Baker) R.M.King & H.Rob.,Eupatorium riedelii var. guaranitica Chodat,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44174-2
Campuloclinium riedelii (Baker) R.M.King & H.Rob.,Eupatorium riedelii var. microcephalum Chodat,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44174-2
Cancrinia discoidea (Ledeb.) Poljakov ex Tzvelev,Chrysanthemum discoideum (Ledeb.) B.Fedtsch.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188248-1
Cancrinia discoidea (Ledeb.) Poljakov ex Tzvelev,Matricaria ledebourii (Sch.Bip.) Schischk.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188248-1
Cancrinia discoidea (Ledeb.) Poljakov ex Tzvelev,"Microcephala discoidea (Ledeb.) K.Bremer, H.Eklund, Ghebr., Heiðm., N.Laurent, Maa",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188248-1
Cancrinia discoidea (Ledeb.) Poljakov ex Tzvelev,Pyrethrum discoideum Ledeb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188248-1
Cancrinia discoidea (Ledeb.) Poljakov ex Tzvelev,Tanacetum ledebourii Sch.Bip.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188248-1
Cancrinia discoidea (Ledeb.) Poljakov ex Tzvelev,Chrysanthemum ledebourianum Y.Ling,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188248-1
Caputia medley-woodii (Hutch.) B.Nord. & Pelser,Senecio medley-woodii Hutch.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77123769-1
Canadanthus modestus (Lindl.) G.L.Nesom,Aster modestus Lindl.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981706-1
Canadanthus modestus (Lindl.) G.L.Nesom,Weberaster modestus (Lindl.) Á.Löve & D.Löve,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981706-1
Canadanthus modestus (Lindl.) G.L.Nesom,Aster major (Hook.) Porter,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981706-1
Canadanthus modestus (Lindl.) G.L.Nesom,Aster majus Porter,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981706-1
Canadanthus modestus (Lindl.) G.L.Nesom,Aster modestus var. major (Hook.) Muenscher,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981706-1
Canadanthus modestus (Lindl.) G.L.Nesom,Aster mutatus Torr. & A.Gray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981706-1
Canadanthus modestus (Lindl.) G.L.Nesom,Aster sayianus Nutt.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981706-1
Canadanthus modestus (Lindl.) G.L.Nesom,Aster unalaschkensis var. major Hook.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:981706-1
Cancrinia maximowiczii C.Winkl.,Cancrinia paucicephala Y.Ling,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188258-1
Cancrinia maximowiczii C.Winkl.,Poljakovia falcatolobata (Krasch.) Grubov & Filatova,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188258-1
Cancrinia maximowiczii C.Winkl.,Tanacetum falcatolobatum Krasch.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188258-1
Campuloclinium macrocephalum (Less.) DC.,Conoclinium macrocephalum (Less.) DC. ex B.L.Turner,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium macrocephalum Less.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Campuloclinium macrocephalum var. strigosum DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Campuloclinium pohlianum Sch.Bip. ex Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Campuloclinium strigosum Sch.Bip. ex Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Chromolaena pratensis Gardner,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium albertinae Ant.Molina,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium denudatum Chodat,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium donianum Hook. & Arn.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium macrocephalum var. angustifolium Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium macrocephalum var. stigmatosum Hassl.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium macrocephalum var. strigosum (DC.) Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium oxyhedrum Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium sladenianum S.Moore,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium stigmatosum Chodat,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium stigmatosum var. subcalvatum Chodat,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Campuloclinium macrocephalum (Less.) DC.,Eupatorium stigmatosum var. violaceum Chodat,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188196-1
Caputia pyramidata (DC.) B.Nord. & Pelser,Senecio pyramidatus DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77123775-1
Caputia oribiensis (van Jaarsv.) J.C.Manning,Senecio oribiensis van Jaarsv.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77131580-1
Caputia scaposa (DC.) B.Nord. & Pelser,Senecio scaposus DC.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77123771-1
Cancriniella krascheninnikovii (Rubtzov) Tzvelev,Brachanthemum krascheninnikovii Rubtzov,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188277-1
Cancriniella krascheninnikovii (Rubtzov) Tzvelev,Cancrinia krascheninnikovii (Rubtzov) Poljakov,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188277-1
Campuloclinium purpurascens (Baker) R.M.King & H.Rob.,Eupatorium purpurascens Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44173-2
Campuloclinium purpurascens (Baker) R.M.King & H.Rob.,Eupatorium glaziovii Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44173-2
Campuloclinium purpurascens (Baker) R.M.King & H.Rob.,Eupatorium podachaenium Sch.Bip. ex Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44173-2
Campuloclinium purpurascens (Baker) R.M.King & H.Rob.,Eupatorium purpurascens var. guaraniticum Chodat,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44173-2
Campuloclinium purpurascens (Baker) R.M.King & H.Rob.,Eupatorium purpurascens var. nemorale Baker,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:44173-2
Carlquistia muirii (A.Gray) B.G.Baldwin,Raillardella muirii A.Gray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1012647-1
Carlquistia muirii (A.Gray) B.G.Baldwin,Raillardiopsis muirii Rydb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1012647-1
Caucasalia pontica (K.Koch) Greuter,Adenostyles pontica K.Koch,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60442187-2
Caucasalia pontica (K.Koch) Greuter,Adenostyles platyphylloides (Sommier & Levier) Czerep.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60442187-2
