Hieracium saxatile Jacq.,Hieracium saxatile subsp. coriifolium (Nägeli & Peter) Greuter,/taxon/urn:lsid:ipni.org:names:77096541-1
Hieracium saxatile Jacq.,Hieracium saxatile subsp. saxatile ,/taxon/urn:lsid:ipni.org:names:77180313-1
Hieracium saxifragum Fr.,Hieracium saxifragum var. altenahrense Touton,/taxon/urn:lsid:ipni.org:names:77119302-1
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. austrovallesiacum Zahn,/taxon/urn:lsid:ipni.org:names:215235-1
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. carolipolitanum Dunkel,/taxon/urn:lsid:ipni.org:names:20002818-1
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. dufftii Zahn,/taxon/urn:lsid:ipni.org:names:3286449-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. extensiforme (Dahlst.) Zahn,/taxon/urn:lsid:ipni.org:names:3272330-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. freibergianum (Zahn) Zahn,/taxon/urn:lsid:ipni.org:names:3286450-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. geminiflorum (Arv.-Touv. & Gaut.) Zahn,/taxon/urn:lsid:ipni.org:names:77253247-1
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. hemipolium Zahn,/taxon/urn:lsid:ipni.org:names:3286453-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. lettinum Zahn,/taxon/urn:lsid:ipni.org:names:3286454-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. lurlejense Zahn,/taxon/urn:lsid:ipni.org:names:3286455-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. luteoglaucescens Zahn,/taxon/urn:lsid:ipni.org:names:219639-1
Hieracium saxifragum Fr.,"Hieracium saxifragum var. mirantesianum (Mateo, Egido & Gómiz) Mateo, Egido & Gómiz",/taxon/urn:lsid:ipni.org:names:3286448-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. petrogeton Zahn,/taxon/urn:lsid:ipni.org:names:3286457-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. pseudextensum Zahn,/taxon/urn:lsid:ipni.org:names:3286458-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. regiomontis Zahn,/taxon/urn:lsid:ipni.org:names:3286459-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. rhenobavaricum Zahn,/taxon/urn:lsid:ipni.org:names:3286460-4
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. saxifragum ,/taxon/urn:lsid:ipni.org:names:77180617-1
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. sempronianum (Wolf. ex Favrat) Zahn,/taxon/urn:lsid:ipni.org:names:77253364-1
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. tolosanum (Arv.-Touv.) Zahn,/taxon/urn:lsid:ipni.org:names:77253710-1
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. venustum (Arv.-Touv.) Zahn,/taxon/urn:lsid:ipni.org:names:77253311-1
Hieracium saxifragum Fr.,Hieracium saxifragum subsp. vulpii Zahn,/taxon/urn:lsid:ipni.org:names:77253208-1
"Hieracium scapigerum Boiss., Orph. & Heldr.",Hieracium scapigerum subsp. bellii (Arv.-Touv.) Zahn,/taxon/urn:lsid:ipni.org:names:77253823-1
"Hieracium scapigerum Boiss., Orph. & Heldr.","Hieracium scapigerum subsp. falacronense Gottschl., Dunkel & Meierott",/taxon/urn:lsid:ipni.org:names:77147199-1
"Hieracium scapigerum Boiss., Orph. & Heldr.",Hieracium scapigerum subsp. scapigerum ,/taxon/urn:lsid:ipni.org:names:77180441-1
Hieracium scardicum Bornm. & Zahn,Hieracium scardicum subsp. hypopannosum T.Georgiev & Zahn,/taxon/urn:lsid:ipni.org:names:3286502-4
Hieracium scardicum Bornm. & Zahn,Hieracium scardicum subsp. lachnoneuron T.Georgiev & Zahn,/taxon/urn:lsid:ipni.org:names:3286503-4
Hieracium scardicum Bornm. & Zahn,Hieracium scardicum subsp. scardicum ,/taxon/urn:lsid:ipni.org:names:77180049-1
Hieracium scheppigianum Freyn,Hieracium scheppigianum subsp. leiolepium Zahn,/taxon/urn:lsid:ipni.org:names:3286504-4
Hieracium scheppigianum Freyn,Hieracium scheppigianum subsp. scheppigianum ,/taxon/urn:lsid:ipni.org:names:77180717-1
Hieracium scheppigianum Freyn,Hieracium scheppigianum subsp. volujakense Zahn,/taxon/urn:lsid:ipni.org:names:60432998-2
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. acrocrocydotum (Zahn) Greuter,/taxon/urn:lsid:ipni.org:names:77085595-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. arcicola (Arv.-Touv.) O.Bolòs & Vigo,/taxon/urn:lsid:ipni.org:names:991152-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. argaeum (Zahn) Greuter,/taxon/urn:lsid:ipni.org:names:77085596-1
Hieracium schmidtii Tausch,"Hieracium schmidtii subsp. argyrosericeum (O.Behr, E.Behr & Zahn) Greuter",/taxon/urn:lsid:ipni.org:names:77085597-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. balkanum (R.Uechtr. ex Pančić) Niketić,/taxon/urn:lsid:ipni.org:names:77190859-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. barbulatiforme (Zahn) O.Bolòs & Vigo,/taxon/urn:lsid:ipni.org:names:991147-1
Hieracium schmidtii Tausch,"Hieracium schmidtii subsp. basicrinuloides (O.Behr, E.Behr & Zahn) Greuter",/taxon/urn:lsid:ipni.org:names:77085599-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. brachetianum (Arv.-Touv. & Gaut.) Gottschl.,/taxon/urn:lsid:ipni.org:names:77089581-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. brunelliforme (Arv.-Touv.) O.Bolòs & Vigo,/taxon/urn:lsid:ipni.org:names:991150-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. catriae Gottschl.,/taxon/urn:lsid:ipni.org:names:77116806-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. cenomanicum (Zahn) Greuter,/taxon/urn:lsid:ipni.org:names:77096542-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. ceratodon (Arv.-Touv.) O.Bolòs & Vigo,/taxon/urn:lsid:ipni.org:names:991156-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. ceratophylloides (Zahn) Gottschl.,/taxon/urn:lsid:ipni.org:names:77089619-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. cochleariforme Gottschl.,/taxon/urn:lsid:ipni.org:names:77116807-1
Hieracium schmidtii Tausch,Hieracium schmidtii subsp. comatulum (Jord. ex Boreau) O.Bolòs & Vigo,/taxon/urn:lsid:ipni.org:names:991142-1
title,name,link
Mucuna diabolica Backer,Mucuna diabolica subsp. diabolica ,/taxon/urn:lsid:ipni.org:names:77190574-1
Mucuna diabolica Backer,Mucuna diabolica subsp. kenneallyi Verdc.,/taxon/urn:lsid:ipni.org:names:916470-1
Mucuna coriacea Baker,Mucuna coriacea subsp. coriacea ,/taxon/urn:lsid:ipni.org:names:77190552-1
Mucuna coriacea Baker,Mucuna coriacea subsp. irritans (Burtt Davy) Verdc.,/taxon/urn:lsid:ipni.org:names:77250175-1
Mucuna gigantea (Willd.) DC.,Mucuna gigantea subsp. gigantea ,/taxon/urn:lsid:ipni.org:names:77190591-1
Mucuna gigantea (Willd.) DC.,Mucuna gigantea subsp. tashiroi (Hayata) H.Ohashi & Tateishi,/taxon/urn:lsid:ipni.org:names:885632-1
Mucuna hainanensis Hayata,Mucuna hainanensis subsp. hainanensis ,/taxon/urn:lsid:ipni.org:names:77190585-1
Mucuna hainanensis Hayata,Mucuna hainanensis subsp. multilamellata Wilmot-Dear,/taxon/urn:lsid:ipni.org:names:965264-1
Mucuna pesa De Wild.,Mucuna pesa var. glabrescens Hauman,/taxon/urn:lsid:ipni.org:names:77250257-1
Mucuna pesa De Wild.,Mucuna pesa var. pesa ,/taxon/urn:lsid:ipni.org:names:77190588-1
Mucuna pruriens (L.) DC.,Mucuna pruriens var. hirsuta (Wight & Arn.) Wilmot-Dear,/taxon/urn:lsid:ipni.org:names:953400-1
Mucuna pruriens (L.) DC.,Mucuna pruriens var. pruriens ,/taxon/urn:lsid:ipni.org:names:77190582-1
Mucuna pruriens (L.) DC.,Mucuna pruriens var. utilis (Wall. ex Wight) Baker ex Burck,/taxon/urn:lsid:ipni.org:names:77251100-1
Bersama abyssinica Fresen.,Bersama abyssinica subsp. abyssinica ,/taxon/urn:lsid:ipni.org:names:77228344-1
Bersama abyssinica Fresen.,Bersama abyssinica subsp. paullinioides (Planch.) Verdc.,/taxon/urn:lsid:ipni.org:names:77249281-1
Bersama abyssinica Fresen.,Bersama abyssinica subsp. rosea (Hoyle) Mikkelsen,/taxon/urn:lsid:ipni.org:names:1021145-1
Ononis alba Poir.,Ononis alba subsp. alba ,/taxon/urn:lsid:ipni.org:names:77190541-1
Ononis alba Poir.,Ononis alba subsp. monophylla (Desf.) Murb.,/taxon/urn:lsid:ipni.org:names:77251934-1
Ononis alba Poir.,Ononis alba subsp. tuna (Pomel) Maire,/taxon/urn:lsid:ipni.org:names:77251126-1
Ononis alopecuroides L.,Ononis alopecuroides subsp. alopecuroides ,/taxon/urn:lsid:ipni.org:names:77190524-1
Ononis alopecuroides L.,Ononis alopecuroides subsp. exalopecuroides (G.López) Greuter & Burdet,/taxon/urn:lsid:ipni.org:names:955505-1
Ononis alopecuroides L.,Ononis alopecuroides subsp. simulata (Pau & Font Quer) Maire,/taxon/urn:lsid:ipni.org:names:77251812-1
Ononis angustissima Lam.,Ononis angustissima subsp. angustissima ,/taxon/urn:lsid:ipni.org:names:77190520-1
Ononis angustissima Lam.,Ononis angustissima subsp. falcata (Viv.) Murb.,/taxon/urn:lsid:ipni.org:names:77251835-1
Ononis angustissima Lam.,Ononis angustissima subsp. filifolia Murb.,/taxon/urn:lsid:ipni.org:names:510314-1
Ononis angustissima Lam.,Ononis angustissima subsp. longifolia (Brouss. ex Willd.) Förther & Podlech,/taxon/urn:lsid:ipni.org:names:967383-1
Ononis angustissima Lam.,Ononis angustissima subsp. mauritii (Maire & Sennen) Förther & Podlech,/taxon/urn:lsid:ipni.org:names:967385-1
Ononis angustissima Lam.,Ononis angustissima subsp. paralias (Förther & Podlech) Dobignard,/taxon/urn:lsid:ipni.org:names:77121491-1
Ononis angustissima Lam.,Ononis angustissima subsp. polyclada Murb.,/taxon/urn:lsid:ipni.org:names:510444-1
Ononis antennata Pomel,Ononis antennata subsp. antennata ,/taxon/urn:lsid:ipni.org:names:77190618-1
Ononis antennata Pomel,Ononis antennata subsp. massesylia (Pomel) Širj.,/taxon/urn:lsid:ipni.org:names:77252090-1
Ononis antennata Pomel,Ononis antennata subsp. natricoides Širj.,/taxon/urn:lsid:ipni.org:names:77251764-1
Ononis cephalantha Pomel,Ononis cephalantha subsp. cephalantha ,/taxon/urn:lsid:ipni.org:names:77190605-1
Ononis cephalantha Pomel,Ononis cephalantha subsp. pseudocephalantha (Emb. & Maire) Maire,/taxon/urn:lsid:ipni.org:names:77251361-1
Ononis cristata Mill.,"Ononis cristata subsp. ayachica Dobignard, Jacquemoud & Jeanm.",/taxon/urn:lsid:ipni.org:names:77065663-1
Ononis cristata Mill.,Ononis cristata subsp. cristata ,/taxon/urn:lsid:ipni.org:names:77190545-1
Ononis hispida Desf.,Ononis hispida subsp. arborescens (Desf.) Širj.,/taxon/urn:lsid:ipni.org:names:77251404-1
Ononis hispida Desf.,Ononis hispida subsp. hispida ,/taxon/urn:lsid:ipni.org:names:77190526-1
Maackia amurensis Rupr.,Maackia amurensis var. amurensis ,/taxon/urn:lsid:ipni.org:names:77190406-1
Maackia amurensis Rupr.,Maackia amurensis var. stenocarpa Nakai,/taxon/urn:lsid:ipni.org:names:77252385-1
Ononis natrix L.,Ononis natrix subsp. arganietorum (Maire) Širj.,/taxon/urn:lsid:ipni.org:names:77251342-1
Ononis natrix L.,Ononis natrix subsp. hesperia Maire,/taxon/urn:lsid:ipni.org:names:50968162-1
Ononis natrix L.,Ononis natrix subsp. hispanica (L.f.) Cout.,/taxon/urn:lsid:ipni.org:names:77250379-1
Ononis natrix L.,Ononis natrix subsp. natrix ,/taxon/urn:lsid:ipni.org:names:77190616-1
Ononis natrix L.,Ononis natrix subsp. prostrata (Braun-Blanq. & Wilczek) Širj.,/taxon/urn:lsid:ipni.org:names:77252034-1
Ononis natrix L.,Ononis natrix subsp. stenophylla (Boiss.) Širj.,/taxon/urn:lsid:ipni.org:names:77251156-1
Ononis pendula Desf.,Ononis pendula subsp. boissieri (Širj.) Devesa,/taxon/urn:lsid:ipni.org:names:953084-1
Ononis pendula Desf.,Ononis pendula subsp. broussonetii (Ser.) Emb. & Maire,/taxon/urn:lsid:ipni.org:names:77251821-1
Ononis pendula Desf.,Ononis pendula subsp. munbyi (Širj.) Greuter & Burdet,/taxon/urn:lsid:ipni.org:names:953332-1
Ononis pendula Desf.,Ononis pendula subsp. pendula ,/taxon/urn:lsid:ipni.org:names:77190571-1
Ononis pusilla L.,Ononis pusilla subsp. pusilla ,/taxon/urn:lsid:ipni.org:names:77190558-1
Ononis pusilla L.,Ononis pusilla subsp. saxicola (Boiss. & Reut.) Malag.,/taxon/urn:lsid:ipni.org:names:885661-1
Ononis reclinata L.,Ononis reclinata subsp. minor (Moris) Arcang.,/taxon/urn:lsid:ipni.org:names:77251440-1
Ononis reclinata L.,Ononis reclinata subsp. reclinata ,/taxon/urn:lsid:ipni.org:names:77190551-1
Ononis spinosa L.,Ononis spinosa subsp. antiquorum (L.) Arcang.,/taxon/urn:lsid:ipni.org:names:77251042-1
Ononis spinosa L.,Ononis spinosa subsp. australis (Širj.) Greuter & Burdet,/taxon/urn:lsid:ipni.org:names:955507-1
Ononis spinosa L.,Ononis spinosa subsp. austriaca (Beck) Gams,/taxon/urn:lsid:ipni.org:names:77250602-1
Ononis spinosa L.,Ononis spinosa subsp. diacantha (Sieber ex Rchb.) Greuter,/taxon/urn:lsid:ipni.org:names:77251427-1
Ononis spinosa L.,Ononis spinosa subsp. leiosperma (Boiss.) Širj.,/taxon/urn:lsid:ipni.org:names:77250126-1
Ononis spinosa L.,Ononis spinosa subsp. masquillierii (Bertol.) Negodi,/taxon/urn:lsid:ipni.org:names:77249935-1
Ononis spinosa L.,Ononis spinosa subsp. procurrens (Wallr.) Briq.,/taxon/urn:lsid:ipni.org:names:77252049-1
Ononis spinosa L.,Ononis spinosa nothosubsp. pseudohircina (Schur) B.Bock,/taxon/urn:lsid:ipni.org:names:77118709-1
Ononis spinosa L.,Ononis spinosa var. sancti-marini Pamp.,/taxon/urn:lsid:ipni.org:names:77158151-1
Ononis spinosa L.,Ononis spinosa subsp. spinosa ,/taxon/urn:lsid:ipni.org:names:77190557-1
Ononis thomsonii Ball ex Oliv.,Ononis thomsonii subsp. semiglabra (Maire) Dobignard,/taxon/urn:lsid:ipni.org:names:77065665-1
Ononis thomsonii Ball ex Oliv.,Ononis thomsonii subsp. thomsonii ,/taxon/urn:lsid:ipni.org:names:77190599-1
Ononis tridentata L.,Ononis tridentata subsp. angustifolia (Lange) Devesa & G.López,/taxon/urn:lsid:ipni.org:names:998867-1
Ononis tridentata L.,"Ononis tridentata subsp. barrelieri (Dufour) Pérez Dacosta, Uribe-Ech. & Urrutia",/taxon/urn:lsid:ipni.org:names:20002590-1
Ononis tridentata L.,"Ononis tridentata subsp. mauretanica (Maire) Agulló, Juan, M.A.Alonso, Terrones & M.B.Crespo",/taxon/urn:lsid:ipni.org:names:3299949-4
Ononis tridentata L.,Ononis tridentata subsp. tridentata ,/taxon/urn:lsid:ipni.org:names:3299947-4
