title,name,link
Salpichlaena volubilis (Kaulf.) J.Sm.,Salpichlaena volubilis subsp. amazonica G.G.Cárdenas & Tuomisto,/taxon/urn:lsid:ipni.org:names:77201959-1
Salpichlaena volubilis (Kaulf.) J.Sm.,Salpichlaena volubilis subsp. crenata G.G.Cárdenas & Tuomisto,/taxon/urn:lsid:ipni.org:names:77201960-1
Salpichlaena volubilis (Kaulf.) J.Sm.,Salpichlaena volubilis subsp. thalassica (Grayum & R.C.Moran) G.G.Cárdenas & Tuomisto,/taxon/urn:lsid:ipni.org:names:77201961-1
Salpichlaena volubilis (Kaulf.) J.Sm.,Salpichlaena volubilis subsp. volubilis ,/taxon/urn:lsid:ipni.org:names:77233115-1
Athrixia rosmarinifolia Oliv. & Hiern,Athrixia rosmarinifolia var. foliosa (S.Moore) Kroner,/taxon/urn:lsid:ipni.org:names:919410-1
Athrixia rosmarinifolia Oliv. & Hiern,Athrixia rosmarinifolia var. rosmarinifolia ,/taxon/urn:lsid:ipni.org:names:77232715-1
Cota triumfetti (L.) J.Gay,Cota triumfetti var. aligulata (Losa) J.Sánchez & Benedí,/taxon/urn:lsid:ipni.org:names:77201696-1
Cota triumfetti (L.) J.Gay,"Cota triumfetti subsp. briquetii (Fiori) Brullo, Gangale & Uzunov",/taxon/urn:lsid:ipni.org:names:77087826-1
Cota triumfetti (L.) J.Gay,Cota triumfetti subsp. triumfetti ,/taxon/urn:lsid:ipni.org:names:77179809-1
Aeranthes tenella Bosser,Aeranthes tenella var. borbonica Bosser,/taxon/urn:lsid:ipni.org:names:951094-1
Aeranthes tenella Bosser,Aeranthes tenella var. tenella ,/taxon/urn:lsid:ipni.org:names:77167558-1
Calophyllum carrii P.F.Stevens,Calophyllum carrii var. carrii ,/taxon/urn:lsid:ipni.org:names:77228260-1
Calophyllum carrii P.F.Stevens,Calophyllum carrii var. longigemmatum P.F.Stevens,/taxon/urn:lsid:ipni.org:names:876286-1
Kielmeyera neglecta Saddi,Kielmeyera neglecta var. neglecta ,/taxon/urn:lsid:ipni.org:names:77225740-1
Kielmeyera neglecta Saddi,Kielmeyera neglecta var. neglectiifolia Saddi,/taxon/urn:lsid:ipni.org:names:279198-2
Carex fusiformis Nees,Carex fusiformis subsp. attenuata (C.B.Clarke) X.F.Jin & Y.F.Lu,/taxon/urn:lsid:ipni.org:names:77296118-1
Carex fusiformis Nees,Carex fusiformis subsp. fusiformis ,/taxon/urn:lsid:ipni.org:names:3296993-4
Carex gentilis Franch.,Carex gentilis var. gentilis ,/taxon/urn:lsid:ipni.org:names:77170948-1
Carex gentilis Franch.,Carex gentilis var. intermedia F.T.Wang & Tang ex Y.C.Tang,/taxon/urn:lsid:ipni.org:names:950220-1
Carex gentilis Franch.,Carex gentilis var. macrocarpa Tang & F.T.Wang ex L.K.Dai,/taxon/urn:lsid:ipni.org:names:1007962-1
Carex gentilis Franch.,Carex gentilis var. nakaharae (Hayata) T.Koyama,/taxon/urn:lsid:ipni.org:names:77189067-1
Carex glareosa Schkuhr ex Wahlenb.,Carex glareosa subsp. glareosa ,/taxon/urn:lsid:ipni.org:names:77170230-1
Carex glareosa Schkuhr ex Wahlenb.,Carex glareosa subsp. pribylovensis (Macoun) G.Halliday & Chater,/taxon/urn:lsid:ipni.org:names:46258-2
Carex inops L.H.Bailey,Carex inops subsp. heliophila (Mack.) Crins,/taxon/urn:lsid:ipni.org:names:46393-2
Carex inops L.H.Bailey,Carex inops subsp. inops ,/taxon/urn:lsid:ipni.org:names:77171541-1
"Balbisia miniata (I.M.Johnst.) Descole, O'Donell & Lourteig",Balbisia miniata var. anomala Ariza & Novara,/taxon/urn:lsid:ipni.org:names:60427057-2
"Balbisia miniata (I.M.Johnst.) Descole, O'Donell & Lourteig",Balbisia miniata var. miniata ,/taxon/urn:lsid:ipni.org:names:77228687-1
Macrolobium savannarum R.S.Cowan,Macrolobium savannarum var. foldatsii (R.S.Cowan) P.E.Berry,/taxon/urn:lsid:ipni.org:names:1015757-2
Macrolobium savannarum R.S.Cowan,Macrolobium savannarum var. savannarum ,/taxon/urn:lsid:ipni.org:names:77190428-1
Cyrtandra clarkei Stapf,Cyrtandra clarkei var. brachycalyx B.L.Burtt,/taxon/urn:lsid:ipni.org:names:970020-1
Cyrtandra clarkei Stapf,Cyrtandra clarkei var. clarkei ,/taxon/urn:lsid:ipni.org:names:77229001-1
Cyrtandra clarkei Stapf,Cyrtandra clarkei var. grandis B.L.Burtt,/taxon/urn:lsid:ipni.org:names:970021-1
Cyrtandra clarkei Stapf,Cyrtandra clarkei var. longipetiolata B.L.Burtt,/taxon/urn:lsid:ipni.org:names:970022-1
Cyrtandra coccinea Blume,Cyrtandra coccinea var. celebica (Blume) C.B.Clarke,/taxon/urn:lsid:ipni.org:names:77249597-1
Cyrtandra coccinea Blume,Cyrtandra coccinea var. coccinea ,/taxon/urn:lsid:ipni.org:names:77229656-1
Cyrtandra coccinea Blume,Cyrtandra coccinea var. timorensis C.B.Clarke,/taxon/urn:lsid:ipni.org:names:77249274-1
Iris drepanophylla Aitch. & Baker,Iris drepanophylla subsp. chlorotica B.Mathew & Wendelbo,/taxon/urn:lsid:ipni.org:names:883544-1
Iris drepanophylla Aitch. & Baker,Iris drepanophylla subsp. drepanophylla ,/taxon/urn:lsid:ipni.org:names:77169837-1
Melaleuca nervosa (Lindl.) Cheel,Melaleuca nervosa subsp. crosslandiana (W.Fitzg.) Barlow ex Craven,/taxon/urn:lsid:ipni.org:names:1007301-1
Melaleuca nervosa (Lindl.) Cheel,Melaleuca nervosa subsp. nervosa ,/taxon/urn:lsid:ipni.org:names:77214322-1
Papaver lapponicum (Tolm.) Nordh.,Papaver lapponicum subsp. jugoricum (Tolm.) Gudoschn.,/taxon/urn:lsid:ipni.org:names:888079-1
Papaver lapponicum (Tolm.) Nordh.,Papaver lapponicum subsp. orientale Tolm.,/taxon/urn:lsid:ipni.org:names:60450788-2
Solanum citrullifolium A.Braun,Solanum citrullifolium var. citrullifolium ,/taxon/urn:lsid:ipni.org:names:77194535-1
Solanum citrullifolium A.Braun,Solanum citrullifolium var. setigerum Bartlett,/taxon/urn:lsid:ipni.org:names:238590-2
Calamagrostis purpurascens R.Br.,Calamagrostis purpurascens subsp. laricina (Louis-Marie) Elven,/taxon/urn:lsid:ipni.org:names:77099600-1
Calamagrostis purpurascens R.Br.,Calamagrostis purpurascens subsp. purpurascens ,/taxon/urn:lsid:ipni.org:names:77169129-1
Chusquea fimbriligulata (L.G.Clark) L.G.Clark,Chusquea fimbriligulata subsp. fimbriligulata ,/taxon/urn:lsid:ipni.org:names:77172587-1
Chusquea fimbriligulata (L.G.Clark) L.G.Clark,Chusquea fimbriligulata subsp. peruviana (L.G.Clark) L.G.Clark ex B.León & J.Roque,/taxon/urn:lsid:ipni.org:names:60456387-2
Leymus salina (M.E.Jones) Á.Löve,Leymus salina subsp. mojavensis Barkworth & R.J.Atkins,/taxon/urn:lsid:ipni.org:names:139363-2
Leymus salina (M.E.Jones) Á.Löve,Leymus salina subsp. salina ,/taxon/urn:lsid:ipni.org:names:3300896-4
Leymus salina (M.E.Jones) Á.Löve,Leymus salina subsp. salmonis (C.L.Hitchc.) R.J.Atkins,/taxon/urn:lsid:ipni.org:names:139364-2
Piptatherum holciforme (M.Bieb.) Roem. & Schult.,Piptatherum holciforme subsp. abyssinicum Freitag,/taxon/urn:lsid:ipni.org:names:951189-1
Piptatherum holciforme (M.Bieb.) Roem. & Schult.,Piptatherum holciforme subsp. holciforme ,/taxon/urn:lsid:ipni.org:names:77172798-1
Piptatherum holciforme (M.Bieb.) Roem. & Schult.,Piptatherum holciforme subsp. longiglume (Hausskn.) Freitag,/taxon/urn:lsid:ipni.org:names:77189371-1
Veronica pectinata L.,Veronica pectinata var. pectinata ,/taxon/urn:lsid:ipni.org:names:77224980-1
Veronica pectinata L.,Veronica pectinata var. schizocalyx (Freyn & Sint.) Bornm.,/taxon/urn:lsid:ipni.org:names:77252303-1
Ipomopsis spicata (Nutt.) V.E.Grant,Ipomopsis spicata subsp. capitata (A.Gray) V.E.Grant,/taxon/urn:lsid:ipni.org:names:129858-2
Ipomopsis spicata (Nutt.) V.E.Grant,Ipomopsis spicata var. cephaloidea (Rydb.) Wilken & R.L.Hartm.,/taxon/urn:lsid:ipni.org:names:278850-2
Ipomopsis spicata (Nutt.) V.E.Grant,Ipomopsis spicata subsp. orchidacea (Brand) Wilken & R.L.Hartm.,/taxon/urn:lsid:ipni.org:names:966667-1
Ipomopsis spicata (Nutt.) V.E.Grant,Ipomopsis spicata subsp. robruthiae Wilken & R.L.Hartm.,/taxon/urn:lsid:ipni.org:names:965134-1
Ipomopsis spicata (Nutt.) V.E.Grant,Ipomopsis spicata subsp. spicata ,/taxon/urn:lsid:ipni.org:names:77231065-1
Ipomopsis spicata (Nutt.) V.E.Grant,Ipomopsis spicata subsp. tridactyla (Rydb.) Wilken & R.L.Hartm.,/taxon/urn:lsid:ipni.org:names:966666-1
Grevillea commutata F.Muell.,Grevillea commutata subsp. commutata ,/taxon/urn:lsid:ipni.org:names:77230541-1
Grevillea commutata F.Muell.,Grevillea commutata subsp. pinnatisecta (F.Muell.) Makinson,/taxon/urn:lsid:ipni.org:names:1015003-1
Grevillea concinna R.Br.,Grevillea concinna subsp. concinna ,/taxon/urn:lsid:ipni.org:names:132765-3
Grevillea concinna R.Br.,Grevillea concinna subsp. lemanniana (Meisn.) McGill.,/taxon/urn:lsid:ipni.org:names:952412-1
Grevillea decora Domin,Grevillea decora subsp. decora ,/taxon/urn:lsid:ipni.org:names:77230399-1
Grevillea decora Domin,Grevillea decora subsp. telfordii Makinson,/taxon/urn:lsid:ipni.org:names:1014993-1
Grevillea didymobotrya Meisn.,Grevillea didymobotrya subsp. didymobotrya ,/taxon/urn:lsid:ipni.org:names:62566-3
Grevillea didymobotrya Meisn.,Grevillea didymobotrya subsp. involuta McGill.,/taxon/urn:lsid:ipni.org:names:949026-1
Grevillea diffusa Sieber ex Spreng.,Grevillea diffusa subsp. constablei Makinson,/taxon/urn:lsid:ipni.org:names:1015012-1
Grevillea diffusa Sieber ex Spreng.,Grevillea diffusa subsp. diffusa ,/taxon/urn:lsid:ipni.org:names:62678-3
Grevillea diffusa Sieber ex Spreng.,Grevillea diffusa subsp. filipendula McGill.,/taxon/urn:lsid:ipni.org:names:949027-1
Grevillea dryandri R.Br.,Grevillea dryandri subsp. dasycarpa McGill.,/taxon/urn:lsid:ipni.org:names:949031-1
Grevillea dryandri R.Br.,Grevillea dryandri subsp. dryandri ,/taxon/urn:lsid:ipni.org:names:167449-3
Grevillea dryandroides C.A.Gardner,Grevillea dryandroides subsp. dryandroides ,/taxon/urn:lsid:ipni.org:names:246174-3
Grevillea dryandroides C.A.Gardner,Grevillea dryandroides subsp. hirsuta Olde & Marriott,/taxon/urn:lsid:ipni.org:names:976702-1
Grevillea diversifolia Meisn.,Grevillea diversifolia subsp. diversifolia ,/taxon/urn:lsid:ipni.org:names:62970-3
Grevillea diversifolia Meisn.,Grevillea diversifolia subsp. subtersericata McGill.,/taxon/urn:lsid:ipni.org:names:949029-1
Polygala arillata Buch.-Ham. ex D.Don,Polygala arillata var. arillata ,/taxon/urn:lsid:ipni.org:names:77227754-1
Polygala arillata Buch.-Ham. ex D.Don,Polygala arillata var. chartacea (Mukerjee) G.S.Giri,/taxon/urn:lsid:ipni.org:names:952130-1
Polygala arillata Buch.-Ham. ex D.Don,Polygala arillata var. laevicarpa R.N.Banerjee & G.S.Giri,/taxon/urn:lsid:ipni.org:names:950107-1
Polygala arillata Buch.-Ham. ex D.Don,Polygala arillata var. purpurascens C.B.Clarke ex Mukherji,/taxon/urn:lsid:ipni.org:names:60458318-2
Polygala arillata Buch.-Ham. ex D.Don,Polygala arillata var. revoluta (Mukerjee) G.S.Giri,/taxon/urn:lsid:ipni.org:names:952129-1
Polygala baikiei Chodat,Polygala baikiei subsp. baikiei ,/taxon/urn:lsid:ipni.org:names:77227056-1
Polygala baikiei Chodat,Polygala baikiei subsp. pobeguinii (A.Chev. & Jacq.-Fél.) Paiva,/taxon/urn:lsid:ipni.org:names:1002248-1
Polygala bocainensis Brade,Polygala bocainensis var. bocainensis ,/taxon/urn:lsid:ipni.org:names:77227914-1
Polygala bocainensis Brade,Polygala bocainensis var. limnophila Brade,/taxon/urn:lsid:ipni.org:names:205420-2
Polygala bolbothrix Dunn,Polygala bolbothrix var. bolbothrix ,/taxon/urn:lsid:ipni.org:names:77227570-1
Polygala bolbothrix Dunn,Polygala bolbothrix var. devicolamensis (Mukerjee) R.N.Banerjee,/taxon/urn:lsid:ipni.org:names:973239-1
Polygala bolbothrix Dunn,Polygala bolbothrix var. pulniensis (Mukerjee) R.N.Banerjee,/taxon/urn:lsid:ipni.org:names:973240-1
Ranunculus pyrenaeus L.,Ranunculus pyrenaeus subsp. angustifolius (DC.) Rouy & Foucaud,/taxon/urn:lsid:ipni.org:names:77250693-1
Ranunculus pyrenaeus L.,Ranunculus pyrenaeus subsp. orientalis (W.Huber) J.-M.Tison,/taxon/urn:lsid:ipni.org:names:77109710-1
Ranunculus pyrenaeus L.,Ranunculus pyrenaeus subsp. pyrenaeus ,/taxon/urn:lsid:ipni.org:names:77226556-1
Ranunculus recurvatus Poir.,Ranunculus recurvatus var. recurvatus ,/taxon/urn:lsid:ipni.org:names:77226301-1
Ranunculus recurvatus Poir.,Ranunculus recurvatus var. tropicus (Griseb.) Fawc. & Rendle,/taxon/urn:lsid:ipni.org:names:217600-2
Delphinium viscosum Hook.f. & Thomson,Delphinium viscosum var. chrysotrichum Brühl ex Huth,/taxon/urn:lsid:ipni.org:names:77154390-1
Delphinium viscosum Hook.f. & Thomson,"Delphinium viscosum subsp. gigantobracteum (Brühl ex Huth) P.Agnihotri, D.Husain, Harsh Singh & T.Husain",/taxon/urn:lsid:ipni.org:names:77154221-1
Delphinium viscosum Hook.f. & Thomson,Delphinium viscosum subsp. viscosum ,/taxon/urn:lsid:ipni.org:names:77229583-1
Pavetta sepium K.Schum.,Pavetta sepium var. glabra Bremek.,/taxon/urn:lsid:ipni.org:names:77189585-1
Pavetta sepium K.Schum.,Pavetta sepium var. massaica Bridson,/taxon/urn:lsid:ipni.org:names:890498-1
Pavetta sepium K.Schum.,Pavetta sepium var. merkeri (K.Krause) Bridson,/taxon/urn:lsid:ipni.org:names:890499-1
Pavetta sepium K.Schum.,Pavetta sepium var. sepium ,/taxon/urn:lsid:ipni.org:names:77169008-1
Psychotria rhizomatosa De Wild.,Psychotria rhizomatosa var. minor E.M.A.Petit,/taxon/urn:lsid:ipni.org:names:77188630-1
Psychotria rhizomatosa De Wild.,Psychotria rhizomatosa var. rhizomatosa ,/taxon/urn:lsid:ipni.org:names:77172048-1
Psydrax lamprophyllus (F.Muell.) Bridson,Psydrax lamprophyllus f. lamprophyllus ,/taxon/urn:lsid:ipni.org:names:77170700-1
Psydrax lamprophyllus (F.Muell.) Bridson,Psydrax lamprophyllus f. latissimus S.T.Reynolds & R.J.F.Hend.,/taxon/urn:lsid:ipni.org:names:77063939-1
Tricalysia bagshawei S.Moore,Tricalysia bagshawei subsp. bagshawei ,/taxon/urn:lsid:ipni.org:names:77170681-1
Tricalysia bagshawei S.Moore,Tricalysia bagshawei subsp. malaissei Robbr.,/taxon/urn:lsid:ipni.org:names:950041-1
Tricalysia bridsoniana Robbr.,Tricalysia bridsoniana var. bridsoniana ,/taxon/urn:lsid:ipni.org:names:77169172-1
Tricalysia bridsoniana Robbr.,Tricalysia bridsoniana var. pandensis Robbr.,/taxon/urn:lsid:ipni.org:names:949186-1
Tricalysia coriacea (Benth.) Hiern,Tricalysia coriacea subsp. angustifolia (J.G.García) Robbr.,/taxon/urn:lsid:ipni.org:names:953627-1
Tricalysia coriacea (Benth.) Hiern,Tricalysia coriacea subsp. coriacea ,/taxon/urn:lsid:ipni.org:names:77171836-1
Tricalysia coriacea (Benth.) Hiern,Tricalysia coriacea subsp. nyassae (Hiern) Bridson,/taxon/urn:lsid:ipni.org:names:60426828-2
Tricalysia capensis (Meisn. ex Hochst.) Sim,Tricalysia capensis var. capensis ,/taxon/urn:lsid:ipni.org:names:77169662-1
Tricalysia capensis (Meisn. ex Hochst.) Sim,Tricalysia capensis var. galpinii (Schinz) Robbr.,/taxon/urn:lsid:ipni.org:names:953632-1
Tricalysia capensis (Meisn. ex Hochst.) Sim,Tricalysia capensis var. transvaalensis Robbr.,/taxon/urn:lsid:ipni.org:names:950044-1
Tricalysia elliottii (K.Schum.) Hutch. & Dalziel,Tricalysia elliottii var. centrafricana Robbr.,/taxon/urn:lsid:ipni.org:names:918133-1
Tricalysia elliottii (K.Schum.) Hutch. & Dalziel,Tricalysia elliottii var. elliottii ,/taxon/urn:lsid:ipni.org:names:77171238-1
Tricalysia griseiflora K.Schum.,Tricalysia griseiflora var. barotseana Robbr.,/taxon/urn:lsid:ipni.org:names:950042-1
Tricalysia griseiflora K.Schum.,Tricalysia griseiflora var. benguellensis (Welw. ex Hiern) Robbr.,/taxon/urn:lsid:ipni.org:names:953630-1
Tricalysia griseiflora K.Schum.,Tricalysia griseiflora var. griseiflora ,/taxon/urn:lsid:ipni.org:names:77170561-1
Tricalysia jasminiflora (Klotzsch) Benth. & Hook.f. ex Hiern,Tricalysia jasminiflora var. hypotephros Brenan,/taxon/urn:lsid:ipni.org:names:77189021-1
Tricalysia jasminiflora (Klotzsch) Benth. & Hook.f. ex Hiern,Tricalysia jasminiflora var. jasminiflora ,/taxon/urn:lsid:ipni.org:names:77170756-1
Tricalysia lasiodelphys (K.Schum. & K.Krause) A.Chev.,Tricalysia lasiodelphys subsp. anomalura (N.Hallé) Robbr.,/taxon/urn:lsid:ipni.org:names:953626-1
Tricalysia lasiodelphys (K.Schum. & K.Krause) A.Chev.,Tricalysia lasiodelphys subsp. lasiodelphys ,/taxon/urn:lsid:ipni.org:names:77171890-1
Tricalysia longituba De Wild.,Tricalysia longituba subsp. longituba ,/taxon/urn:lsid:ipni.org:names:77169416-1
Tricalysia longituba De Wild.,Tricalysia longituba subsp. richardsiae Bridson,/taxon/urn:lsid:ipni.org:names:60426829-2
Tricalysia longituba De Wild.,Tricalysia longituba var. velutina Robbr.,/taxon/urn:lsid:ipni.org:names:917448-1
Tricalysia niamniamensis Schweinf. ex Hiern,Tricalysia niamniamensis subsp. niamniamensis ,/taxon/urn:lsid:ipni.org:names:77172098-1
Tricalysia niamniamensis Schweinf. ex Hiern,Tricalysia niamniamensis subsp. nodosa (Robbr.) Bridson,/taxon/urn:lsid:ipni.org:names:60426830-2
Tricalysia obanensis Keay,Tricalysia obanensis subsp. kwangoensis Robbr.,/taxon/urn:lsid:ipni.org:names:950040-1
Tricalysia obanensis Keay,Tricalysia obanensis subsp. obanensis ,/taxon/urn:lsid:ipni.org:names:77171592-1
Tricalysia okelensis Hiern,Tricalysia okelensis var. okelensis ,/taxon/urn:lsid:ipni.org:names:77171838-1
Tricalysia okelensis Hiern,Tricalysia okelensis var. pubescens Aubrév. & Pellegr. ex Keay,/taxon/urn:lsid:ipni.org:names:77188702-1
Stadtmannia acuminata Capuron,Stadtmannia acuminata var. acuminata ,/taxon/urn:lsid:ipni.org:names:77227522-1
Stadtmannia acuminata Capuron,Stadtmannia acuminata var. ambrensis Capuron,/taxon/urn:lsid:ipni.org:names:77251880-1
Stadtmannia oppositifolia Lam.,Stadtmannia oppositifolia var. grevei (Danguy & Choux) Capuron,/taxon/urn:lsid:ipni.org:names:77251262-1
Stadtmannia oppositifolia Lam.,Stadtmannia oppositifolia subsp. oppositifolia ,/taxon/urn:lsid:ipni.org:names:77227366-1
Stadtmannia oppositifolia Lam.,Stadtmannia oppositifolia subsp. rhodesica Exell,/taxon/urn:lsid:ipni.org:names:77251175-1
Stipa × majalis Klokov,Stipa × majalis subsp. majalis ,/taxon/urn:lsid:ipni.org:names:77172825-1
Stipa × majalis Klokov,Stipa × majalis subsp. setulosissima (Klokov) F.M.Vázquez & M.Gut.,/taxon/urn:lsid:ipni.org:names:77111403-1
Cymbalaria acutiloba (Boiss. & Heldr.) Speta,Cymbalaria acutiloba subsp. acutiloba ,/taxon/urn:lsid:ipni.org:names:3301091-4
Cymbalaria acutiloba (Boiss. & Heldr.) Speta,Cymbalaria acutiloba subsp. dodekanesi (Greuter) Speta,/taxon/urn:lsid:ipni.org:names:952253-1
Hypodematium crenatum (Forssk.) Kuhn,Hypodematium crenatum subsp. crenatum ,/taxon/urn:lsid:ipni.org:names:77059509-1
Hypodematium crenatum (Forssk.) Kuhn,Hypodematium crenatum subsp. loyalii Fraser-Jenk. & Khullar,/taxon/urn:lsid:ipni.org:names:17547610-1
Hypodematium crenatum (Forssk.) Kuhn,Hypodematium crenatum subsp. mehrae Fraser-Jenk.,/taxon/urn:lsid:ipni.org:names:77100222-1
Hypodematium crenatum (Forssk.) Kuhn,Hypodematium crenatum nothosubsp. tiwanae Fraser-Jenk.,/taxon/urn:lsid:ipni.org:names:17570000-1
Rutidea smithii Hiern,Rutidea smithii subsp. smithii ,/taxon/urn:lsid:ipni.org:names:77169611-1
Rutidea smithii Hiern,Rutidea smithii subsp. submontana (K.Krause) Bridson,/taxon/urn:lsid:ipni.org:names:890665-1
Rhamnus tortuosa Sommier & Levier,Rhamnus tortuosa var. awarica (Sachokia) Galushko,/taxon/urn:lsid:ipni.org:names:889492-1
Rhamnus tortuosa Sommier & Levier,Rhamnus tortuosa var. tortuosa ,/taxon/urn:lsid:ipni.org:names:77226331-1
Rhamnus velutina Boiss.,Rhamnus velutina subsp. almeriensis Rivas Mart. & J.M.Pizarro,/taxon/urn:lsid:ipni.org:names:77130851-1
Rhamnus velutina Boiss.,Rhamnus velutina subsp. velutina ,/taxon/urn:lsid:ipni.org:names:77226006-1
Rhamnus utilis Decne.,Rhamnus utilis var. chingshuiensis (T.Shimizu) T.Yamaz.,/taxon/urn:lsid:ipni.org:names:889493-1
Rhamnus utilis Decne.,Rhamnus utilis var. hypochrysa (C.K.Schneid.) Rehder,/taxon/urn:lsid:ipni.org:names:77251475-1
Rhamnus utilis Decne.,Rhamnus utilis var. szechuanensis Y.L.Chen & P.K.Chou,/taxon/urn:lsid:ipni.org:names:889494-1
Rhamnus utilis Decne.,Rhamnus utilis var. utilis ,/taxon/urn:lsid:ipni.org:names:77226699-1
Rhamnus virgata Roxb.,Rhamnus virgata var. flavida (Momiy.) Momiy.,/taxon/urn:lsid:ipni.org:names:889495-1
Rhamnus virgata Roxb.,Rhamnus virgata var. hirsuta (Wight & Arn.) Y.L.Chen & P.K.Chou,/taxon/urn:lsid:ipni.org:names:889496-1
Rhamnus virgata Roxb.,Rhamnus virgata var. virgata ,/taxon/urn:lsid:ipni.org:names:77226360-1
Badusa corymbifera (G.Forst.) A.Gray,Badusa corymbifera subsp. biakensis Ridsdale,/taxon/urn:lsid:ipni.org:names:916813-1
Badusa corymbifera (G.Forst.) A.Gray,Badusa corymbifera subsp. corymbifera ,/taxon/urn:lsid:ipni.org:names:77167677-1
