Hemigraphis sumatrensis (Roth) Boerl.,Hemigraphis sumatrensis var. rothiana Bremek.,/taxon/urn:lsid:ipni.org:names:77252543-1
Hemigraphis sumatrensis (Roth) Boerl.,Hemigraphis sumatrensis var. sumatrensis ,/taxon/urn:lsid:ipni.org:names:77231384-1
Dicliptera sebastinei Karthik. & Moorthy,Dicliptera sebastinei var. khasiana (C.B.Clarke) Karthik. & Moorthy,/taxon/urn:lsid:ipni.org:names:77108325-1
Dicliptera sebastinei Karthik. & Moorthy,Dicliptera sebastinei var. sebastinei ,/taxon/urn:lsid:ipni.org:names:77231890-1
Brachystephanus africanus S.Moore,Brachystephanus africanus var. africanus ,/taxon/urn:lsid:ipni.org:names:77228733-1
Brachystephanus africanus S.Moore,Brachystephanus africanus var. madagascariensis E.Figueiredo,/taxon/urn:lsid:ipni.org:names:992378-1
Brachystephanus africanus S.Moore,Brachystephanus africanus var. recurvatus Champl.,/taxon/urn:lsid:ipni.org:names:77103396-1
Brachystephanus congensis Champl.,Brachystephanus congensis subsp. congensis ,/taxon/urn:lsid:ipni.org:names:77231362-1
Brachystephanus congensis Champl.,Brachystephanus congensis subsp. latipaniculatus Champl.,/taxon/urn:lsid:ipni.org:names:77103386-1
Brachystephanus coeruleus S.Moore,Brachystephanus coeruleus subsp. apiculatus Champl.,/taxon/urn:lsid:ipni.org:names:77103383-1
Brachystephanus coeruleus S.Moore,Brachystephanus coeruleus subsp. coeruleus ,/taxon/urn:lsid:ipni.org:names:77228041-1
Brachystephanus jaundensis Lindau,Brachystephanus jaundensis var. brevitubus I.Darbysh.,/taxon/urn:lsid:ipni.org:names:77103398-1
Brachystephanus jaundensis Lindau,Brachystephanus jaundensis subsp. jaundensis ,/taxon/urn:lsid:ipni.org:names:77228358-1
Brachystephanus jaundensis Lindau,Brachystephanus jaundensis subsp. nemoralis (S.Moore) I.Darbysh.,/taxon/urn:lsid:ipni.org:names:77103397-1
Brachystephanus jaundensis Lindau,Brachystephanus jaundensis subsp. nimbae (Heine) I.Darbysh.,/taxon/urn:lsid:ipni.org:names:77103399-1
Brachystephanus myrmecophilus Champl.,Brachystephanus myrmecophilus var. amphipuberulus Champl.,/taxon/urn:lsid:ipni.org:names:982875-1
Brachystephanus myrmecophilus Champl.,Brachystephanus myrmecophilus var. myrmecophilus ,/taxon/urn:lsid:ipni.org:names:77228537-1
Cheiridopsis angustifolia (L.Bolus) R.F.Powell,Cheiridopsis angustifolia subsp. angustifolia ,/taxon/urn:lsid:ipni.org:names:77232063-1
Cheiridopsis angustifolia (L.Bolus) R.F.Powell,Cheiridopsis angustifolia subsp. protoparcoides (S.A.Hammer) R.F.Powell,/taxon/urn:lsid:ipni.org:names:77176629-1
Cleretum papulosum (L.f.) N.E.Br.,Cleretum papulosum subsp. papulosum ,/taxon/urn:lsid:ipni.org:names:77229469-1
Cleretum papulosum (L.f.) N.E.Br.,Cleretum papulosum subsp. schlechteri (Schwantes) Ihlenf. & Struck,/taxon/urn:lsid:ipni.org:names:20006503-1
Holographis virgata (Harv. ex Benth. & Hook.f.) T.F.Daniel,Holographis virgata subsp. glandulifera (Leonard & C.V.Morton) T.F.Daniel,/taxon/urn:lsid:ipni.org:names:123601-2
Holographis virgata (Harv. ex Benth. & Hook.f.) T.F.Daniel,Holographis virgata var. palmeri (Vasey & Rose) T.F.Daniel,/taxon/urn:lsid:ipni.org:names:123602-2
Holographis virgata (Harv. ex Benth. & Hook.f.) T.F.Daniel,Holographis virgata subsp. virgata ,/taxon/urn:lsid:ipni.org:names:77231796-1
Conicosia pugioniformis (L.) N.E.Br.,Conicosia pugioniformis subsp. alborosea (L.Bolus) Ihlenf. & Gerbaulet,/taxon/urn:lsid:ipni.org:names:956341-1
title,name,link
Hypoestes aristata (Vahl) Sol. ex Roem. & Schult.,Hypoestes aristata var. aristata ,/taxon/urn:lsid:ipni.org:names:77231205-1
Hypoestes aristata (Vahl) Sol. ex Roem. & Schult.,Hypoestes aristata var. thiniorum K.Balkwill,/taxon/urn:lsid:ipni.org:names:918952-1
Hypoestes caudata Benoist,Hypoestes caudata var. caudata ,/taxon/urn:lsid:ipni.org:names:77231396-1
Hypoestes caudata Benoist,Hypoestes caudata var. glabrescens Benoist,/taxon/urn:lsid:ipni.org:names:77250828-1
Hypoestes chlorotricha (Bojer ex Nees) Benoist,Hypoestes chlorotricha var. chlorotricha ,/taxon/urn:lsid:ipni.org:names:77231687-1
Hypoestes chlorotricha (Bojer ex Nees) Benoist,Hypoestes chlorotricha var. elongata Benoist,/taxon/urn:lsid:ipni.org:names:77250181-1
Hypoestes floribunda R.Br.,Hypoestes floribunda var. floribunda ,/taxon/urn:lsid:ipni.org:names:135797-3
Hypoestes floribunda R.Br.,Hypoestes floribunda var. neoguineensis R.M.Barker,/taxon/urn:lsid:ipni.org:names:949340-1
Hypoestes floribunda R.Br.,Hypoestes floribunda var. varia R.M.Barker,/taxon/urn:lsid:ipni.org:names:949343-1
Hypoestes floribunda R.Br.,Hypoestes floribunda var. velutina R.M.Barker,/taxon/urn:lsid:ipni.org:names:949339-1
Hypoestes floribunda R.Br.,Hypoestes floribunda var. yorkensis R.M.Barker,/taxon/urn:lsid:ipni.org:names:949341-1
Hypoestes forskaolii (Vahl) R.Br.,Hypoestes forskaolii subsp. forskaolii ,/taxon/urn:lsid:ipni.org:names:77231160-1
Hypoestes forskaolii (Vahl) R.Br.,Hypoestes forskaolii subsp. hildebrandtii (Lindau) I.Darbysh.,/taxon/urn:lsid:ipni.org:names:77109779-1
Hypoestes poissonii Benoist,Hypoestes poissonii var. poissonii ,/taxon/urn:lsid:ipni.org:names:77231522-1
Hypoestes poissonii Benoist,Hypoestes poissonii var. vestita Benoist,/taxon/urn:lsid:ipni.org:names:77251041-1
Hypoestes strobilifera S.Moore,Hypoestes strobilifera var. strobilifera ,/taxon/urn:lsid:ipni.org:names:77231731-1
Hypoestes strobilifera S.Moore,Hypoestes strobilifera var. tisserantii Benoist,/taxon/urn:lsid:ipni.org:names:77250907-1
Hypoestes triflora (Forssk.) Roem. & Schult.,Hypoestes triflora var. pedunculata N.P.Balakr.,/taxon/urn:lsid:ipni.org:names:77250559-1
Hypoestes triflora (Forssk.) Roem. & Schult.,Hypoestes triflora var. triflora ,/taxon/urn:lsid:ipni.org:names:77231855-1
title,name,link
Nothoscordum montevidense Beauverd,Nothoscordum montevidense subsp. latitepalum (Guagl.) Ravenna,/taxon/urn:lsid:ipni.org:names:170537-2
Nothoscordum montevidense Beauverd,Nothoscordum montevidense subsp. minarum (Beauverd) Ravenna,/taxon/urn:lsid:ipni.org:names:170538-2
Nothoscordum montevidense Beauverd,Nothoscordum montevidense subsp. montevidense ,/taxon/urn:lsid:ipni.org:names:77171360-1
Allium filidens Regel,Allium filidens subsp. filidens ,/taxon/urn:lsid:ipni.org:names:77169905-1
Allium filidens Regel,Allium filidens subsp. ugami (Vved.) R.M.Fritsch & F.O.Khass.,/taxon/urn:lsid:ipni.org:names:77095176-1
Allium fimbriatum S.Watson,Allium fimbriatum var. denticulatum Ownbey & Aase ex Traub,/taxon/urn:lsid:ipni.org:names:309900-2
Allium fimbriatum S.Watson,Allium fimbriatum var. fimbriatum ,/taxon/urn:lsid:ipni.org:names:77169624-1
Allium fimbriatum S.Watson,Allium fimbriatum var. mohavense Jeps.,/taxon/urn:lsid:ipni.org:names:8764-2
Allium fimbriatum S.Watson,Allium fimbriatum var. purdyi (Eastw.) Ownbey ex McNeal,/taxon/urn:lsid:ipni.org:names:976867-1
Allium flavum L.,Allium flavum subsp. flavum ,/taxon/urn:lsid:ipni.org:names:77170709-1
Allium flavum L.,Allium flavum subsp. ionochlorum Maire,/taxon/urn:lsid:ipni.org:names:77188701-1
Allium flavum L.,Allium flavum var. pilosum Kollmann & Koyuncu,/taxon/urn:lsid:ipni.org:names:917540-1
Allium flavum L.,Allium flavum subsp. tauricum (Besser ex Rchb.) K.Richt.,/taxon/urn:lsid:ipni.org:names:77189434-1
Allium geyeri S.Watson,Allium geyeri var. chatterleyi S.L.Welsh,/taxon/urn:lsid:ipni.org:names:302007-2
Allium geyeri S.Watson,Allium geyeri var. geyeri ,/taxon/urn:lsid:ipni.org:names:77171502-1
Allium geyeri S.Watson,Allium geyeri var. tenerum M.E.Jones,/taxon/urn:lsid:ipni.org:names:8777-2
Allium guttatum Steven,Allium guttatum subsp. dalmaticum (A.Kern. ex Janch.) Stearn,/taxon/urn:lsid:ipni.org:names:886139-1
Allium guttatum Steven,Allium guttatum subsp. guttatum ,/taxon/urn:lsid:ipni.org:names:77171660-1
Allium guttatum Steven,Allium guttatum subsp. kartalkayaense Yıld.,/taxon/urn:lsid:ipni.org:names:77162571-1
Allium halfetiense Balos,Allium halfetiense var. cecenii Balos,/taxon/urn:lsid:ipni.org:names:3302029-4
Allium halfetiense Balos,Allium halfetiense var. halfetiense ,/taxon/urn:lsid:ipni.org:names:3310062-4
Allium hirtovaginatum Kunth,Allium hirtovaginatum subsp. hirtovaginatum ,/taxon/urn:lsid:ipni.org:names:3296859-4
Allium hirtovaginatum Kunth,"Allium hirtovaginatum subsp. samium Brullo, Pavone & Salmeri",/taxon/urn:lsid:ipni.org:names:77300967-1
Allium hookeri Thwaites,Allium hookeri var. hookeri ,/taxon/urn:lsid:ipni.org:names:77169604-1
Allium hookeri Thwaites,Allium hookeri var. muliense Airy Shaw,/taxon/urn:lsid:ipni.org:names:77189405-1
Allium howellii Eastw.,Allium howellii var. clokeyi Ownbey & Aase ex Traub,/taxon/urn:lsid:ipni.org:names:8787-2
Allium howellii Eastw.,Allium howellii var. howellii ,/taxon/urn:lsid:ipni.org:names:77171683-1
Allium howellii Eastw.,Allium howellii var. sanbenitense (Traub) Ownbey & Aase,/taxon/urn:lsid:ipni.org:names:77188719-1
Allium hymenorhizum Ledeb.,Allium hymenorhizum var. dentatum J.M.Xu,/taxon/urn:lsid:ipni.org:names:886144-1
Allium hymenorhizum Ledeb.,Allium hymenorhizum var. hymenorhizum ,/taxon/urn:lsid:ipni.org:names:77170427-1
Allium jesdianum Boiss. & Buhse,Allium jesdianum subsp. angustitepalum (Wendelbo) F.O.Khass. & R.M.Fritsch,/taxon/urn:lsid:ipni.org:names:980440-1
Allium jesdianum Boiss. & Buhse,Allium jesdianum subsp. jesdianum ,/taxon/urn:lsid:ipni.org:names:77168829-1
Allium junceum Sm.,Allium junceum subsp. junceum ,/taxon/urn:lsid:ipni.org:names:77172272-1
Allium junceum Sm.,"Allium junceum subsp. tridentatum Kollmann, Koyuncu & Özhatay",/taxon/urn:lsid:ipni.org:names:917541-1
Allium lacunosum S.Watson,Allium lacunosum var. davisiae (M.E.Jones) McNeal & Ownbey,/taxon/urn:lsid:ipni.org:names:8796-2
Allium lacunosum S.Watson,Allium lacunosum var. kernense McNeal & Ownbey,/taxon/urn:lsid:ipni.org:names:8797-2
Allium lacunosum S.Watson,Allium lacunosum var. lacunosum ,/taxon/urn:lsid:ipni.org:names:77171089-1
Allium lacunosum S.Watson,Allium lacunosum var. micranthum Eastw.,/taxon/urn:lsid:ipni.org:names:8798-2
Allium moly L.,"Allium moly subsp. glaucescens P.P.Ferrer, R.Ferrer, E.Laguna & Guara",/taxon/urn:lsid:ipni.org:names:77144517-1
Allium moly L.,Allium moly subsp. moly ,/taxon/urn:lsid:ipni.org:names:77173508-1
"Allium nazarenum C.Brullo, Brullo, Giusso & Salmeri",Allium nazarenum subsp. nazarenum ,/taxon/urn:lsid:ipni.org:names:77194595-1
"Allium nazarenum C.Brullo, Brullo, Giusso & Salmeri","Allium nazarenum subsp. ramonense C.Brullo, Brullo, Giusso & Salmeri",/taxon/urn:lsid:ipni.org:names:77177700-1
Allium obtusum Lemmon,Allium obtusum var. conspicuum Mortola & McNeal,/taxon/urn:lsid:ipni.org:names:271938-2
Allium obtusum Lemmon,Allium obtusum var. obtusum ,/taxon/urn:lsid:ipni.org:names:77169298-1
Allium oreophiloides Regel,Allium oreophiloides subsp. oreophiloides ,/taxon/urn:lsid:ipni.org:names:77171998-1
Allium oreophiloides Regel,Allium oreophiloides subsp. salangense Wendelbo,/taxon/urn:lsid:ipni.org:names:886150-1
Allium ovalifolium Hand.-Mazz.,Allium ovalifolium var. cordifolium (J.M.Xu) J.M.Xu,/taxon/urn:lsid:ipni.org:names:967079-1
Allium ovalifolium Hand.-Mazz.,Allium ovalifolium var. leuconeurum J.M.Xu,/taxon/urn:lsid:ipni.org:names:886151-1
Allium ovalifolium Hand.-Mazz.,Allium ovalifolium var. ovalifolium ,/taxon/urn:lsid:ipni.org:names:77171969-1
Allium perdulce S.V.Fraser,Allium perdulce var. perdulce ,/taxon/urn:lsid:ipni.org:names:77168929-1
Allium perdulce S.V.Fraser,Allium perdulce var. sperryi Ownbey,/taxon/urn:lsid:ipni.org:names:8847-2
Allium peninsulare Lemmon ex Greene,Allium peninsulare var. franciscanum McNeal & Ownbey,/taxon/urn:lsid:ipni.org:names:300558-2
Allium peninsulare Lemmon ex Greene,Allium peninsulare var. peninsulare ,/taxon/urn:lsid:ipni.org:names:77170086-1
Allium phanerantherum Boiss. & Hausskn.,Allium phanerantherum subsp. deciduum Kollmann & Koyuncu,/taxon/urn:lsid:ipni.org:names:917544-1
Allium phanerantherum Boiss. & Hausskn.,"Allium phanerantherum subsp. involucratum Eksi, Koyuncu & M.Bona",/taxon/urn:lsid:ipni.org:names:77178682-1
Allium phanerantherum Boiss. & Hausskn.,Allium phanerantherum subsp. phanerantherum ,/taxon/urn:lsid:ipni.org:names:77171450-1
Allium platyspathum Schrenk ex Fisch. & C.A.Mey.,Allium platyspathum subsp. amblyophyllum (Kar. & Kir.) N.Friesen,/taxon/urn:lsid:ipni.org:names:954067-1
Allium platyspathum Schrenk ex Fisch. & C.A.Mey.,Allium platyspathum subsp. platyspathum ,/taxon/urn:lsid:ipni.org:names:77170347-1
Allium plurifoliatum Rendle,Allium plurifoliatum var. plurifoliatum ,/taxon/urn:lsid:ipni.org:names:77169488-1
Allium plurifoliatum Rendle,Allium plurifoliatum var. zhegushanense J.M.Xu,/taxon/urn:lsid:ipni.org:names:886164-1
Allium proponticum Stearn & Özhatay,Allium proponticum subsp. parviflorum (Kollmann) Koyuncu,/taxon/urn:lsid:ipni.org:names:77124403-1
Allium proponticum Stearn & Özhatay,Allium proponticum subsp. proponticum ,/taxon/urn:lsid:ipni.org:names:77172101-1
Allium rhodopeum Velen.,Allium rhodopeum subsp. rhodopeum ,/taxon/urn:lsid:ipni.org:names:77171995-1
Allium rhodopeum Velen.,"Allium rhodopeum subsp. turcicum Brullo, Guglielmo & Terrasi",/taxon/urn:lsid:ipni.org:names:1002784-1
Allium roseum L.,Allium roseum subsp. gulekense Koyuncu & Eker,/taxon/urn:lsid:ipni.org:names:77114320-1
Allium roseum L.,Allium roseum subsp. insulare (Gennari) Cif. & Giacom.,/taxon/urn:lsid:ipni.org:names:77307365-1
Allium roseum L.,Allium roseum subsp. roseum ,/taxon/urn:lsid:ipni.org:names:77169660-1
Allium roseum L.,Allium roseum var. tourneuxii Boiss.,/taxon/urn:lsid:ipni.org:names:50921222-1
Allium sanbornii Alph.Wood,Allium sanbornii var. congdonii Jeps.,/taxon/urn:lsid:ipni.org:names:8872-2
Allium sanbornii Alph.Wood,Allium sanbornii var. sanbornii ,/taxon/urn:lsid:ipni.org:names:77170507-1
Allium senescens L.,Allium senescens subsp. glaucum (Schrad. ex Poir.) Dostál,/taxon/urn:lsid:ipni.org:names:922935-1
Allium senescens L.,Allium senescens subsp. senescens ,/taxon/urn:lsid:ipni.org:names:77169432-1
Allium siculum Ucria,Allium siculum subsp. dioscoridis (Sm.) K.Richt.,/taxon/urn:lsid:ipni.org:names:77189485-1
Allium siculum Ucria,Allium siculum subsp. siculum ,/taxon/urn:lsid:ipni.org:names:77168633-1
Allium sphaerocephalon L.,Allium sphaerocephalon var. aegaeum (Heldr. & Halácsy) Hayek,/taxon/urn:lsid:ipni.org:names:77189542-1
Allium sphaerocephalon L.,Allium sphaerocephalon subsp. arvense (Guss.) Arcang.,/taxon/urn:lsid:ipni.org:names:77189773-1
Allium sphaerocephalon L.,Allium sphaerocephalon subsp. laxiflorum (Guss.) Giardina & Raimondo,/taxon/urn:lsid:ipni.org:names:77087743-1
Allium sphaerocephalon L.,Allium sphaerocephalon subsp. sphaerocephalon ,/taxon/urn:lsid:ipni.org:names:77171097-1
Allium sphaerocephalon L.,Allium sphaerocephalon subsp. trachypus (Boiss. & Spruner) K.Richt.,/taxon/urn:lsid:ipni.org:names:77189454-1
Allium spirale Schweigg.,Allium spirale var. saxomarinum Koldaeva,/taxon/urn:lsid:ipni.org:names:77162684-1
Allium spirale Schweigg.,Allium spirale var. spirale ,/taxon/urn:lsid:ipni.org:names:77188162-1
Allium splendens Willd. ex Schult. & Schult.f.,Allium splendens subsp. insulare Vorosch.,/taxon/urn:lsid:ipni.org:names:918210-1
Allium splendens Willd. ex Schult. & Schult.f.,Allium splendens subsp. splendens ,/taxon/urn:lsid:ipni.org:names:77172536-1
"Allium stearnianum Koyuncu, Özhatay & Kollmann",Allium stearnianum subsp. stearnianum ,/taxon/urn:lsid:ipni.org:names:77172134-1
"Allium stearnianum Koyuncu, Özhatay & Kollmann",Allium stearnianum subsp. vanense Kollmann & Koyuncu,/taxon/urn:lsid:ipni.org:names:917546-1
Allium taeniopetalum Popov & Vved.,Allium taeniopetalum subsp. mogoltavicum (Vved.) R.M.Fritsch & F.O.Khass.,/taxon/urn:lsid:ipni.org:names:1002909-1
Allium taeniopetalum Popov & Vved.,Allium taeniopetalum subsp. taeniopetalum ,/taxon/urn:lsid:ipni.org:names:77171254-1
Allium tchihatschewii Boiss.,Allium tchihatschewii subsp. armani Yıld. & Kılıç,/taxon/urn:lsid:ipni.org:names:77162575-1
Allium tchihatschewii Boiss.,Allium tchihatschewii subsp. dumanii (Koyuncu & Koçyigit) Yıld.,/taxon/urn:lsid:ipni.org:names:77162576-1
Allium tchihatschewii Boiss.,Allium tchihatschewii subsp. tchihatschewii ,/taxon/urn:lsid:ipni.org:names:77188198-1
Allium tenuissimum L.,Allium tenuissimum var. nalinicum S.Chen,/taxon/urn:lsid:ipni.org:names:918790-1
Allium tenuissimum L.,Allium tenuissimum var. tenuissimum ,/taxon/urn:lsid:ipni.org:names:77171894-1
Allium thunbergii G.Don,"Allium thunbergii var. deltoides (S.O.Yu, S.Lee & W.Lee) H.J.Choi & B.U.Oh",/taxon/urn:lsid:ipni.org:names:60429228-2
Allium thunbergii G.Don,Allium thunbergii var. teretifolium H.J.Choi & B.U.Oh,/taxon/urn:lsid:ipni.org:names:77061412-1
Allium thunbergii G.Don,Allium thunbergii var. thunbergii ,/taxon/urn:lsid:ipni.org:names:77171228-1
Allium tolmiei Baker,Allium tolmiei var. persimile Ownbey,/taxon/urn:lsid:ipni.org:names:8900-2
Allium tolmiei Baker,Allium tolmiei var. tolmiei ,/taxon/urn:lsid:ipni.org:names:8901-2
Allium virgunculae F.Maek. & Kitam.,Allium virgunculae var. koshikiense M.Hotta & Hir.Takah.bis,/taxon/urn:lsid:ipni.org:names:77103609-1
Allium virgunculae F.Maek. & Kitam.,Allium virgunculae var. virgunculae ,/taxon/urn:lsid:ipni.org:names:77170047-1
Allium virgunculae F.Maek. & Kitam.,Allium virgunculae var. yakushimense M.Hotta,/taxon/urn:lsid:ipni.org:names:1004190-1
Lobivia arachnacantha Buining & F.Ritter,Lobivia arachnacantha var. arachnacantha ,/taxon/urn:lsid:ipni.org:names:77229132-1
Lobivia arachnacantha Buining & F.Ritter,Lobivia arachnacantha var. densiseta Rausch,/taxon/urn:lsid:ipni.org:names:142460-2
Lobivia arachnacantha Buining & F.Ritter,Lobivia arachnacantha var. sulphurea R.Vásquez,/taxon/urn:lsid:ipni.org:names:142461-2
Lobivia arachnacantha Buining & F.Ritter,Lobivia arachnacantha var. torrecillasensis (Cárdenas) Buining,/taxon/urn:lsid:ipni.org:names:142462-2
Lobivia backebergii (Werderm.) Blatt.,Lobivia backebergii subsp. backebergii ,/taxon/urn:lsid:ipni.org:names:77229911-1
Lobivia backebergii (Werderm.) Blatt.,Lobivia backebergii subsp. wrightiana (Backeb.) Rausch ex G.D.Rowley,/taxon/urn:lsid:ipni.org:names:142485-2
Lobivia bridgesii (Salm-Dyck) Schlumpb.,Lobivia bridgesii subsp. bridgesii ,/taxon/urn:lsid:ipni.org:names:77228961-1
Lobivia bridgesii (Salm-Dyck) Schlumpb.,Lobivia bridgesii subsp. vallegrandensis (Cárdenas) Schlumpb.,/taxon/urn:lsid:ipni.org:names:77222599-1
Lobivia bridgesii (Salm-Dyck) Schlumpb.,Lobivia bridgesii subsp. yungasensis (F.Ritter) Schlumpb.,/taxon/urn:lsid:ipni.org:names:77222600-1
Lobivia ferox Britton & Rose,Lobivia ferox var. ferox ,/taxon/urn:lsid:ipni.org:names:77229875-1
Lobivia ferox Britton & Rose,Lobivia ferox var. potosina (Werderm.) Rausch,/taxon/urn:lsid:ipni.org:names:875229-1
Lobivia maximiliana (Heyder ex A.Dietr.) Backeb. ex Rausch,Lobivia maximiliana subsp. caespitosa (J.A.Purpus) Rausch,/taxon/urn:lsid:ipni.org:names:2337483-4
Lobivia maximiliana (Heyder ex A.Dietr.) Backeb. ex Rausch,Lobivia maximiliana subsp. maximiliana ,/taxon/urn:lsid:ipni.org:names:77229578-1
Lobivia maximiliana (Heyder ex A.Dietr.) Backeb. ex Rausch,Lobivia maximiliana subsp. westii (Hutchison) Rausch,/taxon/urn:lsid:ipni.org:names:2337541-4
Lobivia pugionacantha (Rose & Boed.) Backeb.,Lobivia pugionacantha subsp. haemantha (Rausch) Guiggi,/taxon/urn:lsid:ipni.org:names:77121423-1
Lobivia pugionacantha (Rose & Boed.) Backeb.,Lobivia pugionacantha subsp. pugionacantha ,/taxon/urn:lsid:ipni.org:names:77229742-1
Lobivia pugionacantha (Rose & Boed.) Backeb.,Lobivia pugionacantha subsp. rossii (Boed.) Guiggi,/taxon/urn:lsid:ipni.org:names:77121424-1
Zephyranthes minima Herb.,Zephyranthes minima subsp. hexandra Ravenna,/taxon/urn:lsid:ipni.org:names:270973-2
Zephyranthes minima Herb.,Zephyranthes minima subsp. minima ,/taxon/urn:lsid:ipni.org:names:77168654-1
