name,link
4 Cylinders K 1.5L 2BL SOHC 089 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1985
4 Cylinders A 1.4L 2BL SOHC 086 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1984
4 Cylinders F 1.6L FI Turbo SOHC 097 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1984
4 Cylinders B 1.6L 2BL SOHC 097 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1984
4 Cylinders 2 1.4L 2BL SOHC 086 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1983
4 Cylinders 3 1.6L 2BL SOHC 097 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1983
4 Cylinders 2 1.4L 2BL SOHC 086 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1982
4 Cylinders 3 1.6L 2BL SOHC 097 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1982
4 Cylinders 3 1.6L 2BL SOHC 097 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1981
4 Cylinders 2 1.4L 2BL SOHC 086 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1981
4 Cylinders K 1.6L 2BL SOHC 097 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1980
4 Cylinders F 2.6L 2BL SOHC 155 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1980
4 Cylinders J 1.4L 2BL SOHC 086 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1980
4 Cylinders J 1.4L 2BL SOHC 086 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1979
4 Cylinders F 2.6L 2BL SOHC 155 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1979
4 Cylinders K 1.6L 2BL SOHC 097 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1979
4 Cylinders F 2.6L 2BL SOHC 155 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Colt-Import&vehicleYear=1978
4 Cylinders H 2.6L TBI Turbo SOHC 155 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Conquest-Import&vehicleYear=1985
4 Cylinders N 2.6L TBI Turbo SOHC 155 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Conquest-Import&vehicleYear=1985
4 Cylinders H 2.6L TBI Turbo SOHC 155 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Conquest-Import&vehicleYear=1984
4 Cylinders 5 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=D50&vehicleYear=1981
4 Cylinders 7 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=D50&vehicleYear=1981
4 Cylinders W 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=D50&vehicleYear=1980
4 Cylinders U 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=D50&vehicleYear=1980
4 Cylinders W 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=D50&vehicleYear=1979
4 Cylinders U 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=D50&vehicleYear=1979
4 Cylinders 7 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=D50+2WD&vehicleYear=1982
4 Cylinders 5 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=D50+2WD&vehicleYear=1982
4 Cylinders 7 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=D50+4WD&vehicleYear=1982
4 Cylinders G 2.4L MFI SOHC 143 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1993
4 Cylinders W 2.4L MFI SOHC 143 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1992
4 Cylinders W 2.4L MFI SOHC 143 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1991
4 Cylinders W 2.4L MFI SOHC 143 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1990
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1989
4 Cylinders D 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1989
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1988
4 Cylinders D 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1988
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1987
4 Cylinders D 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1987
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1986
4 Cylinders D 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1986
4 Cylinders D 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1985
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1985
4 Cylinders D 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1984
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1984
4 Cylinders 5 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1983
4 Cylinders 7 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+2WD&vehicleYear=1983
4 Cylinders G 2.4L MFI SOHC 143 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1993
4 Cylinders W 2.4L MFI SOHC 143 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1992
4 Cylinders W 2.4L MFI SOHC 143 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1991
4 Cylinders W 2.4L MFI SOHC 143 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1990
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1989
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1988
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1987
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1986
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1985
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1984
4 Cylinders D 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1984
4 Cylinders 5 2.0L 2BL SOHC 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1983
4 Cylinders 7 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=RAM+50+4WD&vehicleYear=1983
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Raider&vehicleYear=1989
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Raider&vehicleYear=1988
4 Cylinders E 2.6L 2BL SOHC 156 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Dodge&vehicleModel=Raider&vehicleYear=1987
4 Cylinders D 2.0L FI (Can) 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Eagle&vehicleModel=2000+GTX+(Can)&vehicleYear=1993
4 Cylinders V 2.0L MFI (Can) 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Eagle&vehicleModel=2000+GTX+(Can)&vehicleYear=1992
4 Cylinders R 2.0L MFI DOHC (Can) 122 CID,https://www.autozone.com/external/product-discovery/product/v1/products/120394/fitments?country=USA&customerType=B2C&salesChannel=ECOMM&preview=false&lineCode=DUR&partNumber=dlg5168&vehicleMake=Eagle&vehicleModel=2000+GTX+(Can)&vehicleYear=1992
