用户名,时间,评论
"
                                淼淼一水间~
                                ","
2023-09-19 13:00                            
                            ","
[服务铃]服务服务超赞🏻让人非常舒服空调冷气开的很足，吃饭非常舒适，
菜品非常新鲜，牛羊大满贯肉🥩非常多吃的很爽，麻辣锅底真是浓郁很赞每次必点，麻酱非常好吃每次都要来两碗，非常满足	                        "
"
                                乔一
                                ","
2023-09-18 18:10                            
                            ","
「经典蔬菜拼盘」
[服务铃]服务：服务员服务非常贴心，很详细介绍菜品还个介绍活动优惠了点。
[薄荷]环境环境很好温馨舒适，「虾滑」虾滑真的很赞里面芝士口感浓郁，菜品也非常新鲜。羊肉也很嫩，非常满意	                        "
"
                                A欧韵风张爽
                                ","
2023-09-17 13:13                            
                            ","
                            [薄荷]环境:
呷哺呷哺的环境还是很可以的 环境比较干净卫生整洁 门口还有娃娃机和小孩玩积木的地方真是用心了

[服务铃]服务:
服务的话也是很棒 服务员给我们很耐心的介绍一些菜品和优惠 真的让人很舒服 出来吃饭就是吃的一个态度

菜品的话更是没话说 新鲜好吃 调料还是一如既往的香
                            

		                            收起评价


"
"
                                勇慧可爱的小澜
                                ","
2023-09-17 12:44                            
                            ","
                            带媳妇来吃呷哺呷哺了 吃火锅还得是呷哺呷哺
[薄荷]环境:
环境不错 很卫生很干净很整洁 灯光很暖很足 很有氛围

[服务铃]服务:
服务的话也是不错 我们听服务员给我们耐心的介绍优惠 还给我们及时加汤 

菜品的话也是很新鲜很好吃 尤其是呷哺呷哺的蘸料 真的很香 下次还来吃
                            

		                            收起评价


"
"
                                花椒粉蒸西瓜籽
                                ","
2023-09-17 12:19                            
                            ","
                            今天和对象来吃呷哺呷哺小火锅 小火锅真地道

[薄荷]环境:
环境是真的不错 干净卫生 灯光很暖很足 很有氛围感

[服务铃]服务:
呷哺呷哺的服务是真的不错 服务员很耐心给我们介绍菜品和优惠 还有套餐 吃饭吃的就是一个态度
菜品的话更是没得说 菜品新鲜嫩美 小料更是一绝 下次还来吃呷哺呷哺
                            

		                            收起评价


"
"
                                laohu0922
                                ","
2023-09-17 11:46                            
                            ","
                            [薄荷]环境:
呷哺呷哺的环境还是可以的 灯光很暖 卫生很干净很整齐 吃的很舒服

[服务铃]服务:
服务态度的话也很好 服务员很耐心给我们介绍菜品和优惠 想加汤服务员也很热情

呷哺呷哺的菜品也很好 很新鲜很好吃 尤其事蘸料真的太香啦 下次吃火锅还吃呷哺呷哺
                            

		                            收起评价


"
"
                                勇明聪明的小玉
                                ","
2023-09-16 20:20                            
                            ","
[服务铃]服务：服务贴心热情介绍活动，还贴心提醒需要点什么东西，小料更新很快，咖喱锅底真的是经典每次必点，新出的丸子也非常好吃，牛肉也非常满意好看且好吃，方面面煮咖喱太赞了，很开心	                        "
"
                                bobo^^_570
                                ","
2023-09-13 19:18                            
                            ","
                            [服务铃]服务：呷哺的服务一直深得我心很满意.贴心的服务.推荐的菜品也非常满意，「草原羔羊肉」羊肉鲜嫩牛肉也很好吃，这个鱿鱼小吃真是太赞了很香，牛油的锅底非常浓厚，涮菜涮肉真是让人感觉停不下来。尤其是呷哺的麻酱非常赞。
                            

		                            收起评价


"
"
                                精明璀璨哝哝猪
                                ","
2023-09-12 20:24                            
                            ","
                            [薄荷]环境：
呷哺呷哺的环境很不错 卫生干净利落 灯光很亮很舒服 门口还有娃娃机和积木 孩子玩的也很开心 我们吃的也很开心

[服务铃]服务：
服务态度也不错 很有耐心 介绍菜品还有优惠的是一个小伙子 很年轻 但是很有耐心 真的超级嗨皮
 
菜品的话也很新鲜 超级香


		                            收起评价


"
"
                                精彩人生
                                ","
2023-09-12 20:17                            
                            ","
                            [薄荷]环境:
乐汇城呷哺呷哺的环境是很不错的 干净卫生 让人感觉很舒服 我们一家三口今天吃的很开心

[服务铃]服务:
呷哺呷哺的服务也是很不错的 服务态度很好 给我们很耐心的介绍优惠和活动还有套餐 我们吃的超级爽

菜品很新鲜 也超级好吃 尤其是蘸料 孩子也很喜欢 下次吃火锅还来呷哺
                            

		                            收起评价


"
"
                                momo
                                ","
2023-09-09 20:40                            
                            ","
                            呷哺呷哺yyds 今天来吃呷哺呷哺了 真的没话说 太香了 我们吃的麻辣锅底 真的又香又麻 菜品也超级新鲜超级好吃 环境也很好 很干净很卫生
[服务铃]服务：
服务态度也很好 服务员很耐心 给我们介绍一些套餐还有优惠 我们吃的很舒服 超级爽
下次吃火锅就还来呷哺呷哺
                            

		                            收起评价


"
"
                                yaya2697
                                ","
2023-09-09 20:10                            
                            ","
                            今天带儿子来乐汇城吃呷哺呷哺了 今天乐汇城有街舞活动 看累了 来四楼吃了一顿呷哺呷哺 真的棒

[薄荷]环境:
环境干净卫生 让人吃起来很舒服

[服务铃]服务:
服务员态度很好 给我们很耐心的介绍一些菜品和优惠还有套餐 让我们吃的很实惠也很舒服

菜品不错 很新鲜 呷哺呷哺的调料是真的一绝 是真的香
                            

		                            收起评价


"
"
                                睿智迷人的小何
                                ","
2023-09-09 20:00                            
                            ","
                            今天下点小雨🌧️，想减肥又想吃火锅🍲，乐汇城四楼呷哺呷哺约一下，点的麻辣和番茄🍅的锅底，俩人只点了一个单人餐，由于下锅太快，盘都空了才想起来拍照📷，嘻嘻，我们麻辣要的微辣，尝了尝不辣，又把剩下的半份锅底倒进去了
                            

		                            收起评价


"
"
                                幽默善良咕噜马
                                ","
2023-09-09 19:56                            
                            ","
                            和对象来乐汇城啦 想吃火锅啦 来呷哺呷哺啦 真的超级香

[薄荷]环境：
环境不用说 干净整洁 很舒服 灯光很暖 让我和我对象有一种在家吃火锅的舒适感

[服务铃]服务：
服务的话也是很好 服务员给我们介绍一些优惠活动 还有一些套餐 让我们吃的非常饱 又非常好真的nice
下次还来 hhhh

菜品的话也是很有特色 很新鲜很爱吃 下次吃火锅还吃呷哺
                            

		                            收起评价


"
"
                                贤毅睿智的小平
                                ","
2023-09-09 19:12                            
                            ","
                            今天和朋友来吃呷哺呷哺小火锅啦 真的超级香 我们吃的很爽

[薄荷]环境：
环境很好 很干净很卫生 我们吃的很舒服 就像在家吃火锅一样 很安逸

[服务铃]服务：
服务员态度很好 给我们讲了一些门店最近的一些活动 还有优惠 我们这一顿吃的又实惠又舒服

菜品很新鲜 真的简直不要太爽 下次吃火锅还吃呷哺呷哺
                            

		                            收起评价


"
"
                                heizibass
                                ","
2023-09-04 11:44                            
                            ","
我都坐下了，帥哥熱情的推薦了三人餐¥372看了下菜品⋯⋯唉   人窮志短啊！我灰溜溜的出來吃小放牛去了	                        "
"
                                在华山看书的米线
                                ","
2023-08-28 19:27                            
                            ","
                            [服务铃]服务:服务员态度很好说话温柔，优惠给介绍的很多很合适孩子过生日还给送了个面。
菜品「经典蔬菜拼盘」非常新鲜东西也非常多四个人有两个小朋友吃了个双人餐都感觉很多，
[薄荷]环境:环境也非常好灯光很亮，音乐也很好听。
                            

		                            收起评价


"
"
                                破茧成镜
                                ","
2023-08-19 13:56                            
                            ","
                            呷哺呷哺乐汇城店在四楼，占据很大的位置呢，感觉比隔壁那家店宽敞多了，有单人小锅，数量不太多，大多是卡座，就餐的客人很多，我带着娃去买了一杯奶绿，大杯的，加冰凉爽爽的，蛮好喝的，特别解暑。门口有小朋友的玩具桌，可以吃完饭带孩子玩一会
                            

		                            收起评价


"
"
                                秦巴羊肉腊沙拉酱
                                ","
2023-08-16 13:05                            
                            ","
                            好久没有吃火锅了。呷哺也好久没有吃了。正好今天逛街逛到这了就过来了。
呷哺呷哺的麻酱还是没得说的。我每次吃都吃好几碗。最爱番茄锅底。汤也不错。粉丝也挺好吃的。别的地方的粉丝味道都不太对了。
环境干净整洁。
                            

		                            收起评价


"
"
                                爱自己1144
                                ","
2023-08-16 13:03                            
                            ","
                            每次吃火锅。基本上就选呷哺
我们公司楼下就有一家 离着还近 
呷哺呷哺的咖喱锅底。我真的是最爱。味道特别棒。
服务不错 给我们推荐了活动 
环境也很好。现在餐厅亮度好像还提升了点。没有太黑了 下次尝尝他们家的新锅底 据说也挺好吃的
                            

		                            收起评价


"
"
                                海胆卤扇贝
                                ","
2023-08-14 13:31                            
                            ","
                            这天气就适合吃火锅吃呷哺 这环境好 非常大桌子也不挤服务态度特别好 菜非常多 量大实惠吃火锅首选呷哺呷哺 门店非常多 找也不费劲 第一次来乐汇城吃呷哺 位置特别好找 坐直梯直接上来就是 门口还有领位员 避免我自己进去尴尬 大家可以来尝尝
                            

		                            收起评价


"
"
                                龙井茶炝拌葡萄籽
                                ","
2023-08-13 18:26                            
                            ","
                            [服务铃]服务:呷哺的服务真的是让人觉得贴心会问到忌口和爱吃什么合理的给推荐合适的套餐感觉价格非常合适。
[薄荷]环境:舒服的沙发坐很软很舒服，「经典蔬菜拼盘」蔬菜拼盘东西很多肉品很新鲜非常不错
                            

		                            收起评价


"
"
                                草本植物炖西瓜籽
                                ","
2023-08-12 13:17                            
                            ","
                            「印度风味咖喱锅底」「菌汤锅底」「菌汤咖喱鸳鸯锅」每次来必吃的锅底，咖喱和菌汤鸳鸯，他家羔羊肉特别嫩，30一份也不贵，推荐
「呷哺呷哺(乐汇城店)」周末带孩子出来玩，路过乐汇直奔四楼首先看到的是呷哺呷哺，「经典蔬菜拼盘」
                            

		                            收起评价


"
"
                                贪吃的吃燕子呀
                                ","
2023-08-11 15:10                            
                            ","
                            今日份呷哺呷哺菜单
大众团购一个119元双人餐
麻辣，番茄，锅底
自助调料随便吃
一份草原羔羊肉
一份牛上脑，牛上脑是牛肉，不是脑花呦
三份任选双拼，六种菜
一份主食，我们选了拉面
两杯中杯饮料，选了招牌奶茶，茉香奶绿，淡淡的茉莉花味，很好喝
                            

		                            收起评价


"
"
                                侯
                                ","
2023-08-11 12:34                            
                            ","
                            最近天气非常适合和朋友约饭吃火锅
[服务铃]服务:非常爱来乐汇城这边呷哺呷哺服务态度很好每个服务员都非常热情，给人的感觉很温馨。
「优选豆皮」菜品非常新鲜锅底口感很好浓郁番茄锅给孩子煮面条孩子很喜欢吃。
                            

		                            收起评价


"
"
                                牛肉干腌甘草
                                ","
2023-08-10 12:12                            
                            ","
                            [薄荷]环境：
这的呷哺环境居然出乎意料的好 一进来感觉非常大气上档次
[服务铃]服务：
点单的小哥哥特别温柔 服务态度特别好 
菜品种类丰富 我想吃的都有 真是太棒了太合我口味了 真的太好吃了 不允许还没人吃过呷哺 绝绝子 太好吃了太好吃了
                            

		                            收起评价


"
"
                                豌豆干煸番茄酱
                                ","
2023-08-10 12:00                            
                            ","
                            今天天气挺凉快的带着孩子来吃心心念念的呷哺呷哺了，
[服务铃]服务：服务态度还是一级棒让人舒服优惠活动又多价格非常合适
「麻酱」经典的麻将口感十分不错每次都要来满满一碗，蔬菜拼盘很大菜品非常齐全
本次就餐非常满意
                            

		                            收起评价


"
"
                                鹿茸腌枣泥
                                ","
2023-08-09 12:16                            
                            ","
                            天气真的是越来越凉快了。今天突然就想吃点火锅。
来了乐汇城以后正好看见有呷哺呷哺了。就进来过来吃。
带着孩子老人一起过来的，所以要了两个不辣的锅。还是比较喜欢喝番茄的汤。
服务不错，点单的小美女给我们说了活动。
环境也很安静。不错不错
                            

		                            收起评价


"
"
                                包子红烧章鱼
                                ","
2023-08-09 12:07                            
                            ","
                            立秋了，该贴秋膘了。所以火锅怎么能少呢。
呷哺呷哺经常吃。麻酱真的是特别好吃。每次都得吃几碗。
今天点了一个番茄一个菌汤，还是比较爱喝菌汤的。这个红糖糍耙也很不错。
服务挺好的，环境也不错。比较适合见面聊天吃饭！
                            

		                            收起评价


"
"
                                山竹蒸海虾
                                ","
2023-08-08 19:00                            
                            ","
                            呷哺呷哺一直都是实惠且好吃
[服务铃]服务:
服务态度还挺让人舒适的 全程下来感觉都挺顺畅 小姐姐说话挺温柔 
[薄荷]环境:
环境特别特别好 是我吃过呷哺呷哺环境最好的一个 地方非常宽阔 不拥挤
菜品特别实惠 量非常大 套餐里的东西也非常多 什么都有 可以说色香味俱全 最适合家庭聚会啦 真是一个不错的选择 没吃过的真的可以来尝尝 必须赞一个


		                            收起评价


"
"
                                在凌云岩摇摆的烧烤
                                ","
2023-08-08 19:00                            
                            ","
                            [服务铃]服务：一直喜欢来乐汇城这边吃服务很好点单很用心每次吃的都很满意服务员给讲解的优惠都很合适，
[薄荷]环境：环境一直都很让人满意干净整洁。

[服务铃]服务：
「麻酱」麻将真的是一绝非常好吃菜品很新鲜满意
                            

		                            收起评价


"
"
                                白箭鱼炸薄荷
                                ","
2023-08-06 19:11                            
                            ","
                            今天来乐汇城吃呷哺 挺热闹 非常好吃 环境不错点了个套餐 东西非常多物有所值 服务态度特别好 小姐姐说话很温柔 让人很舒服 位置也特别好找 做直梯直接上来就是 又有奶茶又有主食 还要啥自行车 鸳鸯锅特别人性化 口味不一样的有福音了 赶紧冲冲
                            

		                            收起评价


"
"
                                红薯粉炝拌肉桂粉
                                ","
2023-08-06 18:20                            
                            ","
[薄荷]环境:
环境很不错干净整洁，让人舒服。

[服务铃]服务:服务员介绍的活动很合适感觉价格非常优惠，
「经典蔬菜拼盘」东西很多每次必点，菜品新鲜，本次就餐非常满意。	                        "
"
                                文文玟玟
                                ","
2023-08-05 20:15                            
                            ","
呷哺的老顾客，味道鲜美。经常和朋友一起来聚餐	                        "
"
                                桑葚煮小龙虾
                                ","
2023-08-05 12:48                            
                            ","
                            下雨天不吃火锅吃啥，必须是火锅。呷哺呷哺感觉好久没吃了。今天就来乐汇城了。
地下桥堵死了，乐汇城人看着也好少。
呷哺的麻酱真的是没得说。味道棒棒哒
服务也很好，给我们点单的大姐给我们推荐了活动。
油条涮一下最好吃。所以我们点了两份。


		                            收起评价


"
"
                                在绿博园放风筝的烤全羊
                                ","
2023-08-05 12:44                            
                            ","
                            和闺蜜一起出来玩。虽然早晨下雨了。一点都没影响心情。
呷哺呷哺经常吃了，好久不吃就有点想念了。而且下雨天还是比较适合吃火锅的。
服务很好。服务员说有活动，就推荐了一下。
环境也很好，干净。
最重要的是麻酱。最好吃。
                            

		                            收起评价


"
"
                                海螺焖葱
                                ","
2023-08-04 14:52                            
                            ","
菜品很多东西齐全，非常满意，服务也非常优秀贴心，价格优惠非常可以。	                        "
