用户名,时间,评论
"
                                点小评8058700079
                                ","
2021-05-28 19:51                            
                            ","
                            好久没去呷哺了，今天知道万象城有就赶紧去了，一进去环境特别好氛围整体都很好，点餐环节询问服务员这个是不是虾滑，连问两遍不理人，我有点不开心跟她说你要忙就让别人来点餐，对方倒是嗓门大了，说是她跟我说话了……紧接着跟旁边的人说你来点餐就给走了……我真的无语，我是让她掏钱了还是我免费去吃了，紧接着其他顾客来了那服务员换了副嘴脸还给人家介绍菜品给人家推荐一个人来吃的话怎么点合适……别的桌吃完服务生赶快给撤盘了，唯独我的看见了都不撤，虾滑都是我自己滑的，真的体验感差到爆，我之前在别的城市哪怕是太原的其他店铺都没遇见这样的，过了一会儿店里人给拿了一杯沙冰，说刚才那件事比较抱歉，真的应该好好抓一下服务，不是说我们是消费者要怎么样的，但是起码的尊重得有吧，这么区别对待顾客然后服务还那么傲慢，我就觉得我一开始就是客客气气的跟你说话我应该也能回应到一样的态度吧，
                            

		                            收起评价


"
"
                                Acoco’sshop
                                ","
2021-03-26 18:57                            
                            ","
千万别来，我今天来了居然关门。	                        "
"
                                魔法少女猪壮壮
                                ","
2021-01-30 22:24                            
                            ","
                            简直了 来交作业 感觉之前觉得这好吃真是脑子涌进去的水 
没有因为是单人餐而拒绝加价变两个人正常消费。
店里服务生很少 就两个人 怕是要跑断腿。对店里的设备也不了解 使用生疏 点菜系统都操作不了 半天点不了单。明明空着座位在阳台 正好是晚上想靠着窗户坐不允许 坐在过道里 有点不爽。
💣 这个硕大的“鱼” 没错是虾滑。额外加菜 手机不能下单 只能人工下单 正和伙伴商量要虾球or虾滑时 主动推荐 如图所示虾滑。硬的宛如石头一般 饭都吃完了 它冻的跟跌锤似的 尾巴消开一点 我吃个寂寞？？？半中间请求服务生帮忙滑一下虾滑 这可好 直接给我拒绝了。（拿起滑虾滑的工具 在鱼身上比划比划 就这样竖着切一下 就可以吃了 你等它化一化 就走了）现在想起来这个鱼就来气 我是看冰雕呢？？？ 麻烦商家的各位经理各位总 别回复我点虚伪话术 不想看消息提醒加一条没用的信息。
💣猪肉脆骨丸 这个冷冻久了 我是来给你清库存的吗？我吃个关东煮它不香吗 我来吃库存。

蔬菜汇：种类繁多 香菇都变瘦了 真是蓝瘦香菇了 

非要让点个面 我偏不 我连自己吃多吃少都不清楚 控制不了吗？？？
                            

		                            收起评价


"
"
                                TYC_吃货队长
                                ","
2021-01-28 21:08                            
                            ","
                            给你们点个大大的赞！！！！
最早的北美、茂业、北美N1、哪怕是康乐街的都吃过都非常好。
唯独这家店菜品、菜量、价钱、都烂到极点！！！
服务就更不用说了，机器人是服务最好的！
住在茂业***居然跑到万象城吃呷哺，我也不知道是怎么想的


		                            收起评价


"
"
                                小猴子遇到大猴子
                                ","
2021-01-26 22:44                            
                            ","
                            话说万象城的呷哺好像和其他店的不一样？还是我太久没吃呷哺了？反正就是整体升级了，肉的品质比以前好多了，但是菜量真的是少了，以前四十一个人吃不完，现在70一个人，套餐把压缩的菜量换成了一杯奶茶…真的是提价减量双截流…
这几天菜价涨的厉害，去小料台居然告之泰椒圈下架了……你们那也是吗？？多少无语，与其这样不如把呷哺撤了只开凑凑吧……
                            

		                            收起评价


"
"
                                馋嘴小鹏飞
                                ","
                                2020-11-30
  更新于2020-12-01 18:48                            
                            ","
                            呷哺呷哺（太原万象城店）
地址：万象城四层西边
装修环境：很不像呷哺呷哺的一家店，总体装修是明亮为主，不像现在呷哺的暗黑系风格。
菜品：锅底：要了一个菌汤的，看着像清水但是烫的味道不错，这个没得说；点了鱼片的套餐，感觉鱼片是随便扔上去的，单人份的蔬菜给的。。。。。；真的是对这家呷哺呷哺无语了，同一款套餐比茂业店的多了一杯饮料，价格高了10元，这样也能理解，但是菜品差了十万八千里；鱼片是随便扔上去的，茂业的黑鱼片每一片都摆放整齐下面铺着厚厚的冰碴保鲜；单人份素菜，少的可怜，生菜一片，娃娃菜三片，茂业的单人素菜堆着满满的；
小料：一样
服务：服务员很忙，要个东西半天叫不过来。
万象城很火，不缺人流，但是这家呷浦呷浦真的是我吃过最差的一家。一些图片大家自己对比看吧
                            

		                            收起评价


"
"
                                大宝子呀大宝儿
                                ","
2020-11-27 19:47                            
                            ","
不知道是什么让这家老板这么飘，普通的肉，38块六片……以前吃撑两个人一百出头，现在两个人洒洒水二百多……菜量就更不用说，每样都超级少……服了，再也不来了	                        "
"
                                不是山谷
                                ","
2020-11-08 16:38                            
                            ","
                            环境：
环境装修的还是可以的，店里还有一个上菜的机器人🤖️，挺先进化
服务：
服务挺有意思，这家伙叫一次干个啥，一直稍等稍等，速度太慢了，这还不是高峰期，店里也没啥人，
服务员服务意识不强，望以后加强培训
菜品价格偏贵，比北京要贵很多，口味也就一般般吧，没什么出色的，锅底用的锅不太理解，胳膊短的好像够不着
服务员看到我写点评，然后过来一通说，真的是，搞得我们写点评就不该了，我们什么感觉写什么是我们的自由，一个劲的让我赶紧删了，都说了下次不会来了，还一直说给我下次打折
                            

		                            收起评价


"
"
                                彷徨&amp;而立
                                ","
2020-11-07 12:16                            
                            ","
原因只有一个，团购的一元饮料券只能做冰的，大冬天的，送不起就不要送了，这就是差评原因。自己体会去吧！	                        "
"
                                赵七七
                                ","
2020-10-14 01:43                            
                            ","
这怕不是我吃过最糟心的呷哺了，这家店貌似是想走稍微高端一点的风格？呷哺特色的各种套餐或者拼盘都没有，那你低端的套餐没有，不符合这个店的定位，可以，为什么手切肉的也没有？「黑鱼片」之前在其他呷哺吃过的黑鱼，鱼皮部分都是脆的口感，这家店的没有任何特别之处，非常普通，皮和肉口感完全没有对比，失望。

[服务铃]服务：
门口的接待，点奶茶不知道怎么点会员价，等了好久才点到奶茶。让我们等位，说下一桌就能进，还排了号，结果换了个接待以后先让后来去的人先进了，人家也不用排号不用等位，进去之后有好几个空座位，意思是我们在外面干等了半天？
送了两杯沙冰和一碟山楂条，服务生放下就说这是送的就走了，是因为白等位了才送？还是每桌都送？服务生为什么连个话都没有？
真是让人吃饭的心情都没了。
[薄荷]环境：
苍蝇到处飞，赶都赶不走，这个店到底是要走什么路线啊...我还是去吃普通风格的呷哺就好...


		                            收起评价


"
"
                                匿名用户
                                ","
2020-10-11 20:54                            
                            ","
                            我是晚上19:53分到的，很久没吃呷哺了下班专程来吃，我表示我是一位就餐，还没说话，前台服务员就喊:“满了满了”，就算是现在一人餐位已满，排号很多，我也应得到和其他人一样的 公平的排号权利，这种态度也不应该是万象城店里该有的，可以好好和我说，多数客人都能接受。得，您家是不收单位客人呗，我想不通的是，一个人来连等位 甚至是排号的资格都没有，旁边很多位客人还在等候，所以我们是哪里不同？不到八点，您家也并没有停止排号。如果我拿到排号单我可以选择等，也可以离开，这是我应有的权利吧，商家也可以在营业时间截止前停止接待或是告知停止接餐，我完全可以接受这样的结果，很正常。一时震惊的有些摸不着头脑，我再次确认商家的营业时间至晚上九点半，所以万象城这家呷哺没有单人就餐 我可以这样理解吗请问？当初呷哺刚成立的时候，小火锅的这种经营理念我认为很适合类似像我这样想吃火锅的，人数比较少的，一两位的消费群体，不会很尴尬，酱料独特，且相对便宜又实惠。全国多家店我都吃过，我很客观的讲，没有一家店是这样拒客的，如果有什么不成文的“潜规定”，请告知广大像我这样的单位就餐消费者，没有人会喜欢不清不楚，谢谢。我还会再次在呷哺消费，但是不会在万象城店消费。
                            

		                            收起评价


"
"
                                张鹏_5608
                                ","
2020-09-25 22:36                            
                            ","
菜品一般，比以前刚开的时候差了很多
餐桌地上还是黏糊糊的，提出意见后服务员说可以出去重新排队，后来再三要求才拖了一下，以后再也不会去这里了	                        "
"
                                中山狼
                                ","
2020-09-23 19:12                            
                            ","
服务态度特别差，餐厅全是空位还让排队。在隔壁麦当劳等位近二十分钟没听到有人叫号，手机看到用餐提醒，服务员全程黑脸让过号重排，一脸的不耐烦，贵餐厅这种服务态度真让人消费不起！	                        "
"
                                赵志成_2922
                                ","
2020-09-10 15:05                            
                            ","
点了两次红茶，就是不给上，非常生气，第三次的时候跟我们说没有点上，真的太不负责任了	                        "
"
                                柔美谦虚隆隆蝉
                                ","
2020-08-30 13:33                            
                            ","
                            体验感极差，跟其他品牌火锅店铺没法比。饮水，餐具，纸巾，筷子，全部要顾客问几遍，才能告知在什么位置。如果呷埔呷埔全部是自助火锅，为什么不告知顾客呢？如果不是自助火锅，那为什么客人食材都上来了，却不见餐具，围裙，饮水等必备火锅器具到位。

如果呷哺呷哺是自助火锅，请在门头标识上写清楚，告知给顾客。来不来是顾客的事儿！如果不是自助火锅请做好基本服务细节，一个品牌店铺扩店再快，如果不做好基础细节服务，也不会持续太久的繁荣。

而且菜单上，很多菜品没有。

当呷哺呷哺繁华一夜落尽，必然一地鸡毛。
                            

		                            收起评价


"
"
                                杨琦功
                                ","
2020-08-28 23:25                            
                            ","
俩人消费了190，吃了个一干二净。这辈子吃火锅没吃过这么干净，锅里什么也捞不出来了，量太少了价格太高了。我吃过好多家呷哺呷哺，万象城最贵最难吃服务最差了。	                        "
"
                                ECHO3136
                                ","
2020-08-25 08:11                            
                            ","
                            吃了12年呷哺了，第一次感到不好吃。新开的店环境还不错。点菜的时候很多锅底和菜都没有，服务员不知道招商银行卡有优惠券，也不知道如何使用，而且不停的让充卡…已经把菜都吃完了，肉还没上…蔬菜拼盘也比其他地方的少很多种类，总量也少了。俩人花了一百多，结果没吃饱…又去吃了肯德基两个套餐…全程没给纸巾…用的是隔壁餐厅的库存…服了服了…
                            

		                            收起评价


"
"
                                氵吉____6440
                                ","
                                2020-08-06
  更新于2020-08-11 14:21                            
                            ","
                            真的是吃呷哺遇到服务态度最差的一家店里的~
完全不会光顾第二次的店
和朋友假期出来逛街，朋友正好想吃火锅~看到呷哺就直接进来了，因为排队的人比较多，排号以后就到附近随便逛逛~
原本关注了他家的微信叫号系统就是为了方便，结果没有提前通知~直接通知的过号
到门口也碰到了好多组遇到同样问题的顾客~门口的小姐姐的态度也特别差~一脸的你爱吃不吃的~而且也可能是因为店里在做活动，可以点的种类也不是特别多，打印出来菜单的字也特别小，换个眼神不好的都看不清~
                            

		                            收起评价


"
"
                                在慈寿寺爬墙的叉烧饭
                                ","
2020-07-31 21:31                            
                            ","
排队太久，排队门口的服务员态度差。差评	                        "
"
                                太原新店
                                ","
2020-07-30 10:31                            
                            ","
                            我也有点尴尬，是在支付宝上面活动抢的奶茶，然后店员说是堂食还是外卖，还是带走，说只能堂食不能直接买，这就郁闷了，跟那儿掰扯了半天，也可能支付宝上写的是只能够堂食吧，但是也没注意，反正就是卖完之后打包带走的。
                            

		                            收起评价


"
