用户名,时间,评论
"
                                匿名用户
                                ","
2020-03-26 05:52                            
                            ","
疫情过后去乐汇城呷哺呷哺吃火锅了，还是以前的味道，好极了，就是服务员的态度不好，服务员说话特呛人，特讨厌那个服务员，以后再也不会去了	                        "
"
                                爱吃的苏
                                ","
2019-12-17 13:35                            
                            ","
                            这里的呷哺实在不敢恭维，肉质硬的不行，有些涮品还没有，价位属实高，一个人吃也要七八十，就一个肉一个拼盘差不多，麻酱也不是北京那种秘制的，是自调的，这不会是高仿的呷哺吧，都不想在吃这个品牌了，也不知道是我一个人这样说，还是也有同感的。
                            

		                            收起评价


"
"
                                小啊胖啊田
                                ","
2019-10-15 19:16                            
                            ","
                            来乐汇城办点事情
中午就在呷哺呷哺解决了
这次没有点套餐
「印度风味咖喱锅底」一直是胖田的真爱
几乎10次有8次都点他
一份「新西兰羔羊肉」
肉质一般
入水稍微一煮就散成3块了
这就比较尴尬
还有就是今天的麻酱也太咸了吧！
平时胖田都是裹满了麻酱
吃着贼香
今天只敢沾一丢丢
简直崩溃
好好的一碗麻酱都浪费了！！！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2019-06-20 10:51                            
                            ","
                            去过这么多呷哺呷哺，感觉这个是最差劲的，进去的时候没有领位员领位，自己找位置坐下以后也没有服务员及时过来点餐，点餐完以后也没有核对，上菜速度还可以，但是菜品质量不是很好，青菜叶子都蔫了，用餐途中也没有服务员主动加汤收餐具，可能是因为地理位置好，所以从服务员到经理才一副无所谓的样子吧，你不吃自然有人吃，也不差一个人，以后再也不会去了。
                            

		                            收起评价


"
"
                                图图
                                ","
2019-06-05 21:30                            
                            ","
                            我已经第三次来被告知香菜或者小米辣或者蒜泥没了，这恰恰是我们每次吃火锅必备的，没了也不再上了，六七点就不再上了？你们供货没问题吗？好几次都这样，有问题也不解决吗？我曾最喜欢乐汇城店，在这附近上班的时候我们一年来这里几十次以前怎么没有这种情况，这种事就是最近的时间发生的，我不知道你们的经营出了什么问题，换领导还是怎么的，我只觉得现在很差劲，不针对服务人员只针对管理人员，把好好一家店搞得我现在很失望。
                            

		                            收起评价


"
"
                                点小评4022065499
                                ","
2019-04-27 20:11                            
                            ","
服务真差劲，在外面坐着没有听见叫号，人家让从排，人家让我站门口等着	                        "
"
                                natalia田
                                ","
2019-02-25 14:29                            
                            ","
                            从大学在北京就开始呷哺，没想到今天遇到很不爽的服务。其实我们现在吃饭吃的就是服务，互相尊重有礼貌的用餐。
用餐前面没有大问题，后面最后一图的玉米，发现上面有不明物体。问服务员为什么这样，服务员很轻描淡写的说这个是冷冻的，解冻之后这样子。并没有不好意思或者征询我的意见。
可能店大客人无所谓吧。
                            

		                            收起评价


"
"
                                点小评6607464136
                                ","
2018-10-06 01:19                            
                            ","
                            差评差评差评，服务太差，太差，一个服务员牛逼什么啊，妈的，我去吃饭还是去看脸色的啊，我朋友在美团上团的，让我朋友在那等我一下，结果就给我朋友赶出去了，连句话都不说，我去你那吃饭是去消费不是要饭的，什么烂地方啊，中间一个玉米上还有头发，你们是在搞笑吗，差评，从来没有因为一顿饭这么生气，以后因为你们一定会越来越差的，呵呵
                            

		                            收起评价


"
"
                                点小评1853443251
                                ","
2018-09-01 18:00                            
                            ","
缺点：1 菜品太坑了，量少的不行，一份鸭血就5小块，一份冻豆腐也就5小块，有点店大欺人的感觉  
2 感觉麻酱掺水掺的太多了，不如其它地方的香和浓稠	                        "
"
                                SUPER
                                ","
2018-07-30 09:09                            
                            ","
以前呷哺很好吃，小料味道特别棒，改版后环境好了，东西都不如以前，虾滑竟然是冻的一片。。。鱼卷也不如以前吃的，麻酱小料自己调根本不是以前那种麻酱味道，吃的老失望了，点了几款经典的都不满意，so sad 我想吃以前的那个呷哺。
                            

		                            收起评价


"
"
                                猫性小可爱。
                                ","
2018-04-28 09:51                            
                            ","
                            恰巧赶上乐汇城6周年活动，来这边买东西，正愁吃什么的时候，我已经坐扶梯一下来到了四楼，这时候突然闻到了一股火锅味，就一个人来吃呷哺了。
位置在:乐汇城四楼，一下扶梯就看到了。这家店装修的很古典，店里现在有套餐，任意套餐点一杯饮料，饮料半价。要的新西兰羊肉的，小料是自助的，这个羊肉口感一点都不好，基本没片都有脆骨，吃着很费力，蔬菜拼盘有秋葵，我看了大部分人都不喜欢吃。白菜叶子上很多黑点点，然后我要的辣的锅底，感觉是吃过最难吃的一次，比之前叫的呷哺家的外卖都难吃。估计不会再来乐汇城体验了，服务也不怎么好，喊半天都没人。
                            

		                            收起评价


"
"
                                嘟嘟巛
                                ","
2018-03-01 16:43                            
                            ","
                            来乐汇城逛商场。看到了呷哺呷哺。本来呷哺在我心里绝对是满分。但是乐汇这个呷哺可以说让我大吃一惊。点了一个二十的拼盘。里面的茼蒿都烂了。胡萝卜也都坏了。还是胡萝卜跟。我只想说。这是给人吃的吗。这还不算。我叫服务员说吧经理叫来。叫了十分经理也没来。过程中服务员还偷看。呵呵。后来看到那个经理去门口。我自己给叫过来的。过来看了看之后什么都没说。就当没发生？？作为一个餐厅。我感觉到非常失望。差评。
                            

		                            收起评价


"
"
                                我从不缺德
                                ","
2016-09-18 23:37                            
                            ","
今晚2016年9月18日21点5分吃完走出门大约2米远时一个男服务生门口站位的对我(女)进行尖声辱骂，鸡，有怨气对我发泄嘴太欠。对吃完饭走人的客人人身攻击。希望经理人员查处这位缺德的服务生。	                        "
"
                                wuyihuanggua
                                ","
2016-08-02 11:45                            
                            ","
麻将小料已经不好吃了，跟以前的味道差别好大，不知什么原因。以后不想再去了。	                        "
"
                                点小评6162765066
                                ","
2016-02-10 07:07                            
                            ","
去吃个饭，服务员的一张僵尸脸，让我没了味口，你老板没给你发工资啊	                        "
"
                                A事儿不大
                                ","
2015-09-12 01:16                            
                            ","
一家三口 吃了不消化 kei在胃口 垃圾食品 半夜了都睡不了 垃圾食品	                        "
"
                                tb617870
                                ","
2015-04-03 11:10                            
                            ","
不喜欢，环境不好味道不好人多，热	                        "
"
                                点小评7876071115
                                ","
2015-03-24 21:43                            
                            ","
差不多吧！觉得有点小贵！！！！！	                        "
"
                                乱室佳人_
                                ","
2015-02-17 15:35                            
                            ","
这服务员服务态度太差了吧 我先来的坐了半天了 菜先上了，不给上麻酱，催了几遍不给上 好像是嫌弃我催了 故意先别桌上了… 等给别桌上完了给我这上，我这明明两个人 就给上一碗 然后转身走了 什么服务态度！	                        "
"
                                静静的妖精
                                ","
2014-07-27 15:46                            
                            ","
明明告诉服务员说坐下面大桌的，而且没人等大桌，喊号的时候居然给排的小锅，都错过好几个大桌了，真不知道服务员做什么吃的	                        "
