用户名,时间,评论
"
                                嘿呀
                                ","
2023-12-07 08:50                            
                            ","
                            老字号小火锅，世贸开新店啦！
[薄荷]环境：很宽敞，都是卡座，舒适的。看到蛮多桌是一人食，性价比很高的小火锅。
对比DP点评127套餐和店内扫码¥139套餐，选择了后者，适合两人食。
「葡萄云朵」新品，哈好喝！🍇「炸薯条」秒杀很多西餐厅出品！别错过！
吃牛肉选了「寿喜锅」底。一大盘「霸气牛羊大满贯」大满足！
                            

		                            收起评价


"
"
                                睿智张RI
                                ","
2023-12-17 08:13                            
                            ","
                            呷哺呷哺联动耶！胸弟萌也紧跟着去聚会，周末一起愉快的美食玩耍放松一下。摄影老师说他请客哦耶联动套餐体验OK的，搭配合理，肉菜口感新鲜，锅料我们主要都是江南的用的都是不辣的四川的小伙伴用的辣的边哈哈哈。双人套餐量适中，在热闹市中心100多俩人能享受一顿冬日里的美食，还是很惬意的事情。在这个寒冬里，2-3个朋友逛街完美食小憩开心一下还是推荐的。
                            

		                            收起评价


"
"
                                我有点小糊涂嘻嘻
                                ","
2023-11-21 15:05                            
                            ","
                            哇偶，非常好吃的小火锅

[薄荷]环境：
在商场里面5楼，很好找的
店里卫生干净整洁
「呷哺调料」「高原羊肉卷」「印度风味咖喱锅」
「霸气牛肉大满贯」
满满的肉食爱好额
奶茶的味道也是绝绝子
服务人员态度很好，有求必应
满意的用餐
                            

		                            收起评价


"
"
                                糖心蛋小轩
                                ","
2023-12-03 18:50                            
                            ","
                            食物品质不错，非常适合一人食，但实在是挤啊！

坐标：南京路步行街的国贸楼上，店面很容易找。

服务员的态度友好热情，手脚很快，服务到位。估计是寸土寸金的南京路吧，实在是挤啊，菜品一多起来就更拥挤了。

吃货评价：这次尝试的是牛上脑套餐，牛肉的品质不错，在魔都以这种的价格在南京路国贸吃一顿说得上丰富的一顿，可以是性价比挺高的。有免费的冰沙提供，这点很优秀且贴心。推荐！
                            

		                            收起评价


"
"
                                pinkgirl311
                                ","
2024-02-07 13:15                            
                            ","
                            自从在世贸开了店之后，经常会和同事来吃午餐的一家小火锅店，环境很明亮干净，服务也挺到位，团购的套餐性价比还是很高的，三到四人餐有三分大盘的肉，绝对够四个人吃，吃的出来肉的品质也是好的，蔬菜也给得很多，凑凑奶茶也好喝


		                            收起评价


"
"
                                art8890
                                ","
2024-01-31 17:31                            
                            ","
                            呷哺呷哺的牛羊肉一直是最爱，纯正鲜嫩，久涮不老。锅底，调料价格很亲民，不奢侈的话一人食一顿50元能吃好。边上茶米茶饮料可选饮料品种不少，就是价格都是20以上，和火锅比起来还是显得有点小贵。世贸这家火锅店服务都不错，业务熟练。
                            

		                            收起评价


"
"
                                Janet
                                ","
2023-12-27 14:37                            
                            ","
                            周三抢到招行的25抵50的券，一个人来中饭。
电梯直达5楼，出来右手边就看到呷哺呷哺了。
大米龙单人套餐没有了，选了个上脑套餐。
牛肉是挺大一盆的。
蔬菜组合里有生菜，大白菜，青菜，我喜欢煮烂一点好吃。
现在的套餐里没有生鸡蛋了。
服务员说是套餐改过了，除了价格贵了4-5元，其他东西都一样的啊！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-01 10:58                            
                            ","
                            楼上海底捞排长队，转投呷哺呷哺的怀抱
这边的小锅底选择还挺多的元，有番茄锅，牛油辣锅，菌菇，寿喜锅和咖喱锅。一人一锅也比较干净卫生有趣。
「冬瓜柠檬」这个意外好喝，不能调节甜度，搭配火锅吃还是很舒服的。
和「霸气牛羊大满贯」套餐里含的，我竟一时分辨不出牛肉羊肉，味道是ok的
唯一套餐里的主食饼不太好吃，不热，也不酥，吃上去很寡淡
                            

		                            收起评价


"
"
                                foxiary
                                ","
2024-01-02 17:26                            
                            ","
                            公司活动结束，正好对面就是世贸，想着有畅吃卡就去了这边的呷哺，这家店比较大，而且还保留了拼锅，不像其他新装修的门店只有小火锅了，适合人多聚餐，正好遇上菜品更新，蔬菜拼盘虽然便宜了7块但量少了很多，主食和鸡蛋都没了，总体性价比是下降了，好处是不容易浪费，女生一人食点个套餐完全够了。
                            

		                            收起评价


"
"
                                only婷小宝
                                ","
2024-02-01 09:21                            
                            ","
                            上周带孩子去了上海，去南京路逛了好久，北方人确实是吃不惯南方菜，所以孩子就吵着要吃呷哺，一搜附近就有，我们六点多去的，人不多。环境挺好，而且肉质新鲜，服务还可以。上海的的呷哺有免费的热茶和冰沙吃，赞一个
                            

		                            收起评价


"
"
                                MC黄先森
                                ","
2024-01-31 00:34                            
                            ","
                            [薄荷]环境:
挺好的 装修的还是可以
[服务铃]服务:
还可以 挺好的
口味：
不错的，人也挺多的！食材新鲜！好吃，味道很好！小火锅，冬天最好了，性价比也还行不会很高哈哈哈没事可以去尝试一下，挺好吃的
位置：
就在步行街世茂东区L5，节假日要排队，平时人也挺多的！
                            

		                            收起评价


"
"
                                _小梅
                                ","
2023-12-23 12:13                            
                            ","
                            店的地址位置蛮好 在人民广场地铁站附近 很好找
一人一锅的配置对于适合分食的情况很方便
点了两个套餐 差不多60左右一个人 包括汤底蔬菜涮肉主食等 味道还不错的 店里还有免费自取的饮料和冰沙
整体来讲体验还行 周末下午去的人不多不用等位
                            

		                            收起评价


"
"
                                晚来风急
                                ","
2024-02-20 20:07                            
                            ","
菜的口味很好，食材新鲜，小料也很足，已经来过好几次了，菜都吃完了哈哈！之后还会光临的	                        "
"
                                以黑化
                                ","
2024-02-19 19:46                            
                            ","
外表鲜美，味道绝佳，色香味俱全，服务态度较好，价格赏心悦目。	                        "
"
                                纯如雪
                                ","
2024-02-18 22:03                            
                            ","
不久前打卡了这家小火锅店，蛮划算的。	                        "
"
                                zzzzzzzzhou
                                ","
2024-02-17 20:51                            
                            ","
                            因为有事来吃的，位置有点难找，直梯上下比较方便。呷哺呷哺改版之后单人套餐通过大众点评上购买还是相对来说比较划算的，肉的话也算新鲜，蔬菜够多，面条和鸡蛋加上的话就比较撑。基本就是商品图所见即所得，如果是大食量比较推荐，小食量可能会有点撑。口味中规中矩。
                            

		                            收起评价


"
"
                                龙眼酱薏米
                                ","
2024-02-16 22:19                            
                            ","
                            夏普夏普。作为一个人吃火锅是非常划算的。有时候长了突然想吃火锅但是朋友都有事儿可以来吃单人过79的套餐很划算肉很多小了也挺丰富还有免还有饮料。每次吃的都很开心上菜也比较快。就是饮料只有冰的如果能做常温的就更好了。
                            

		                            收起评价


"
"
                                AA
                                ","
2024-02-15 16:21                            
                            ","
点的「果蔬拼盘」「拉面」「粉丝」「午餐肉」「大红袍奶茶」「霸气牛羊大满贯」「茉香奶绿」「寿喜锅」「印度风味咖喱锅」都还不错吧，性价比可以。	                        "
"
                                Bobo-Qiao
                                ","
2024-02-15 14:59                            
                            ","
东西好，服务员小哥哥态度也不错	                        "
"
                                懒羊羊女士
                                ","
2024-02-13 19:43                            
                            ","
服务态度很好，菜品很新鲜，味道也很不错，性价比很高，而且是一人一锅的小火锅，干净又卫生，值得推荐	                        "
"
                                魔都
                                ","
2024-02-12 20:06                            
                            ","
第二次来吃了，份量足，下次再来	                        "
"
                                .亚君
                                ","
2024-02-12 17:09                            
                            ","
[薄荷]环境:
中心位置干净卫生	                        "
"
                                加油干饭呀
                                ","
2024-02-11 20:54                            
                            ","
不愧是打工人的暖心食堂
一人食的性价比天花板
吃火锅肯定得一人一锅才过瘾呀
套餐有菜有肉有奶茶
还有麻酱拌面吃饱饱	                        "
"
                                匿名用户
                                ","
2024-02-07 22:21                            
                            ","
                            便宜实惠，好吃不贵。奶茶🥤好喝喜欢，牛羊不错呢，服务也蛮好的，一个人吃火锅不尴尬，优惠活动也蛮多的，「大红袍奶茶」「珍馔牛上脑」「午餐肉」「什锦鲜蔬大拼盘」「椒香小酥肉」这些也蛮好吃的，性价比蛮高
[服务铃]服务：
不错。
                            

		                            收起评价


"
"
                                真心朴实呜咽蛇
                                ","
2024-02-06 13:42                            
                            ","
肉质很鲜，味道甚好，而且服务态度非常好，还赠送了一杯饮料， "
"
                                筱皓
                                ","
2024-02-04 15:57                            
                            ","
嗯上次吃还是在北京 味道还是那么好。价格也不贵。蘸料好吃	                        "
"
                                匿名用户
                                ","
2024-02-03 13:58                            
                            ","
就餐空间大，几个人坐也不拥挤，菜品分量足，服务好，套餐也实惠	                        "
"
                                匿名用户
                                ","
2024-02-03 13:52                            
                            ","
味道很好 环境不错 服务也好 吃得饱饱 好吃还来	                        "
"
                                珈言Y
                                ","
2024-02-02 01:39                            
                            ","
                            呷哺开在世茂之后是第一次来这家，感觉店铺升级了不少。「呷哺调料」「果蔬拼盘」「珍馔牛上脑」「呷哺香辣牛油锅」「茉香奶绿」基本是每次吃呷哺的标配，这个组合能吃到撑，呷哺的麻酱调料一直都很爱，很浓，很香。菜品都很新鲜
                            

		                            收起评价


"
"
                                CSYY
                                ","
2024-02-01 13:54                            
                            ","
                            世贸广场上新开的呷哺呷哺，在桂满陇对面的位置，店面不是很大 ，是属于半开放的那种，有单人小火锅和大锅可以选择，菜品的价格真的是属于很平价啦，人均差不多只要几十块，量不是很多，可以有选择性的多点几种品种，就是位置稍微挤了点。
                            

		                            收起评价


"
"
                                mooncakeyu
                                ","
2024-02-01 12:44                            
                            ","
                            不错哦 实至名归的 小火锅 荤素搭配 很给力

点了经典原味锅 舒舒服服的 干净
食材都很新鲜 酱料呢 随便自助 想要的都有了 
赔了米饭 还是最经典的 
给的甜茶 下午带回公司喝 

小火锅 一人一个 卫生干净 选择也很多 想要什么自己选  种类多 这个我喜欢
                            

		                            收起评价


"
"
                                fish
                                ","
2024-01-31 19:32                            
                            ","
                            大红袍奶茶
想和奶茶啦🍵，路过这家，一直挺喜欢的，就买啦
买了一杯大杯的大红袍，选了无糖的🏻🏻🏻
小姐姐态度nice，做的很快，一会会就到手啦
味道很好，不甜，是我喜欢的
性价比也挺高的，价格适中😬
                            

		                            收起评价


"
"
                                flower
                                ","
2024-01-30 20:57                            
                            ","
                            小火锅吃起来
天冷了就爱吃火锅💕
一人一个锅很喜欢，干净🈶卫生
店里生意不错，晚上需要排队，还挺久的呢
点了肉肉各种菜，上的速度很快
味道也算不错，好吃😋
服务员小姐姐态度nice
店挺大的，环境也很棒


		                            收起评价


"
"
                                平子
                                ","
2024-01-30 13:27                            
                            ","
口味特别好 带小孩过来的 小姐姐也比较热情	                        "
"
                                卡瓦粉煮紫米
                                ","
2024-01-30 11:58                            
                            ","
这家呷哺呷哺的味道不错，下次还会再来	                        "
"
                                大狗副警长
                                ","
2024-01-28 22:15                            
                            ","
用餐环境不错，锅底味道正宗，推荐大家品尝！	                        "
"
                                蓝蓝
                                ","
2024-01-28 16:56                            
                            ","
家福家福变形了，人蛮多的，装修风格很喜欢，味道也不错。	                        "
"
                                豆腐皮酱香菇
                                ","
2024-01-28 13:34                            
                            ","
呷浦呷浦的食材新鲜，环境干净，小锅底，一个人，三个人都可以吃。	                        "
"
                                匿名用户
                                ","
2024-01-28 13:27                            
                            ","
挺好吃的，环境不错，菜蛮新鲜的，和朋友一起来的，不错	                        "
"
                                来块咸年糕
                                ","
2024-01-28 13:25                            
                            ","
特别好吃实惠的火锅店 可谓是上海性价比之王 下次一定会再来	                        "
"
                                橘子
                                ","
2024-01-27 20:17                            
                            ","
价廉物美！味道好又卫生！服务热情周到！我经常来吃！环境也挺好	                        "
"
                                匿名用户
                                ","
2024-01-27 19:23                            
                            ","
菜品可口，上菜速度很快，服务态度好。	                        "
"
                                吃掉兰波
                                ","
2024-01-27 16:36                            
                            ","
服务好环境好，菜品好，非常满意	                        "
"
                                xdz17
                                ","
2024-01-27 13:14                            
                            ","
服务人员态度非常好，环境不错，菜品很新鲜，下次还会来	                        "
"
                                小辣虎
                                ","
2024-01-26 23:30                            
                            ","
                            又去吃呷哺呷哺，交行的代金券，30代60，吃个套餐，正好，30几块钱💰，吃撑了，牛肉比羊肉便宜耶！
火锅店的羊肉牛肉还怪好吃的，今天工作日，到12点多也坐满了，还要等位排号呢，调料品种也多，呷哺酱最好吃了，加点辣辣的，配上寿喜锅，真棒了。
                            

		                            收起评价


"
"
                                一切美好
                                ","
2024-01-25 16:36                            
                            ","
                            「果蔬拼盘」喜欢吃疏菜的人可以点          「高原羊肉卷」一点也不腥           「大红袍珍珠奶茶」珍珠颗粒粒饱满好吃「粉丝」好好吃     「茉香奶绿」    「时蔬双拼」
[薄荷]环境:去的时候人还是挺多的  刚好有一个两个人的位置
[服务铃]服务:
服务态度很好  值得推荐的一家餐厅
                            

		                            收起评价


"
"
                                丶莹
                                ","
2024-01-25 14:41                            
                            ","
                            中午又一个约饭胜地，小姐妹先去占的位置就怕要排队，吃过一次之后还心心念念的火锅店，它家奶茶是真滴好喝
锅底就不说啦，小锅和大锅我们都吃过，味道都很好哦~羊肉牛肉很新鲜肉质鲜嫩很不错~蔬菜拼盘量很足~虾仁福袋第一次点意外的很不错~生椰美人奶茶下市拉就点了大红袍珍珠，味道居然也很🉑~因为一杯奶茶而光顾了多次的火锅店，跟以前印象中的呷哺很不一样，大家可以去试试哦


		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-24 21:42                            
                            ","
没吃火锅买了饮料，海报上的橙汁冰沙一般	                        "
"
                                Sammiskey
                                ","
2024-01-23 13:40                            
                            ","
冬天中午来吃真的是个很不错的选择	                        "
"
                                子纯
                                ","
2024-01-22 23:19                            
                            ","
                            这两天上海降温了，天气真的好冷，寒冷的季节当然要吃火锅了，于是选择了呷哺呷哺小火锅(上海世茂广场店)，火锅店的地点在南京东路829号世茂广场东区L5层514号商铺，点的粉丝，土豆片，麻酱烧饼等菜品，好吃的。
                            

		                            收起评价


"
"
                                万人之中我是光
                                ","
2024-01-22 21:25                            
                            ","
经常下班跟朋友一起来打卡，一人一锅，十分方便，口味不错，所以还会常来的！	                        "
"
                                天使爱上呆
                                ","
2024-01-22 20:25                            
                            ","
超喜欢这个小锅火锅，一人一份，干净卫生。环境也很耐斯。	                        "
"
                                多奈
                                ","
2024-01-22 13:04                            
                            ","
味道很不错服务员很热情，环境很不错，菜品很新鲜，小火锅味道也很不错店里氛围也很好	                        "
"
                                蓝色忧郁m
                                ","
2024-01-21 23:37                            
                            ","
                            最近去了位于南京东路829号世茂广场东区L5层514号商铺的呷哺呷哺小火锅(上海世茂广场店)，这家火锅店很适合一个人去吃，有小锅的锅底，而且价格也不贵，点的蛋饺，生菜，拉面等菜品，味道还是蛮不错的，服务也好。
                            

		                            收起评价


"
"
                                优雅真挚呼嗷螺
                                ","
2024-01-21 18:00                            
                            ","
味道很不错大家服务态度都很好，强烈推荐大家来世贸广场来吃呷哺呷哺，店里环境也不错！！！！小火锅味道也不论错棒棒棒！！！	                        "
"
                                闪光伯爵_459
                                ","
2024-01-21 17:56                            
                            ","
味道很不错，环境也很好 服务态度也不错，小姐姐阿姨们都很热情 赞赞赞 不错不错下次还来	                        "
"
                                金凤
                                ","
2024-01-21 11:11                            
                            ","
环境很舒适，适合家庭聚餐朋友相聚，态度好，值得推荐	                        "
"
                                yul琼
                                ","
2024-01-20 20:11                            
                            ","
量很足，单人小火锅也很卫生，服务态度很好下次有机会还会来	                        "
"
                                匿名用户
                                ","
2024-01-20 20:11                            
                            ","
第一次吃呷浦呷浦，可以一人一个小火锅也可以选套餐，环境干净，味道也不错 "
"
                                信德专业的小彭
                                ","
2024-01-20 14:27                            
                            ","
菜品很好吃，店员服务也很好，环境不错，推荐！	                        "
"
                                真俊清雅的小亮
                                ","
2024-01-20 14:18                            
                            ","
菜品味道可以，服务也比较好，比较推荐过来吃	                        "
"
                                匿名用户
                                ","
2024-01-19 17:58                            
                            ","
好吃，爱吃，下次还来吃，我要吃吃吃吃吃吃吃	                        "
"
                                匿名用户
                                ","
2024-01-17 00:19                            
                            ","
                            这家位于上海市中心的小火锅店，经过品牌升级后，已经焕发出新的活力。
首先，它的地理位置十分优越，位于市中心的繁华地带，周边交通网络发达，无论是自驾、乘坐公交还是地铁，顾客都能轻松抵达，极大地方便了顾客的出行。
其次，它的定价策略也非常明智。在寸土寸金的市中心，很多店铺都会选择高价策略，但这家店却始终坚守亲民路线，让每位顾客在享受美食盛宴的同时，不必感到经济压力。这样的定价策略不仅体现了对顾客负责的态度，也展示了凑凑的诚信和专业。
还加入了奶茶品牌，为顾客提供更多的口味选择。无论是冷饮还是温热的奶茶，都可以满足顾客不同的需求。这样的创新不仅为顾客的用餐增添了更多的趣味性，也进一步提升了他们的用餐体验。
同时，推出了新的会员优惠制度。通过会员折扣等方式回馈会员，让他们在品尝美食的过程中享受到更多的福利和优惠。这样的举措不仅增强了顾客对品牌的忠诚度，也为品牌与会员之间建立了更紧密的联系和信任。
总的来说这家位于上海市中心经过品牌升级的小店已经焕发出了全新的生机和活力。无论是地理位置、价格策略、美食选择还是会员优惠制度等方面都体现了凑凑品牌的专业和用心。
                            

		                            收起评价


"
"
                                808.
                                ","
2024-01-16 13:38                            
                            ","
位置跟着楼层引导很快能找到，菜品不错，服务也很好 "
"
                                唯我电磁炮
                                ","
2024-01-15 19:16                            
                            ","
店里小姐姐服务态度很好强烈推荐大家来吃；火锅味道不错 有多种选择 食材很新鲜环境很优美体验很不错	                        "
"
                                夸克
                                ","
2024-01-15 19:07                            
                            ","
环境很好服务态度很好味道很不错下次还来吃强烈推荐欢迎大家前来品尝	                        "
"
                                匿名用户
                                ","
2024-01-15 15:03                            
                            ","
                            [薄荷]环境：
店里环境很干净，餐具摆放也很整齐

[服务铃]服务：
店里小姐姐服务超好，很温柔，男生也是！低声细语

菜品：
辣锅依旧很好吃！奶绿好喝！肉鲜嫩！
寿喜锅的味道也不错，不吃辣的小伙伴可以尝一下
他们家的拉面很不错！
                            

		                            收起评价


"
"
                                覃水
                                ","
2024-01-14 23:24                            
                            ","
第一次来这家店，环境很不错，菜品也很新鲜可口，值得推荐，以后还会再来。	                        "
"
                                匿名用户
                                ","
2024-01-14 20:44                            
                            ","
挺好吃的，服务员态度很好，性价比很高。还会再来。	                        "
"
                                包包
                                ","
2024-01-14 20:12                            
                            ","
和女朋友一起来吃的，这家店服务态度很热情，牛羊肉和大虾很新鲜，环境很整洁很干净卫生，吃得很舒服，明天再来吃！	                        "
"
                                eddiemum
                                ","
2024-01-14 13:06                            
                            ","
还是很久以前来过，这次来发现已经全面升级了，服务员小姐姐也很Nice，下次还来哦	                        "
"
                                云儿飘飘luck
                                ","
2024-01-13 22:24                            
                            ","
                            这几天去了呷哺呷哺小火锅(上海世茂广场店)，店的地址位于南京东路829号世茂广场东区L5层514号商铺，点的蛋饺，生菜，圆生菜，土豆🥔片和烧饼，蛋饺的馅料还是蛮好吃的，不是纯肉的，里面有脆脆的口感，很特别。
                            

		                            收起评价


"
"
                                sphin
                                ","
2024-01-13 19:22                            
                            ","
菜品很新鲜，上菜很快，味道好吃，环境也不错	                        "
"
                                很闲31
                                ","
2024-01-13 14:39                            
                            ","
价格合适 味道不错，全家来了好几次，推荐！	                        "
"
                                莴笋烫西红柿
                                ","
2024-01-12 17:41                            
                            ","
「呷哺调料」好吃下次一定再来一次。。。。。	                        "
"
                                mmdxfsh
                                ","
2024-01-12 13:57                            
                            ","
环境好，服务好，菜新鲜，呷哺呷浦的菜一直还不错的	                        "
"
                                赵彩彩
                                ","
2024-01-11 18:43                            
                            ","
好吃位置好找 和朋友一直来吃这家！ "
"
                                Jetours
                                ","
2024-01-11 18:06                            
                            ","
味道不错，很推荐大家购买，服务态度很好，强烈推荐，希望大家都来吃 "
"
                                毛毛心情
                                ","
2024-01-11 17:54                            
                            ","
味道好极了👏下次还会介绍朋友过来	                        "
"
                                馋姥姵
                                ","
2024-01-10 10:41                            
                            ","
从小吃到大的店，但没有了当初的感觉	                        "
"
                                _：浅夏
                                ","
2024-01-07 14:32                            
                            ","
位置就在世贸广场五楼 上电梯就能看到非常方便 服务员的态度也很好 这个套餐的菜品也不错一个人吃完全够了	                        "
"
                                匿名用户
                                ","
2024-01-06 14:22                            
                            ","
服务很好，单人套餐聚划算！菜品上的很快 很干净	                        "
"
                                螳螂_8344
                                ","
2024-01-06 13:39                            
                            ","
环境干净，服务贴心，性价比高，食材质量好，一直在他家吃，下次再来	                        "
"
                                liuxinxin411
                                ","
2024-01-06 12:50                            
                            ","
服务非常棒，下次还会光顾，点赞	                        "
"
                                gaofenzi
                                ","
2024-01-03 21:37                            
                            ","
南京路上世贸的五楼，旁边有些别的吃的店。菜单有点变化，原先喜欢的牛眼肉套餐没有了，只能单点	                        "
"
                                Skywheel_E
                                ","
2024-01-03 19:58                            
                            ","
                            一段时间不吃就会有点想念，蔬菜和牛肉搭配其实是正好的。一人食的分量有点大了。不过味道还是一如既往地好。牛肉很新鲜。蔬菜拼盘可以满足什么都来一口的需求。响铃卷每次必点，可以把鸡蛋打散之后裹着蛋液一起刷寿喜锅。味道也很特别
                            

		                            收起评价


"
"
                                摇啊摇168
                                ","
2024-01-03 14:21                            
                            ","
                            [薄荷]环境：
环境挺好的，比较舒适，当然可能是我来的这个时间段人不是很多吧

[服务铃]服务：
服务也就那样吧，来的时候服务员小姐姐给我倒了茶水味道还不错，价钱很是划算，也不贵，大家吃工作餐可以过来吃的欢迎大家打卡
对了，米饭🍚无限免费吃


		                            收起评价


"
"
                                鱼子酱02
                                ","
2024-01-02 09:21                            
                            ","
                            很久没吃了呷浦呷浦了，一搜索发现世茂店有一家，上两个礼拜降温日来怀个旧！
环境不再是传统的吧台小火锅了，有两人四人的座位，点了双人餐，味增酱依旧赛高！
除了火锅推出了很多新的菜品薯条、牛羊肉串各类果饮、奶茶等等。饮品味道还不错，羊肉串、牛肉串不推荐了
                            

		                            收起评价


"
