用户名,时间,评论
"
                                Bobo猪
                                ","
2024-02-07 16:39                            
                            ","
                            去年一年没光顾呷哺，最近突然想吃这口啦赶紧和朋友来西单打卡～麻酱依旧好吃😋干吃都巨巨巨香，大份羊肉真的还挺多，不喜欢套餐的搭配，每次都是单点全是自己喜欢的菜吃起来才香呀！就是番茄锅不够酸再酸点就更好啦～
                            

		                            收起评价


"
"
                                Vanessa_Kang
                                ","
2023-12-26 22:39                            
                            ","
                            最适合的一个人吃的火锅就是呷哺呷哺 
下单方便快捷 菜品新鲜齐全 价格实惠～
虽然价格比前几年略涨了一些 
但总体来讲 性价比还是很高的！
蔬菜拼盘的菜品种类多了不少…
根茎类和叶子类的都很丰富：
大白菜、奶油生菜、金针菇、蘑菇、白萝卜、胡萝卜、玉米、油豆皮、冻豆腐、鱼豆腐、蛋饺、大虾、鱼丸、虾丸、番茄…
配上一盘肥牛或羊肉、午餐肉、鱼片
再来个鸡蛋、烧饼 配上杯饮料就是完美的一餐！
                            

		                            收起评价


"
"
                                玛卡咪咪
                                ","
2024-01-23 00:29                            
                            ","
                            高性价比小火锅，全国1000家直营店，火锅品牌香港上市公司，大气，句句具有吸引力，想吃，必吃，每人一锅，锅底好几种口味自己挑，小料一份不限量，口味可以自己调，性价比还是不错的，有点小零食搭配最好不过了


		                            收起评价


"
"
                                王鹤燚
                                ","
2024-02-01 20:11                            
                            ","
                            冬天和火锅是绝配，呷哺这两年的环境好了很多，价格也没有涨太多，双人餐不到200，在火锅界算是性价比高的，羊肉没变化，肥牛卷没有了，只有大片的牛肉，希望能再恢复肥牛卷，还有特级肥牛卷，新出的鱼丸很好吃，样子很像馄饨，就是一份才四个，分量比较小。
                            

		                            收起评价


"
"
                                李zz汉娜卒塞呦
                                ","
2024-01-15 11:47                            
                            ","
                            轻食吃多了，来吃个小火锅打打牙祭。店在西单大悦城B2很好找
工作日中午人不多，上菜速度快
点了一份工作日午餐
「原切双层牛胸肉」大概10多片，肉质量不错
「缤纷蔬菜拼盘」一大盘，蔬菜洗的很干净，还有只冻虾~满足。
如果午餐的锅底能有更多选择就更好了。
                            

		                            收起评价


"
"
                                mycfau
                                ","
2023-12-27 23:03                            
                            ","
                            工作日的中午，人好少啊，少了喧闹的人群，整个世界都安静下来了，吃的感觉挺舒服。
用的点评上的双人餐，非常经济划来，搭配也不错，牛肉羊肉，蔬菜啥的饮料都有，两个人吃也是足够了的。
菌汤锅底的味道不错，个人不太喜欢番茄锅底的，朋友吃的蛮开心。
                            

		                            收起评价


"
"
                                宗介的小波妞
                                ","
2024-02-20 13:06                            
                            ","
[薄荷]环境:很好非常喜欢
[服务铃]服务.热情周到
[薄荷]环境:	                        "
"
                                空心菜根炖海盐
                                ","
2024-02-19 21:02                            
                            ","
味道很好，服务态度非常不错 "
"
                                云腿拌螃蟹
                                ","
2024-02-19 19:18                            
                            ","
团购比店里合适  姐姐服务很好  很和蔼	                        "
"
                                小可爱
                                ","
2024-02-19 15:50                            
                            ","
[薄荷]环境：还不错
[服务铃]服务：服务特别好，姐姐也很有耐心	                        "
"
                                小野马与哒哒哒
                                ","
2024-02-19 15:02                            
                            ","
非常好，服务很贴心，和小姐妹一起来吃，地理位置也非常便利！	                        "
"
                                宫冶夜澜
                                ","
2024-02-18 20:21                            
                            ","
还是呷哺适合一人吃，粉丝鸭血大白菜加羊肉最适合冬天，麻酱味道一如既往。套餐真合适啊	                        "
"
                                雪筱鸮
                                ","
2024-02-18 12:40                            
                            ","
「缤纷蔬菜拼盘」「人气呷哺羔羊肉」「印度风味咖喱锅」
[服务铃]服务:
非常好🏻很满意	                        "
"
                                寇子小妞
                                ","
2024-02-16 20:50                            
                            ","
菜品新鲜 上菜快 还是小时候的味道	                        "
"
                                Ly
                                ","
2024-02-16 18:29                            
                            ","
好评！推荐大家来，特别好吃、服务好	                        "
"
                                Z_WONG
                                ","
2024-02-16 18:20                            
                            ","
番茄口味非常好，回到了10年前的感觉！「呷哺调料」麻酱好吃！！！	                        "
"
                                君承
                                ","
2024-02-16 15:44                            
                            ","
[薄荷]环境:
环境干净
[服务铃]服务:
服务态度很好很及时	                        "
"
                                在明月山撸猫的鱼头
                                ","
2024-02-16 12:01                            
                            ","
[服务铃]服务：
好
[薄荷]环境：
好	                        "
"
                                飞雁呀
                                ","
2024-02-16 10:21                            
                            ","
服务态度非常好，特别热情很满意，产品也好🏻环境干净卫生挺好的一次体验	                        "
"
                                在大盘山弹钢琴的煎饺
                                ","
2024-02-15 13:44                            
                            ","
最近和朋友一起吃了呷哺，味道超级美味，食材新鲜，价格还便宜，品类繁多，应有尽有！环境特别好，很舒适，服务也到位，服务员特别特别好！	                        "
"
                                点小评8335754884
                                ","
2024-02-11 16:01                            
                            ","
这家店的东西很好，发货比较快，物流也很快	                        "
"
                                小龙女
                                ","
2024-02-11 14:08                            
                            ","
人少环境挺好的，双人餐带孩子三个人能吃的很饱，很划算。	                        "
"
                                joe
                                ","
2024-02-10 21:21                            
                            ","
很爱吃他家的咖喱锅和菌汤锅，比较便捷	                        "
"
                                cuicui
                                ","
2024-02-06 19:12                            
                            ","
口味很好，在单位旁边，很方便好吃，下次再来	                        "
"
                                菊花茶清蒸黑蜜
                                ","
2024-01-31 12:03                            
                            ","
呷哺口味一贯的好，尤其是西单大悦城的服务特别热情，菜品也非常新鲜	                        "
"
                                MaggieD_7332
                                ","
2024-01-31 12:00                            
                            ","
小秦服务很棒，环境不错，味道挺好	                        "
"
                                京城小张
                                ","
2024-01-29 16:37                            
                            ","
在西单大悦城B2 店铺装修的比较老 设施也比较老 服务还行吧	                        "
"
                                linjialj
                                ","
2024-01-29 14:01                            
                            ","
                            有时候一个人的时候想吃火锅，一般就来他家吃，现在品种增加了不少，特别推荐牛上脑，很新鲜，食材质量都不错，麻将尤其好吃，绝了。需要提升的是饮料，选择太少，而且基本兑水，如果饮料品质能提高的话，用户体验能更上层楼。
                            

		                            收起评价


"
"
                                你要吃梨吗
                                ","
2024-01-28 17:25                            
                            ","
服务台很有耐心解答我们的问题，菜品也很不错，特别是这个热饮很暖胃，火锅是真的很推荐的	                        "
"
                                匿名用户
                                ","
2024-01-26 14:08                            
                            ","
在地下二层，面积不大
工作日的下午 客人很多 
有调料台 自助式	                        "
"
                                心想事成
                                ","
2024-01-26 13:06                            
                            ","
就在大悦城附近上班，到饭点了不知道吃啥，突然想吃呷哺了，今天人真多，刚到十二点都满座了，点了单人套餐，分量很足，肉质也很好，很嫩，价格也实惠，上班族的不二选择，🏻🏻🏻🏻	                        "
"
                                匿名用户
                                ","
2024-01-26 12:52                            
                            ","
服务热情周到，环境好，口味好！	                        "
"
                                匿名用户
                                ","
2024-01-25 16:46                            
                            ","
总来大悦城呷哺 即方便又实惠 点赞	                        "
"
                                匿名用户
                                ","
2024-01-24 20:35                            
                            ","
不错～环境很好～食物新鲜～～～经常吃吃～ "
"
                                QI_286304406
                                ","
2024-01-24 14:22                            
                            ","
                            小饭搭子想要吃火锅，本来要去海底捞，人多等位长，一大一小吃也不划算。后来决定去吃呷浦呷浦，选了鸳鸯锅。番茄汤底不错，里面也加了不少番茄。总体价位比之前涨了一些，也好能够接受。蔬菜拼盘和牛肉不错，但是现在的那个虾滑丸子真的不好吃，没有以前的那种纯虾滑的好吃。
                            

		                            收起评价


"
"
                                人间记录员
                                ","
2024-01-19 15:23                            
                            ","
菜量大，环境也不错
200块钱足够吃撑，性价比很高	                        "
"
                                婧婧兒
                                ","
2024-01-18 21:09                            
                            ","
去西单溜达闻到呷哺味儿必须来一顿，今天的肉真的质量太差了……夹起来就碎了……服务员又给换了一盘……哎	                        "
"
                                西瓜味的夏天
                                ","
2024-01-18 17:28                            
                            ","
西单大悦城B1层，在宝岛眼镜对面，想着随便进去吃点，没想到呷哺呷哺还是一如既往的价格优惠且味道不错，性价比很好	                        "
"
                                东耳
                                ","
2024-01-17 12:38                            
                            ","
味道一如既往的喜欢，品种不多经典好吃，浓郁的麻酱和大块的菌菇酱很好吃，两个人点双人套餐吃到肚歪，牛羊肉和蔬菜的份量都足，不需要额外点，很有性价比，一直在吃	                        "
"
                                高高
                                ","
2024-01-15 12:12                            
                            ","
今天的午餐就吃西单大悦城的呷哺，打工人吃的起的餐厅 "
"
                                Meemaw
                                ","
2024-01-14 11:21                            
                            ","
[薄荷]环境:
环境还好，就是灯光有些黯淡，有点潮湿
[服务铃]服务:
菜品:蔬菜都比较新鲜，肉质鲜美，
服务态度:服务人员都很辛苦且态度和善，
性价比:适合俩个人套餐，性价比一般	                        "
"
                                人生的蜕变_1847
                                ","
2024-01-08 23:27                            
                            ","
                            休息天和朋友逛到此处，肚子饿了，找到这家，排队前问服务员**套餐能用吗？说可以，等了半小时坐下验券时说用不了，我们就开始选菜，一个服务员不耐烦的一直催促，语气也不好听，态度也不好，我们直接离开，来你家消费的，又不是来你家受气的，心里不舒服咋能吃得舒服，最后换到公司附近的呷浦呷浦吃得很满意
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2024-01-08 20:10                            
                            ","
环境好，服务好！特别好吃超级好吃巨好吃！	                        "
"
                                匿名用户
                                ","
2024-01-08 14:18                            
                            ","
俩人一个蔬菜套餐、两盘羊羔肉，俩拼盘，就得将近160啦
现在呷哺没有性价比可言
蔬菜盘里的金针菇就手指头宽一颗，其他的菜也量少的可怜
真的是很久没来呷哺吃过了，越来越不实惠啦！	                        "
"
                                yummy
                                ","
2024-01-08 09:23                            
                            ","
老式的旋转火锅 非常好的吃饭氛围	                        "
"
                                白鸟悠悠下
                                ","
2024-01-07 17:57                            
                            ","
环境不错，食材很新鲜，小料种类齐全，吃的很开心。	                        "
"
                                子曦
                                ","
2024-01-06 18:09                            
                            ","
还不错 呷哺呷哺一如既往的简单 快餐	                        "
"
                                匿名用户
                                ","
2024-01-01 13:01                            
                            ","
                            圣诞节朋友来找我玩，采购完了之后正好走到呷浦旁边，人挺少的，不用等位置，俩人选择了两个牛上脑套餐，都没吃完，最后都打包走了，套餐分量大，下回可以两人点一个套餐。吃了不少火锅，老觉得这家麻酱调料是最好吃的，每次都加很多葱花还有蒜泥，配上辣锅特别好吃。
                            

		                            收起评价


"
"
                                MrWan
                                ","
2023-12-31 15:13                            
                            ","
已经和十年前吃的感觉和味道不一样了，不过还是很中意咖喱锅。	                        "
"
                                在城隍庙聆听的虾
                                ","
2023-12-29 18:34                            
                            ","
好吃，服务员态度很好，环境也好	                        "
"
                                饿的咕咕叫
                                ","
2023-12-28 20:57                            
                            ","
虽然很爱吃呷哺呷哺的调料
但感觉现在的菜单让人看不明白
而且单人套餐里的蔬菜越来越少惹 谁会火锅里涮油菜吃呢～	                        "
"
                                山药粉烫沙棘
                                ","
2023-12-27 16:09                            
                            ","
服务好，菜品新鲜，上菜快，今天来菜单不一样了，肉都加量了 "
"
                                Dong114519
                                ","
2023-12-27 14:09                            
                            ","
                            呷哺呷哺真的可以算是陪伴了我的整个青春，说实话，最钟爱的非它家的麻酱莫属
[薄荷]环境:现在每家门店的环境还是一如既往的风格，干净，卫生
[服务铃]服务:
服务人员虽不再是年轻人，多数都换成了中年阿姨，但是服务确实非常贴心，热情「呷哺调料」
                            

		                            收起评价


"
"
                                鲍小么
                                ","
2023-12-26 20:17                            
                            ","
总来吃呷哺，菜品新鲜服务好～比较实惠 "
"
                                zhouzuo520
                                ","
2023-12-25 11:51                            
                            ","
非常传统的小火锅呀，和闺蜜一起回味学生时代的乐趣呀	                        "
"
                                骑小白的小伙子丶
                                ","
2023-12-23 20:09                            
                            ","
呷哺呷哺的小火锅也是老牌子了，套餐还是比较更有性价比。	                        "
"
                                芝士海藻盐
                                ","
2023-12-21 17:02                            
                            ","
                            北京的呷哺呷哺火锅，真的是让人欲罢不能！每一口都充满了浓郁的火锅香气，让人垂涎欲滴。他们的火锅汤底醇厚浓郁，食材新鲜丰富，无论是肉类、蔬菜还是海鲜，都能在火锅中完美地融合在一起，让人感受到火锅的独特魅力。而且呷哺呷哺的服务也非常周到，让人感受到家的温暖。每次去北京都要去尝一尝，真的是让人难以忘怀的美食体验。如果你还没有尝试过，真的推荐你去尝一尝，相信你也会爱上它的！
                            

		                            收起评价


"
"
                                毛毛虫面包
                                ","
2023-12-20 20:32                            
                            ","
很好吃的一家火锅连锁店，菜品品质没的说	                        "
"
                                白云盒盒
                                ","
2023-12-20 12:09                            
                            ","
好久没吃了，还是这个味道，挺好的	                        "
"
                                梵茵夏末
                                ","
2023-12-19 19:42                            
                            ","
                            平日的中午，上座率超高。点了点评的双人套餐，外加一个锅底、一盘羊肉、一盘午餐肉。热热乎乎、红红火火，很哇塞。调料自助，依旧是是那个味儿。每每不知道吃什么好，来一顿呷哺总不会错。推荐午餐肉、鸭血、羊肉，麻辣锅底辣的刚刚好。服务员很忙碌辛苦，活力满满。
                            

		                            收起评价


"
"
                                卡布基诺的淚
                                ","
2023-12-16 23:57                            
                            ","
逛街突然想吃他家
自己一个人选择一个套餐
还好他们家的麻酱一如既往的好吃	                        "
"
                                Lamboyaa
                                ","
2023-12-16 20:38                            
                            ","
环境不错，服务态度很好，菜品干净，价格合适。	                        "
"
                                匿名用户
                                ","
2023-12-16 12:36                            
                            ","
菜品特别全味道很好，服务态度特别好，服务员热情周到，环境好，饭量足	                        "
"
                                天道酬勤
                                ","
2023-12-15 23:25                            
                            ","
                            呷哺呷哺(西单大悦城店）虽然呷哺遍布北京城，但是西单大悦城这个店还是第一次来。好长时间没做这种吧台式的呷哺火锅了。让我想起了第一次吃呷哺。慢慢的回忆。唯一体验不好的是呷哺的会员卡用不了既然用不了建议门头改名字吧！别叫呷哺了！！！
口味没变，好吃不贵，经理实惠
                            

		                            收起评价


"
"
                                糯米团子
                                ","
2023-12-15 19:02                            
                            ","
服务特别好，菜品非常新鲜，环境很不错呦！	                        "
"
                                _日光倾城
                                ","
2023-12-15 17:34                            
                            ","
呷哺呷哺一直都是我的最爱！

[薄荷]环境：很棒、很干净
[服务铃]服务：很周到
口味：味道很不错
推荐💯💯💯	                        "
"
                                改啥昵称
                                ","
2023-12-15 14:46                            
                            ","
服务周到，菜品新鲜，环境干净卫生，上菜快	                        "
"
                                &amp;Dear柒貝
                                ","
2023-12-15 14:03                            
                            ","
喜欢呷哺的味道 ！这家服务也好 "
"
                                大宝小宝
                                ","
2023-12-15 12:03                            
                            ","
好久没有来，还是一如既往的味道～套餐很丰富，吃的饱饱的。	                        "
"
                                大飞机
                                ","
2023-12-15 09:46                            
                            ","
逛街正好路过呷哺  好长时间没吃了 味道还是既往的好没的说，价格也很合理	                        "
"
                                耐心热情哝哝蟾
                                ","
2023-12-14 17:57                            
                            ","
味道不错，环境很好，服务也不错，总体都很好。	                        "
"
                                纯真璀璨嘤嘤螺
                                ","
2023-12-14 17:47                            
                            ","
今天和朋友来吃呷哺呷哺，心情超级好，这里的服务态度很好，食材特别好吃，色香味俱全，下次还来。	                        "
"
                                睿眼俊秀哗啦马
                                ","
2023-12-14 17:08                            
                            ","
菜品味道不错服务态度好很棒很棒	                        "
"
                                Camellia
                                ","
2023-12-14 16:54                            
                            ","
菜品口味很好，服务态度特别好，很到位。	                        "
"
                                匿名用户
                                ","
2023-12-14 14:10                            
                            ","
[薄荷]环境:
很安静
[服务铃]服务:
很好「拉面」不错，下次还来	                        "
"
                                出色耐心哗哗牛
                                ","
2023-12-14 12:15                            
                            ","
服务很热情，大雪中的暖暖爱意。	                        "
"
                                赞赞和维维
                                ","
2023-12-14 10:06                            
                            ","
                            热气腾腾吧！冬天里吃这个涮肉就是满满的幸福感啊！地方也很好找在地下，电梯旁边就是，服务也很好呢！已经来吃了好几次了，都特别开心。套餐量很足，就按服务员推荐的量点菜就可以了。价格一直很亲民哦，推荐推荐啊！
                            

		                            收起评价


"
"
                                曹岩军
                                ","
2023-12-13 19:55                            
                            ","
经常来这家店吃呷哺，服务特别好，味道也不错 "
"
                                刚毅忠诚的小赵
                                ","
2023-12-13 12:29                            
                            ","
                            今天和朋友来西单大悦城吃呷哺呷哺，我了117的双人套餐，里面有牛肉，羊肉三个拼菜，还有主食拉面两杯饮料，特别划算，。服务也好，菜品也很新鲜，下次还带朋友来西单大悦城呷哺呷哺用餐，必须点个赞，下次多带几个朋友过来。
                            

		                            收起评价


"
"
                                PeppaWildboar
                                ","
2023-12-13 12:10                            
                            ","
服务很好，下雪天配火锅完美，经常来吃的一家呷哺，菜品质量和口味都很完美，在西单是性价比很高的餐饮了	                        "
"
                                草莓_ccc
                                ","
2023-12-13 09:37                            
                            ","
                            服务可太一般了。等位的时候叫号混乱，先是叫了我们，进去后发现根本没空位又出来。说下一桌是我们，又马上叫了我们的下一号，要不是我们一直在那听着早就把我们略过去了，不知道上班脑子在干嘛……太影响吃饭心情了，非必要不会去这家店了。
                            

		                            收起评价


"
"
                                Ceeeeleste
                                ","
2023-12-12 20:08                            
                            ","
                            [薄荷]环境：
位置好找，就在西单大悦城B2把角处，已经买了很多年了

[服务铃]服务：
服务很好，一般这家人不多

「拉面」最爱呷哺的拉面，很劲道
「呷哺调料」呷哺呷哺秘制调料，永远吃不腻呀～
「印度风味咖喱锅底」咖喱锅也是每次必点！
                            

		                            收起评价


"
"
                                娜娜子
                                ","
2023-12-12 18:56                            
                            ","
他家寿喜烧很划得来，味道好吃的经常吃 "
"
                                洁癖
                                ","
2023-12-12 18:55                            
                            ","
服务员姐姐特别热情 
[服务铃]服务：
特别好 高高兴兴吃个晚饭真好
旁边对面一个呷浦呷浦 但是老感觉没这个好吃 打开第3次  「拉面」「小火锅」「原切双层牛胸肉」「鸭血红薯双拼」	                        "
"
                                在西塘翱翔的果汁
                                ","
2023-12-12 17:33                            
                            ","
老来吃，口感好，环境好就是周末的时候人太多，总是排队	                        "
"
                                NO.1
                                ","
2023-12-12 15:05                            
                            ","
口味非常不错，经常来吃，菜品齐全，经济实惠，一个人吃也可以很开心	                        "
"
                                一个小熊
                                ","
2023-12-12 14:26                            
                            ","
特别棒，好吃 ，服务也好，一个星期必须吃一次，推荐	                        "
"
                                默默
                                ","
2023-12-12 14:20                            
                            ","
经常吃，感觉很好，一个人足够了，店员也很热情，还会再来	                        "
"
                                宇爱思恋
                                ","
2023-12-12 09:08                            
                            ","
                            吃了他家店好多年，以前就是同学聚会在这吃，环境也不乱，吃多长时间都没人催你。味道好吃，他家的麻将蘸料是我的最爱，在超市买的总感觉不是那个味。食材也很新鲜，蔬菜都清洗的相当干净。上菜速度也很快，不用等很长时间
                            

		                            收起评价


"
"
                                毒
                                ","
2023-12-11 14:26                            
                            ","
一个星期必来吃两次，超级好吃，服务费很好，强力推荐，主要是价格也很实惠，放心团，必须点赞，满意	                        "
"
                                龙眼炖芋头
                                ","
2023-12-11 14:25                            
                            ","
服务态度好 菜很新鲜 环境不错 干净舒适	                        "
"
                                含糖量百分之三十
                                ","
2023-12-11 12:11                            
                            ","
太好吃了下次还要来，服务非常好，菜品很好吃	                        "
"
                                匿名用户
                                ","
2023-12-11 11:55                            
                            ","
小姐姐人太好了，想的周全，服务周到。	                        "
"
                                烟灰色耳朵的烟白色狐狸
                                ","
2023-12-11 11:23                            
                            ","
吃的好
[薄荷]环境：

[服务铃]服务：
 "
"
                                匿名用户
                                ","
2023-12-10 18:16                            
                            ","
服务态度很好，餐品也更丰富了，人均80左右就能吃饱	                        "
"
                                Vicky
                                ","
2023-12-10 14:36                            
                            ","
味道很棒
菜品丰富很实惠
服务很细心周到
锅底味道很香	                        "
"
                                优秀纯真呼啸狼
                                ","
2023-12-10 14:06                            
                            ","
服务态度很好味道很棒，很干净，套餐特别划算	                        "
"
                                梦剧场
                                ","
                                2023-12-10
  更新于2023-12-11 09:55                            
                            ","
环境很好，服务热情，菜品新鲜，就餐很好	                        "
"
                                轩宝儿
                                ","
2023-12-10 10:47                            
                            ","
                            呷哺非常实惠的一个品牌涮肉，每次来都要点一桌，日式量贩涮肉味道还是可以的，一家人冬天围着吃火锅也是一件非常温暖的事情，涮品尤其肉类很新鲜，非常适合大众口味，而且服务也非常好，主动拿菜单，而且还会问需要不需要宝宝椅，真不错


		                            收起评价


"
"
                                哈哈
                                ","
2023-12-09 20:51                            
                            ","
服务态度很好味道更棒菜品丰富品种齐全，吃火锅还得来呷哺呷哺	                        "
"
                                良仔
                                ","
                                2023-12-09
  更新于2023-12-22 17:39                            
                            ","
                            服务态度很好 我经常在这里吃工作餐 阿姨们服务态度很好  蔬菜 肉 都很新鲜 环境舒适 ，这家店铺在西单大悦城负二楼 位置很好找 呷哺的芝麻酱一直都是YYDS  ~ 我最喜欢吃咖喱锅  经常跟同事 朋友或者自己在这里吃  推荐


		                            收起评价


"
"
                                桃胶炖绿豆
                                ","
2023-12-09 20:02                            
                            ","
服务态度很好，菜品很好，环境也很好，要经常来吃	                        "
"
                                kkik
                                ","
2023-12-09 14:22                            
                            ","
服务态度很味道更棒
点的咖喱锅还是一如既往的好吃	                        "
"
                                黄
                                ","
2023-12-09 14:01                            
                            ","
服务态度很好，环境卫生干净，味道好极了	                        "
"
                                追风筝的稻草人
                                ","
2023-12-09 13:48                            
                            ","
服务态度很好味道很棒，点的双人套餐特别划算，还有小葡萄甜点超级实惠	                        "
"
                                清欢
                                ","
2023-12-09 12:29                            
                            ","
西单大悦城里的点，位于地下二层，逛店的顾客不多，环境还不错，价格也很实惠，食材很新鲜，可以经常体验。	                        "
"
                                甜蜜美丽咕唧蝉
                                ","
2023-12-08 20:50                            
                            ","
服务态度很好，味道很棒，菜品丰富，俩个点的套餐很划算	                        "
"
                                匿名用户
                                ","
2023-12-08 17:31                            
                            ","
菜品十分美味可口，服务态度不错 一直是老顾客了，还会再来。	                        "
"
                                一只沙雕奈
                                ","
2023-12-08 16:42                            
                            ","
环境很好，服务员小姐姐也很热情❤菜很好吃哦	                        "
"
                                匿名用户
                                ","
2023-12-08 13:39                            
                            ","
好好好，不错不错，很满意，超级好吃，非常棒	                        "
