Vangueria madagascariensis J.F.Gmel.,Vangueria madagascariensis var. abyssinica (A.Rich.) Puff,/taxon/urn:lsid:ipni.org:names:955734-1
Vangueria madagascariensis J.F.Gmel.,Vangueria madagascariensis var. madagascariensis ,/taxon/urn:lsid:ipni.org:names:77169570-1
Rhynchosia velutina Wight & Arn.,Rhynchosia velutina var. discolor (Baker) Verdc.,/taxon/urn:lsid:ipni.org:names:885785-1
Rhynchosia velutina Wight & Arn.,Rhynchosia velutina var. velutina ,/taxon/urn:lsid:ipni.org:names:77208346-1
Antiaris toxicaria (J.F.Gmel.) Lesch.,Antiaris toxicaria var. africana Scott Elliot ex A.Chev.,/taxon/urn:lsid:ipni.org:names:77249502-1
Antiaris toxicaria (J.F.Gmel.) Lesch.,Antiaris toxicaria subsp. humbertii (Leandri) C.C.Berg,/taxon/urn:lsid:ipni.org:names:886818-1
Antiaris toxicaria (J.F.Gmel.) Lesch.,Antiaris toxicaria subsp. macrophylla (R.Br.) C.C.Berg,/taxon/urn:lsid:ipni.org:names:886819-1
Antiaris toxicaria (J.F.Gmel.) Lesch.,Antiaris toxicaria subsp. madagascariensis (H.Perrier) C.C.Berg,/taxon/urn:lsid:ipni.org:names:886820-1
Antiaris toxicaria (J.F.Gmel.) Lesch.,Antiaris toxicaria subsp. toxicaria ,/taxon/urn:lsid:ipni.org:names:77228277-1
Antiaris toxicaria (J.F.Gmel.) Lesch.,Antiaris toxicaria var. usambarensis (Engl.) C.C.Berg,/taxon/urn:lsid:ipni.org:names:886821-1
Antiaris toxicaria (J.F.Gmel.) Lesch.,Antiaris toxicaria subsp. welwitschii (Engl.) C.C.Berg,/taxon/urn:lsid:ipni.org:names:886822-1
Fuirena stricta Steud.,Fuirena stricta subsp. chlorocarpa (Ridl.) Lye,/taxon/urn:lsid:ipni.org:names:922152-1
Fuirena stricta Steud.,Fuirena stricta subsp. stricta ,/taxon/urn:lsid:ipni.org:names:77169175-1
Phyllanthus maderaspatensis L.,Phyllanthus maderaspatensis var. exasperata Radcl.-Sm.,/taxon/urn:lsid:ipni.org:names:969907-1
Phyllanthus maderaspatensis L.,Phyllanthus maderaspatensis var. frazieri Fosberg,/taxon/urn:lsid:ipni.org:names:880706-1
Phyllanthus maderaspatensis L.,Phyllanthus maderaspatensis var. maderaspatensis ,/taxon/urn:lsid:ipni.org:names:169740-3
Celerina seyrigii Benoist,Celerina seyrigii var. egena Benoist,/taxon/urn:lsid:ipni.org:names:2873698-4
Celerina seyrigii Benoist,Celerina seyrigii var. seyrigii ,/taxon/urn:lsid:ipni.org:names:3298442-4
Hypoestes caudata Benoist,Hypoestes caudata var. caudata ,/taxon/urn:lsid:ipni.org:names:77231396-1
Hypoestes caudata Benoist,Hypoestes caudata var. glabrescens Benoist,/taxon/urn:lsid:ipni.org:names:77250828-1
Hypoestes chlorotricha (Bojer ex Nees) Benoist,Hypoestes chlorotricha var. chlorotricha ,/taxon/urn:lsid:ipni.org:names:77231687-1
Hypoestes chlorotricha (Bojer ex Nees) Benoist,Hypoestes chlorotricha var. elongata Benoist,/taxon/urn:lsid:ipni.org:names:77250181-1
Hypoestes poissonii Benoist,Hypoestes poissonii var. poissonii ,/taxon/urn:lsid:ipni.org:names:77231522-1
Hypoestes poissonii Benoist,Hypoestes poissonii var. vestita Benoist,/taxon/urn:lsid:ipni.org:names:77251041-1
Justicia aquatica Benoist,Justicia aquatica var. aquatica ,/taxon/urn:lsid:ipni.org:names:77225348-1
Justicia aquatica Benoist,Justicia aquatica var. exigua Benoist,/taxon/urn:lsid:ipni.org:names:77250387-1
Justicia brevispica Benoist,Justicia brevispica var. ampla Benoist,/taxon/urn:lsid:ipni.org:names:77251054-1
Justicia brevispica Benoist,Justicia brevispica var. brevispica ,/taxon/urn:lsid:ipni.org:names:77225268-1
Justicia aequiloculata Benoist,Justicia aequiloculata var. aequiloculata ,/taxon/urn:lsid:ipni.org:names:77225844-1
Justicia aequiloculata Benoist,Justicia aequiloculata var. pseudochloroptera Benoist,/taxon/urn:lsid:ipni.org:names:77250558-1
Justicia aequiloculata Benoist,Justicia aequiloculata var. ranohelensis Benoist,/taxon/urn:lsid:ipni.org:names:77250900-1
Justicia dejecta Benoist,Justicia dejecta var. albipila Benoist,/taxon/urn:lsid:ipni.org:names:77250633-1
Justicia dejecta Benoist,Justicia dejecta var. dejecta ,/taxon/urn:lsid:ipni.org:names:77225612-1
Justicia delicatula Scott Elliot,Justicia delicatula var. breviloba Benoist,/taxon/urn:lsid:ipni.org:names:77250456-1
Justicia delicatula Scott Elliot,Justicia delicatula var. brevituba Benoist,/taxon/urn:lsid:ipni.org:names:77250317-1
Justicia delicatula Scott Elliot,Justicia delicatula var. delicatula ,/taxon/urn:lsid:ipni.org:names:77225306-1
Justicia delicatula Scott Elliot,Justicia delicatula var. puberula Benoist,/taxon/urn:lsid:ipni.org:names:77250965-1
Justicia delicatula Scott Elliot,Justicia delicatula var. robusta Benoist,/taxon/urn:lsid:ipni.org:names:77250813-1
Justicia delicatula Scott Elliot,Justicia delicatula var. veronicifolia Benoist,/taxon/urn:lsid:ipni.org:names:77250772-1
Justicia dives Benoist,Justicia dives var. dives ,/taxon/urn:lsid:ipni.org:names:77225514-1
Justicia dives Benoist,Justicia dives var. ovatula Benoist,/taxon/urn:lsid:ipni.org:names:77250652-1
Justicia minutiflora Benoist,Justicia minutiflora var. minutiflora ,/taxon/urn:lsid:ipni.org:names:77225402-1
Justicia minutiflora Benoist,Justicia minutiflora var. waterlotii Benoist,/taxon/urn:lsid:ipni.org:names:77250472-1
Justicia nummulus Benoist,Justicia nummulus var. nummulus ,/taxon/urn:lsid:ipni.org:names:77225045-1
Justicia nummulus Benoist,Justicia nummulus var. pubens Benoist,/taxon/urn:lsid:ipni.org:names:77250226-1
Justicia paspaloides Benoist,Justicia paspaloides var. mandrakensis Benoist,/taxon/urn:lsid:ipni.org:names:77250418-1
Justicia paspaloides Benoist,Justicia paspaloides var. paspaloides ,/taxon/urn:lsid:ipni.org:names:77225442-1
Lasiocladus anthospermifolius Bojer ex Nees,Lasiocladus anthospermifolius var. anthospermifolius ,/taxon/urn:lsid:ipni.org:names:77222940-1
Lasiocladus anthospermifolius Bojer ex Nees,Lasiocladus anthospermifolius var. humbertii (Benoist) Benoist,/taxon/urn:lsid:ipni.org:names:77250709-1
Lasiocladus anthospermifolius Bojer ex Nees,Lasiocladus anthospermifolius var. linearifolius (Benoist) Benoist,/taxon/urn:lsid:ipni.org:names:77250765-1
Lasiocladus anthospermifolius Bojer ex Nees,Lasiocladus anthospermifolius var. mollis (Benoist) Benoist,/taxon/urn:lsid:ipni.org:names:77250961-1
Melittacanthus divaricatus S.Moore,Melittacanthus divaricatus var. divaricatus ,/taxon/urn:lsid:ipni.org:names:3298440-4
Melittacanthus divaricatus S.Moore,Melittacanthus divaricatus var. minor Benoist,/taxon/urn:lsid:ipni.org:names:2873797-4
Lepidagathis vulpina Benoist,Lepidagathis vulpina var. modesta Benoist,/taxon/urn:lsid:ipni.org:names:77250802-1
Lepidagathis vulpina Benoist,Lepidagathis vulpina var. vulpina ,/taxon/urn:lsid:ipni.org:names:77223626-1
Mendoncia cowanii (S.Moore) Benoist,Mendoncia cowanii var. coursii Benoist,/taxon/urn:lsid:ipni.org:names:60474036-2
Mendoncia cowanii (S.Moore) Benoist,Mendoncia cowanii var. cowanii ,/taxon/urn:lsid:ipni.org:names:77231880-1
Mimulopsis lyalliana (Nees) Baron,Mimulopsis lyalliana var. diffusa (Baker) Benoist,/taxon/urn:lsid:ipni.org:names:77250740-1
Mimulopsis lyalliana (Nees) Baron,Mimulopsis lyalliana var. lyalliana ,/taxon/urn:lsid:ipni.org:names:77230974-1
Oplonia minor (Benoist) Stearn,Oplonia minor var. meridionalis (Benoist) Stearn,/taxon/urn:lsid:ipni.org:names:873749-1
Oplonia minor (Benoist) Stearn,Oplonia minor var. minor ,/taxon/urn:lsid:ipni.org:names:77224576-1
Oplonia minor (Benoist) Stearn,Oplonia minor var. vestita (Benoist) Stearn,/taxon/urn:lsid:ipni.org:names:873750-1
Ruellia albopurpurea Benoist,Ruellia albopurpurea var. albopurpurea ,/taxon/urn:lsid:ipni.org:names:77224663-1
Ruellia albopurpurea Benoist,Ruellia albopurpurea var. sulfureoviolacea Benoist,/taxon/urn:lsid:ipni.org:names:77250830-1
Ruellia albopurpurea Benoist,Ruellia albopurpurea var. tulearensis Benoist,/taxon/urn:lsid:ipni.org:names:77250158-1
Ruellia dissidens Benoist,Ruellia dissidens var. angustifolia Benoist,/taxon/urn:lsid:ipni.org:names:77250767-1
Ruellia dissidens Benoist,Ruellia dissidens var. dissidens ,/taxon/urn:lsid:ipni.org:names:77224843-1
Ruellia dissidens Benoist,Ruellia dissidens var. lanceolata Benoist,/taxon/urn:lsid:ipni.org:names:77250588-1
Ruellia dissidens Benoist,Ruellia dissidens var. sarmentosa Benoist,/taxon/urn:lsid:ipni.org:names:77250616-1
Ruellia dissidens Benoist,Ruellia dissidens var. subglabra Benoist,/taxon/urn:lsid:ipni.org:names:77250787-1
Stenandriopsis leptostachys Benoist,Stenandriopsis leptostachys var. leptostachys ,/taxon/urn:lsid:ipni.org:names:3298180-4
Stenandriopsis leptostachys Benoist,Stenandriopsis leptostachys var. longifolia Benoist,/taxon/urn:lsid:ipni.org:names:2873828-4
Thunbergia cyanea Bojer ex Nees,Thunbergia cyanea var. cyanea ,/taxon/urn:lsid:ipni.org:names:77224169-1
Thunbergia cyanea Bojer ex Nees,Thunbergia cyanea var. platyphylla (Baker) Benoist,/taxon/urn:lsid:ipni.org:names:77250573-1
Thunbergia convolvulifolia Baker,Thunbergia convolvulifolia var. convolvulifolia ,/taxon/urn:lsid:ipni.org:names:77224789-1
Thunbergia convolvulifolia Baker,Thunbergia convolvulifolia var. digitaliformis Benoist,/taxon/urn:lsid:ipni.org:names:77250323-1
Thunbergia convolvulifolia Baker,Thunbergia convolvulifolia var. hirsuta (Benoist) Benoist,/taxon/urn:lsid:ipni.org:names:77250742-1
Monanthotaxis boivinii (Baill.) Verdc.,Monanthotaxis boivinii var. boivinii ,/taxon/urn:lsid:ipni.org:names:77223783-1
Monanthotaxis boivinii (Baill.) Verdc.,Monanthotaxis boivinii var. brevipedicellata (Cavaco & Keraudren) Verdc.,/taxon/urn:lsid:ipni.org:names:874243-1
Monanthotaxis caesia (Diels) Verdc.,Monanthotaxis caesia var. caesia ,/taxon/urn:lsid:ipni.org:names:77222976-1
Monanthotaxis caesia (Diels) Verdc.,Monanthotaxis caesia var. elongata (Ghesq. ex Cavaco & Keraudren) Verdc.,/taxon/urn:lsid:ipni.org:names:874244-1
Monanthotaxis caesia (Diels) Verdc.,Monanthotaxis caesia var. subacuta (Ghesq. ex Cavaco & Keraudren) Verdc.,/taxon/urn:lsid:ipni.org:names:874245-1
Monanthotaxis valida (Diels) Verdc.,Monanthotaxis valida f. parvifolia (Cavaco & Keraudren) Verdc.,/taxon/urn:lsid:ipni.org:names:874252-1
Monanthotaxis valida (Diels) Verdc.,Monanthotaxis valida f. valida ,/taxon/urn:lsid:ipni.org:names:77223978-1
Uvaria ambongoensis (Baill.) Diels,Uvaria ambongoensis var. ambongoensis ,/taxon/urn:lsid:ipni.org:names:77224054-1
Uvaria ambongoensis (Baill.) Diels,Uvaria ambongoensis var. sciocarpa Ghesq. ex Diels,/taxon/urn:lsid:ipni.org:names:77250811-1
Alafia perrieri Jum.,Alafia perrieri var. parvifolia (Pichon) Markgr.,/taxon/urn:lsid:ipni.org:names:874268-1
Alafia perrieri Jum.,Alafia perrieri var. perrieri ,/taxon/urn:lsid:ipni.org:names:77167516-1
Cynanchum luteifluens (Jum. & H.Perrier) Desc.,Cynanchum luteifluens var. longicoronae Liede,/taxon/urn:lsid:ipni.org:names:990092-1
Cynanchum luteifluens (Jum. & H.Perrier) Desc.,Cynanchum luteifluens var. luteifluens ,/taxon/urn:lsid:ipni.org:names:77173095-1
"Cynanchum neoleucanthum Cai F.Zhang, G.W.Hu & Q.F.Wang","Cynanchum neoleucanthum subsp. elongatum (Liede) Cai F.Zhang, G.W.Hu & Q.F.Wang",/taxon/urn:lsid:ipni.org:names:3302430-4
"Cynanchum neoleucanthum Cai F.Zhang, G.W.Hu & Q.F.Wang",Cynanchum neoleucanthum subsp. neoleucanthum ,/taxon/urn:lsid:ipni.org:names:3310179-4
Pachypodium brevicaule Baker,Pachypodium brevicaule subsp. brevicaule ,/taxon/urn:lsid:ipni.org:names:77169263-1
Pachypodium brevicaule Baker,Pachypodium brevicaule subsp. leucoxanthum Lüthy,/taxon/urn:lsid:ipni.org:names:77093502-1
Pachypodium rosulatum Baker,Pachypodium rosulatum subsp. bemarahense Lüthy & Lavranos,/taxon/urn:lsid:ipni.org:names:77063924-1
Pachypodium rosulatum Baker,Pachypodium rosulatum subsp. bicolor (Lavranos & Rapanarivo) Lüthy,/taxon/urn:lsid:ipni.org:names:77065708-1
Pachypodium rosulatum Baker,Pachypodium rosulatum subsp. cactipes (K.Schum.) Lüthy,/taxon/urn:lsid:ipni.org:names:77065709-1
Pachypodium rosulatum Baker,Pachypodium rosulatum subsp. gracilius (H.Perrier) Lüthy,/taxon/urn:lsid:ipni.org:names:77065710-1
Pachypodium rosulatum Baker,Pachypodium rosulatum subsp. makayense (Lavranos) Lüthy,/taxon/urn:lsid:ipni.org:names:77065711-1
Pachypodium rosulatum Baker,Pachypodium rosulatum subsp. rosulatum ,/taxon/urn:lsid:ipni.org:names:77169070-1
Pervillaea venenata (Baill.) Klack.,Pervillaea venenata subsp. macrantha Klack.,/taxon/urn:lsid:ipni.org:names:992095-1
Pervillaea venenata (Baill.) Klack.,Pervillaea venenata subsp. venenata ,/taxon/urn:lsid:ipni.org:names:77172598-1
Pentopetia ovalifolia (Costantin & Gallaud) Klack.,Pentopetia ovalifolia subsp. glabrata Klack.,/taxon/urn:lsid:ipni.org:names:1011614-1
Pentopetia ovalifolia (Costantin & Gallaud) Klack.,Pentopetia ovalifolia subsp. ovalifolia ,/taxon/urn:lsid:ipni.org:names:77172622-1
Secamone cristata Jum. & H.Perrier,Secamone cristata subsp. bipilosa Klack.,/taxon/urn:lsid:ipni.org:names:969868-1
Secamone cristata Jum. & H.Perrier,Secamone cristata subsp. clavata Klack.,/taxon/urn:lsid:ipni.org:names:969869-1
Secamone cristata Jum. & H.Perrier,Secamone cristata subsp. cristata ,/taxon/urn:lsid:ipni.org:names:77173465-1
Secamone cristata Jum. & H.Perrier,Secamone cristata subsp. densiflora Klack.,/taxon/urn:lsid:ipni.org:names:969870-1
Secamone ligustrifolia Decne.,Secamone ligustrifolia subsp. angustifolia (Decne.) Klack.,/taxon/urn:lsid:ipni.org:names:970187-1
Secamone ligustrifolia Decne.,Secamone ligustrifolia subsp. ligustrifolia ,/taxon/urn:lsid:ipni.org:names:77173538-1
Secamone pinnata Choux,Secamone pinnata subsp. pinnata ,/taxon/urn:lsid:ipni.org:names:77172730-1
Secamone pinnata Choux,Secamone pinnata subsp. septentrionalis Klack.,/taxon/urn:lsid:ipni.org:names:969866-1
Secamone pulchra Klack.,Secamone pulchra subsp. latifolia Klack.,/taxon/urn:lsid:ipni.org:names:969871-1
Secamone pulchra Klack.,Secamone pulchra subsp. pulchra ,/taxon/urn:lsid:ipni.org:names:77172696-1
Secamone sulfurea (Jum. & H.Perrier) Klack.,Secamone sulfurea subsp. stylosa (Klack.) Klack.,/taxon/urn:lsid:ipni.org:names:1016447-1
Secamone sulfurea (Jum. & H.Perrier) Klack.,Secamone sulfurea subsp. sulfurea ,/taxon/urn:lsid:ipni.org:names:77172670-1
Secamone toxocarpoides Choux,Secamone toxocarpoides var. incana Klack.,/taxon/urn:lsid:ipni.org:names:77202563-1
Secamone toxocarpoides Choux,Secamone toxocarpoides var. toxocarpoides ,/taxon/urn:lsid:ipni.org:names:77214296-1
Secamone varia Klack.,Secamone varia var. laxiflora Klack.,/taxon/urn:lsid:ipni.org:names:969872-1
Secamone varia Klack.,Secamone varia var. varia ,/taxon/urn:lsid:ipni.org:names:77172679-1
title,name,link
Arophyton tripartitum Jum.,Arophyton tripartitum var. masoalaense Bogner,/taxon/urn:lsid:ipni.org:names:874424-1
Arophyton tripartitum Jum.,Arophyton tripartitum var. tripartitum ,/taxon/urn:lsid:ipni.org:names:77167593-1
Polyscias confertifolia (Baker) Harms,Polyscias confertifolia var. angusta Bernardi,/taxon/urn:lsid:ipni.org:names:874517-1
Polyscias confertifolia (Baker) Harms,Polyscias confertifolia var. confertifolia ,/taxon/urn:lsid:ipni.org:names:77170362-1
Polyscias fraxinifolia (Baker) R.Vig.,Polyscias fraxinifolia var. crassa Bernardi,/taxon/urn:lsid:ipni.org:names:874518-1
Polyscias fraxinifolia (Baker) R.Vig.,Polyscias fraxinifolia var. fraxinifolia ,/taxon/urn:lsid:ipni.org:names:77170184-1
Polyscias zanthoxyloides (Baker) Harms,Polyscias zanthoxyloides var. simplex Bernardi,/taxon/urn:lsid:ipni.org:names:874519-1
Polyscias zanthoxyloides (Baker) Harms,Polyscias zanthoxyloides var. zanthoxyloides ,/taxon/urn:lsid:ipni.org:names:77168565-1
Asparagus madecassus H.Perrier,Asparagus madecassus var. madecassus ,/taxon/urn:lsid:ipni.org:names:77171925-1
Asparagus madecassus H.Perrier,Asparagus madecassus var. montanus H.Perrier,/taxon/urn:lsid:ipni.org:names:77189310-1
Aloe acutissima H.Perrier,Aloe acutissima subsp. acutissima ,/taxon/urn:lsid:ipni.org:names:77169252-1
Aloe acutissima H.Perrier,Aloe acutissima var. antanimorensis Reynolds,/taxon/urn:lsid:ipni.org:names:77189076-1
Aloe acutissima H.Perrier,Aloe acutissima var. fiherenensis J.-B.Castillon,/taxon/urn:lsid:ipni.org:names:77086860-1
Aloe acutissima H.Perrier,Aloe acutissima var. isaloana J.-B.Castillon,/taxon/urn:lsid:ipni.org:names:77086861-1
Aloe acutissima H.Perrier,Aloe acutissima subsp. itampolensis Rebmann,/taxon/urn:lsid:ipni.org:names:77094029-1
Aloe acutissima H.Perrier,Aloe acutissima var. itampoloana J.-B.Castillon,/taxon/urn:lsid:ipni.org:names:77110994-1
Aloe acutissima H.Perrier,Aloe acutissima subsp. makayensis Rebmann,/taxon/urn:lsid:ipni.org:names:3306082-4
Aloe antandroi (Decary) H.Perrier,Aloe antandroi subsp. antandroi ,/taxon/urn:lsid:ipni.org:names:77169961-1
Aloe antandroi (Decary) H.Perrier,Aloe antandroi subsp. toliarana J.-B.Castillon,/taxon/urn:lsid:ipni.org:names:77110995-1
Aloe capitata Baker,Aloe capitata var. angavoana J.-P.Castillon,/taxon/urn:lsid:ipni.org:names:77110989-1
Aloe capitata Baker,Aloe capitata var. capitata ,/taxon/urn:lsid:ipni.org:names:77169204-1
Aloe capitata Baker,Aloe capitata var. quartziticola H.Perrier,/taxon/urn:lsid:ipni.org:names:60462201-2
Aloe capitata Baker,Aloe capitata var. silvicola H.Perrier,/taxon/urn:lsid:ipni.org:names:60462202-2
Aloe bulbillifera H.Perrier,Aloe bulbillifera var. bulbillifera ,/taxon/urn:lsid:ipni.org:names:77172069-1
Aloe bulbillifera H.Perrier,Aloe bulbillifera var. paulianae Reynolds,/taxon/urn:lsid:ipni.org:names:60462199-2
Aloe compressa H.Perrier,Aloe compressa var. compressa ,/taxon/urn:lsid:ipni.org:names:77169618-1
Aloe compressa H.Perrier,Aloe compressa var. paucituberculata Lavranos,/taxon/urn:lsid:ipni.org:names:1002165-1
Aloe compressa H.Perrier,Aloe compressa var. schistophila H.Perrier,/taxon/urn:lsid:ipni.org:names:60462529-2
Aloe conifera H.Perrier,Aloe conifera subsp. conifera ,/taxon/urn:lsid:ipni.org:names:77173452-1
Aloe conifera H.Perrier,Aloe conifera subsp. pervagata J.-B.Castillon,/taxon/urn:lsid:ipni.org:names:77126042-1
