title,name,link
Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.,Geonoma speciosa Barb.Rodr.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110482-1
Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.,Geonoma spruceana Trail,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110482-1
Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.,Geonoma spruceana var. heptasticha Trail,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110482-1
Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.,Geonoma spruceana var. major Trail,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110482-1
Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.,Geonoma spruceana var. micra Trail,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110482-1
Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.,Geonoma spruceana subsp. tuberculata (Spruce) Trail,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110482-1
Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.,Geonoma spruceana var. tuberculata (Spruce) Trail,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110482-1
Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.,Geonoma tuberculata Spruce,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110482-1
Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.,Geonoma tuberculata var. major Drude,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110482-1
Geonoma interrupta subsp. purdieana (Spruce) A.J.Hend.,Geonoma purdieana Spruce,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110456-1
Gentianopsis detonsa subsp. detonsa ,Gentiana brachypetala Bunge,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis detonsa subsp. detonsa ,Gentiana ciliata Gunnerus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis detonsa subsp. detonsa ,Gentiana detonsa var. groenlandica Vict.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis detonsa subsp. detonsa ,Gentiana detonsa var. simplex Bunge,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis detonsa subsp. detonsa ,Gentiana komarovii var. tetychensis Vorosch.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis detonsa subsp. detonsa ,Gentiana maritima Bach.Pyl. ex Griseb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis detonsa subsp. detonsa ,Gentiana richardsonii A.E.Porsild,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis detonsa subsp. detonsa ,Gentiana serrata Lam.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis detonsa subsp. detonsa ,Gentiana serrata Gunnerus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis detonsa subsp. detonsa ,Gentianella serrata (Lam.) Borkh.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230205-1
Gentianopsis ciliata subsp. ciliata ,Crossopetalum gentiana Andrz. ex Trautv.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230417-1
Gentianopsis ciliata subsp. ciliata ,Gentiana ciliata var. multiflora Gaudin,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230417-1
Gentianopsis ciliata subsp. ciliata ,Gentiana fimbriata Willd. ex Schult.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230417-1
Gentianopsis ciliata subsp. ciliata ,Gentianella ciliata f. albiflora Morariu,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230417-1
Gentianopsis ciliata subsp. ciliata ,Gentianella fimbriata Delarbre,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230417-1
Gentianopsis ciliata subsp. ciliata ,Hippion ciliatum F.W.Schmidt,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230417-1
Gentianopsis ciliata subsp. ciliata ,Hippion dentosum F.W.Schmidt,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230417-1
Gentianopsis ciliata subsp. ciliata ,Lehmanna ciliata Casseb. & Theob.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230417-1
Gentianopsis ciliata subsp. ciliata ,Lexipyretum ciliatum Dulac,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230417-1
Gentianopsis paludosa var. ovatodeltoidea (Burkill) Ma ex T.N.Ho,Gentiana detonsa var. ovatodeltoidea Burkill,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:973856-1
Gentianopsis paludosa var. ovatodeltoidea (Burkill) Ma ex T.N.Ho,Gentianopsis barbata var. ovatodeltoidea (Burkill) Ma,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:973856-1
Gentianopsis paludosa var. ovatodeltoidea (Burkill) Ma ex T.N.Ho,Gentianopsis ovatodeltoidea (Burkill) Y.Z.Zhao,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:973856-1
Gentianopsis paludosa var. ovatodeltoidea (Burkill) Ma ex T.N.Ho,Gentianopsis scabromarginata Ma,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:973856-1
Gentianopsis paludosa var. ovatodeltoidea (Burkill) Ma ex T.N.Ho,Gentianella scabromarginata Harry Sm.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:973856-1
Geonoma interrupta subsp. ramosissima (Burret) Galeano & R.Bernal,Geonoma pinnatifrons subsp. ramosissima (Burret) A.J.Hend.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77146566-1
Geonoma interrupta subsp. ramosissima (Burret) Galeano & R.Bernal,Geonoma ramosissima Burret,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77146566-1
Gentianopsis ciliata subsp. blepharophora (Bordz.) Holub,Gentiana blepharophora Bordz.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:881038-1
Gentianopsis ciliata subsp. blepharophora (Bordz.) Holub,Gentiana ciliata subsp. blepharophora (Bordz.) Greuter,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:881038-1
Gentianopsis ciliata subsp. blepharophora (Bordz.) Holub,Gentianella ciliata subsp. blepharophora (Bordz.) N.M.Pritch.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:881038-1
Gentianopsis ciliata subsp. blepharophora (Bordz.) Holub,Gentianopsis blepharophora (Bordz.) Galushko,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:881038-1
Geonoma interrupta subsp. magnifica (Linden & H.Wendl.) A.J.Hend.,Geonoma magnifica Linden & H.Wendl.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110454-1
Geonoma interrupta subsp. magnifica (Linden & H.Wendl.) A.J.Hend.,Geonoma dryanderae Burret,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110454-1
Geonoma interrupta subsp. interrupta ,Geonoma leptoclada Burret,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170868-1
Geonoma interrupta subsp. interrupta ,Geonoma megaloptila Burret,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170868-1
Geonoma interrupta subsp. interrupta ,Geonoma pleeana Mart.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170868-1
Geonoma interrupta subsp. interrupta ,Geonoma polyclada Burret,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170868-1
Geonoma interrupta subsp. interrupta ,Geonoma preussii Burret,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170868-1
Geonoma interrupta subsp. interrupta ,Geonoma saga Spruce,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77170868-1
Gentianopsis barbata subsp. barbata ,Gentiana barbata var. richardsoniana J.McNab,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230775-1
Gentianopsis barbata subsp. barbata ,Gentiana stricta Klotzsch,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230775-1
Gentianopsis barbata subsp. barbata ,Gentiana vvedenskyi Grossh.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230775-1
Gentianopsis barbata subsp. barbata ,Gentianella vvedenskyi (Grossh.) Harry Sm.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230775-1
Gentianopsis barbata subsp. barbata ,Gentianopsis barbata var. sinensis Ma,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230775-1
Gentianopsis barbata subsp. barbata ,Gentianopsis stricta Ikonn.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230775-1
Gentianopsis barbata subsp. barbata ,Gentianopsis vvedenskyi (Grossh.) Pissjauk.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230775-1
Gentianopsis barbata subsp. raupii (A.E.Porsild) Elven,Gentiana detonsa var. raupii (A.E.Porsild) B.Boivin,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77099628-1
Gentianopsis barbata subsp. raupii (A.E.Porsild) Elven,Gentiana raupii A.E.Porsild,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77099628-1
Gentianopsis barbata subsp. raupii (A.E.Porsild) Elven,Gentianella detonsa subsp. raupii (A.E.Porsild) J.M.Gillett,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77099628-1
Gentianopsis barbata subsp. raupii (A.E.Porsild) Elven,Gentianopsis detonsa subsp. raupii (A.E.Porsild) Á.Löve & D.Löve,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77099628-1
Gentianopsis barbata subsp. raupii (A.E.Porsild) Elven,Gentianopsis raupii (A.E.Porsild) Iltis,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77099628-1
Gentianella propinqua subsp. propinqua ,Amarella arctophila (Griseb.) Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentiana arctophila Griseb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentiana arctophila var. densiflora Griseb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentiana propinqua f. acyanea (J.M.Gillett) B.Boivin,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentiana propinqua subsp. arctophila (Griseb.) Hultén,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentiana propinqua var. densiflora Griseb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentiana rurikiana Cham. & Schltdl.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentiana setiflora Bunge,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentiana unalaschcensis Cham.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentianella arctophila (Griseb.) A.P.Khokhr.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentianella propinqua f. acyanea J.M.Gillett,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella propinqua subsp. propinqua ,Gentianella propinqua subsp. arctophila (Griseb.) Tzvelev,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230174-1
Gentianella quinquefolia subsp. quinquefolia ,Aloitis parviflora Raf.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230835-1
Gentianella quinquefolia subsp. quinquefolia ,Amarella amarelloides (Michx.) Greene,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230835-1
Gentianella quinquefolia subsp. quinquefolia ,Gentiana amarelloides Michx.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230835-1
Gentianella quinquefolia subsp. quinquefolia ,Gentiana kentukensis Pers.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230835-1
Gentianella quinquefolia subsp. quinquefolia ,Gentiana quinqueflora Hill,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230835-1
Gentianella quinquefolia subsp. quinquefolia ,Gentiana quinquefolia var. amarelloides (Michx.) Britton,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230835-1
Gentianella quinquefolia subsp. quinquefolia ,Gentiana quinquefolia f. lutescens Fernald,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230835-1
Gentianella quinquefolia subsp. quinquefolia ,Gentiana quinquefolia var. parviflora (Raf.) Griseb.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230835-1
Gentianella umbellata subsp. umbellata ,Gentiana aurea f. consobrina Boiss.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230523-1
Gentianella umbellata subsp. umbellata ,Gentiana consobrina Schott & Kotschy ex Boiss.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230523-1
Gentianella umbellata subsp. umbellata ,Gentiana rupicola Griseb. ex Wedd.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230523-1
Gentianella umbellata subsp. umbellata ,Gentianella consobrina (Boiss.) Holub,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230523-1
Gentianella thiosphaera var. macroclada (Gilg) T.N.Ho,Gentiana macroclada Gilg,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:975055-1
Gentianella thiosphaera var. thiosphaera ,Gentiana comarapana Gilg,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230168-1
Gentianella thiosphaera var. thiosphaera ,Gentiana meyeri Fabris,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77230168-1
Gentianella propinqua subsp. aleutica (Cham. & Schltdl.) J.M.Gillett,Gentiana aleutica Cham. & Schltdl.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108719-2
Gentianella propinqua subsp. aleutica (Cham. & Schltdl.) J.M.Gillett,Gentiana propinqua var. aleutica (Cham. & Schltdl.) B.Boivin,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108719-2
Gentianella propinqua subsp. aleutica (Cham. & Schltdl.) J.M.Gillett,Gentianella aleutica (Cham. & Schltdl.) Holub,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108719-2
Gentianella propinqua subsp. aleutica (Cham. & Schltdl.) J.M.Gillett,Gentianella propinqua var. aleutica (Cham. & Schltdl.) S.L.Welsh,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108719-2
Acianthera ochreata subsp. ochreata ,Pleurothallis bahiensis Pabst,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77171315-1
Gentianopsis barbata var. stenocalyx H.W.Li ex T.N.Ho,Gentianella stenocalyx Harry Sm.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:973853-1
Gentianopsis barbata var. stenocalyx H.W.Li ex T.N.Ho,Gentianopsis stenocalyx (Harry Sm.) H.W.Li,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:973853-1
Acer saccharum subsp. saccharum ,Acer barbatum f. commune Ashe,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer barbatum f. schneckii (Rehder) Bush,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer hispidum Schwer.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer nigrum var. glaucum (Schmidt) Fosberg,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer nigrum var. monumentale (F.L.Temple) Rehder,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer nigrum subsp. saccharophorum (K.Koch) R.T.Clausen,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer nigrum var. schneckii (Rehder) Fosberg,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer palmifolium Borkh.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer palmifolium var. concolor Schwer.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer palmifolium f. euconcolor Schwer.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer palmifolium f. glabratum Schwer.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer palmifolium var. glaucum Sarg.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer palmifolium f. integrilobum Schwer.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer palmifolium subsp. typicum Wesm.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharinum var. glaucum Schmidt,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharinum monumentale F.L.Temple,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharinum var. viride Schmidt,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharophorum K.Koch,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharophorum f. angustilobatum Vict. & J.Rousseau,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharophorum f. conicum (Fernald) J.Rousseau,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharophorum f. glaucum (Schmidt) J.Rousseau,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharophorum var. schneckii (Rehder) J.Rousseau,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharophorum var. subvestitum Vict. & Roll.-Germ.,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. angustilobatum (Vict. & J.Rousseau) A.E.Murray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. conicum Fernald,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. euconcolor Pax,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. glabratum Pax,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. hispidum (Schwer.) A.E.Murray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. integrilobum Pax,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. monumentale (F.L.Temple) Rehder,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. pubescens Pax,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum var. quinquelobulatum A.E.Murray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. rubrocarpum A.E.Murray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum subsp. schneckii (Rehder) Desmarais,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. schneckii (Rehder) Deam,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum var. schneckii Rehder,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
Acer saccharum subsp. saccharum ,Acer saccharum f. subvestitum (Vict. & Roll.-Germ.) A.E.Murray,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77227117-1
